,exp1,exp2,exp3,exp4
AT4G24510,14.05213959,14.77687652,13.81579359,26.18007371
AT2G21790,9.719431619,6.767796677,5.18424626,9.021459659
AT5G44290,31.67366933,40.34142186,35.83767409,30.75968359
AT5G38990,26.1996175,13.8271464,7.178608878,16.66480922
AT4G16590,17.42764927,5.220629423,2.333854439,0.066004364
AT5G67320,11.87247057,14.31688838,21.23742128,27.80097462
AT2G03310,5.746684925,14.4972605,24.31530037,13.41482354
AT1G11720,29.56587325,23.71471696,21.50954374,14.40091146
AT5G58600,1.04846279,13.83790712,20.90359881,14.65295915
AT5G19990,19.36403215,19.53142988,22.88038938,28.94723586
AT3G20060,35.95164336,28.90650337,25.03836538,30.73141621
AT3G18790,14.71817232,15.61350035,19.51143771,26.33116652
AT2G39050,7.764018484,7.860354789,10.62418734,13.54337353
AT5G42060,12.46356794,10.22027726,12.38101469,28.18963151
AT5G30495,2.632283228,4.104011353,11.9823847,17.97598174
AT4G28740,56.68000726,51.52522874,53.30664598,47.79160897
AT4G02350,17.09216949,23.16588967,30.09505353,15.34888663
AT3G19553,9.421318192,21.45972999,27.14547545,18.97277165
AT3G50930,18.62379131,1.962142737,3.073985688,2.850982864
AT2G41290,16.65559162,14.53363951,3.935822734,1.174052692
AT2G35510,12.40243514,14.66294935,22.0584044,28.35896188
AT3G57050,39.93846699,31.97736551,27.03457513,20.41537411
AT4G28510,12.99680823,12.00063083,9.125412294,15.5493889
AT1G24148,18.20553977,10.6220079,2.893932803,1.847005744
AT1G17420,18.55622362,9.332433987,12.71231802,2.086986939
AT4G01690,87.70133317,79.04466056,68.61166337,78.94681497
AT1G68560,35.15860639,27.92384839,42.32120262,29.89845077
AT3G23840,25.84746404,12.6783324,7.478143315,9.711072813
AT4G33300,17.6174671,20.04435279,30.58169739,25.86655953
AT1G03680,307.9458657,312.4396903,302.2376588,296.9215539
AT3G14172,2.553156921,3.36991283,18.26983775,15.74173429
AT2G31010,0.492540769,13.68616764,14.99205314,15.81960215
AT1G12050,17.17502407,17.30066632,22.49100931,22.63638967
AT4G33666,18.76614731,3.952629295,1.065101662,2.649054361
AT2G37600,27.25922348,23.22563052,12.55789898,10.98437812
AT1G74640,38.81264411,47.35096501,54.8681367,56.99771632
AT1G25490,28.20430922,29.81082022,36.20038271,42.16306736
AT2G05990,38.94493871,33.43261768,22.66512586,24.62597089
AT5G55160,54.53381818,48.39636936,43.48346442,35.13939907
AT5G04600,9.915197739,10.94223567,12.77841839,19.29724764
AT3G09860,80.401905,90.29199321,74.66097528,89.8560059
AT5G53580,67.11655306,59.60242174,55.09771992,50.73396387
AT5G37130,10.69420544,11.7614888,15.56945934,22.72614463
AT3G18950,18.40170774,1.305925423,0.725307359,5.51398142
AT1G67350,61.37995704,76.73316277,62.42181747,59.5780224
AT3G44590,14.13724742,15.42149888,11.51846268,18.72735752
AT3G05165,15.60249156,18.15417503,11.72748316,3.674946345
AT4G29480,55.7010419,66.30289687,57.71054945,66.27122412
AT4G30620,30.15366715,33.6178235,32.24345882,39.39227238
AT4G32590,83.80123336,85.01178147,75.51974476,71.54292295
AT5G52040,18.73169931,22.3640161,30.27935588,35.82389247
AT1G53090,28.53943016,15.19427091,9.515647451,19.6030723
AT1G51950,23.88562012,21.91132053,8.828985174,8.598252004
AT1G65060,22.17140513,8.696802453,7.15881002,19.77863514
AT5G59970,24.99650145,17.21371845,7.231305819,11.99591217
AT2G24820,53.90604384,48.94026616,43.22459733,52.53132475
AT1G77090,105.6881705,101.3794861,89.58700321,89.63721866
AT1G29150,30.19835017,26.8240172,26.95830839,31.7633975
AT1G68600,18.70756607,21.64792676,28.86590091,11.7420139
AT1G22360,6.614316652,18.64356653,15.2662102,2.961020441
AT3G03340,12.10218407,13.05820422,14.6494232,21.24325005
AT3G02190,6.499389125,8.520324239,11.04637038,16.81723288
AT1G14890,4.082149989,4.862122,13.60250683,21.49866742
AT5G65630,37.17251628,29.46648573,17.67144451,24.59710538
AT4G34490,37.68630545,28.88604384,21.43791349,20.09013529
AT5G61770,5.886510041,8.535138886,9.617485845,17.18719123
AT4G38840,23.67168932,11.67245588,7.434719269,18.64113799
AT1G13390,6.105566185,19.43168917,24.79947456,16.61285765
AT5G11900,16.94935697,18.80366131,23.9555094,31.89200687
AT1G16740,28.22638021,25.00743162,20.58062691,30.34829744
AT5G61370,1.011049868,1.271626329,13.94016302,16.4797093
AT1G34430,43.08664611,41.24766569,30.85400655,30.95587257
AT1G75630,38.63917136,39.52883185,38.21902837,38.66151136
AT2G19180,14.06363269,17.34965772,22.47322919,26.04419244
AT1G76800,14.12198972,24.45389064,23.60137405,13.84880679
AT1G49780,19.64908686,4.521775241,2.771140234,4.955950742
AT2G36750,1.247972852,1.10713157,2.132161991,4.656422306
AT3G07090,36.41609668,21.33982774,19.9983114,24.85023445
AT4G17830,27.3681833,28.32049958,32.21226699,36.37226908
AT4G29610,11.05667794,14.57786656,21.32724158,9.510758746
AT4G15620,21.5176655,14.58700995,6.874825237,4.152104357
AT3G58500,41.20261607,39.20958584,43.77310346,45.38538239
AT2G40490,92.15217419,87.86241462,75.51414761,93.39382177
AT2G21300,26.18367474,19.30200693,19.35630184,24.05940109
AT2G35040,28.34425897,29.68787518,20.92644349,27.83640838
AT5G13720,18.95988145,23.53759996,28.21130697,32.99411447
AT1G70250,22.330699,15.5737119,5.540095308,7.025039343
AT5G64130,57.78291361,62.52623112,56.53740511,62.84937164
AT5G15810,5.914020409,6.020156985,7.24348623,14.81922973
AT4G11890,1.323297283,2.867270071,4.971513507,12.97215301
AT5G40480,4.674875619,4.028969065,3.788322185,8.808373305
AT1G43560,88.9729371,93.83686767,77.22714197,79.43903973
AT5G03650,46.78477742,45.629105,46.44642803,37.53478455
AT1G13640,15.41755022,13.08167153,10.52374732,22.16717929
AT4G37300,53.64920134,49.50090868,41.00005552,41.86481394
AT2G42910,27.63534459,24.23174597,22.25321058,25.53446627
AT1G30520,18.49731796,9.762227398,3.743912779,2.384980393
AT3G50480,27.81512586,23.27552481,19.57375329,15.72979732
AT2G24240,1.030914241,10.97194242,18.31211489,4.521955876
AT4G01800,86.57743811,78.46652571,74.77265156,84.92350889
AT5G52240,43.59931307,45.22508857,45.91539824,52.12027533
AT5G22480,4.740423975,6.94254104,11.15740068,17.40013192
AT3G56050,45.98066833,33.87259387,30.70900154,30.73292077
AT4G36940,10.76457339,13.7427898,19.89525833,23.92012467
AT4G29110,5.580113214,6.168629994,11.07650176,18.89405654
AT3G63400,9.996041011,10.20914941,11.37369353,22.17906813
AT2G35240,15.31579263,14.23855626,10.78244528,17.72036801
AT4G33350,28.49743663,25.57183493,24.28617309,26.98347012
AT2G21385,60.02529857,56.38177929,46.87313356,48.95380605
AT5G22070,5.275289311,17.16385822,23.84815738,10.72004708
AT5G52780,24.63609211,14.72816604,8.231980682,7.931060073
AT4G26520,23.90118195,24.84425057,11.21693454,10.1971265
AT1G55900,4.459101469,4.986210255,6.624338679,11.90129956
AT3G52220,44.64185546,49.08358488,45.85098035,61.12483284
AT3G55430,40.9289805,35.63386337,26.78023413,30.427771
AT4G08850,29.77857699,27.58020077,13.56557608,22.54079754
AT1G49840,22.48094482,11.80895854,11.48563931,5.865968006
AT5G56950,12.64851645,20.52334016,23.17333419,28.3800629
AT4G24750,50.6505071,48.08947944,36.2450731,37.38397343
AT3G14200,26.60822483,22.58385296,29.2269409,12.72654386
AT1G17370,54.08633779,45.45439131,40.71291233,39.34746078
AT2G20724,22.69285873,27.14981903,10.16116404,12.71718336
AT1G32410,19.96877889,29.20637468,32.12540068,38.36788611
AT2G42190,25.98011212,31.75293776,15.68898434,15.44525743
AT4G24330,23.35617483,24.26403671,24.5503485,29.98032212
AT2G26170,22.27705289,17.35779906,8.002932675,6.954018837
AT5G08280,89.65139248,81.3026277,70.61359546,79.89088961
AT1G23100,4.056090109,4.523847893,3.33928894,7.841391981
AT5G58250,68.35559201,66.23503762,50.94971805,62.13712794
AT1G29880,58.89901433,48.58710417,41.60917303,44.30529552
AT5G17220,15.81096504,5.24612655,21.81062095,15.90470288
AT1G80760,64.27563194,51.97812497,45.16270887,56.20688743
AT1G21720,36.57233233,38.29779244,36.68096919,36.20152047
AT2G20270,34.33606431,34.67008908,35.36434946,40.80931821
AT4G22000,22.591635,25.88866575,23.28519575,26.33542821
AT3G59920,47.56691162,47.10867158,52.34035517,57.87417678
AT2G47800,22.62504943,17.68811418,10.78769489,6.034059912
AT5G53000,10.70440222,12.79364822,17.84337347,23.66210952
AT4G29010,25.98964669,24.15594602,31.52524761,35.38318725
AT4G03020,37.85993319,37.51302259,37.68943071,44.40029192
AT5G24735,44.27019531,34.89884815,33.71586323,31.58550288
AT5G27360,16.44311258,11.83408505,4.706742059,0.688010846
AT2G03510,16.2120799,16.62747712,20.34413292,22.4153501
AT4G08930,16.87539188,24.10075253,6.594217635,9.985014184
AT5G50360,0.251968423,0.088045953,0.446402988,6.725300428
AT2G27950,21.53699596,21.5181458,38.23220795,25.89211472
AT5G27540,15.39814267,16.13925159,18.09949425,25.80017775
AT5G46290,68.37482383,67.45805213,52.28554046,60.70586407
AT1G66260,70.69229671,72.23149767,60.53020267,79.26759422
AT1G32580,19.79561858,17.8146886,15.38941717,21.88936512
AT3G24420,10.73933695,12.48934696,15.19277267,27.2304691
AT3G24430,108.6305927,101.3218893,92.67055234,101.2757023
AT5G58590,27.76556827,20.33003576,12.81883217,10.20431294
AT3G27350,29.75103454,19.54423946,13.61998851,13.44132504
AT3G56720,2.510322563,9.37929734,19.48486529,17.38594628
AT1G16180,44.25504615,39.30243886,42.72130736,47.51031898
AT2G17190,24.22552005,26.92637533,29.85041242,36.27615532
AT4G34830,42.01648875,34.16780715,24.87617791,27.6479975
AT5G05210,12.38216949,18.45516058,19.70658154,28.76697734
AT1G49660,37.18596542,26.62085457,25.48796778,24.98577274
AT4G10610,19.52507644,19.92201527,20.04141075,26.44129247
AT4G14440,31.94203685,21.74680984,12.47666754,22.87701813
AT2G24050,12.78611924,18.5982064,20.20637578,26.06114861
AT3G03440,3.684054796,14.35512405,23.11040563,13.84994862
AT5G49540,16.02982889,20.33445414,23.87235203,29.35712765
AT3G55010,14.3079355,13.97264572,11.21339567,17.3783691
AT1G61620,17.46270085,21.10264707,26.14343033,32.84800051
AT2G43910,82.02516955,93.29016797,86.80835261,76.72202513
AT1G27320,32.80538741,19.23855741,15.79165483,25.99407971
AT4G37090,6.127625758,9.377063282,9.870506126,17.75616504
AT3G27430,51.75438291,48.54971555,46.33409325,47.78750057
AT3G03940,21.51763384,24.81081142,38.92065311,33.51588146
AT3G57490,5.114015596,5.195306397,7.582381167,13.52124815
AT5G44730,2.741340027,4.507769907,10.50525358,14.45615715
AT3G02520,23.31655273,20.99410538,21.8151342,23.90644256
AT1G70280,20.52468013,13.66983038,4.5589785,4.224130061
AT5G23140,16.91538874,18.93397112,18.70935569,24.25130765
AT2G45670,37.49601315,42.75813201,51.57614485,53.83290206
AT5G62130,25.31823041,21.32017497,7.104820673,19.8910197
AT2G25950,10.20580688,9.203979263,16.83243867,23.66698646
AT1G05570,2.340083948,2.776892234,9.727608172,19.20271732
AT1G01490,26.10971402,19.4305761,8.339320645,13.33498572
AT1G03610,27.97734101,14.16967743,11.65711828,13.49994551
AT2G27200,0.863325394,2.554512858,14.3390801,15.58688813
AT3G02420,9.63082369,13.90867184,19.14235216,24.62903302
AT3G16530,5.371114562,5.965862012,4.892037924,21.06269941
AT2G13790,13.92473966,28.15057166,24.81389834,23.2296618
AT5G47890,63.48997489,73.74322824,59.941914,58.60192334
AT5G08620,4.727831142,3.851332326,6.440547522,14.9711376
AT4G26555,31.72534761,23.14410546,16.1761281,18.17189343
AT2G40660,12.6969769,12.5769665,12.31637571,18.17032459
AT2G39570,25.36101991,15.07820635,8.896161285,11.40892176
AT5G15320,46.42332487,53.30179444,43.91113375,45.99546733
AT1G06400,36.13478584,29.82910802,22.88089038,21.17295745
AT5G32450,24.0670507,29.52185335,20.58950941,12.94604672
AT3G50000,28.51802124,33.82145568,37.37140832,43.73303848
AT4G14680,25.76882641,14.48144099,10.1269715,9.683330785
AT1G80040,21.50382523,25.78972408,31.43018753,34.35214357
AT5G22020,17.96353342,10.34862062,15.18384692,28.37879854
AT5G13450,151.1481895,157.3229615,141.4440463,142.1653219
AT2G15280,14.3329127,24.2632507,10.63671388,6.179134073
AT3G02870,48.56848014,45.86813151,39.10257898,32.54308359
AT5G35980,18.02820563,19.09720941,28.51816462,31.08304993
ATCG00720,9.846762982,8.616227968,10.39171542,5.958563535
AT5G46330,1.411446617,14.11646107,17.70737604,7.985867018
AT2G36990,63.58314704,59.15268302,48.89469719,59.75723638
AT3G53610,15.51020679,16.584549,20.8613322,26.03718847
AT3G28715,28.60768134,26.95333194,29.53939612,35.71125197
AT3G22960,71.229744,59.51421353,53.38817842,56.16807756
AT3G06720,20.5570634,26.07873378,24.00533046,29.15430049
AT1G09760,21.59058238,19.42189,18.5651532,20.95245594
AT2G31350,16.08139105,18.11225775,20.12029472,24.71227363
AT5G35910,8.479087991,8.93648854,12.74258417,21.84401858
AT1G15410,19.72402079,19.8316361,16.99630377,6.149027694
AT1G52370,5.656284961,7.137310818,17.34819902,20.44892507
AT2G18860,15.68103612,26.25186652,9.633098709,11.17099519
AT1G01090,92.60193646,92.27035403,79.44959855,88.77529096
AT3G06760,38.37401111,33.2377309,23.35203305,23.86701226
AT5G12250,51.04341506,48.00528991,42.47364393,36.92594811
AT5G45170,52.90816245,48.55796888,40.52579841,37.3850345
AT2G04865,6.247535321,14.22121981,23.72275631,19.92574877
AT2G25830,41.74279494,40.67689648,32.08081741,29.23591541
AT3G18280,45.78389661,45.24547289,33.34994955,32.56440145
AT2G37580,1.464458747,14.23244952,17.73318921,5.101025062
AT2G05840,25.93630884,27.54008921,28.23508716,29.59342227
AT3G03950,12.50079225,11.42209024,12.12547577,19.53824661
AT5G39240,0.118413963,2.269826443,16.49611553,2.71593797
AT4G20070,35.58388517,45.37115199,30.97701552,46.79888127
AT3G53030,7.71787246,17.4419568,24.89448303,16.83977951
AT1G07110,69.21858219,67.04811251,60.13571099,71.21324648
AT2G47700,21.68215975,17.31902696,17.52984474,30.69100937
AT5G13750,5.301050446,5.563440405,8.994715289,20.1388992
AT5G47680,11.43984448,15.82514569,16.9606445,27.00197102
AT4G14220,20.89692992,20.53264316,17.75364046,27.73221764
AT4G29900,11.09912147,27.30696041,19.2086413,13.61993829
AT5G49940,85.1314372,82.20831674,76.8862487,80.76145411
AT1G17470,29.67267615,27.99111142,28.85917406,31.57141236
AT1G07140,49.69091694,59.64557685,64.13922964,67.71671465
AT5G62390,35.48767824,49.39433548,44.21773506,40.08975201
AT1G14690,15.40078012,14.26089165,28.99509371,14.87490511
AT5G13030,42.14778917,41.05335248,43.79933695,49.04927267
AT5G36170,47.35727464,38.39710148,31.39810821,33.08394904
AT3G19380,18.4160031,2.853871383,1.852238751,5.571949298
AT5G41685,17.68765079,21.0669018,20.30236435,25.97928515
AT1G48210,2.64017425,3.545662084,8.703472945,16.07203251
AT4G16155,44.86885573,38.92593191,30.60626635,34.75577646
AT3G47348,17.91829882,19.46961004,16.43167717,11.40259197
AT1G79990,15.66411366,21.44766285,26.61136961,32.3699302
AT4G20150,93.30135651,105.5363842,92.94964746,87.45734041
AT3G16860,16.61236508,2.929878571,1.983939029,1.033984404
AT1G66890,12.20893588,11.87562403,8.947482315,16.46231458
AT1G60780,30.53818022,31.47458571,36.03727129,40.26421494
AT5G04810,41.75991247,30.91906515,23.63738521,29.63893444
AT1G31440,40.37153034,32.73914589,26.08581105,23.14214463
AT1G32400,40.94457603,38.74217413,32.30921918,35.72446425
AT5G65000,6.866162119,7.70821372,9.373495536,17.09416931
AT3G56040,52.71391594,41.89200449,41.92682774,39.24283913
AT5G04490,27.25940068,29.33987806,28.38924518,16.62896486
AT5G19590,46.95597684,41.6425827,38.39140556,29.13018128
AT3G06530,2.528940697,2.221142609,3.332574221,12.27915053
AT5G57580,16.64685738,21.10040375,32.03497722,31.67972723
AT1G03350,20.74726359,22.11617945,23.51489294,37.42669248
AT4G38360,15.28998286,15.2014413,18.63959174,27.85903546
AT1G67880,21.441011,5.919854439,4.786280404,9.154942847
AT1G16350,23.36163604,16.27799853,8.477145625,10.74638107
AT1G71980,15.82884352,20.20977517,26.24817842,29.02811325
AT3G52750,39.91336924,36.63724357,30.74488563,28.96279828
AT3G19640,12.89871658,11.42733618,14.04646627,21.31119392
AT1G66940,4.559551744,17.80903755,10.31161826,4.363876517
AT1G11390,6.869952942,17.01175373,22.88272043,18.52669312
AT1G15130,13.6841265,14.34161177,19.1075705,27.99595851
AT4G14420,12.67864752,16.04133849,18.67832225,23.69919585
AT3G57340,10.83820473,17.09527988,27.06494429,26.19679478
AT3G47836,24.80101263,35.25182273,33.87126038,37.9281678
AT1G12770,20.00858527,17.85466472,15.24352275,23.38829484
AT5G53330,20.84885925,20.11824568,22.03217335,24.73337529
AT1G47500,8.248182914,9.198305113,11.57546659,18.84515747
AT5G10150,20.57955127,7.863440091,3.502280725,7.875919903
AT1G18170,38.67739253,35.52177711,25.99605718,26.88687658
AT3G50560,10.56432237,17.42935185,4.590837431,2.057987292
AT1G53520,25.98651441,23.46386773,14.64413202,16.70076764
AT5G05010,50.74483326,49.87914004,50.97038977,57.04327832
AT3G01150,7.393557406,10.28859392,14.91528194,19.3081506
AT4G20860,20.1397698,8.558856621,7.442157049,9.888736957
AT1G01790,94.74036629,86.25749599,90.12083987,87.62564537
AT5G11770,89.70601125,79.37902349,79.56190739,78.11945924
AT4G11360,2.376437068,4.647895116,19.40919203,6.820967011
AT2G29720,1.828504072,4.447124695,13.20826969,17.40958203
AT1G59600,4.806380846,6.784283292,8.991430201,15.69416664
AT5G22330,8.362058532,8.666090366,9.370438801,16.20724212
AT4G39170,9.3284698,11.76907322,20.12935325,25.63281997
AT4G16000,3.537574984,11.71730235,21.86143913,13.12286862
AT3G61130,32.27432006,39.12903068,39.36724569,27.61490033
AT4G23570,27.13167744,20.26308594,13.14286971,11.11337504
AT3G60910,19.77407311,14.95975079,5.228972467,4.800069507
AT4G03430,10.63900564,15.86193177,23.120308,27.91866684
AT3G06200,11.05130248,12.62252718,16.72928438,21.16020259
AT2G27510,7.7367176,11.46373166,17.16344227,24.0535286
AT1G15180,20.74555061,18.41105219,11.02771523,6.590991079
AT5G35360,65.53298063,55.04644317,50.70934619,56.10274318
AT1G10020,7.847964495,18.04699206,2.405961492,1.806080835
AT1G07790,38.11620365,33.97928651,20.63242725,27.28905099
AT1G14810,31.22631918,27.69011072,20.76354746,29.29331987
AT3G15480,28.21128219,40.06156062,36.63853598,29.40881269
AT2G27290,93.09623413,94.31140274,89.65824242,77.85524674
AT1G09130,145.6177362,144.2479211,143.6333457,149.019345
AT1G76600,17.67004122,2.30621141,3.952973622,3.541945832
AT2G20860,80.4219029,74.72369611,64.56726346,68.67190521
AT1G22740,3.463009992,19.09277871,17.36914672,19.654852
AT3G01180,44.74990463,39.06115128,32.44978615,29.11802991
AT3G11110,17.67313819,13.1964512,1.132246003,4.965048905
AT2G31390,8.134491942,10.68972318,16.32319909,19.42516799
AT5G27860,10.05691553,14.81243392,25.98185194,23.67494551
AT2G22360,48.85046768,51.27716624,36.99301887,37.28729401
AT2G37400,4.625996534,4.608021821,4.778393874,10.91528509
AT4G30810,29.26039652,20.93360632,17.86660606,11.72911719
AT4G09900,26.08951474,18.37662724,15.47254978,8.458132532
AT2G25520,45.64056904,38.20966408,35.59368602,46.28218538
AT3G62980,30.31253413,17.50771247,15.26883351,28.25490684
AT1G73110,43.02361863,46.23465491,35.7570593,36.68076196
AT1G34340,6.159429366,8.3899912,16.11125627,20.10401072
AT5G42020,26.36460735,19.13202318,11.52302458,11.90636002
AT5G06570,0.07616443,0.931788962,14.86669559,10.12372236
AT5G50960,21.03241204,23.17258443,27.72545934,34.88202246
AT2G48070,54.13077492,52.96084257,43.9449416,43.03486882
AT1G65190,39.39682839,33.31196721,25.26699371,25.16897484
AT3G18590,1.12E-05,0.058198702,1.606874136,15.22577242
AT5G07300,14.01506109,19.52583896,26.06122977,29.64096422
AT2G26975,30.471601,23.20562526,12.49784654,25.68686455
AT1G64900,51.59152088,59.48977478,65.52392517,48.77828188
AT5G08670,106.3942535,102.5180748,103.1018453,116.2719673
AT1G70230,22.1345184,14.4396585,3.990494702,11.69795186
AT1G01940,5.444107438,6.002654126,11.09850921,19.03199143
AT5G23250,10.89105776,11.19097702,11.01240523,17.3262806
AT2G05220,33.83666652,32.10390778,23.59612092,25.48046454
AT2G22122,1.637384176,8.826185282,18.05836211,8.119813364
AT3G52370,19.97942989,17.01796888,8.985763111,5.295032443
AT5G47620,33.74182487,22.44607606,15.24957923,24.27400254
AT4G23040,2.062855844,6.508720545,19.91041153,10.7419527
AT2G21210,16.89982718,5.616684233,3.15786637,16.65595453
AT1G09620,22.11083519,21.25515416,22.45655664,31.1291548
AT3G52740,35.04164619,22.81858398,19.57821995,23.00485569
AT2G27450,43.77190695,38.09562198,35.15041237,25.995209
AT2G42620,8.667956486,8.442026057,8.645909691,22.81882501
AT3G57330,22.25371716,20.78384848,11.81394808,11.00487485
AT4G23050,10.70326488,6.885738786,4.851227712,8.399424874
AT5G54750,16.59139683,18.65223477,20.48125942,24.5232804
AT1G08640,48.56826411,44.7461663,38.25223208,41.86843402
AT2G21060,26.43745676,34.0021421,35.10940183,41.37005
AT4G37640,16.40852525,19.13636814,22.00474802,33.6586472
AT3G53110,32.78247904,35.26996432,34.99240331,41.27624693
AT5G55960,19.8077887,29.09689005,36.0293186,25.41286111
AT3G13062,29.79296061,19.2020889,12.10539368,18.23916876
AT4G18710,30.97335293,32.8064725,36.48691162,35.10951345
AT5G01220,41.01824722,42.30099532,34.47470477,29.87492375
AT3G57040,24.49375035,12.81120147,6.591653227,16.76901672
AT1G21660,30.60156035,38.70439137,41.75316713,44.3571135
AT5G48880,51.50897807,35.81777337,41.84174052,37.79894326
AT5G62050,8.18388178,7.570156728,8.791325522,13.86329863
AT1G27000,36.67886316,41.16117431,42.51929966,47.18821635
AT3G54030,7.5994001,9.67750112,13.58129074,18.11118394
AT3G01160,5.283091842,5.760305498,8.140529616,16.39210323
AT4G36980,36.03911772,26.2644098,21.66722168,25.12134109
AT1G09210,39.75687441,33.91107619,26.71499153,26.58342025
AT3G62630,6.03066053,19.84458162,8.795653362,3.395332454
AT3G26280,9.898688661,8.282913286,15.39687138,13.39337115
AT5G09990,23.09809019,13.18040017,8.507847764,6.136160258
AT3G62770,9.109369293,11.02836255,21.6421496,23.97283044
AT5G59420,23.47097651,23.349611,28.10943572,34.89808642
AT3G06150,10.53603631,21.1087282,11.20159631,4.91201412
AT3G16470,20.29940255,17.19704108,17.51645524,9.028865671
AT3G03341,7.785649576,5.966048649,6.344885438,4.560512544
AT1G79150,2.83304698,3.077154931,4.284463895,11.51219719
AT2G18710,50.41660922,38.00154843,34.48410295,36.08799252
AT3G17210,51.78167389,55.2792543,41.68102343,42.04637054
AT4G08350,23.14053873,25.93834234,28.60544162,35.48610173
AT5G10790,2.328156015,8.332466776,19.75763411,14.05686346
AT3G07680,23.98341627,26.14465381,23.44821661,26.82340065
AT5G06830,4.43455394,7.312103901,15.91126186,19.99086063
AT5G26240,9.944185417,10.90780328,17.16537526,23.01202567
AT1G69460,46.13092658,40.55645665,36.32389815,34.73749425
AT5G24155,17.3639712,6.828308008,1.438016815,1.700103009
AT4G13575,18.14418376,8.71234074,3.576851936,1.270179191
AT4G18570,20.59975195,14.11789623,5.519969514,5.045148032
AT3G07560,51.84697395,46.51795989,38.41587074,36.40208655
AT4G30200,27.99984566,16.81240672,12.19100096,12.20611495
AT5G66240,32.82428548,29.11301894,21.47074983,17.57307397
AT1G21190,17.0015431,14.62881593,13.1953587,18.78434705
AT2G43760,13.85061627,11.85825069,13.81131898,18.78129302
AT2G24560,0.035176175,0.950547073,5.212703223,16.16858925
AT1G07470,6.498078942,6.908153134,8.101394645,14.25023695
AT3G25600,18.18897819,12.88296752,12.6295157,5.083905912
AT1G14700,16.75987922,10.93930685,5.539803993,2.485954785
AT4G34700,92.13953359,100.1012207,86.24104473,86.93790225
AT1G78170,1.994114677,12.97446551,8.811391949,14.91812919
AT1G51200,91.99983051,85.92778788,92.06435197,81.9685404
AT2G17390,67.65281015,66.66704621,67.02734754,72.44230386
AT4G02500,25.51857171,33.68079083,39.84042976,30.95577081
AT4G08520,27.99715846,28.82013824,29.8971894,32.84834927
AT1G07210,13.20360471,11.15071825,8.956349526,14.40235935
AT2G29180,37.77971515,46.68437341,34.01392151,32.79091191
AT2G18220,3.25710378,3.796223733,5.539486102,13.11315131
AT3G15460,5.016003851,5.036237467,6.886217379,10.27332523
AT3G52730,50.79320305,62.2322627,56.48888602,54.71339933
AT5G64330,6.758539422,19.94504133,20.26634068,9.993962358
AT3G51270,10.84621545,11.96547429,15.66050638,23.55003642
AT3G11964,4.878913742,4.431082921,5.077432832,11.82123846
AT2G34357,8.427781466,7.292809128,5.806383349,11.77932405
AT5G52530,35.6920862,30.94683788,29.68504729,46.00162605
AT4G02130,10.98543058,18.41230641,5.220329052,10.34734449
AT2G47640,12.91834138,14.69071132,12.44235312,17.94432491
AT1G75400,11.54357622,9.343769008,15.33438791,21.37810221
AT1G10500,70.67249926,73.26564463,78.28627611,67.00852609
AT2G39960,32.15147538,34.61882768,25.48702439,25.86748193
AT3G17810,25.73959079,18.4227029,23.89803049,24.37337558
AT2G24150,19.60847508,11.68914037,4.992957063,4.324316537
AT2G38750,17.34750068,9.561425073,5.082764266,1.410046595
AT3G46450,19.65459362,7.158558054,3.716124189,5.651216994
AT3G18050,16.15951711,13.65074194,3.850921251,2.624386558
AT4G09720,17.90787337,22.44323413,24.26739824,30.47211347
AT2G17250,3.925095693,4.422122071,5.373378279,11.26724854
AT5G58060,31.08421025,32.17676144,38.10805333,38.93926333
AT3G07780,28.68309099,39.54080938,38.05630351,42.7845568
AT3G60450,5.816349269,7.630421279,10.91253783,19.29200414
AT1G80030,51.1148762,50.47076722,40.8679457,40.02190838
AT1G16500,2.864903017,7.554376482,10.4875979,19.80256877
AT1G26270,10.15156214,23.45637545,26.38084552,23.97396756
AT1G63660,9.835801683,8.805905013,8.06649637,15.80023885
AT4G32330,31.66105661,31.95460593,28.88439465,19.45299259
AT3G06035,10.67299409,15.83596219,23.33120069,26.45787969
AT1G30260,7.517343051,4.10631243,6.540782871,18.73791403
AT2G33040,141.4738496,135.4989892,127.6248698,125.5961607
AT5G02260,4.678740705,8.526238295,18.17201977,18.47996332
AT5G41970,18.98170483,17.44889783,16.65328945,21.16335858
AT1G75330,53.7599803,48.46375606,38.77415442,41.17996913
AT4G14740,15.40136646,22.49766863,27.704995,12.04709794
AT1G78670,19.15150478,16.58015532,17.78969027,12.96454537
AT2G21390,24.36329343,25.88757043,30.33143521,37.11204316
AT5G54720,13.84344637,21.35318363,14.99383467,12.41771629
AT4G39400,26.78954965,24.4497635,14.81793543,13.81199381
AT4G20480,10.92740126,13.01197439,20.60209216,22.03813272
AT1G75840,17.84315107,29.01152899,17.5526112,11.49517614
AT4G24700,20.02999218,9.603170277,3.140266733,7.29598572
AT5G52200,16.9401021,22.66323798,24.51757172,33.42488146
AT5G20270,22.58040307,14.28687479,5.522369293,11.27618917
AT5G57330,47.94354137,45.56112047,38.70957416,32.07518099
AT1G53645,5.272978821,5.162906425,4.434495664,12.15722547
AT3G57940,2.07300231,2.085077787,2.691347087,8.099280179
AT1G70530,3.885134586,4.584451701,8.103661635,18.41187931
AT1G04550,32.58789564,32.04438946,19.49908497,20.82304047
AT2G32160,25.84819318,32.04439728,35.13823471,23.21488284
