,exp1,exp2,exp3,exp4,exp5
AT4G25440,2.930955003,4.170223347,5.32995379,4.970041717,5.61994673
AT1G04990,7.110431292,7.670175212,8.580087285,9.260037866,9.849955395
AT1G26790,5.390523711,6.069670755,4.359897312,3.560068031,4.620045247
AT1G68520,12.24828254,10.0198787,9.390161734,10.64997304,10.22998813
AT5G40430,1.812102546,4.539969193,4.379874207,3.400040434,4.029980425
AT4G04450,2.461239963,4.069919133,3.650229765,5.439861371,3.280005455
AT1G01010,2.971209157,4.540078942,4.95009627,5.699961492,5.099956678
AT5G14340,3.959222135,2.950512159,5.609920416,4.990004493,5.059960208
AT3G23230,5.279845967,5.080192541,6.079713756,3.850055837,4.719956678
AT1G03490,1.881848392,4.279645725,2.440060329,2.910091136,4.32996791
AT1G76580,7.660169436,7.880103972,8.420182272,9.839989731,9.679998716
AT5G59780,9.470485203,10.1000231,10.21993069,9.679867147,7.610039792
AT5G44160,2.291794481,4.61948399,1.94022078,3.659956357,2.979995186
AT3G03660,3.161116737,4.609722741,3.169934536,2.659938387,1.700061613
AT5G51870,2.249776653,1.960207944,3.039812594,1.580175212,4.309948656
AT3G23250,2.639822862,2.410438993,4.689711189,2.439971119,1.990013157
AT2G13570,4.499584112,3.959803608,2.940195108,4.459871639,2.459998716
AT5G06650,2.960739357,3.920252229,5.229930685,4.689878699,2.800051023
AT5G48560,3.22051601,3.889736219,2.52026699,4.599894744,2.960064822
AT4G26150,8.419414676,7.659715039,6.179974328,5.980075733,7.160022142
AT4G00050,10.54016944,10.75965343,8.959975611,8.770065464,9.790041075
AT3G24310,3.041047422,4.399522499,1.920116808,2.82992876,1.720025993
AT1G31050,3.501239963,5.10957641,2.910133495,3.950059688,4.879936141
AT4G22950,3.771447907,5.650152107,6.439908864,5.73001412,5.950008664
AT2G43010,10.31959952,9.800186765,10.76999487,10.72984147,8.260036904
AT5G19490,3.341447907,5.219980746,5.120051344,5.52003209,6.019991336
AT5G16560,4.650955003,5.88974007,4.540128361,5.539933252,4.49995732
AT1G29570,2.419514797,1.789865221,1.090098838,1.859897312,0.259992619
AT4G36540,11.38927605,10.44983056,9.569983313,9.440011552,9.619969193
AT1G69810,3.788991086,2.480019254,2.580250303,4.529926834,3.390041717
AT5G49520,6.388967981,5.049932611,4.700193824,6.209987164,6.010040754
AT1G66470,4.290962704,5.539884475,4.939788205,3.290002567,3.330006097
AT4G12350,2.26084718,3.359946089,3.079836982,1.810015403,2.050070598
AT4G17500,7.818197817,5.480042359,5.700177138,7.079992298,6.959966947
AT5G04150,5.658883263,4.210283035,5.680125793,6.659917207,5.370043322
AT5G53290,2.710562219,3.440342723,5.219794623,3.620048135,4.369956999
AT5G47640,9.590346574,10.0403562,11.88985624,10.7700629,11.74995796
AT2G16910,3.63033117,4.060094345,4.550137346,5.619933252,4.579947372
AT3G48920,3.828914069,2.420379306,4.38998203,4.250051986,5.059986201
AT5G44210,3.751594239,5.819978821,5.710010269,5.789908864,4.369999679
AT5G39660,9.328914069,7.919855594,7.169952507,6.800040434,7.43002856
AT1G06040,12.68008472,12.78996919,12.62993839,12.14988512,10.3600629
AT3G12910,4.15919903,3.120123226,3.759770235,1.970000642,1.980023105
AT3G56980,3.921139842,5.400130928,6.080025672,6.279969835,5.810015403
AT4G37540,9.928475076,7.949915282,7.510005134,7.550048777,8.310009627
AT4G15250,4.421062826,5.80002503,5.929745846,3.950099479,5.499954111
AT4G24150,3.671463311,5.569537902,3.170141197,4.269931969,3.210034657
AT1G80730,3.000539114,3.700157884,4.519772802,2.749979462,2.429988127
AT5G04340,6.570138629,6.750275333,8.179989731,8.099983313,7.840034016
AT1G55600,4.999661128,4.559691935,2.95998588,2.85002118,3.180008985
AT1G78600,8.040546816,8.750165585,9.610136062,10.66988448,8.870009627
AT1G22130,4.328575197,2.4804698,4.919860087,3.830005776,3.919969193
AT1G27740,3.120246452,3.440061613,3.759880625,2.830120659,4.710011552
AT2G28610,1.201517222,3.170042359,3.389940954,2.93005327,3.759976253
AT3G46600,9.688575197,7.839830564,6.9601566,8.179987164,7.979997433
AT2G42660,3.929122014,2.789971119,2.640196392,4.170023747,4.540006418
AT1G09530,7.699830564,7.480323469,9.160015403,9.279998716,9.260006739
AT2G13150,4.160639236,4.990044284,5.220061613,5.699950581,4.929944805
AT2G36080,4.74924524,3.770115525,4.370016687,4.499971119,4.050071561
AT5G03680,4.669499394,4.020036583,4.209988448,4.120109107,5.81991464
AT2G34440,3.029430079,2.290335021,4.029709905,1.770114241,3.549955395
AT2G45650,0.67033117,1.100044284,1.330213079,2.989883192,1.169980746
AT1G60280,1.541409399,3.369547529,1.020091136,1.729981388,1.43998588
AT3G25730,5.780508308,6.439751622,5.149973044,4.939996149,4.879967589
AT4G29190,10.60915282,9.510417814,11.67999101,11.60992555,10.4499846
AT1G79700,9.719160522,8.629988448,8.56990758,7.849961492,7.250016687
AT3G04410,2.241001213,3.540250303,4.839793339,3.230054553,4.079986843
AT1G21910,8.069145118,6.960030807,7.119958925,6.799988448,6.62007124
AT4G31680,1.960924196,3.159741995,1.819919133,1.19009627,2.689941917
AT5G35550,2.780739357,3.739976895,3.620178421,5.009865221,2.909995507
AT1G03790,4.880862583,5.999755473,4.729993582,4.680048777,5.440045568
AT2G12940,1.640539114,2.339547529,-0.009790772,1.619989731,1.460028239
AT2G44910,3.101817586,5.459778578,4.31011039,5.169981388,4.879974328
AT3G53820,2.100385082,2.600057762,2.899874207,1.91998588,1.699959887
AT3G50750,9.109915282,8.999855594,8.249948656,7.849944163,6.980013478
AT1G05805,9.039815161,8.800073166,9.18001412,9.289953148,8.559949618
AT4G26930,3.210770164,4.209743921,2.880286244,5.109908222,3.680029523
AT5G65100,3.721671255,5.889603366,3.830197675,5.369948014,4.560001925
AT1G19510,7.619776653,7.329801683,6.299966626,6.03997497,5.650000642
AT2G38090,5.620924196,6.820121301,7.449979462,7.290055837,8.159965664
AT1G56170,7.93004621,7.990250303,9.289819012,7.880099479,9.430006418
AT1G72350,4.179137417,3.060015403,3.140070598,3.689951865,2.940068994
AT4G00130,1.540523711,2.220148256,2.990098838,3.759870998,1.750013157
AT5G47670,5.260138629,5.439778578,4.290023105,4.469972402,4.039972402
AT3G51910,6.46915282,5.369782429,4.24004621,4.600061613,5.560011873
AT5G06800,7.029853669,6.839845967,6.039987164,5.939936462,4.950009948
AT3G56520,2.520400485,3.040177138,3.96,3.959924267,2.779970477
AT1G48000,5.780169436,6.000121301,6.630114241,7.519956357,6.840033695
AT4G08250,5.600308065,5.999973044,5.859880625,4.92997497,4.539979462
AT1G34650,5.560238751,5.869940312,5.559993582,5.509996791,5.459940633
AT1G15360,4.220400485,4.740105897,5.289958925,4.969897953,3.379999037
AT4G31610,1.980770164,2.979645725,1.14017072,2.469954432,1.759969514
AT5G46010,2.191894602,4.649736219,3.280037225,3.57001797,3.849981388
AT2G29660,8.229761249,7.920067389,8.269885759,7.379988448,7.199965984
AT2G24260,4.569222135,3.560450546,5.899865221,4.850028239,5.290001284
AT1G25560,9.718128503,7.290265706,8.670034657,8.940001284,8.960002567
AT5G04640,1.820269557,2.170288811,3.669827997,2.329959566,1.699990373
AT2G45190,9.410023105,9.439924909,9.049897312,8.249965343,7.710001605
AT5G16600,5.960677744,6.840271483,8.249931969,7.719983313,7.460002246
AT1G29600,6.900408187,7.42979013,6.339913998,5.670072524,6.799952827
AT5G53210,5.8609396,7.079845967,6.279915282,5.620026314,6.029956357
AT5G18000,1.32127077,2.970107823,3.529789489,1.890010269,2.050007702
AT1G16530,4.978736932,3.340077016,3.739962775,3.44994288,2.560036583
AT2G36610,1.819460886,1.119946089,0.839856236,-0.27998588,-0.059987806
AT1G49190,3.000824075,4.069940312,3.759971761,3.54000706,3.6499432
AT2G19810,10.17976895,9.880371604,11.80997818,11.63997754,11.2899846
AT3G25790,4.130123226,4.28990373,3.789840833,2.550152107,4.919971761
AT3G57670,3.909206732,2.879753548,1.600119375,2.530036583,3.100007702
AT5G12870,5.050639236,5.880036583,6.070069315,6.609994224,6.520026956
AT4G01720,8.539876774,8.379747771,7.070062897,7.55995379,6.839998075
AT3G06220,4.429992298,4.420050061,4.67998588,4.569898595,2.990003209
AT5G22290,9.249869072,9.080421665,11.26981901,9.859989731,9.700003209
AT3G29035,7.569753548,7.249986522,7.180043643,7.519958283,6.869955716
AT5G42640,3.240392783,3.750102047,4.280068031,4.809873565,2.840006097
AT2G40210,3.420231049,3.719605291,1.670097554,2.430063538,3.419980104
AT2G02060,4.341347786,6.089778578,4.940151466,6.119944805,5.259975611
AT2G22770,7.918582899,6.080055837,6.369947372,5.959998075,5.930004493
AT3G05860,2.439899879,2.309897953,1.779991015,1.709990373,1.559959246
AT1G66230,8.609091207,7.429992298,7.389924267,6.800009627,6.949982671
AT5G59820,7.029098909,5.860075091,6.250059046,6.710040434,7.340019896
AT3G60390,8.169784354,7.890007702,7.929960208,7.619955716,6.929975932
AT2G37260,5.789568708,5.230080867,5.6497651,3.820115525,5.620002246
AT1G67710,3.280554518,3.999944163,3.710211795,5.359922984,4.160019896
AT3G54810,8.189822862,7.960127077,8.620098838,9.389992298,9.270019575
AT2G47190,6.129075804,4.930292662,6.450066748,6.969922984,5.770032732
AT3G58190,2.180693147,3.080132853,3.769993582,3.72002503,4.109952507
AT4G01120,8.339899879,8.210321543,9.879831848,8.570005776,8.659966947
AT2G14760,4.789453184,4.080075091,4.469865221,3.419956999,2.750027277
AT3G49760,4.878952578,3.520115525,4.120146331,5.259970477,4.799958283
AT5G50915,9.92886786,8.459926834,8.08001412,8.190051344,8.990015724
AT3G10590,4.391024318,5.719638023,3.840187406,5.299924909,4.130001925
AT5G52170,3.451139842,4.929853669,4.170165585,5.459983955,5.209976253
AT3G63350,2.999784354,2.71981131,1.740148898,2.900034657,3.439940312
AT1G72570,0.980438993,1.549778578,0.400012836,0.499951223,-0.260004814
AT1G65360,4.99037738,5.479753548,4.199958925,3.880077658,5.08995379
AT5G44190,11.20026956,11.54996342,11.35996919,11.11989603,9.50004974
AT2G17040,7.939183627,6.879872923,6.220150182,7.389908864,5.970038187
AT1G59530,3.49995379,3.440215646,4.559973044,4.35003209,4.849940633
AT4G13480,3.40080097,4.440148256,5.209861371,4.130043643,4.810018291
AT2G46130,3.890007702,3.90016366,4.749789489,3.109968552,2.620028881
AT4G31270,6.669314554,5.780100121,6.299831848,4.989993582,4.89001059
AT1G34170,1.971162947,3.479845967,2.680074449,3.260036583,3.829949298
AT3G24650,5.380831777,6.459919133,6.03993582,5.539922984,4.340050061
AT4G09460,9.269514797,8.639942238,8.339883192,7.429999358,7.420014441
AT1G32540,9.820177138,10.04981131,9.069952507,8.699976895,8.340001925
AT5G63420,7.749807459,7.500034657,7.680087285,8.360068673,9.429945126
AT4G33280,5.071186052,6.610050061,6.869883192,5.960030165,6.429964701
AT5G67420,10.55848278,8.59007124,8.96,8.959981388,8.670012836
AT1G75520,4.820731655,5.769616844,3.780205377,5.379955074,4.680025993
AT1G74660,5.650284961,6.019666904,4.290001284,4.300023105,4.660004493
AT2G46410,3.651008914,4.960102047,5.490005134,5.529963417,4.959980104
AT5G15210,9.289776653,8.999797832,7.949973044,7.739983955,7.490020217
AT1G01060,11.08006161,11.15947051,8.409794623,6.809872923,4.830207623
AT1G01250,5.299383869,4.500735506,8.320026956,8.53,8.530003851
AT1G01720,9.219915282,9.110311916,10.72987036,9.720055195,10.57998524
AT1G02250,4.890315767,5.300161734,6.139975611,5.949990373,5.799994545
AT1G03840,2.650238751,2.959984597,2.880005134,2.919978179,2.579985239
AT1G06180,7.110215646,7.390200243,8.429975611,8.240017329,8.50999294
AT1G06850,7.539745846,7.210034657,7.390038508,7.690006418,7.789993903
AT1G08320,8.239514797,7.610040434,7.820066748,8.340002567,8.380004493
AT1G09540,6.280192541,6.529936462,6.199992298,6.139976253,5.769986522
AT1G12260,5.749561007,5.179899879,4.660172003,5.999981388,5.710003209
AT1G12610,3.780785567,4.799753548,3.520035941,3.799976895,3.440065143
AT1G12630,6.870138629,7.049913357,6.599858803,5.500038508,6.100016687
AT1G13260,10.03779733,7.180258005,8.520086002,9.189880625,7.329981067
AT1G13450,8.799753548,8.480065464,8.819964059,8.540005134,8.619994866
AT1G14687,1.800061613,1.880034657,2.060069315,2.6,2.599976253
AT1G16490,6.16009242,6.280040434,6.489974328,6.289998716,6.269998075
AT1G18330,9.839345361,8.990157884,9.809976895,9.629828639,6.960048456
AT1G19000,12.28967653,11.87003466,12.04994994,11.65997625,11.2900154
AT1G19040,4.270015403,4.290159809,5.120002567,5.139972402,4.709960208
AT1G19210,5.509946089,5.44016366,6.289906297,5.560031448,6.050022463
AT1G19850,7.980354275,8.439909506,7.970023105,8.149971761,7.710000963
AT1G20910,7.979838266,7.769940312,7.460015403,7.579994866,7.499990694
AT1G20980,10.01991528,9.91,9.910057762,10.35999101,10.21999775
AT1G22070,8.560207944,8.830109748,9.400068031,9.929962134,9.339971761
AT1G22810,5.270485203,5.899990373,5.849952507,5.479851744,3.170055195
AT1G25340,5.599638023,5.130119375,5.749912715,5.069961492,4.470007381
AT1G25550,11.06761249,7.970127077,8.63001797,8.770010269,8.929997754
AT1G27730,8.028852456,6.540361977,8.419966626,8.159995507,8.090003209
AT1G28160,5.409715039,5.040146331,5.799933252,5.28001412,5.49998588
AT1G28370,7.379845967,7.180127077,7.839998716,7.82997497,7.440018612
AT1G28470,6.609869072,6.440098196,6.94993582,6.449973686,6.040026314
AT1G29160,6.399984597,6.379876774,5.740073166,6.310056479,7.189968552
AT1G29280,6.730269557,7.079926834,6.700008985,6.770009627,6.919985559
AT1G29860,5.840593026,6.609938387,6.289925551,5.709986522,5.499994224
AT1G30210,7.710631534,8.530048135,8.779992298,8.720001284,8.739984918
AT1G30490,8.680069315,8.769917207,8.34006418,8.840011552,9.020000963
AT1G30650,5.420053911,5.490048135,5.740051344,6.139948014,5.329978179
AT1G32150,8.729838266,8.520013478,8.58998203,8.449983313,8.190002567
AT1G32870,7.340077016,7.440190615,8.429997433,8.409992298,8.289995186
AT1G33240,10.36956101,9.799901804,9.28998588,9.179948656,8.38002118
AT1G34180,4.990053911,5.059988448,5.000103972,5.809956999,5.139986201
AT1G34190,9.930130928,10.09994416,9.810025672,10.00998845,9.830001605
AT1G34370,10.7495379,10.15004428,10.37995507,10.03000385,10.08998684
AT1G34670,5.029514797,4.400248378,5.690039792,5.999955074,5.29998235
AT1G36060,6.730385082,7.229897953,6.699943521,6.26000706,6.369983634
AT1G43160,1.29089339,2.449870998,1.780043643,2.119970477,1.660183235
AT1G43700,9.75004621,9.809967268,9.640019254,9.789992298,9.669997754
AT1G44830,7.149915282,7.039905655,6.550053911,6.969987164,6.769989089
AT1G46768,6.040361977,6.510157884,7.330026956,7.539992298,7.420006418
AT1G47655,5.290739357,6.249944163,5.960010269,6.039987164,5.839998716
AT1G49010,10.2900231,10.31994031,10.00995507,9.660014761,9.889996149
AT1G49480,9.709738144,9.36990758,8.890015403,9.010045568,9.719983634
AT1G49560,6.540231049,6.840138629,7.560097554,8.32,8.319984597
AT1G50640,8.560292662,8.939919133,8.519992298,8.460024389,8.840002567
AT1G51140,8.879861371,8.700415888,10.85994994,10.47001797,10.7499984
AT1G51700,9.640015403,9.660030807,9.819943521,9.379993582,9.280016366
AT1G52150,9.04995379,8.99,8.99001797,9.129974328,8.729992619
AT1G52880,8.320747059,9.290113599,9.879920416,9.259984597,9.019989089
AT1G53170,9.090346574,9.540105897,10.0898588,8.990016687,9.249986201
AT1G53230,8.5904698,9.199930685,8.840088569,9.53004621,10.24996213
AT1G53910,10.19996149,10.14997882,10.04003851,10.3400077,10.45998845
AT1G54330,3.150962704,4.399971119,4.250093703,4.979961492,4.38001059
AT1G55110,9.380077016,9.48002118,9.589961492,9.290006418,9.389992619
AT1G59640,6.49995379,6.44020987,7.529933252,7.010035941,7.569987164
AT1G62300,5.968575197,4.1204698,6.560005134,6.599935178,5.589997112
AT1G63030,3.199507095,2.5602349,3.78001797,3.919940954,3.000005134
AT1G64620,7.949992298,7.939959566,7.729978179,7.559991015,7.420001925
AT1G65910,6.849922984,6.750003851,6.770041075,7.089984597,6.849990052
AT1G68200,5.959892177,5.820109748,6.390048777,6.769913357,5.420039792
AT1G68320,6.299992298,6.289959566,6.080006418,6.129986522,5.920000963
AT1G68550,9.359922984,9.260069315,9.619987164,9.520002567,9.559999679
AT1G68670,11.32815931,8.940080867,9.359984597,9.23999294,9.129997112
AT1G69010,9.210169436,9.430048135,9.679944805,9.250005776,9.339993903
AT1G69180,2.370608429,3.159921058,2.749957641,2.419981388,2.129983313
AT1G69490,9.938490479,7.98051601,10.65977665,8.919917849,7.64006771
AT1G69570,8.429691935,8.029894103,7.479851102,6.319975611,5.940050382
AT1G69690,8.270154033,8.470007702,8.510051344,8.909995507,8.839994224
AT1G69780,8.869414676,8.109701562,6.560133495,7.599988448,7.420006418
AT1G70920,4.578575197,2.730510233,5.379943521,4.939792056,1.699998716
AT1G71450,5.450608429,6.239917207,5.80996791,5.559897953,3.970067068
AT1G72740,8.459930685,8.37002118,8.480002567,8.500001284,8.519997754
AT1G74480,5.210770164,6.209842116,5.390073166,5.959948656,5.160011232
AT1G74650,5.560670042,6.430028881,6.579894744,5.75996085,5.149999358
AT1G74840,10.12939927,9.35004621,9.590008985,9.659970477,9.20000706
AT1G75240,9.320107823,9.459951865,9.209996149,9.179976253,8.809987806
AT1G75390,7.989922984,7.890077016,8.290042359,8.619983313,8.360023426
AT1G76420,5.810315767,6.219876774,5.580005134,5.619984597,5.38
AT1G76880,8.439738144,8.09995379,7.859992298,7.800007702,7.920013478
AT1G76890,9.609122014,8.469793981,7.39995379,7.040015403,7.280006418
AT1G77200,1.99089339,3.150621907,6.379772802,4.610019896,4.919988127
AT1G77920,7.280284961,7.65009242,8.13009242,8.850008343,8.979987164
AT1G78700,8.210154033,8.409949939,8.149996149,8.119992298,8.000002567
AT1G79180,4.630546816,5.340094345,5.829880625,4.899965984,4.370024068
AT1G79580,5.46051601,6.130034657,6.309965343,6.039965343,5.499999037
AT1G80840,8.528405761,6.460129002,7.130019254,7.279996791,7.229999037
AT2G01060,9.619922984,9.519969193,9.360016687,9.490012194,9.680000321
AT2G01930,8.69924524,7.719980746,7.620011552,7.709949939,6.930009948
AT2G01940,7.729591813,7.200001925,7.21006418,7.709933894,6.680005455
AT2G02070,9.469845967,9.269969193,9.110056479,9.549996149,9.489982992
AT2G02080,9.390192541,9.639876774,9.000073166,9.569960208,8.950012515
AT2G02450,8.44924524,7.469951865,7.220051344,7.619973044,7.199994866
AT2G02820,6.300215646,6.579840191,5.750053911,6.17,6.169991977
AT2G03340,8.280231049,8.579944163,8.290088569,8.979977537,8.629956357
AT2G03500,6.650431292,7.210067389,7.559961492,7.260021821,7.600002246
AT2G04038,2.211987022,4.789924909,4.399815161,2.959977537,2.61003915
AT2G06200,3.519537902,2.920412037,5.059721458,2.889998075,2.859995828
AT2G15740,4.190978108,5.459982671,5.369987164,5.269956999,4.600010269
AT2G18060,5.659938387,5.579959566,5.369770235,3.580081509,4.849991336
AT2G18160,11.80973044,11.45977665,10.2999769,10.12003466,10.66000321
AT2G18350,6.840284961,7.210121301,7.83998588,7.729935178,6.719981067
AT2G18380,6.120508308,6.780050061,7.039920416,6.419998716,6.400002246
AT2G18550,6.720246452,7.040032732,7.209962775,6.920008985,7.059990373
AT2G20110,6.380315767,6.789921058,6.380068031,6.909980746,6.609999037
AT2G20400,6.950354275,7.409986522,7.340008985,7.410003209,7.459981709
AT2G22430,10.79064694,11.63014633,12.38996791,12.1399846,11.89998588
AT2G22540,9.180207944,9.450023105,9.569976895,9.389944805,8.530002888
