,exp1,exp2,exp3
AT1G20693,11.77,11.76966883,11.33975162
AT1G18670,8.62004621,8.649206732,7.619876774
AT1G66020,7.658875561,6.930007702,6.939761249
AT1G27990,5.819969193,5.79868302,4.090198317
AT2G23210,2.022526136,3.659861371,3.480051986
AT1G07590,7.39995379,7.369946089,7.300323469
AT3G59400,1.751447907,2.689345361,1.840315767
AT3G51950,11.44961492,11.19909121,10.01996727
AT4G04480,5.55174057,6.678475076,4.700196392
AT4G19960,7.319784354,7.179437781,6.449826713
AT5G18670,8.879661128,8.65966883,8.229774727
AT5G53060,7.699784354,7.559368466,6.739847893
AT1G62640,10.19929145,9.73966883,9.309805534
AT5G36080,2.718274834,1.600716252,2.529703487
AT1G79140,8.530415888,8.799730443,8.449720816
AT5G17350,8.686965556,6.720808672,7.770028881
AT1G32000,0.970154033,1.070908793,2.250059688
AT1G51410,3.459630322,3.220354275,3.68025993
AT1G65670,5.180400485,5.439753548,5.119716965
AT2G03770,3.852171861,5.258760037,3.650261856
AT5G58700,9.750015403,9.759476289,9.079799757
AT2G29440,8.499537902,8.200292662,8.579664979
AT2G38750,7.828105398,6.599922984,6.499884475
AT2G02610,7.568290237,6.459653426,6.009946089
AT2G38510,4.218428866,3.199745846,2.87032732
AT1G24060,3.921817586,5.099568708,4.539745846
AT4G09100,7.379414676,7.001417101,8.839726592
AT3G30280,4.711463311,5.659283748,4.729797832
AT5G02000,4.802017828,6.108875561,4.649921058
AT3G01490,3.311494117,4.278582899,2.440288811
AT4G19170,4.591802183,5.759499394,5.109757398
AT4G10540,4.289691935,4.089969193,4.049709263
AT3G22070,6.630323469,6.839822862,6.609707338
AT5G47960,7.69990758,7.639661128,7.199761249
AT5G27330,9.090539114,9.439776653,9.149709263
AT2G38180,8.790631534,9.199376168,8.389793981
AT2G04070,6.290646937,6.709807459,6.459701562
AT5G61070,3.939476289,3.599630322,3.120365828
AT5G59660,5.980200243,6.108706125,4.430308065
AT1G27200,8.020446695,8.309961492,8.260294588
AT4G38830,7.988629109,7.099507095,6.459944163
AT1G66630,5.4390604,4.829876774,4.669776653
AT3G22880,8.290030807,8.30957641,7.759774727
AT1G51960,4.721232262,5.518490479,3.560180988
AT1G62100,4.299460886,3.950446695,4.530244527
AT4G01070,9.909383869,9.509568708,8.949826713
AT1G19330,8.81995379,8.789414676,8.029822862
AT1G24140,6.81009242,6.870315767,7.279643799
AT4G38990,2.201863796,3.409730443,3.060207944
AT5G04380,4.990677744,5.428629109,3.65030614
AT2G40180,5.669353063,5.249299151,4.339919133
AT4G22200,4.710323469,4.918890965,3.480361977
AT3G51150,5.310261856,5.479329958,4.609826713
AT3G27730,5.650585324,6.029591813,5.499745846
AT1G22550,8.799075804,8.199984597,8.179751622
AT4G17090,5.749722741,5.569114312,4.419948014
AT1G06750,0.762972831,2.689083505,1.500077016
AT2G24850,6.53080097,7.049730443,6.699713114
AT5G40645,4.950415888,5.219522499,4.600356201
AT4G18630,7.849029594,7.219322256,6.339955716
AT1G68470,8.050215646,8.18915282,7.089886401
AT1G06550,10.67943008,10.30969964,9.919788205
AT4G14020,8.40995379,8.37957641,7.829780503
AT5G46740,8.360138629,8.449222135,7.439869072
AT4G28700,5.768043785,4.499553305,3.92007124
AT3G16040,3.06169436,4.158914069,2.750313842
AT1G11440,8.479029594,7.849584112,7.309861371
AT1G32480,4.708736932,3.889268345,2.940040434
AT4G17860,5.420323469,5.628667617,3.900294588
AT3G09460,9.250970406,9.880608429,10.67007124
AT5G13870,9.699584112,9.430531413,10.12021757
AT2G23900,3.882880412,5.749052699,4.520115525
AT4G30470,9.670030807,9.690462098,10.29020987
AT3G02390,3.842279684,5.31962262,4.830165585
AT2G05530,7.042295087,8.529191328,7.479845967
AT1G19380,9.649614918,9.39962262,8.909793981
AT3G27660,3.881201455,4.658629109,2.880050061
AT2G37910,4.638829351,3.879892177,3.740335021
AT3G10050,9.139445482,8.779738144,8.439778578
AT1G29260,9.530723954,10.00057762,10.7501136
AT5G10660,3.382279684,4.859214433,3.839840191
AT3G08560,2.222942025,4.128975683,2.800063538
AT5G39650,1.291509521,2.270531413,2.960007702
AT4G21210,5.417520073,3.810315767,4.219890252
AT3G25810,6.191093632,6.899537902,6.299747771
AT2G29000,4.567920558,3.219614918,2.720084718
AT1G80530,9.499430079,9.129738144,8.789780503
AT1G51300,5.870246452,6.029499394,5.379784354
AT2G18830,1.222341297,2.738629109,0.960073166
AT1G50750,0.881309278,1.730015403,1.750207944
AT4G07600,5.169784354,5.029638023,4.560360051
AT2G14550,3.65160194,4.689383869,3.889780503
AT2G10050,1.602002425,2.898544391,1.010113599
AT4G09130,4.032587749,5.708713827,4.040061613
AT3G04800,3.432002425,4.728744633,3.099980746
AT1G12000,11.2895071,10.96996919,10.92972467
AT3G01880,4.807134992,2.950924196,4.149884475
AT4G39753,5.250585324,5.629145118,4.519867147
AT1G36440,3.970985809,4.608698424,2.920325394
AT1G54280,5.358721529,4.529299151,3.620030807
AT1G18990,4.251617343,5.299044997,4.060315767
AT1G01630,10.18989218,10.11976125,9.809743921
ATMG00130,5.970539114,6.319815161,6.080309991
AT4G27860,10.35850588,9.389946089,9.319824788
AT3G61380,8.47990758,8.419260643,7.459878699
AT1G73070,5.37070855,5.829175925,4.760363902
AT4G04070,2.099969193,2.080254154,2.41025993
AT2G26360,8.36,8.359145118,7.249911431
AT3G08920,6.560477501,6.869029594,5.609915282
AT3G59350,8.639630322,8.400762462,9.390148256
AT1G66210,4.671263068,5.48966883,5.059724667
AT2G17470,4.658213221,3.500192541,3.75028111
AT5G24313,5.937473864,4.301216858,5.87981131
AT4G18740,5.710508308,6.038875561,4.579976895
AT5G26140,5.280677744,5.718837053,4.210350424
AT5G60240,1.880492905,2.201116737,3.649716965
AT5G49690,5.168490479,4.191370891,5.969957641
AT2G19410,4.817196605,3.0004698,3.609944163
AT4G27230,9.460523711,9.799715039,9.429726592
AT2G29460,6.662064038,8.000292662,8.379978821
AT1G56100,2.482787992,4.288898666,2.860127077
AT1G49670,10.15970734,9.969792056,9.699749697
AT2G14580,4.321832989,5.509306853,4.609803608
AT2G02480,8.549969193,8.529306853,7.629859445
AT1G66720,3.752479927,5.359630322,4.880119375
AT3G24410,3.597258218,1.820631534,2.639886401
AT2G35570,1.671293875,2.509383869,1.710315767
AT5G66780,4.741432504,5.668505883,3.730207944
AT5G01690,4.262710976,6.019145118,4.910152107
AT3G31460,2.000523711,2.339445482,1.620354275
AT3G52270,4.740985809,5.378667617,3.650048135
AT4G15320,5.167535477,3.570739357,4.530150182
AT3G14250,4.702187264,6.118767738,4.519982671
AT2G24950,5.420600728,5.808606004,4.000148256
AT4G17260,9.909522499,9.599083505,8.409996149
AT1G64950,6.539969193,6.520955003,7.760050061
AT1G76110,3.528274834,2.410392783,2.919757398
AT1G78310,7.561863796,8.770485203,9.399922984
AT3G12420,4.830354275,5.058675319,3.340123226
AT5G57340,8.471155245,9.219745846,8.890275333
AT4G27830,8.890523711,9.230215646,9.510231049
AT2G41590,3.902264281,5.369522499,4.750182914
AT5G53710,5.391463311,6.338998787,5.040325394
AT1G35260,9.310123226,9.389214433,8.369878699
AT3G28890,3.309738144,3.14117835,4.669967268
AT3G49170,1.599568708,1.321386294,3.119795907
AT3G26850,6.959044997,6.339614918,5.839855594
AT1G47980,5.841124439,6.568629109,4.790298438
AT3G47430,5.411062826,6.098744633,4.470001925
AT1G28430,2.291247665,3.100770164,4.099926834
AT3G49720,10.94979976,10.81980746,10.569742
AT2G23530,7.040446695,7.329383869,6.529807459
AT5G44070,10.51992298,10.46986907,10.29972274
AT5G63660,10.74066234,11.16989218,11.02969386
AT1G73700,4.462572346,6.128906368,4.710186765
AT2G41040,7.630246452,7.789553305,7.209774727
AT1G43710,11.22989218,11.15961492,10.6597805
AT5G37540,9.569430079,9.200747059,10.17016173
AT2G37420,6.780831777,7.319645725,6.859734294
AT5G14840,4.540677744,4.980192541,5.230223347
AT5G38390,5.890030807,5.908752335,4.290290737
AT4G00310,6.360446695,6.649830564,6.429709263
AT1G61170,6.918721529,6.08966883,5.659880625
AT5G19310,7.680492905,7.999653426,7.549741995
AT1G50760,4.379815161,4.258760037,2.650227198
ATCG01010,5.942757185,7.729684233,7.320011552
AT3G42540,1.882017828,3.189946089,3.119728517
AT3G56100,7.079630322,6.839191328,5.789936462
AT1G59870,11.47053911,11.81971504,11.44972852
AT2G11490,4.798598302,3.889368466,3.070298438
AT3G49860,9.700277259,9.879406974,9.10981131
AT1G75550,3.812741782,5.589661128,5.150026956
AT2G24000,2.362942025,4.269214433,3.249965343
AT1G21680,9.849584112,9.580392783,10.09024453
AT4G04170,3.842865008,5.699283748,4.770080867
AT1G12560,7.878659915,7.010947301,8.240127077
AT5G57480,8.179260643,7.699653426,7.249822862
AT2G16840,4.929599515,4.669137417,3.549963417
AT1G59800,4.981155245,5.728567496,3.870263781
AT1G60940,9.689229836,9.190670042,10.06019062
AT2G15490,9.08,9.079876774,8.91971889
AT1G68090,1.961324681,2.818567496,0.960261856
AT1G23390,9.959738144,9.789468587,9.099832489
AT1G35860,4.451524924,5.438760037,3.83030614
AT5G50335,1.758459673,0.760223347,1.050283035
AT2G19880,8.419738144,8.249861371,8.069736219
AT3G54520,2.078983384,1.419391571,0.630342723
AT1G66400,8.659830564,8.551147544,10.03996919
AT3G53680,7.22080097,7.739052699,6.509892177
AT5G28220,8.619984597,8.609507095,7.969803608
AT3G45000,2.989553305,2.699845967,2.500336947
AT2G30860,13.95009242,14.00984597,13.80972082
AT3G50190,7.371925409,8.618921771,7.219917207
AT3G13950,8.749460886,8.400207944,8.670284961
AT3G61490,8.000107823,8.069591813,7.539774727
AT1G36105,2.502726379,4.26882165,2.740061613
AT1G50060,8.878552093,7.941209157,9.509686158
AT3G53960,6.570554518,6.930146331,7.119663053
AT2G13500,3.141355488,4.018521286,2.100177138
AT5G02200,7.299630322,7.059314554,6.169892177
AT4G21420,2.849892177,2.781147544,4.269666904
AT1G44120,5.211540327,6.209206732,5.179828639
AT4G15860,3.959630322,3.71882165,2.190221422
AT5G08480,4.087273621,2.320231049,2.620125152
AT1G01660,5.170415888,5.439122014,4.299892177
AT4G01030,2.899845967,2.798767738,1.200177138
AT5G01490,7.801047422,8.480716252,9.41
AT2G46050,5.879214433,5.368975683,4.040246452
AT1G02090,9.449306853,9.001016616,10.32007509
AT5G45790,6.930030807,6.94882165,5.420073166
AT5G10470,8.270061613,8.309699636,7.919753548
AT4G08560,5.211109035,5.928652214,4.180298438
AT5G46670,4.382880412,6.249052699,5.020077016
AT5G18810,4.907858945,3.521363189,5.289932611
AT5G59600,5.649507095,5.329537902,4.729834415
AT3G18130,11.91013863,11.99982286,11.76972467
AT3G52430,8.8009396,9.409684233,8.999728517
AT3G45430,6.130246452,6.290993511,7.579992298
AT5G45670,8.390739357,8.869299151,7.959820937
AT2G42000,2.192741782,3.969522499,3.350065464
AT1G33610,7.990354275,8.219083505,7.029911431
AT5G55490,5.870739357,6.348582899,4.510231049
AT1G19180,10.94821322,9.790100121,9.919832489
AT2G21560,9.470323469,9.679252941,8.710365828
AT1G42580,3.752587749,5.428798545,3.870030807
AT5G52790,9.340338872,9.559607217,9.049761249
AT1G66950,7.429799757,7.299322256,6.419874848
AT3G05400,7.161001213,7.80882165,6.27997497
AT2G38970,8.389815161,8.269283748,7.339886401
AT1G67750,10.69927605,10.2295456,9.639855594
AT5G09860,8.54929145,8.09009242,8.209722741
AT2G14450,4.440215646,4.579098909,3.409917207
AT1G35750,3.659522499,3.350508308,4.010217571
AT2G35900,8.140415888,8.410215646,8.6902349
AT2G41580,4.96155573,5.968675319,4.250026956
AT2G04650,7.83995379,7.80995379,7.749709263
AT3G49680,10.6399846,10.62977665,10.339742
AT5G35670,7.290015403,7.299314554,6.409859445
AT2G45130,4.457997575,3.161085931,4.569730443
AT4G12540,6.750431292,7.029299151,6.11983634
AT4G23260,7.012094845,8.368621407,6.580078942
AT4G20470,6.05825943,4.929561007,4.360273408
AT4G15930,10.87020024,11.00053911,11.70016751
AT5G56320,7.440061613,7.47924524,6.499878699
AT1G21510,4.122880412,5.989083505,4.799992298
AT5G53670,1.92169436,3.019861371,2.84018869
AT2G15700,2.060554518,2.419091207,1.239896028
AT4G21270,6.930030807,6.949884475,6.79971889
AT1G74490,8.450200243,8.580462098,9.18018869
AT1G67980,8.150693147,8.59872923,6.950048135
AT4G08100,-3.17084718,-3.719499394,-3.069768951
AT1G27480,3.567335234,1.841193753,3.389888326
AT3G13650,10.18023105,10.32909891,9.159917207
AT5G02270,10.99889096,10.27949939,9.629921058
AT5G54370,10.33750467,8.721209157,10.28982479
AT3G25100,8.270030807,8.289514797,7.659801683
AT2G26120,2.462341297,3.979437781,3.250177138
AT5G58784,7.979753548,7.819930685,7.729724667
AT2G05370,3.002464523,4.598860158,3.119980746
AT4G23680,11.38841346,10.36110904,11.80006931
AT3G60940,4.872664766,6.599584112,6.060069315
AT5G04840,7.680985809,8.320877986,9.459909506
AT3G57040,9.418613706,8.519476289,7.839978821
AT1G50050,7.040015403,7.050277259,7.409661128
AT2G28470,10.47929145,10.02,10.019742
AT2G24490,8.740338872,8.959322256,8.07983634
AT4G12030,9.990477501,10.29942238,9.549801683
AT1G59850,4.448290237,3.340485203,3.969747771
AT2G41260,0.359768951,0.210593026,0.980180988
AT5G44620,3.092017828,4.398713827,2.730244527
AT2G24010,2.331309278,3.179876774,3.020229124
AT1G60390,8.510862583,9.069299151,8.159819012
AT4G11120,9.159876774,9.079776653,8.789749697
AT1G28400,11.90053911,12.2495302,11.6397728
AT4G27180,10.55004621,10.5795302,9.969797832
AT1G53620,6.929738144,6.761309278,8.459741995
AT2G34800,1.881848392,3.079776653,2.790184839
AT3G46200,8.000600728,8.390354275,8.850182914
AT2G01610,8.549892177,8.479329958,7.609867147
AT1G16800,6.549306853,6.099830564,5.879778578
AT1G61740,10.42015403,10.52098581,11.80000385
AT1G14080,8.928937174,8.239776653,7.949828639
AT1G74710,7.6509396,8.259745846,7.929720816
AT3G24150,6.920785567,7.428914069,6.019951865
AT1G67330,10.68932226,10.25016173,10.45971119
AT4G05340,0.981293875,1.81957641,1.270283035
AT4G03060,6.710693147,7.159168223,6.079865221
AT1G62110,5.888721529,5.059306853,4.160290737
AT5G54190,4.537858945,3.151393996,4.959869072
AT1G01390,3.831771376,4.979792056,4.709730443
AT5G62280,7.380569921,7.750978108,9.019938387
AT4G15210,5.249044997,4.62919903,3.590034657
AT3G01240,3.102834202,4.939091207,3.760086643
AT1G79610,9.529260643,9.049537902,8.449863296
AT3G59860,-0.657581687,0.910077016,1.009842116
AT1G05575,10.1790758,9.58122456,11.16967653
AT4G13150,5.457273621,3.690901091,4.860055837
AT4G30070,5.187612493,3.640077016,3.739967268
AT5G64080,9.479722741,9.299507095,8.659828639
AT1G69470,5.220770164,5.719006489,4.429917207
AT2G25250,9.178952578,8.499853669,8.309807459
AT4G27550,5.897242815,4.110300364,4.50009627
AT4G07840,3.95009242,4.009437781,3.279820937
AT4G09610,3.280585324,3.658644512,1.900140555
AT1G09390,7.739568708,7.459884475,7.309747771
AT4G05610,1.070924196,1.670916495,2.859728517
AT5G46480,7.840246452,7.999044997,6.759940312
AT2G19110,10.39098581,11.02949939,10.37976895
AT3G42530,5.470908793,6.058659915,4.320080867
AT4G02070,8.150107823,8.219329958,7.349851744
AT3G20015,10.1604621,10.45957641,9.909767026
AT3G23350,4.75070855,5.208652214,3.460111674
AT5G62490,4.481324681,5.338852456,3.850317692
AT4G01380,6.181232262,6.978944876,5.609921058
AT5G07640,4.731417101,5.648552093,3.770154033
AT5G59100,4.081663553,5.159491692,4.499772802
AT4G35290,6.239830564,6.129191328,5.080360051
AT2G04640,4.958967981,4.289129715,3.160267632
AT4G13450,5.120785567,5.629753548,5.309722741
AT3G26160,5.422125651,6.798860158,5.320244527
AT3G07070,3.379645725,3.151101334,4.580003851
AT1G03850,10.87873693,10.0604621,10.66024068
AT3G53040,4.070955003,4.690500606,5.34009627
AT3G43500,4.001216858,4.788921771,3.389930685
AT1G43970,2.022248878,3.478721529,1.820036583
AT5G07930,4.19240291,5.749638023,5.28011745
AT2G34590,10.9395071,10.62051601,11.2902118
AT2G15130,4.642033232,5.958898666,4.530258005
AT5G42470,9.389815161,9.270446695,9.85021372
AT5G22910,4.172279684,5.649638023,5.18014248
AT3G44050,7.310462098,7.60966883,7.179747771
AT2G29360,4.620970406,5.248606004,3.440258005
AT3G50120,3.687520073,2.079984597,2.06014248
AT3G47460,7.30990758,7.249653426,6.799778578
AT3G62760,8.820061613,8.859607217,8.349780503
AT5G65370,4.459691935,4.259899879,4.129738144
AT1G70470,8.269830564,8.159237538,7.16990758
AT2G25920,7.780462098,8.080693147,8.980086643
AT3G24770,9.200231049,9.349306853,8.449851744
AT4G36770,5.59995379,5.568883263,4.120317692
AT1G64130,2.231524924,3.218552093,1.340186765
AT2G43270,3.292187264,4.708644512,2.950171361
AT1G13200,5.810739357,6.288629109,4.510258005
AT4G27520,8.65924524,8.16929145,7.249957641
AT1G72450,8.858105398,7.629730443,7.279984597
AT4G09420,7.249768951,7.099014191,5.820011552
AT1G53325,0.751201455,1.530808672,2.579751622
AT2G30820,5.93004621,5.959422377,5.209830564
AT3G13090,8.781678957,9.869414676,9.10979013
AT1G49840,8.800200243,8.930539114,9.630161734
AT4G04730,4.472002425,5.768713827,4.100236825
AT5G17480,3.921494117,4.889645725,4.429743921
AT1G20020,6.029183627,5.499376168,4.689932611
AT1G71070,9.359707338,9.169584112,8.62981131
AT3G22540,8.34009242,8.398998787,7.099978821
AT3G62040,12.40992298,12.35983827,12.14973814
AT1G69100,4.502572346,6.168798545,4.610123226
AT5G54170,8.560077016,8.609845967,8.410315767
AT2G03160,4.591863796,5.798837053,4.289961492
AT5G07110,9.409075804,8.809845967,8.609799757
AT2G39150,6.031232262,6.830053911,6.900192541
AT3G09150,6.550308065,6.74915282,5.649897953
AT4G09300,6.520770164,7.020308065,7.420175212
AT1G55550,6.370477501,6.679306853,5.779838266
AT4G03580,4.580723954,5.048998787,3.750346574
AT4G36070,1.230585324,1.61080097,2.649659203
AT1G50950,5.180523711,5.518813948,3.980026956
AT1G53930,0.661001213,1.309922984,1.210244527
AT5G05180,6.410677744,6.849091207,5.669896028
AT2G34810,5.267227411,3.470585324,4.229940312
AT5G45230,4.012680169,5.749691935,5.350007702
AT2G33980,5.818120801,4.601239963,6.210001925
AT2G35560,4.618059188,3.360785567,4.380155958
AT5G08370,8.090061613,8.129807459,7.879738144
AT3G30820,5.561709763,6.668721529,5.010015403
AT2G28080,9.89,9.8895302,9.279805534
AT2G32990,9.40919903,8.890261856,9.229707338
AT4G22540,8.739599515,8.479591813,7.949819012
AT1G07750,9.890169436,9.999884475,9.84971889
AT1G62180,10.34007702,10.38901419,9.10997497
AT4G24250,6.118228624,4.971085931,6.379716965
AT5G67090,7.180030807,7.199445482,6.479826713
AT5G46240,2.557828139,1.15037738,1.639838266
AT2G37610,3.839922984,3.788898666,2.360315767
AT3G15280,5.141987022,6.42872923,4.780238751
AT4G04440,4.890662341,5.318883263,3.869980746
AT5G47710,9.460323469,9.669661128,9.229757398
AT1G44790,8.889568708,8.609930685,8.519741995
AT5G63370,10.37970734,10.19032347,10.61024453
AT5G46000,1.152818799,2.979222135,1.969955716
AT5G14230,8.039738144,7.869414676,7.109859445
AT2G30010,7.460908793,8.049383869,7.249801683
AT1G33030,6.941293875,7.779222135,6.76983634
AT3G52540,6.049753548,5.88882165,4.360198317
AT1G14550,6.840246452,6.999376168,6.190354275
AT3G29075,9.870631534,10.27938387,9.47981131
AT1G45976,9.800231049,9.950254154,10.28023105
AT5G49160,9.520169436,9.629722741,9.269751622
AT5G25280,10.92080097,11.44044669,12.020129
AT2G45290,9.739938387,9.699853669,9.509736219
AT5G40590,7.71080097,8.230146331,8.419672681
AT3G43930,5.54995379,5.518852456,4.030086643
AT3G14950,3.439799757,3.310793268,4.339641874
AT3G19610,4.672464523,6.268744633,4.640109748
AT3G13770,6.090354275,6.318713827,4.650129002
AT1G34510,2.050723954,2.519899879,2.389703487
AT5G37240,3.862479927,5.469745846,5.139819012
AT1G34100,2.740277259,2.9204698,3.52964765
AT4G12110,9.819337659,9.389476289,8.709880625
AT1G34070,5.780154033,5.87877544,4.290111674
AT1G73260,12.46946089,12.12078557,13.14013478
AT4G15400,8.879476289,8.54009242,8.65971889
AT1G21760,10.02033887,10.24030036,10.6302118
AT4G21820,6.580831777,7.119630322,6.639749697
AT5G40200,10.47993839,10.43957641,9.889799757
AT1G34480,4.931863796,6.138613706,4.340105897
AT3G03310,9.809799757,9.680600728,10.46016944
AT2G46100,8.749830564,8.639776653,8.349759324
AT3G26740,8.960785567,9.468698424,7.780078942
AT4G10490,3.692695572,5.439191328,4.390115525
AT5G17980,7.372033232,8.688914069,7.279942238
AT5G43000,1.941509521,2.920315767,3.33007124
AT1G29180,8.15990758,8.098829351,6.580121301
AT5G11070,8.717381444,7.020716252,7.949872923
AT1G68780,5.041802183,6.209160522,5.11985752
AT1G32020,4.592587749,6.269237538,5.279897953
AT3G14820,4.072526136,5.709453184,5.000121301
AT4G18990,4.192680169,5.92948399,5.260069315
AT1G24090,6.879553305,6.590084718,6.700292662
AT2G07520,4.517935962,3.179776653,2.89002118
AT2G07330,3.852633959,5.559453184,4.849870998
AT1G71160,4.097858945,2.711109035,4.150042359
AT5G43910,7.711062826,8.399938387,8.319699636
AT2G17880,5.640246452,5.800215646,6.079670755
AT2G28740,9.140246452,9.299514797,8.669797832
AT1G48180,5.750646937,6.168636811,4.400221422
AT2G40830,9.530338872,9.750839478,10.84003658
AT1G08830,12.79865992,11.93087799,13.06968616
AT3G06930,8.91009242,8.969815161,8.729738144
AT3G23410,6.498182414,5.320870285,6.449728517
AT1G44254,3.941848392,5.139029594,3.880271483
AT1G22140,9.479491692,9.149799757,8.889778578
AT3G22130,5.551755973,6.689360764,5.860258005
AT3G42990,0.772803395,2.589399272,1.809934536
AT1G27160,5.51929145,5.059252941,4.08997497
AT4G28480,10.28023105,10.43110904,11.86989795
AT3G24620,3.069691935,2.870007702,2.879722741
AT5G08490,5.339738144,5.168837053,3.660215646
AT1G55315,6.562510733,8.188991086,6.880167511
AT5G45820,5.800061613,5.83877544,4.250144406
AT1G22150,4.498736932,3.679306853,2.780061613
AT1G13670,8.459306853,8.009661128,7.569830564
AT2G05020,3.308783142,2.519191328,1.470169436
AT5G64170,10.04012323,10.12083178,11.20006354
AT5G62230,6.32240291,7.878760037,6.270146331
AT3G03830,2.947473864,1.31070855,2.230119375
AT5G16570,8.260200243,8.3895302,7.779797832
AT2G14380,5.580785567,6.089360764,5.259815161
AT4G21865,7.439892177,7.369676531,6.949780503
AT1G64290,5.897289024,4.140600728,4.920098196
AT3G06030,7.710616131,8.109430079,7.369803608
AT3G58650,7.040539114,7.389314554,6.499838266
AT4G34050,12.86015403,12.95983827,12.74973237
AT5G13350,5.60835185,4.541293875,6.219965343
AT1G13540,5.340569921,5.709922984,5.609705412
AT2G21830,7.590200243,7.719183627,6.659901804
AT3G43990,4.697566283,3.120446695,3.69988255
AT4G14480,5.251940812,6.508621407,4.720129002
AT1G77280,9.459522499,9.149222135,8.139957641
AT2G32660,6.440415888,6.708698424,5.020150182
AT1G14460,7.28089339,7.858790843,6.290017329
AT4G28850,1.710107823,1.78113214,3.249711189
AT4G39010,5.202726379,6.96924524,5.990090494
AT5G63540,6.380739357,6.859430079,6.119799757
AT1G37900,3.861170649,4.619268345,3.669830564
AT4G29670,7.930123226,8.010038508,8.060277259
AT2G01080,8.288998787,7.639491692,6.979922984
AT3G10150,2.12254154,3.768898666,2.340144406
AT3G30775,11.21012323,11.29016173,11.49968231
ATMG00050,5.670523711,6.009830564,5.790290737
AT5G15760,5.820354275,6.049722741,5.689747771
AT2G20840,8.819460886,8.469522499,7.84985752
AT3G46520,2.480770164,2.979676531,2.560298438
AT1G26190,7.540539114,7.889091207,6.709911431
AT4G29260,9.799353063,9.379899879,9.249768951
AT2G07230,4.861509521,5.838790843,4.269992298
AT3G56260,4.338012978,3.050508308,3.710204093
AT4G19985,7.530323469,7.73962262,7.249770876
AT5G48280,0.861817586,2.039830564,1.82016366
AT5G56460,7.122110248,8.490053911,8.560038508
AT1G57780,4.321155245,5.069453184,4.35978628
AT2G43530,6.477319831,4.740716252,5.670084718
AT4G33050,9.030400485,9.289591813,8.759774727
AT2G37640,4.078521286,3.119561007,2.549978821
AT1G75790,3.792726379,5.559283748,4.630082793
AT2G39420,10.06961492,9.820924196,11.02007124
AT2G19660,7.180169436,7.289268345,6.339876774
AT3G02790,10.77929145,10.31977665,10.02980361
AT4G30280,9.909276046,9.441008914,10.75006161
AT2G25510,9.132110248,10.49977665,10.20977088
AT2G14930,2.499522499,2.190662341,3.05016366
AT2G47730,12.93098581,13.57075476,14.54996534
AT5G20540,8.459491692,8.129183627,7.069980746
AT3G48720,4.781340085,5.648760037,4.040288811
AT3G51750,5.04070855,5.500508308,6.160113599
AT1G12570,4.931032019,5.599691935,5.19974007
AT5G03300,11.91979976,11.78990758,11.66973814
AT5G54220,4.202526136,5.839476289,5.159855594
AT1G79410,7.969322256,7.529329958,6.659942238
AT1G04000,7.940200243,8.068852456,6.580057762
AT1G77400,6.720415888,6.988875561,5.530017329
AT1G49450,7.369399272,6.98009242,7.100290737
AT4G26000,6.512603153,8.199730443,7.850001925
AT5G38500,3.6309396,4.240169436,4.460186765
AT1G15590,4.701463311,5.649684233,5.239745846
AT2G43370,7.800369679,8.040007702,8.050267632
AT4G17100,9.588074591,8.340670042,9.209763175
AT2G05850,3.171078229,3.869707338,3.490269557
AT4G08050,3.131802183,4.29868302,2.590059688
AT2G07240,5.390215646,5.529129715,4.400348499
AT3G03950,9.479938387,9.440084718,9.550275333
AT3G02540,8.53924524,8.050585324,8.810194466
AT3G45220,4.352572346,6.018960279,4.669996149
AT3G07210,7.049491692,6.720662341,7.58016366
AT2G06220,3.617612493,2.070993511,3.360053911
AT2G17160,3.090492905,3.410231049,3.709670755
AT3G07370,7.84009242,7.900431292,8.460190615
AT1G75980,8.869645725,8.640685446,9.530148256
AT5G50420,8.340184839,8.459306853,7.559865221
AT5G55930,6.568829351,5.810824075,6.880140555
AT5G35600,3.331956215,4.600323469,5.019788205
AT1G72000,4.471940812,5.728998787,4.430254154
AT1G72110,4.25254154,5.8995302,5.290088569
AT1G62570,10.92973814,10.76057762,11.51017329
AT3G23020,5.730862583,6.28877544,4.700034657
AT2G29090,6.110600728,6.498721529,4.840275333
AT3G63140,5.218382657,4.170338872,4.610244527
AT4G20760,7.0790604,6.469992298,6.459776653
AT5G27100,8.670015403,8.679738144,8.339763175
AT1G62480,11.84889096,11.13053141,11.81970156
AT3G47040,9.200169436,9.309976895,9.279711189
AT4G21950,0.969830564,0.861247665,2.479828639
AT3G42690,5.251370891,6.138698424,4.450053911
AT1G68490,10.16990758,10.10956871,9.550340797
AT5G14930,7.500862583,8.05957641,7.509767026
AT3G62560,9.880154033,9.980431292,10.54018484
AT5G13150,6.358752335,5.55122456,7.139986522
AT3G46720,8.229537902,7.929037296,6.680057762
AT2G39520,2.271863796,3.478659915,1.740090494
AT3G11480,2.83004621,2.8595302,2.250340797
AT3G59630,7.819337659,7.389699636,6.999822862
AT5G44060,8.999322256,8.559399272,7.779919133
AT5G64260,12.27006161,12.31024645,12.6302349
AT2G37330,8.070816373,8.599299151,7.68983634
AT3G30585,3.56075476,4.050346574,4.499666904
AT5G55590,7.089537902,6.789476289,6.109869072
AT5G60740,5.441786779,6.59915282,5.499869072
AT4G34760,8.270154033,8.369268345,7.41988255
AT2G36910,11.11967653,10.90959952,10.38982094
