,exp1,exp2,exp3,exp4,exp5
AT2G18328,112.755233,77.6292617,180.9313564,170.9106992,379.663404
AT2G46830,163.4284801,103.5993302,28.27444106,3.993425949,235.3950513
AT4G27410,262.0664744,20.47227463,14.82187864,12.93115942,17.89892008
AT1G73870,48.23138009,86.548815,46.15725649,3.418017134,159.7588296
AT5G24930,405.581543,356.4649045,285.6112765,227.6029176,349.6821901
AT5G57660,161.5469335,140.431181,141.8325561,10.2776795,62.61295458
AT1G25440,80.01446721,196.6805184,200.718595,194.4075043,147.800457
AT3G61890,140.0493695,53.68795574,22.18409538,8.093378707,113.3779454
AT2G28550,165.6421305,26.11947595,45.40518574,32.71892042,30.23910875
AT3G16770,65.95116336,144.7006475,227.6335492,127.1290131,127.5374846
AT3G55980,101.3533068,76.98511833,93.49304867,203.3093638,121.1609231
AT2G46510,135.5672657,12.32228766,14.56409203,31.57749221,15.75395995
AT5G60890,131.6524104,19.54509466,28.07101194,12.67734747,23.50493871
AT3G17609,71.43733441,52.3979399,12.9819036,11.48373853,127.9804216
AT2G20570,133.5513594,125.0331837,134.2533211,123.6766601,144.2485541
AT5G44190,48.83170577,114.8125166,142.1976559,27.77679099,52.42550499
AT1G18710,106.3156702,0.749517422,4.780267889,8.953944195,7.214951175
AT1G74930,97.65037513,52.87070966,105.138378,142.1874525,125.1255579
AT2G31380,76.56115923,129.3053362,54.02582423,4.549577898,84.87987828
AT1G68520,30.56367065,106.7389162,67.1425937,138.7098543,40.6865015
AT1G06040,87.23257271,116.1689836,108.2462921,19.31922734,119.8870517
AT2G18300,4.063824784,55.08826085,111.6421357,35.85546162,19.07895689
AT1G71030,3.398002806,65.72833892,91.73121813,1.649185706,7.43599785
AT3G02830,162.360588,129.0584156,77.77050657,101.2449319,161.444052
AT4G34000,52.03529029,48.34778385,31.0843616,21.14042987,96.85824379
AT4G20970,4.992370076,95.18258756,37.44200925,22.00537241,2.448991015
AT4G00050,44.60181125,38.42611497,15.95329934,20.61934021,93.54306766
AT1G52890,97.27328622,20.86929459,23.16444509,30.09815558,3.785011552
AT3G02380,20.49451918,49.14912859,11.20253822,4.010499341,81.89297802
AT1G10585,42.14262762,92.12613639,15.29269694,10.57081808,4.901966787
AT5G37260,8.438017464,3.335962262,3.047454555,88.02768938,16.02600574
AT5G05410,5.168928182,4.79724651,14.51138621,82.84646343,3.803970638
AT1G01520,22.84117273,8.159236255,2.209923176,1.01516278,68.40989439
AT4G37790,100.6741995,34.20385143,25.25676619,21.61499159,52.51400319
AT1G77450,83.0444136,17.68590983,9.194219112,12.60847182,27.31080168
AT1G78080,139.3183979,115.4196754,105.1025115,113.0703184,60.66941382
AT2G40140,30.43850151,27.85151209,39.63354853,94.91830022,41.95070349
AT4G36900,68.58213967,6.995249918,8.941702396,4.305049323,5.842027614
AT2G21320,28.62640395,30.72277274,21.16180804,2.593015358,65.3940087
AT5G07580,8.101367827,51.55497496,66.93952942,75.18670478,34.82600363
AT3G07650,0.703963995,0.517495472,4.38044661,58.07718161,1.414004541
AT5G61600,4.004099216,9.714386737,28.30846022,66.63746927,18.93792773
AT2G35940,79.01778062,36.33490708,20.03296835,35.12056023,52.57827647
AT5G47640,29.70373168,17.92523606,19.7667077,61.95305131,63.55199195
AT5G08790,54.23011092,39.22755151,35.7366364,76.81027929,23.19086203
AT3G59060,47.69558652,71.51057173,60.38178617,10.31164953,61.71305747
AT4G17230,65.01073301,16.89062473,21.75747506,29.15825179,5.842986827
AT5G62430,45.22959258,43.11254978,31.81474329,12.23677828,67.64993208
AT4G36540,17.34269526,72.87982235,71.49505411,56.75778904,50.1839711
AT4G35550,63.58702022,11.76478577,10.09624838,13.96622437,20.95796303
AT5G59820,78.10380931,35.571914,34.90392496,64.8938024,27.5752148
AT3G54810,22.82752186,15.15245286,18.68285038,63.09041789,13.78996939
AT2G25900,7.817146618,34.54445053,53.63008352,8.191066202,10.25398389
AT5G25220,72.87234467,59.08097711,35.53438027,41.46001575,73.1121626
AT5G04340,58.32088022,21.34937848,16.50933187,37.25912429,9.971013173
AT4G17500,48.56372113,5.57517604,14.73758788,39.4761395,12.66186943
AT5G59780,59.17677007,37.21331865,47.48255512,9.391377669,21.16003414
AT1G19700,27.62470805,20.91524088,15.00173956,10.94537105,53.66895572
AT1G19350,55.11467135,89.75062908,40.12624175,75.05245777,58.15630131
AT5G61420,21.65511152,43.00641222,54.00798029,69.28058668,56.40118822
AT4G14540,25.77405137,57.19690566,56.4626058,65.90138954,78.03981596
AT2G43010,27.97899904,27.97730156,53.69215444,9.358113503,12.89506521
AT3G02150,51.21180577,19.04655485,15.57882517,12.85495158,11.34602304
AT5G17490,38.9562266,3.783820809,2.387913998,1.047987292,0.652001621
AT3G13040,39.23651412,62.67407505,39.88893377,23.27799232,54.20010437
AT5G07690,46.91046094,49.30633783,67.51425604,24.76330858,34.37906537
AT1G42990,37.13841321,23.70584635,22.51151099,61.63227463,39.02881316
AT5G61590,0.849264416,7.418840035,37.32981343,18.84246085,2.041987966
AT5G56860,17.1744802,19.66741711,15.1270869,16.48168285,37.76019153
AT5G28770,10.2692735,37.65267101,35.08800739,4.043352157,15.01691926
AT1G70000,33.61925104,14.15165869,11.4926257,5.661924902,34.48306482
AT2G40750,0.502348306,2.312026628,10.31058628,35.02392193,1.429997176
AT5G61270,31.44167528,55.71675664,38.24047437,14.47170114,36.3200216
AT1G28050,31.18687957,4.598836398,11.11502939,27.15216845,1.240007766
AT2G34720,28.30372596,21.68732431,16.4236042,10.25808757,44.14790747
AT5G26880,34.01175511,17.16420973,34.37848141,57.45823934,33.75496613
AT2G27050,15.791956,41.52677511,39.7755791,48.79712702,21.59408581
AT5G11060,13.91586705,39.1883908,34.44401013,50.18112885,23.03506134
AT5G63790,45.55181549,39.40080656,37.89538777,59.51621905,35.18077211
AT2G45660,11.56401762,37.61909126,38.32905732,23.64163173,12.16601627
AT5G48250,1.454079327,1.866455937,5.419787164,33.2630218,2.7809901
AT3G46600,10.14928866,32.41853867,28.82625986,48.45429463,26.47394426
AT2G22770,30.99640149,1.924946217,1.505928888,0.397995186,0.248000963
AT2G39250,45.60070031,18.08154322,22.31258482,15.84396316,14.69603795
AT1G32540,3.873771683,23.46050195,35.15854394,12.47294622,10.79696043
AT3G23250,32.40141945,8.6155999,5.49941775,12.00767339,1.829997465
AT4G28140,25.36145074,27.69990657,11.392816,8.525792473,2.058986618
AT1G74430,30.61453434,2.233441817,5.675144213,7.921808358,1.950006402
AT1G56650,28.33894624,7.289245554,9.201716323,4.7822891,13.79126081
AT1G25560,20.08591842,24.85379495,15.46839939,37.27005848,7.931030165
AT4G17880,21.05115032,16.63863238,13.77487081,11.76263054,31.41112404
AT1G19490,10.73791734,5.115613506,2.104936141,1.110739197,24.14500719
AT1G05805,7.366004871,12.58638725,31.18127675,19.9124804,3.721021051
AT5G24590,35.12482866,18.65710757,19.49627546,39.36756832,25.91577309
AT5G49520,31.00528916,11.73514294,5.059088697,6.440919197,3.923001444
AT4G38620,27.90919391,13.33776754,11.52749515,19.24251652,35.33798903
AT1G26790,17.75023434,3.388649191,0.656008408,0.787628806,20.38203482
AT4G38960,9.018464659,16.62272294,6.674673386,1.586835788,27.63094769
AT3G01470,24.11321499,35.61547147,39.28797093,38.83547067,53.5019084
AT1G26945,2.449084505,18.46748282,30.01642335,5.4522762,14.05891604
AT5G50915,30.55194975,30.28801459,7.033342466,12.36915644,17.24391608
AT1G51070,40.25099293,45.40504314,30.16338835,51.79399852,51.74809863
AT4G29190,3.722520438,6.427941768,29.34213395,15.84864476,4.779032475
AT2G22200,27.50668227,5.085946859,4.671779027,1.229070951,3.439995556
AT2G28200,9.438132853,10.12717118,3.670961877,3.077657655,23.57103994
AT4G17490,1.288988448,1.230651872,14.09861183,23.63033564,2.92796016
AT1G01030,26.97469182,14.98773513,5.134890765,3.433034497,4.508004701
AT2G41900,57.49058259,39.74491592,39.09072151,50.33168619,40.55330028
AT1G68840,8.480521573,26.76781727,33.13400244,33.17170519,23.98496334
AT5G39860,3.316976104,18.77175027,24.61450736,1.359390248,13.51990254
AT5G21960,27.1950273,6.565555744,3.105292983,7.669877576,3.855023811
AT4G36990,39.0710248,18.42866498,15.81958853,24.98923066,32.17699673
AT1G78600,0.790756108,4.719361706,23.11507497,8.7027479,0.847002936
AT4G32980,3.605768082,28.36403255,20.82759746,14.55586285,10.28202453
AT2G37630,14.45889564,13.9164546,9.669457984,32.38465949,21.77406724
AT2G26150,8.603864586,2.707766897,0.892328218,6.006507442,21.8189362
AT1G49720,0.61843726,2.891243486,20.3665019,12.60564014,1.392002022
AT3G19580,32.07607005,11.66882453,10.30284911,23.5319071,20.63697885
AT3G46130,2.278239693,19.10110757,19.93872743,15.69229295,24.82094761
AT3G45260,6.828134836,12.72171048,18.25619402,21.27839902,2.551012098
AT5G41410,6.460078344,22.44500039,22.44826038,26.50450581,11.10504854
AT4G26150,5.097901419,4.586381231,7.555750724,3.672525861,20.05899724
AT2G17040,2.817795194,6.947721643,12.56983736,25.61556017,11.91001844
AT3G14230,23.59473691,32.61363315,29.75703882,45.94142629,28.06407764
AT3G54220,13.15966094,11.39859027,8.207218791,11.6163683,23.09306221
AT2G21240,11.70624464,23.36295526,30.80353835,23.61069656,14.15499997
AT4G31550,13.97395418,13.73721378,23.19236698,28.90949814,13.27093604
AT4G14410,22.91537499,35.24809216,35.9657402,31.91839911,44.35493102
AT5G53200,16.59773096,10.00747231,5.896712536,1.418630924,21.07891066
AT3G46640,20.40279516,3.761103844,4.570750396,16.26165346,5.462986634
AT1G76580,21.72379882,5.101268017,7.189183106,10.0417592,2.538008376
AT5G63420,5.513351522,2.146619597,6.973975412,22.17051887,7.177986618
AT4G13640,3.608804878,12.98205294,21.18387658,19.26063462,7.874995636
AT2G01570,28.07139207,35.29949144,31.33770759,26.78238726,38.85009871
AT3G08505,10.89918965,11.88378551,10.21297304,9.793451765,23.87100512
AT2G16720,21.84569484,4.682822477,3.30008767,4.666060041,6.537040578
AT5G15310,7.195444364,25.08085585,23.95758745,17.52991323,14.8259631
AT3G58120,0.955983884,6.065907381,13.1341152,14.92853903,0.56399631
AT5G61890,3.290525038,21.59363553,10.9648495,8.619914095,5.942996133
AT4G40060,33.20332589,45.27927804,31.86561909,25.93112005,29.67206869
AT5G39660,16.74003884,11.74790329,3.204918427,1.93434744,12.76106415
AT3G47620,14.72184212,13.90320736,23.30757371,16.66563597,5.322036117
AT3G53790,15.91498828,0.275964572,1.67E-06,0.026,0.026000064
AT2G22760,15.9350237,0.479971889,0.261023554,0.627980521,0.020999663
AT2G25000,1.268212758,2.373643985,7.39055593,16.05196698,15.02295037
AT5G63470,3.108888441,12.91581291,19.24750697,11.56577717,4.62199777
AT1G29950,15.82438385,28.20336827,31.0721308,33.10980865,27.14707654
AT2G20880,18.94281524,7.597554717,4.128955074,3.428994288,3.250986634
AT4G23810,4.075407031,6.188690779,3.780981638,19.07453925,4.716964942
AT5G46760,32.95656359,20.30496188,20.00883447,33.00961575,21.0360762
AT4G01060,2.115444192,4.421853284,3.27898357,3.023445989,16.92092363
AT4G34610,19.50450998,16.95930762,11.56585303,9.276402796,21.828049
AT1G04990,3.244353505,5.080517036,9.108649954,19.23454759,5.136987533
AT1G22640,19.94223003,15.94492137,23.12087877,5.652299497,14.98498766
AT1G18570,1.492464794,3.906355174,6.673755723,18.447655,7.696958748
AT3G50750,23.83775407,17.36837481,20.28713421,6.798298535,16.10106317
AT1G22190,44.11523548,45.33657006,34.19913914,51.9466998,42.5919703
AT3G47640,13.3607714,6.98086843,5.956508821,13.88417467,19.32700223
AT1G24625,10.55596097,15.54661151,20.30996862,19.82060311,7.453005503
AT1G01010,19.94434819,11.3662858,5.803154161,8.204905366,5.255994272
AT1G53160,6.320149797,7.099595009,19.52321938,7.361313457,17.12894792
AT1G64380,18.55709577,8.668484761,4.65521924,8.07085537,3.563999711
AT5G62610,22.12882633,21.22692786,20.66578608,32.91288066,29.19403923
AT3G11090,10.58066207,24.40372056,22.22683852,19.71113674,23.97202582
AT5G48150,17.019048,22.46182253,28.86860593,22.72914357,27.20308414
AT2G41940,17.19961702,30.78855228,27.30112862,29.30481128,23.42413333
AT3G57800,9.233938502,19.29916065,12.76168294,23.40163055,11.88899442
AT4G25210,33.52679752,22.08959271,18.91763327,28.78379591,22.42400209
AT2G03710,30.02857707,17.44684276,16.22198729,16.02408481,18.66697662
AT2G45190,9.552194388,20.94598775,13.06049387,5.175137185,9.450014505
AT5G67420,13.32482067,22.77964758,27.82346448,19.4799029,16.4539943
AT3G49940,13.26169661,16.87831019,11.50469354,6.729948078,5.111972948
AT5G24800,30.13984339,39.71122676,33.68743181,24.83534564,35.60591005
AT4G18390,6.134018734,11.42531839,21.69438772,12.1551145,15.72296666
AT5G49450,3.026701234,6.66912123,15.40230127,4.51592876,2.295987742
AT4G24060,16.05104088,21.45583018,20.13289083,18.43173956,10.31598278
