,exp1,exp2,exp3,exp4
AT3G11510,228.1508412,180.5883371,152.052265,93.86020914
AT5G02770,32.74966178,72.5430708,135.4140625,183.1275422
AT3G62550,0.682323428,33.52862492,116.2943201,152.4381569
AT5G24150,166.2051118,52.543904,36.21574688,16.69173301
AT1G77370,13.00223136,24.5934038,58.9012848,125.6600824
AT1G21000,34.11112207,86.67563196,114.9679122,129.1825494
AT1G65930,234.3309467,182.1224162,146.4140979,101.1981227
AT1G77940,192.0219492,108.6774544,127.7916335,59.75993085
ATMG00070,25.61740876,27.74085925,34.43579705,62.43765228
AT5G01410,246.7817098,255.6531925,202.6210198,125.028978
AT5G20010,130.7718107,181.7268999,266.6330311,282.6958195
AT2G36460,506.2636082,369.2179865,361.3224988,353.5159803
AT2G39000,14.13971975,38.65284125,76.37014873,172.1663167
AT3G54210,454.6214793,586.9167495,499.2800728,500.4113494
AT2G45170,12.38751855,87.7818349,117.6547537,129.3997872
AT1G58180,6.979040565,53.93194886,115.8518221,144.2413711
AT5G47830,120.345801,124.5078595,146.7831711,165.0325148
AT1G33050,9.101917031,45.02569793,89.4136387,146.1052842
AT5G54510,1.980250361,8.472975098,8.279657848,18.53321055
AT3G47348,27.00865187,40.78239565,67.23926509,164.8494577
AT4G13200,56.43103412,77.38173909,98.72397993,191.8918247
AT5G26742,156.7233977,101.6757418,154.1984034,269.5397917
AT3G56310,21.99957585,56.15006043,87.78028072,107.7365965
AT5G12860,171.7006058,55.41580013,69.43596812,37.77795113
AT4G21450,23.14757373,57.28819668,97.76984088,126.4529036
AT4G27657,164.2276846,22.38717265,23.73173776,19.64637263
AT5G19760,299.5810828,248.0879155,278.5847442,227.8561006
AT2G37660,200.5054737,135.4593677,130.5329522,114.2051677
AT3G63520,155.7931854,141.1817933,170.7365932,273.4596629
AT1G17100,198.8680976,126.6768701,125.6617334,74.76565411
AT5G22080,13.26410414,29.38756694,64.96665249,137.4534356
AT3G47347,13.31731996,46.13818732,70.97152092,156.9876038
AT2G22980,2.101631145,57.31692528,142.4200539,143.2594384
AT2G30000,65.76698721,128.0197691,180.7501307,213.946766
AT5G64940,164.3481915,103.0268663,78.61394316,30.98721167
AT1G71500,304.2457365,261.3383947,279.9936053,304.9991866
AT3G60300,20.28663922,39.18701853,62.7034081,115.8038207
AT1G26580,12.02976575,104.2892237,160.557495,137.110736
AT4G31700,179.4649456,173.9814629,107.4778028,57.66472678
AT4G02080,33.72160156,42.04212743,74.19506539,106.3765715
AT1G22400,13.29459845,37.17250645,33.32936223,54.55665706
AT4G27020,21.57909513,58.42690684,96.65191828,142.1200172
AT3G02730,172.7260362,84.63651435,73.06268655,52.59746356
AT1G36730,128.125792,204.9368795,211.7925469,282.6335119
AT5G10360,199.4476797,151.0506042,155.7568553,153.5075031
AT1G75690,174.2517139,120.8383947,116.1188553,51.54300289
AT1G62510,5.411532101,70.4938732,124.0354098,161.57758
AT5G11500,55.37227747,93.16534418,119.221174,215.4109379
AT1G74730,159.1485135,94.30627844,65.31444787,25.55134729
AT3G51420,34.34000912,75.93238782,102.3278866,194.039171
AT3G15360,265.1743445,204.6523914,215.4886394,178.7074758
AT2G15880,0.542105816,63.41187839,124.7832029,159.1024804
AT4G01026,27.12093286,83.89352762,95.79360965,105.2948859
AT3G11170,190.8492928,119.6715447,116.1225513,77.96933972
AT3G16190,14.469385,26.85813488,59.07062157,115.4963285
AT3G58610,202.4997111,123.1104668,134.532002,72.24218696
AT3G27850,251.9471006,153.8224508,266.3897028,292.9162237
AT3G56190,32.00674018,41.04736233,75.03181019,134.3961657
AT3G51820,175.5380872,82.52305114,90.70845795,51.10179935
AT3G04400,301.7721164,224.4868994,231.4896656,179.5388072
AT2G38870,23.15324862,81.56244838,69.47592202,68.26474572
AT4G13530,24.12736107,31.19749032,50.59710576,67.82833025
AT1G15380,0.034359666,1.904594039,22.11153212,30.40564348
AT5G64350,213.4360841,276.1797979,235.6641993,332.2506148
AT1G35580,12.3615724,30.91504138,54.60867548,96.29509674
AT5G17870,218.6434072,163.6357243,145.9062487,103.0387015
AT1G53560,22.90269572,68.05979094,89.80159244,114.6142013
AT5G58800,30.00286414,70.84863449,145.8991072,178.7281921
AT1G01170,32.88937772,66.01632309,138.6418971,183.7762855
AT4G38680,43.51321241,117.3216095,176.5971121,193.9215309
AT2G20890,234.7370305,151.8156999,180.6344018,155.7312801
AT5G20290,394.8180005,285.7759631,301.0654918,261.9917926
AT5G64310,143.2546827,53.33191213,60.43756254,69.20575875
AT1G76010,97.62478507,91.32081545,128.835663,201.4865512
AT2G01490,21.16836215,38.62990955,61.29608207,93.73747989
AT1G75860,40.93805838,62.0115587,58.57646715,97.01793779
AT5G61380,1.549569401,9.706138132,65.31268138,122.6690528
AT1G45145,15.68910886,57.80112801,97.74815954,131.3950628
ATCG00270,43.96490078,90.18928589,131.365691,157.7074617
AT4G00780,178.6836555,140.5494746,167.6114092,111.6634332
AT2G25140,190.3097693,85.25499752,61.86586266,44.14657807
AT4G27440,28.87133226,129.2590663,137.5595723,52.9945983
AT5G12470,155.4685735,64.97791246,64.29332554,22.6243907
AT2G21870,267.7265695,322.5999909,236.8413842,196.086344
AT1G55510,3.223212082,30.29359049,73.84057878,67.28089719
AT5G16130,164.5016873,142.1040938,119.4619833,56.88100687
AT5G35970,143.7383085,83.02315593,45.28764824,8.646813492
AT3G20340,0.10939053,7.330308322,9.732567161,18.57283882
AT5G66052,13.8278249,75.23795316,129.4023966,166.7382231
AT3G26220,0.829412922,13.36315195,45.7076432,86.89080597
AT1G80440,5.347982085,109.1121731,133.8293464,139.2261675
AT5G45390,244.7777768,165.7285027,169.6413063,127.6717411
AT4G34350,323.7694922,440.5699542,479.157531,425.1103498
AT1G70700,58.23992947,52.68509432,84.58207468,148.0671515
AT2G23810,54.91742962,62.34212354,71.09561824,96.31119573
AT2G27710,177.6621309,178.3335179,112.2597713,77.53513828
AT5G62190,35.11205025,35.3749163,50.30801324,143.995073
AT1G65820,21.15797734,26.23579929,48.04550032,118.1619838
AT1G45474,175.0895904,115.8404187,95.73113319,66.64450707
AT1G70780,37.39136058,122.3466561,119.6699108,149.4414669
AT1G32080,175.536383,78.8636791,76.36327598,65.08147678
AT1G64680,176.7371127,166.9354981,155.2451148,297.2505242
AT4G01870,2.036578393,5.040089596,5.738622292,15.43783018
AT4G26710,76.77256898,64.15694257,126.0292848,177.2074386
AT5G62200,12.99935709,25.24436137,67.01154634,137.8436424
AT1G01770,5.801802047,20.35521556,45.405194,79.59022234
AT2G31200,40.9166839,96.39954178,131.779721,158.5939362
AT5G63670,37.31746837,50.13739534,68.79995601,130.4362962
AT2G08100,0.254787492,4.344540141,8.554536983,48.08379534
AT1G45976,15.67879273,40.56986044,70.6415868,79.78675542
AT4G35450,220.4254706,228.0526021,154.8448941,122.0333632
AT4G21810,21.49964849,61.21893022,84.04690955,129.3791883
AT2G39570,22.80710362,96.04644096,122.853628,179.37606
AT1G06460,19.3089174,18.88303624,42.54072147,147.2605379
AT3G52880,176.2326801,184.9570261,185.1638357,244.9260414
AT1G66100,159.9159058,65.95741506,61.40107092,62.50407366
AT1G50480,40.24382367,60.10705553,122.8592498,173.4910976
AT1G03680,233.2865468,147.8567418,200.3708958,183.1648728
AT2G01100,17.42211185,33.58420568,58.55796397,104.7386353
AT5G56100,6.173422889,101.8418319,131.6924021,153.5361605
AT3G46000,18.76594279,34.05226664,75.08023674,125.5097428
AT4G05070,316.617683,309.7917596,409.1750106,284.6992594
AT1G55000,15.94331074,33.13786899,55.4897609,114.0861285
AT3G23490,34.75848256,42.46249653,85.28100698,132.1310343
AT4G13830,20.1425723,116.5882312,157.3362961,146.3667787
AT3G13520,140.3207108,29.77159053,26.58099397,10.90675396
AT3G14067,33.62609486,80.85740251,115.1542202,165.3259075
AT3G48530,15.11873766,91.64986103,113.9390841,161.988135
AT5G25610,143.1354741,202.7115211,160.0331328,162.0984717
AT1G01820,20.37483164,29.88990704,60.32738981,113.1422155
AT3G60340,15.81035187,43.60721496,92.02257709,147.753399
AT5G12390,5.365825673,14.84913598,39.28035926,91.61946957
AT3G07780,15.02806519,25.75690158,63.94100146,110.7051181
AT5G30380,0.105380846,2.083322827,4.599956151,35.08006284
AT4G25690,13.51223765,71.86800782,87.50847705,94.94335847
AT1G34000,166.818176,95.03544303,106.2734884,67.14033086
AT1G15980,153.4374579,103.8842403,74.59607819,44.65284889
AT5G52570,146.247724,87.69156392,60.92286229,12.03715686
AT5G06290,172.199437,148.5070174,164.2175465,94.82927965
AT3G53430,155.8956855,252.9101885,145.3233918,120.2679168
AT4G27800,85.52575449,99.83376539,136.9593101,219.6896097
AT3G25770,11.95299667,6.746654041,35.21690111,142.7337581
AT5G16880,24.07612654,45.50592233,60.48146415,83.29568177
AT3G10410,11.7349349,26.97985434,64.79642087,118.0946238
AT3G14620,72.11104846,67.17018587,68.62197905,130.6179761
AT4G13615,121.721757,167.1842112,90.93192884,58.6619451
AT3G24170,144.5935409,85.08536965,49.01508011,19.10273301
AT1G27290,11.89954496,56.27309831,72.61944175,95.08410242
AT4G17340,79.10868259,207.2706814,150.2607558,130.8742196
AT2G35830,100.4130367,131.7633879,158.1596781,246.6225291
AT3G08690,36.53120088,42.77125592,75.92490352,105.584077
AT1G14320,305.1018621,247.2655099,243.4426078,159.4323708
AT3G50500,6.64966359,36.06437305,77.92086552,122.5663411
AT3G20390,105.853038,90.47878809,143.3605649,230.0588179
AT2G02570,12.3450727,23.11222512,56.02826882,122.5371713
AT5G63800,7.876289926,40.54617439,104.2233555,140.9208982
AT1G01100,172.0946465,274.0975767,153.9556897,133.5423361
AT1G62390,53.00254587,92.18455325,80.9170935,113.536642
AT2G35260,126.8661505,138.0309071,121.7239987,59.38247662
AT4G21660,32.9089427,74.15587001,96.51484794,140.8869288
AT1G09430,20.18843876,53.62872591,98.23209029,115.2204037
AT2G43750,177.4701964,147.3313146,126.4103605,85.28554051
AT1G03900,36.60654635,49.830017,57.75371015,84.40077869
AT4G28030,68.14089928,83.2049597,152.9998797,197.8644913
AT3G10770,27.56807174,38.33051444,73.49705756,89.97635786
AT4G29330,153.8238762,33.74966298,38.91361235,32.87389722
AT5G32112,0.000475576,2.470356586,5.249939208,35.46591834
AT4G16760,34.62830065,62.15248592,58.14888813,71.98923228
AT3G19900,23.121368,30.2286991,59.04440799,80.98342043
AT2G21290,42.39822281,64.32741492,75.35337799,143.5637181
AT5G53350,26.67929875,38.62030598,72.16407123,104.4357238
AT4G02550,145.0884045,38.14080702,28.8474245,19.88107156
AT5G02810,25.25454604,80.02555331,146.6515491,139.6260862
AT5G20900,32.74366908,36.22176623,65.56212661,114.2763229
AT5G42050,68.2784108,80.80018116,105.5832011,155.4582517
AT2G44060,120.3706812,155.0570719,101.086631,48.59624421
AT5G47190,236.4960822,148.6497786,170.2924733,146.505179
AT1G73480,122.174917,137.3184411,109.5939228,77.23553379
AT5G53970,80.42189974,85.09661868,105.4916809,53.78341827
AT1G05850,191.2660178,149.8215749,185.4541774,125.8949412
AT5G63860,22.57686072,32.24162433,52.68730541,104.1873616
AT3G15190,226.4803482,165.9766455,171.0036216,149.5257909
AT1G73600,147.2372297,65.34513312,50.80212991,37.2450673
AT1G03860,45.04985461,59.87712102,91.98070488,134.1241855
AT5G60340,31.56097514,47.0128935,69.55460129,110.0846198
AT5G65260,45.30085673,60.1376201,80.54928912,116.2159087
AT2G43710,146.8508745,99.46224307,77.98423293,34.87239786
AT5G02490,146.3500631,53.20513737,23.11657474,16.4927175
AT3G30390,34.14382049,79.94876258,101.4708307,145.5735936
AT1G27530,64.37078199,58.05182064,103.3950151,150.3718084
AT1G18300,4.915964011,41.07906231,49.35622436,84.01386328
AT4G16520,24.43482374,85.83983256,146.851134,133.359252
AT1G14400,44.843529,73.56024128,122.1786553,147.9686882
AT4G26780,142.7936587,78.70526265,49.59124769,22.28980534
AT4G21570,22.08563144,51.33338267,93.26540168,146.2633654
AT4G19640,26.17829782,58.88428873,84.5041639,118.2192997
AT2G04690,8.642513715,47.66789398,116.9491923,135.5240387
AT3G46060,28.32833918,40.47799568,63.81438745,85.43333924
AT2G33830,0.441899031,10.31272794,86.0905506,110.2485486
AT1G21065,150.1830774,119.4351566,167.3951979,217.2199358
AT2G26740,35.08156571,22.44439334,48.87978408,92.25778906
AT5G57910,6.558991758,27.28996937,50.42076772,62.38450627
AT3G59350,6.588682344,25.71342928,52.42802572,83.99067527
AT2G04365,0.457320445,7.31581964,21.49330182,72.93753166
AT4G39260,51.41345646,48.60658413,169.996108,109.3576749
AT5G57345,151.7583616,169.2198719,214.9553743,158.4632771
AT4G32260,854.7062346,809.1856839,775.566163,793.6834707
AT1G76600,1.374285018,8.047471468,11.72063513,21.61927047
AT5G52650,153.2362738,87.14999225,63.71918389,35.42368125
AT5G05220,42.85164022,30.59730981,25.2210584,26.13478548
AT1G64360,36.71212765,37.38221874,93.61615388,142.7537378
AT1G76100,134.0077408,143.0489787,158.4597656,123.6439905
AT2G36950,17.23881747,68.21650255,56.5533793,78.04550457
AT1G67700,279.7053039,213.7727435,172.8271467,175.1122245
AT4G05150,11.62871223,51.68080595,89.11887419,118.3196058
AT3G52380,183.0643014,122.3170228,122.4943099,111.7407165
AT1G76080,148.8332331,269.4731907,247.5898926,245.9149974
AT3G07715,9.615176789,31.3095946,74.89286096,135.0458415
AT1G64500,123.5528457,112.3593412,60.48772051,24.97254509
AT5G24530,5.528997763,47.066687,106.9454342,113.7112466
AT3G26570,149.4297737,85.94026495,72.42325308,45.20501836
AT4G22670,71.25472034,184.042574,188.513671,183.3878574
AT3G14990,63.51968173,61.86604821,54.45271651,65.61946124
AT1G80300,40.04743553,42.31096584,57.62453218,65.91905527
AT4G04620,5.460955195,10.42654633,53.63311345,102.141357
AT1G36630,0.329691029,3.918715225,9.491636598,34.99272535
AT1G03630,109.019858,155.014284,133.8552101,90.38588882
AT2G02160,20.5959296,61.77502841,85.36945655,154.8013914
AT4G38920,61.4301491,51.82316633,84.28092463,145.4275279
AT5G09220,65.51152001,99.37327613,140.4744182,178.1462971
AT5G20020,112.0324026,145.2868467,206.4108418,235.1057359
AT1G11530,15.22657999,23.43473234,52.51230348,119.5608361
AT3G48930,189.522684,115.1836378,112.3598329,78.5954288
AT3G48890,19.05539636,31.50331767,65.13972599,123.1910036
AT3G45140,121.0682936,55.08405869,24.38776519,98.62694146
AT3G03100,109.6819578,119.8511704,144.5490587,176.6257649
AT3G55330,173.0649507,84.53353154,88.6735422,81.53958723
AT2G43530,21.15565393,29.74513509,38.59321638,135.4412312
AT3G26180,2.050814427,21.8627822,59.11677471,102.3474213
AT5G57815,33.30169232,31.70933261,73.25241824,142.088152
AT5G07090,189.6378932,142.3485251,138.6456637,86.66432011
AT5G58950,38.90192803,59.3011829,76.30959563,147.9097819
AT2G17360,120.2745372,128.2584521,139.573596,195.6012279
AT3G08970,148.8247041,48.62599301,40.78110501,26.83764469
AT5G61790,105.6917103,93.80221885,95.5129981,188.9638984
AT3G05640,5.05130918,37.81836432,79.60510737,96.85904104
AT2G20860,83.5917093,102.8548226,117.0542147,151.5608114
AT5G16010,45.40651103,172.6810008,141.5278738,123.9818723
AT5G40890,21.82309339,110.5885307,145.8802733,134.557236
AT3G46010,58.85398968,48.41861117,76.55068498,118.3845483
AT5G02870,167.0373366,137.624936,105.9649309,58.14793964
AT5G26340,0.574145618,6.523954233,13.95792208,28.32689934
AT1G55805,20.04888605,92.16330223,156.8291062,80.58332803
AT5G56550,8.197464212,62.53830259,88.26428823,92.7565496
AT3G12630,33.20607459,75.13626089,84.9582374,88.65950406
AT3G08520,144.2841791,114.058649,119.1159072,148.83374
AT1G03140,20.40150959,69.78592334,100.3486398,125.8975158
AT1G62040,16.29871939,25.23126388,58.44767144,100.0699306
AT4G32020,101.6947959,152.5665624,188.1069292,202.5847235
AT3G10860,111.9507983,116.1002215,148.9889559,226.2016531
AT2G37040,120.1311303,63.68809537,64.4275283,10.33769848
AT1G02100,17.63528103,29.48187355,44.07833732,80.49580013
AT2G29400,24.84124907,36.52243012,55.45617435,120.4932301
AT1G01780,2.884526849,10.81408272,19.24984583,48.01032288
AT2G19790,23.62441446,36.16516614,60.83069442,102.8111614
AT1G32050,35.48250043,74.43299183,97.74095306,143.750174
AT1G62780,149.929288,63.14880168,61.6040138,61.81763155
AT2G43030,278.6875173,193.1056262,252.5057883,186.8863296
AT2G36060,36.96111641,47.95625752,88.91208984,121.4729059
AT1G26670,27.15438135,39.52490119,77.70424401,97.08758378
ATCG00280,58.12118414,100.6223104,126.4105949,151.2562798
AT1G09970,10.08962741,23.73344002,27.16364327,68.34788119
AT4G24930,134.9056866,70.96725524,80.74233491,39.21902237
AT2G41250,100.1878339,135.665051,65.95354421,27.69194217
AT3G61430,311.7707645,341.702795,332.3119461,269.1506901
AT1G21920,5.438904823,51.68825929,123.8130266,108.6455257
AT2G36000,22.73603181,43.67491815,66.41118198,147.1447743
AT5G58200,22.92738564,40.51393385,86.73840304,124.17803
AT5G17230,139.8911326,67.87897416,44.30834883,34.16259306
AT3G11410,35.71453692,48.88826892,50.98529573,86.755084
AT1G04440,10.01237949,63.91670607,116.1545896,125.3401317
AT1G02670,0.122363517,2.011086444,10.47664121,51.62887262
AT1G53320,9.307888228,34.69537517,68.77864558,109.9972441
AT5G11740,157.2008746,47.50449566,59.1560471,75.468989
AT1G62740,179.1758676,131.7492163,94.48385625,61.08465345
AT4G38770,130.3965352,55.29031618,96.6987655,61.88321874
AT1G68620,2.55996642,12.77145581,16.32315621,34.33966753
AT2G07180,6.827221016,23.55661181,51.69496191,113.4215701
AT2G30550,7.967775555,11.99616154,21.04550021,44.42144158
AT3G60190,16.13901594,47.38344518,89.80107758,122.1699355
AT3G49010,156.208511,106.9352882,109.1769554,61.74119893
AT2G19480,52.46948472,132.8702359,80.18502616,142.9136587
AT4G12560,16.5838327,52.07052534,102.9020542,134.9057116
AT3G61060,0.842978644,37.08611928,76.96191291,60.0270899
AT2G41630,23.85995612,59.9828104,74.08534516,79.46528411
AT5G39950,42.54474126,61.97504215,85.67532717,137.5133298
AT5G47860,15.10649437,28.06425662,69.01290346,98.66982542
AT4G26410,29.19629743,61.89708356,62.54996058,93.09787262
AT5G47890,61.48140453,63.58444565,82.63703644,114.3668467
AT5G21430,145.5034231,100.9647897,91.53506567,61.39673908
AT4G24410,112.6735405,16.8190371,17.1071878,4.45300844
AT1G16720,117.4696979,79.54806986,48.93208011,19.01951014
AT2G33040,154.6046375,100.7951094,101.6446903,65.65891134
AT3G63490,292.1143148,226.2485607,261.7716391,224.9862308
AT3G49800,14.17222622,30.9258147,37.27257647,46.25672404
AT1G59900,61.07764738,69.63673612,106.5316691,148.1174998
AT3G03870,2.568958776,17.93648948,45.11903369,61.22589319
AT3G50670,20.53026517,42.67957088,54.91907186,102.77994
AT1G11480,10.39616037,26.80967683,47.66286989,76.79758471
AT4G29060,145.7032953,110.8841274,80.7176282,74.92332213
AT4G15560,118.5723689,172.4114345,144.6352413,101.6533956
AT4G21960,183.2901043,142.2872336,120.7407182,163.0878455
AT5G56710,144.311612,173.4428023,94.00671979,89.64006252
AT1G76450,178.6796098,114.3442781,139.8764871,100.7235714
AT5G60600,160.5527205,164.2894626,128.942391,88.29309304
AT4G32150,28.59079467,37.9126776,58.77375358,117.2553133
AT1G67280,135.4138197,108.5190244,147.6621292,227.5733761
AT2G30600,1.126514949,29.76849917,64.81665431,90.59173239
AT2G24020,134.3992899,94.36439143,105.1998248,55.72879745
AT4G26080,53.67183167,135.8770176,104.8560418,105.5102813
AT5G42190,31.98479698,41.32074934,78.31761888,103.5412221
AT1G10140,1.356461693,19.33581757,49.07479852,77.09719337
AT2G30950,373.9573373,339.3626803,360.2369265,296.7699995
AT1G55310,40.53886503,39.83874847,45.66976676,57.61882133
AT5G08050,186.2168536,112.7597329,118.4675519,95.90494946
AT3G53970,16.9814843,24.69268202,53.3762284,88.09618291
AT3G27090,95.71522955,117.6835512,160.9283459,213.0560804
AT5G08410,61.37621441,72.88006922,112.3702529,163.0505531
AT5G24120,105.1762718,85.81085268,37.92424961,10.65280643
AT5G18630,8.557463733,36.93265353,65.3920326,65.90204116
AT5G18130,2.02290883,27.51565925,48.23179949,76.26934721
AT2G43560,135.952935,88.88127315,91.00643035,50.96991959
AT2G36900,6.303201127,17.73565257,38.39999697,69.51454456
AT5G63310,185.8298865,128.1243856,154.4966638,149.2563169
AT1G15340,47.01413279,94.43759874,91.31461413,132.044058
AT1G70900,13.08877767,17.13113372,49.33442184,102.6470805
AT5G11520,30.39306429,46.30514299,47.41899403,47.32901702
AT5G63370,34.08362239,63.28304105,94.76467118,151.9605234
AT1G19910,50.80734682,57.80477598,87.22069654,129.2337648
AT2G27720,172.7515483,258.6709535,172.6230335,157.5646457
AT5G46840,9.560955003,14.52144945,25.81550367,80.40392156
AT5G45680,131.6526126,72.52082479,71.15439613,46.16485214
AT1G69890,0.590341182,2.363518121,14.19015261,32.15040846
AT2G20490,23.11780996,22.13383561,44.22391373,74.04172613
AT1G15690,203.1009035,166.2542357,191.4545563,122.2202962
AT3G56140,21.10311672,42.48200756,58.12216384,91.83633793
AT3G13120,187.4802253,105.5759901,175.604604,169.4324851
AT3G62260,137.7907504,63.79340719,35.80639587,26.39565739
AT1G21520,2.076346053,9.066450931,12.58072408,39.44423203
AT1G68440,109.2611528,84.08660891,49.88088281,32.47848871
AT2G03310,1.597763597,21.14480255,50.76925246,117.0205711
AT1G21940,18.95428059,25.6084681,60.41513919,93.74487532
AT5G24660,106.4328945,17.6082197,11.52959156,5.165956357
AT1G23960,14.40357851,27.79716992,60.28136678,97.15661947
AT2G19730,184.4701935,117.9797607,194.010459,185.5837508
AT5G13800,13.89212937,30.14651431,65.31266092,91.19093963
AT5G54810,45.73868109,38.8925115,58.46000273,120.823302
AT1G02560,142.4337987,115.4337903,183.9079466,214.2328999
AT5G45130,27.69922943,39.27966675,67.84341877,89.94947451
AT3G04790,121.7820922,49.56299756,49.54269945,29.27927332
AT5G16370,2.587831678,32.87243744,51.86031396,72.33344823
AT2G35744,15.56766471,24.2146717,45.03035791,112.9263932
AT3G06500,28.10645559,51.24181703,42.02833739,62.86740801
AT4G32340,4.678760729,8.634831422,54.06161727,94.83883326
AT1G04270,216.1418418,153.0102924,170.8641325,126.1873083
AT1G10070,0.167554497,18.6340525,89.14877781,85.68698498
AT3G07735,8.425550261,26.86349148,46.27459256,102.2469523
AT1G63770,47.28806313,63.20136212,120.5506105,145.6413821
AT2G40100,116.136364,55.71357294,52.38442066,12.19797497
AT1G28150,18.79446067,31.57391129,46.4647113,88.70804287
AT3G47800,2.098432734,30.31500869,77.12224368,112.077511
AT5G47110,179.0963099,102.8166896,115.9826001,187.6492348
AT5G14640,15.5297583,9.082518063,13.11839221,19.2318747
AT1G68560,12.29134301,40.038392,58.67516999,123.6411212
AT5G64180,28.09817937,39.41767106,60.22639219,97.49805631
AT3G47342,4.207223077,15.7563081,57.10695563,103.1553359
AT3G25910,18.82060877,53.14396492,99.60894486,114.3299778
AT4G33940,14.71960918,33.46299562,49.00879308,61.36706722
AT3G17930,92.16744722,89.29990133,111.905094,191.2671378
AT3G52230,149.9395839,178.9399112,217.1988904,262.2288519
AT2G28110,0.264716637,3.988656807,24.68567305,50.75367466
AT5G10550,124.4660245,57.08486762,32.68432341,22.14318625
AT5G47700,182.6591686,157.5715056,161.506438,106.0092306
AT5G03560,22.02690954,42.33051561,61.92746665,84.77948738
AT3G17611,113.9058067,24.62525731,18.83990566,17.37006996
AT5G67370,145.3815336,80.64628875,75.10415296,46.32677264
AT2G04030,285.5651803,208.610388,203.846308,255.382676
AT5G13450,160.3051479,124.7255068,136.4610955,106.7871419
AT4G34050,115.013983,42.22727605,36.58718581,23.9014079
AT5G66240,28.29884146,37.86454532,65.48372124,107.8814788
AT4G34030,11.00772794,61.52957417,120.5264843,81.33256941
AT1G62380,168.8055709,156.1936416,168.9769934,106.553041
AT4G21790,34.9337079,48.99955962,84.51900416,115.7445228
AT1G08980,10.56861166,44.90678367,89.96086726,119.0514997
AT2G41680,131.1398185,83.46143644,71.28025552,44.10027765
AT1G80420,2.58982752,22.47059023,66.01794794,96.36682286
AT1G25400,0.522853919,4.9579912,12.67950869,20.60758316
AT1G22890,8.849293776,41.53944895,107.3512689,80.3816153
AT3G54360,48.05411036,69.40258196,105.0969474,151.0161676
AT1G56300,1.716944798,6.627966785,45.32024675,95.90435425
AT1G71950,31.92741419,54.85523268,103.4058374,116.4533568
AT1G23820,50.30782723,44.22153428,71.75526652,122.6483596
AT2G24100,120.0015427,60.50406542,37.6435847,15.59337382
AT5G23050,18.46255238,36.90989326,43.87070385,85.99810448
AT1G20100,31.715526,50.0243365,44.85777619,72.53303991
AT3G19910,10.25260192,34.15113579,50.78803806,51.38323585
AT3G57880,44.55502555,39.49580598,45.77451761,53.84168338
AT3G17390,96.7433505,88.17220593,43.03748573,19.44449227
AT1G02660,0.942312723,23.33870745,36.63961697,46.25406401
AT3G50480,8.509060052,24.4004094,35.38129489,71.13727517
AT4G14880,180.287496,146.5121318,131.9584049,107.1058511
AT4G11010,162.2675872,128.9667172,118.9725208,95.92459057
AT3G20810,0.706011938,0.768045183,1.124621751,73.13216029
AT3G27830,143.3250665,81.3619503,112.1310372,81.54844973
AT4G25670,52.58913079,58.46016104,51.92629593,72.11944954
AT3G19450,102.937805,55.18899835,39.595059,9.353719628
AT3G23810,106.9348438,64.58044684,52.4798895,19.59744048
AT2G47700,21.73712602,48.35647435,59.84240067,81.66656298
AT2G15620,113.1763832,52.85114513,30.61245967,22.19360969
AT4G25080,185.5173209,202.7636752,215.8162016,265.6934583
AT5G02960,363.5836731,273.6143836,307.763432,345.6547861
AT2G41840,239.4170754,182.6952073,231.0467412,227.0162345
AT2G37480,18.22383185,64.08985473,101.9074438,124.4008898
AT5G14320,211.8478482,185.1010962,224.7956294,187.8598021
AT1G70410,107.5339493,70.91989181,54.49582673,20.63550754
AT2G26670,75.03757955,78.05050643,105.3637275,101.1203925
AT3G28270,104.109764,92.49350116,49.65929613,38.6919081
AT1G74050,107.6131009,113.3318166,127.4856284,184.0173081
AT4G13430,156.0591832,99.88837849,79.4680894,80.85987598
AT5G43750,120.3645095,60.69796098,60.3929812,44.51883378
AT5G46180,7.985913393,28.31132036,61.96649964,85.33170069
AT2G37130,1.498503109,4.116889055,49.99262485,90.88746031
AT2G34460,122.3140754,117.5135751,121.9898932,73.58363203
AT2G39010,100.4632648,107.0332683,124.7054836,178.976491
AT3G48730,105.349376,70.95114429,56.49385522,23.07734562
AT3G53020,219.6072435,200.0955475,157.6215045,134.321816
AT4G15000,133.866217,98.64093244,74.74433818,48.85247979
AT2G45380,48.1648255,42.0687636,63.59764744,89.26665174
AT4G31040,22.54153505,40.90214194,73.16953223,128.1999485
AT1G21780,12.78275507,27.09173524,48.4007758,91.64842824
AT1G16080,178.2925496,149.9874205,129.8949518,144.7216098
AT3G02040,4.042660047,43.82733715,108.7643034,20.0105437
AT2G25970,22.47614485,28.42339919,47.11538044,99.78324562
AT5G08690,125.7467506,82.90907118,75.67195117,43.75028721
AT4G12290,2.147902034,22.41141684,33.45111364,81.96241813
AT3G04000,4.739804587,40.07689992,62.66900011,109.4100766
AT5G47210,157.1607317,145.3773831,109.4134688,101.1365829
AT1G07440,25.81256561,39.13999348,78.03965264,119.3673734
AT5G39590,22.01260483,30.34624273,32.23813464,49.91822186
AT3G56860,14.51820939,41.57133655,59.77529951,111.1815288
AT4G17730,19.73152396,27.64800312,51.04250002,74.41437057
AT2G14878,11.70832185,23.76671336,37.11428149,57.0817604
AT5G07470,41.72870085,45.37075783,66.8545074,90.3415151
AT1G23710,11.74160758,25.28223644,27.12513272,44.77512822
