,exp1,exp2,exp3,exp4,exp5
AT4G37850,0.812834202,4.490492905,7.050232333,8.859867789,6.800018612
AT3G53600,6.19211795,8.940602653,12.0701489,13.22987806,11.3300154
AT3G63350,4.468798545,2.910949227,7.840169436,9.159909506,7.750007702
AT3G44350,0.530700849,1.440787492,5.530066748,6.049749697,2.150010911
AT2G37430,7.801709763,10.02055644,12.91013093,13.92987485,11.9800154
AT3G23230,6.141963917,8.690554518,11.57008087,12.19977216,8.649998395
AT2G47520,7.080284961,7.450685446,11.01012708,11.99990566,10.53003113
AT5G43410,2.869191328,1.820512159,4.480254154,6.459846609,4.070098517
AT5G35900,3.67957641,3.130336947,4.880340156,7.529958925,6.890029202
AT2G26150,7.079815161,6.840446695,9.160183556,10.59000578,10.68003305
AT1G52890,6.740177138,6.970529487,9.720211795,11.36993967,10.4300154
AT2G22760,6.360600728,7.140498681,9.730177138,11.10980682,8.09994673
AT1G77640,6.069976895,6.040548742,8.890258005,10.89985495,8.640001605
AT3G11020,7.349822862,7.12042359,9.32022078,11.03994352,10.1600414
AT2G06020,-0.148390358,1.939880625,1.320395351,4.399949298,3.610013478
AT2G47190,6.680931898,7.890500606,10.49011809,11.4099018,9.880005455
AT3G23240,6.981763674,9.270477501,11.74997304,11.53985816,9.329997433
AT2G38250,6.170361977,6.640479427,9.130127077,10.119957,9.450015403
AT2G28700,1.401078229,2.800061613,3.12028111,5.309959566,4.680035941
AT5G61890,6.640100121,6.770400485,8.850216929,10.53994866,9.740008664
AT2G42440,3.021055124,4.390606504,7.539845967,6.339908864,4.919976895
AT5G43840,2.348698424,0.66051601,3.3398434,2.12013157,4.170033374
AT1G10585,2.06037738,2.55054104,5.360082151,5.999894103,4.349991336
AT3G12910,3.861047422,5.22039856,7.290091136,7.999909506,6.590014761
AT5G59820,10.34086258,11.46036198,13.34011039,14.19995186,13.45001059
AT2G32930,6.300554518,7.020175212,7.930201526,9.49998588,9.280026956
AT5G40360,2.081370891,3.860204093,4.920231049,6.719842758,4.269993582
AT5G25470,4.858313342,2.670483278,5.180148898,6.339984597,6.100025351
AT1G74930,8.211370891,9.990279184,11.44013093,12.45985367,10.17998235
AT5G56780,5.539715039,5.170015403,5.250100121,6.029802325,2.94998588
AT2G17040,6.85033117,7.280492905,9.840068031,10.36985752,8.150044926
AT4G03170,2.458829351,0.940629609,4.209994866,4.170023105,4.529995186
AT5G65590,3.838513584,1.910616131,5.109810026,3.63009627,5.130025993
AT4G24150,5.860015403,5.88007124,6.250005134,6.289866505,4.209951865
AT1G21910,7.710431292,8.270373529,10.21017457,11.56988319,9.750022463
AT5G23000,3.549553305,2.970695073,6.579812594,5.120059046,6.039987164
AT1G03790,5.659845967,5.46028111,6.920001284,6.930112316,8.680002246
AT4G17460,9.589899879,9.460385082,11.46003979,11.76982094,8.979975291
AT1G22130,1.251917707,3.740094345,4.230112957,5.109974328,4.709997433
AT2G46510,8.95075476,9.930136704,10.64001284,10.73983891,8.229968231
AT2G31210,2.641255367,4.270269557,5.670086002,6.339904371,4.850040434
AT3G61630,8.709691935,8.310442844,10.61012579,11.58993325,10.55002824
AT3G30530,4.617620195,1.530252229,2.840215646,4.520037866,5.10993229
AT5G40430,3.017704913,0.040365828,1.940123226,2.899899879,1.340080867
AT1G16530,8.339884475,8.18969386,6.599819012,5.190010269,5.350063218
AT3G01080,3.19966883,2.770510233,5.420079584,6.039915282,4.720031448
AT5G15310,5.887396847,2.510458247,4.890038508,5.189862012,3.040070919
AT3G23250,9.701524924,11.68026763,13.07006033,13.53987549,11.5999984
AT5G61420,8.329768951,8.029780503,6.889848535,5.710036583,6.279954753
AT3G60390,6.869391571,6.080539114,8.880052628,9.28986843,7.239972402
AT4G17490,9.511124439,10.97031577,12.61008729,13.28986715,11.22000866
AT5G32460,4.577720316,1.620329245,3.330243885,5.229972402,4.799957962
AT4G31550,9.010431292,9.570444769,11.8800706,12.42989924,10.86000738
AT5G22570,9.810616131,10.61032924,12.32011039,13.17983506,10.60999037
AT1G33760,1.57948399,0.910229124,2.100332454,4.689872281,2.70000706
AT5G67180,3.179614918,2.680492905,5.240073166,5.809962134,5.220001925
AT3G50870,7.169722741,6.810217571,7.940006418,7.989874848,6.039952827
AT5G62110,1.001378593,2.789757398,1.529840833,0.290111032,2.019907901
AT2G22750,2.9109396,4.129768951,2.930378664,5.87990758,4.439935178
AT3G50750,5.749599515,5.230067389,5.579679099,3.080047493,3.819970477
AT2G46310,7.920084718,8.03032732,9.7301566,10.94993325,9.910021821
AT1G54160,6.090677744,6.970308065,8.570082151,9.209983313,8.949998716
AT4G21440,5.710277259,6.070148256,6.840200243,8.399975611,8.020022784
AT2G20350,2.80089339,3.95948014,1.260419739,4.529998716,4.509981388
AT3G27810,2.500354275,2.960011552,3.020352992,5.769851744,3.46004268
AT5G58010,7.490177138,7.719555231,5.409916566,4.760043643,5.440052628
AT3G59060,4.850146331,5.040148256,5.810029523,6.039772802,2.500068031
AT1G42990,10.43014633,10.62039471,12.67010269,13.46993133,12.40001605
AT1G10170,9.6804698,10.29028689,11.78012708,12.76994737,11.95002118
AT1G13600,6.969838266,6.759878699,6.129844684,4.920097554,6.440074449
AT4G21340,6.840392783,7.350030807,7.509591813,4.330060329,5.270026635
AT3G10040,8.590392783,9.100194466,10.10955716,6.660041075,7.300022142
AT2G22200,4.620539114,5.320379306,7.289975611,7.099940312,6.169941596
AT4G21050,1.360877986,2.499915282,2.060159167,3.300107823,4.979934536
AT1G72570,-0.350184839,-0.589757398,0.67026699,2.749895386,1.119964701
AT5G46010,2.319645725,1.860413963,4.010069315,4.549943521,3.670040754
AT5G57520,4.789830564,4.570606504,7.719848535,6.539915924,5.229996791
AT1G77950,1.120716252,2.049736219,0.680118092,1.600070598,2.700043322
AT4G17500,9.9809396,11.20032347,12.88006418,13.37990309,11.87000193
AT4G27240,5.119861371,4.939451258,2.090077016,2.690051344,3.490008343
AT4G00232,2.601940812,5.119638023,3.240283677,5.44994673,4.620024068
AT4G26150,4.879745846,4.549470513,1.80020281,3.380079584,4.620002567
AT2G21900,8.160546816,8.87030614,10.46013221,11.48986073,9.320026314
AT3G53820,3.171085931,4.580275333,6.010039792,6.319931327,5.250026314
AT5G15850,4.169761249,3.860336947,5.609928118,5.049973686,4.640081188
AT2G40220,5.188513584,3.259998075,3.250270841,5.359807459,2.360062897
AT1G72350,4.848151608,2.450182914,3.400278542,5.569965984,5.039999037
AT4G23810,9.590777865,10.60027533,12.03003594,12.30984212,9.849998716
AT3G27920,1.900531413,2.590121301,3.220243885,5.119797832,1.970037225
AT5G07700,4.009237538,3.020288811,4.520133495,5.560031448,6.049989731
AT3G46070,4.800130928,4.970186765,5.940146331,7.079958283,6.430043322
AT4G25440,5.650770164,6.650273408,8.07009242,8.789958925,8.14999647
AT1G68840,9.980508308,10.64036198,12.52007702,13.1199018,11.5900016
AT5G61600,10.37053141,11.06032924,12.77010526,13.5899063,12.12999711
AT4G26930,2.969345361,2.120462098,4.519947372,4.109989089,3.94004621
AT3G46130,9.179661128,8.739840191,7.909753548,5.990094987,7.470034657
AT5G65080,2.291663553,4.449859445,3.720179705,5.120016045,5.369980425
AT2G17950,2.591393996,4.399959566,4.190053911,4.609835698,2.050014761
AT1G73870,0.949799757,0.69037738,2.649840833,1.410008985,1.550067389
AT1G18710,4.799799757,4.540385082,6.540098838,7.309958283,6.659996149
AT1G48000,6.860408187,7.390236825,8.620011552,8.710059046,9.629995507
AT3G11090,4.969021892,3.700315767,5.339707338,3.060130286,5.090031448
AT4G37780,4.640762462,5.63040241,7.719939671,7.249944163,6.37998941
AT2G29660,9.559799757,9.299699636,7.739867789,6.710079584,7.949982992
AT3G66656,2.310731655,3.259869072,2.580016687,2.710100121,4.270027598
AT2G24570,10.18964572,9.730431292,11.97009114,12.67991528,11.36000417
AT3G05860,1.629853669,1.439757398,0.180082151,0.820146331,3.09998588
AT4G22700,3.540616131,4.340317692,5.990065464,6.49993582,5.500001284
AT1G24260,4.867943663,2.200481352,4.700029523,4.929966626,4.410024068
AT2G46830,7.960038508,8.009901804,7.49998588,7.39002118,7.720083755
AT1G29600,6.378582899,4.540057762,4.839794623,3.240121301,5.130022784
AT5G40350,2.900901091,4.069996149,4.050224631,5.79989667,4.190044926
AT1G55600,4.079229836,3.080140555,3.810295229,6.109922342,4.900009306
AT1G15360,2.659499394,2.010381231,3.990062897,4.479867789,2.420062576
AT3G47600,7.61004621,7.670356201,9.520048777,9.899887043,8.139974328
AT4G23750,9.339792056,9.07021372,10.18006803,10.70986394,8.589972082
AT5G59780,11.2195302,10.60976895,9.409862654,8.340082151,9.620038187
