,exp1,exp2,exp3
AT4G27440,10.96075476,11.44972274,11.09038893
AT1G17545,6.218844755,5.469168223,4.389936462
AT4G02210,8.380246452,8.540408187,9.070286886
AT5G14070,6.617720316,5.139614918,4.639955716
AT2G47440,12.02704257,10.11011552,10.26028689
AT1G47920,4.057350637,2.341748271,4.609905655
AT4G30170,2.293727592,4.709206732,3.679961492
AT1G75860,8.629845967,8.529853669,8.340410112
AT2G29380,6.449815161,6.329437781,5.599747771
AT4G15720,4.028136204,2.821871497,5.249761249
AT2G46150,3.903573559,6.219537902,5.619978821
AT3G02870,10.74978435,10.60936847,9.789768951
AT4G33010,14.24970734,14.05988448,13.90965343
AT5G41870,7.439768951,7.289345361,6.439776653
AT5G57100,8.320030807,8.341047422,9.700113599
AT2G26410,3.149507095,2.831455609,4.719988448
AT4G15860,5.728644512,4.848914069,3.440121301
AT2G47300,5.71995379,5.689830564,5.469651501
AT3G53380,7.069553305,6.778837053,5.269982671
AT4G39090,10.67015403,10.76994609,10.70038316
AT1G48820,5.308428866,4.290069315,4.379716965
AT1G50340,4.370015403,4.380323469,4.799572559
AT3G47550,8.400785567,8.910870285,10.04009627
AT1G07690,3.223650575,5.588783142,4.01002503
AT2G38740,9.869568708,9.589607217,9.079724667
AT1G33920,5.610677744,6.048290237,3.830167511
AT5G04770,4.798120801,3.579568708,3.020400485
AT2G10450,2.198382657,1.151486416,3.080048135
AT1G80440,10.72967653,10.52133238,12.25002888
AT5G66740,8.038459673,7.039360764,6.209922984
AT2G35000,5.860785567,6.368806247,4.819878699
AT5G49630,9.439799757,9.308898666,7.879926834
AT4G04590,2.651894602,3.88089339,5.039716965
AT3G15310,8.769691935,8.569114312,7.41985752
AT3G62440,4.838798545,4.059252941,3.089913357
AT1G18350,5.607196605,3.791409399,5.620067389
AT1G78995,9.329122014,8.758806247,7.210077016
AT1G27220,2.947319831,1.211786779,3.529813235
AT5G57200,5.447104185,3.571517222,5.540015403
AT2G14330,1.039614918,0.790531413,1.480290737
AT2G34500,4.889845967,4.791347786,6.540001925
AT1G68500,7.000061613,7.039899879,6.910392783
AT1G34100,3.238536689,2.290400485,2.809645725
AT5G07660,6.229892177,6.15990758,6.039641874
AT5G07450,5.708012978,4.420061613,4.499768951
AT1G53690,3.557843542,2.159491692,1.500360051
AT2G20090,4.743065251,6.729876774,6.570044284
AT3G16060,9.609476289,9.269360764,8.439799757
AT3G22700,3.309430079,2.941578835,4.989921058
AT2G43380,3.950616131,4.350454396,4.939553305
AT3G03190,9.189645725,8.959091207,7.779870998
AT5G39160,0.573635172,2.929137417,1.809915282
AT5G10880,5.058752335,4.251378593,6.039568708
AT3G15800,5.661802183,6.829098909,5.659761249
AT5G23910,6.129784354,5.989753548,5.669678457
AT1G10880,4.641324681,5.499969193,5.459603366
AT1G73070,5.479722741,5.300593026,6.070269557
AT3G22180,6.160277259,6.339114312,5.18981131
AT3G61940,3.350862583,3.908236326,1.62030614
AT5G20550,1.68244912,3.269792056,3.000200243
AT4G04270,1.781417101,2.700901091,3.869976895
AT2G27000,1.459876774,1.380639236,2.210248378
AT5G41140,5.622895815,7.499183627,6.439780503
AT2G43660,5.378074591,4.13113214,5.599607217
AT1G45100,5.259491692,4.929468587,4.239768951
AT4G23230,4.740077016,4.788713827,3.120442844
AT1G34620,2.289876774,2.21051601,2.880279184
AT3G28460,9.270569921,9.639676531,9.219659203
AT2G29490,3.202002425,4.498767738,2.900388933
ATCG00020,12.09927605,11.63137859,13.42004043
AT5G41240,6.448752335,5.640154033,5.839672681
AT3G49210,4.352587749,6.029252941,5.059747771
AT5G49870,2.122248878,3.580146331,3.770130928
AT1G70880,2.331417101,3.250993511,4.539919133
AT3G56160,9.409661128,9.189044997,7.949888326
AT3G63470,5.328690722,4.479006489,3.190053911
AT4G03740,4.080908793,4.668790843,3.099880625
AT2G16660,8.159537902,7.860023105,7.890388933
AT4G36470,7.097828139,5.689468587,5.000009627
AT1G59870,9.87155573,10.8795071,10.23967653
AT1G55450,9.880631534,10.28895258,8.929842116
AT5G10470,10.71959952,10.4595302,9.849745846
AT5G55970,7.331139842,8.071116737,9.51990373
AT4G02780,6.389091207,5.799984597,5.779680382
AT3G05720,3.119707338,2.931209157,4.500073166
AT4G35010,3.837396847,2.150408187,2.679780503
AT2G28820,4.937720316,3.461109035,4.899643799
AT4G03630,3.91929145,3.46113214,4.930132853
AT5G55680,4.379722741,4.20164815,6.33969386
AT1G02900,6.000338872,6.219360764,5.389741995
AT2G11830,4.458167011,3.271686658,5.459944163
AT4G01920,4.910970406,5.53924524,4.559743921
AT1G15990,3.791062826,4.481016616,5.799980746
AT3G48120,6.869337659,6.438721529,4.780098196
AT4G37410,5.579969193,5.558852456,4.069934536
AT1G32000,1.239876774,1.160238751,1.470336947
AT5G62990,6.539322256,6.099861371,5.919690009
AT5G07630,8.460184839,8.579260643,7.619778578
AT2G37290,2.779568708,2.501686658,4.689747771
AT4G07730,4.427566283,2.85037738,3.340313842
AT2G04860,4.389322256,3.950824075,5.020225273
AT2G45780,5.789353063,5.370623832,6.179570634
AT5G09840,5.759445482,5.399430079,4.66044862
AT2G07490,3.842110248,5.208967981,3.869801683
AT5G39320,8.639830564,8.529699636,8.139691935
AT3G20080,4.169969193,4.150877986,5.289541753
AT2G22350,3.522156458,4.920007702,4.930182914
AT3G62320,4.948598302,4.041209157,5.60957641
AT2G22950,6.270739357,6.750223347,7.039578335
AT2G29450,11.46109363,12.17117065,13.68986715
AT3G22231,12.37987677,12.29922213,11.28981324
AT5G01015,10.58979976,10.45886016,8.979951865
AT4G38020,8.420292662,8.610646937,9.450211795
AT2G20030,4.969276046,4.498698424,2.810136704
AT1G41825,0.143096057,2.149807459,1.900048135
AT3G51150,8.290107823,8.358890965,6.91990758
AT1G35730,4.840123226,4.919322256,4.04044862
AT1G32600,4.376534264,2.130531413,2.819965343
AT5G52650,12.32995379,12.29975355,11.97967461
AT4G26320,3.727797332,2.300323469,2.72033117
AT5G62920,9.017119588,7.150916495,8.339741995
AT3G62680,3.308706125,2.47117835,3.999572559
AT1G58300,2.452911218,4.339869072,4.170077016
AT2G04030,11.6809396,12.29085488,13.40007124
AT4G10800,7.009753548,6.849252941,5.879815161
AT3G06895,-0.450107823,-0.51844427,1.499649576
AT1G56660,4.677858945,3.291532625,5.279643799
AT1G07150,5.420646937,5.838428866,3.800390858
AT2G29090,6.529676531,6.319599515,5.799726592
AT5G20030,5.95915282,5.408706125,3.730325394
AT4G39510,9.639137417,9.079214433,8.059892177
AT5G44520,10.23981516,10.1195071,9.47974007
AT3G57970,5.797011765,3.861170649,5.37974007
AT5G50750,6.00684233,3.961578835,6.009851744
AT3G53910,4.24844427,3.239237538,2.249992298
AT2G41120,10.08955331,9.799561007,9.229745846
AT3G62640,3.263357913,5.439599515,4.920028881
AT1G78150,9.261524924,10.25068545,11.14004814
AT4G08560,3.80160194,4.838190116,2.490271483
AT2G31360,9.360677744,9.799229836,8.800437068
AT1G18990,3.681617343,4.729098909,3.560394709
AT4G30490,9.511016616,10.17123226,11.76982094
AT1G02090,8.430554518,8.791016616,10.11005391
AT3G56250,5.950492905,6.271401698,8.089824788
AT1G67370,4.409753548,4.250870285,5.380182914
AT1G61550,3.298459673,2.301809884,4.649743921
AT5G15770,6.479784354,6.339160522,5.249844042
AT3G20670,11.13978435,10.99913742,9.879851744
AT1G17170,4.621478714,5.581016616,6.899678457
AT3G60190,9.660662341,10.09072395,11.03015018
AT1G06970,4.480077016,4.529183627,3.469813235
AT5G30332,4.048813948,3.278883263,1.830344648
AT3G30270,1.743280897,3.869653426,3.420034657
AT2G13920,3.841216858,4.630523711,5.309572559
AT5G13700,5.737212008,3.930254154,4.260286886
AT5G07910,8.41915282,7.869845967,7.669711189
AT5G60260,5.558567496,4.63127077,6.279584112
AT1G61120,2.831879199,4.048213221,1.730155958
AT1G52290,9.589722741,9.408967981,8.069921058
AT4G29170,5.961078229,6.658813948,5.119872923
ATCG01060,11.33006161,11.37133238,13.09996534
AT4G28670,2.078844755,1.330662341,2.190277259
ATMG00580,10.22981516,10.11116295,11.62007317
AT1G76070,6.979383869,6.578667617,4.850348499
AT5G40780,7.470631534,7.87966883,7.449666904
AT2G39240,6.138998787,5.488875561,4.030082793
AT2G32050,1.921247665,2.731139842,4.209817086
AT1G05480,5.187196605,3.371663553,5.529897953
AT3G04210,9.948706125,9.108906368,7.690148256
AT5G37870,3.521001213,4.170639236,5.000138629
AT5G12170,9.139614918,8.889722741,8.529705412
AT2G23470,7.359892177,7.288606004,5.480392783
AT2G41800,3.90164815,4.970931898,6.179865221
AT3G42380,4.472741782,6.25004621,6.309709263
AT1G70450,4.310338872,4.529784354,4.249655352
AT3G28360,3.980446695,4.268336447,2.110236825
AT5G01740,9.919984597,9.909722741,9.550410112
AT5G11470,5.160184839,5.279591813,4.749701562
AT3G43170,5.386580474,3.170354275,3.630107823
AT4G24170,3.571478714,4.530038508,4.579609142
AT2G19630,2.7309396,3.34122456,4.929849818
AT2G12520,1.839044997,1.22131698,2.930069315
AT2G33270,3.55320388,5.629414676,4.870127077
AT5G09500,4.870569921,5.240546816,5.949559081
AT1G23050,6.620261856,6.788467375,4.800369679
AT4G09860,4.4367037,2.301417101,4.139957641
AT3G58080,3.683126864,5.71,5.709878699
AT1G80370,7.310200243,7.439468587,6.749730443
AT1G76800,8.800015403,8.809037296,7.560450546
AT1G55960,12.65865992,11.78940697,11.01989218
AT1G08260,6.720184839,6.839876774,6.679645725
AT2G46570,6.119922984,6.068875561,4.609940312
AT1G53820,6.04759709,4.491709763,6.709897953
AT2G25890,2.802664766,4.528297939,2.320130928
AT3G59430,6.08164815,7.150685446,8.040017329
AT5G51550,12.17879854,11.39916822,10.32041011
AT2G01380,5.917088782,4.030523711,4.709822862
ATCG00680,11.14969193,10.95129387,12.63002503
AT3G57060,6.060200243,6.189822862,5.959655352
AT1G11100,6.570231049,6.721209157,8.290001925
AT5G26020,3.95839806,2.921732868,5.169876774
AT3G25640,5.840231049,5.989044997,4.749849818
AT5G56880,6.20755088,4.621386294,6.420069315
AT1G74870,4.138721529,3.311709763,5.529664979
AT5G42220,9.34070855,9.801139842,11.27996342
AT3G51790,7.489645725,7.260462098,7.860292662
AT1G09080,1.769476289,1.431286173,3.100048135
AT3G19080,4.4023567,5.930415888,6.469976895
AT4G14330,6.779892177,6.708760037,5.099998075
AT4G03040,2.061678957,3.150523711,3.830078942
AT4G37220,4.502726379,6.270200243,6.529971119
AT2G28740,9.379738144,9.209345361,8.359795907
AT3G05630,3.541786779,4.698528988,2.789963417
AT3G51520,9.71009242,9.771039721,11.12009049
AT4G03210,12.20867532,11.34973044,11.00041011
AT2G25350,6.459861371,6.368482778,4.400238751
AT1G34545,3.559707338,3.370993511,4.660140555
AT4G21590,6.279507095,5.958582899,4.120258005
AT5G58830,4.747858945,3.361293875,5.039639949
AT4G21810,9.980585324,10.36099351,11.65005199
AT4G39500,3.462618556,5.158952578,3.800298438
AT3G29220,2.868906368,2.159815161,1.920408187
AT2G25110,9.790323469,10.00060843,10.7902118
AT1G33817,4.03835185,2.971771376,5.269716965
AT3G05030,8.329938387,8.291563432,10.3197728
AT1G51060,10.47112444,11.19892177,9.799840191
AT1G75600,0.227797332,-1.199260643,-0.239745846
AT1G19050,10.5685983,9.660084718,9.769713114
ATMG01180,7.639614918,7.390400485,7.91030614
AT1G62540,7.040277259,7.219422377,6.46974007
AT1G17745,8.879784354,8.740154033,8.939618769
AT5G61510,9.500138629,9.591355488,11.34993069
AT5G10210,2.677966768,1.361239963,2.970125152
AT4G08710,4.149599515,3.888667617,2.160373529
AT3G04690,2.001755973,3.139391571,2.350344648
AT2G26650,3.917073379,2.020354275,2.480254154
AT4G22480,6.657443057,5.001702061,7.209874848
AT3G23430,6.889753548,6.729969193,6.689651501
AT5G17080,3.836903943,1.830084718,1.940200243
AT5G52810,7.440030807,7.459853669,7.269659203
AT4G13985,3.521832989,4.709899879,4.579638023
AT5G49640,5.140169436,5.248413463,3.190231049
AT4G03750,1.553111461,3.568744633,1.939938387
AT3G03770,8.8,8.799645725,8.339703487
AT5G34460,4.539599515,4.280038508,4.32964765
AT2G01310,-0.27825943,0.849306853,-0.049643799
AT3G22240,12.81996919,12.79890637,11.37992683
AT5G03870,4.22249533,5.83868302,4.129911431
AT4G15740,6.248721529,5.419899879,5.289743921
AT2G37910,4.291678957,5.38089339,6.539869072
AT4G08620,5.527181201,3.701617343,5.799909506
AT1G63320,3.680061613,3.718929473,2.329909506
AT1G59670,3.958213221,2.800346574,3.25033117
AT1G04330,2.000955003,2.620438993,3.189574485
AT1G49390,3.682387507,5.230385082,5.729976895
AT1G07590,5.960585324,6.340030807,6.38032732
AT1G16310,6.539815161,6.419368466,5.59978628
AT1G76185,7.548490479,6.56915282,5.470044284
AT1G49670,9.819938387,9.779607217,9.269716965
AT5G48210,5.796857733,3.761440206,5.629967268
ATMG00530,6.210862583,6.770385082,7.270223347
AT3G55090,2.728413463,1.70174057,3.959699636
AT4G04430,-0.481155245,-1.22966883,-0.799663053
AT3G44950,6.490585324,6.868390358,4.780342723
AT2G18420,5.298521286,4.340231049,4.64035235
AT5G48710,3.429183627,2.901232262,4.499570634
AT2G25735,7.887658703,6.369584112,5.83030614
AT4G32220,4.778906368,4.070300364,4.459649576
AT1G09780,10.64009242,10.69976895,10.39967461
AT3G19210,5.271432504,6.199599515,5.679674606
AT3G23350,5.120030807,5.14037738,5.629584112
AT1G27720,2.961370891,3.850985809,5.129659203
AT5G66230,5.582664766,7.309476289,6.629738144
AT5G03310,3.5176433,1.990492905,2.630286886
AT3G45860,9.699399272,9.308636811,7.540225273
AT2G38010,8.979537902,8.679322256,7.799824788
AT5G39070,2.700554518,3.061201455,4.619946089
AT3G57040,10.60878314,9.819368466,8.999896028
AT1G37060,1.959368466,1.551293875,3.229574485
AT5G51520,5.410077016,5.458575197,3.610086643
AT1G53950,3.462572346,5.128544391,3.240296513
AT5G57480,4.588706125,3.750808672,4.79960144
AT5G23780,6.029044997,5.408875561,3.950090494
AT1G68490,9.820693147,10.26963032,9.790385082
AT3G23850,4.297134992,2.440639236,3.269799757
AT1G56100,3.599460886,3.249507095,2.609778578
AT2G23770,3.54004621,3.568613706,1.770067389
AT2G36760,3.947766526,2.501001213,3.799664979
AT3G16530,9.840816373,10.3700154,10.38961492
AT3G45480,5.147520073,3.539599515,3.020265706
AT4G05190,7.180215646,7.319191328,6.26981131
AT3G45270,5.136472651,2.851039721,4.199978821
AT1G21680,10.15021565,10.29003081,10.33034657
AT5G54480,3.429414676,3.048898666,1.620410112
AT5G59130,8.839044997,8.219553305,7.639805534
AT3G08040,5.699368466,5.291255367,6.920061613
AT4G36770,5.101139842,5.838659915,4.099940312
AT5G38910,3.340200243,3.471471012,5.37979013
AT2G18970,4.209553305,3.918967981,2.580427441
AT2G23970,4.539491692,4.21051601,4.88028111
AT5G18510,1.793188477,3.859815161,3.619834415
AT3G62950,8.577720316,7.101001213,8.399670755
AT3G19050,4.177566283,2.601548029,4.609984597
AT2G24140,1.402757185,3.190038508,3.240026956
AT1G01830,7.081139842,7.821155245,9.319801683
AT1G23160,2.02249533,3.640223347,3.930019254
AT1G67780,3.71075476,4.199122014,3.059801683
AT3G18070,5.297627896,3.760546816,4.46974007
AT1G65590,7.636919346,5.641463311,7.539815161
AT2G18210,4.16929145,3.7090604,2.489949939
AT1G08990,1.343142267,3.379899879,3.249849818
AT3G25165,4.367966768,3.051686658,5.23990373
AT1G03870,12.3181362,11.10943008,10.37035813
AT1G61760,6.08929145,5.629799757,5.369720816
AT4G31870,10.19886016,9.45995379,9.399722741
AT5G22420,4.011447907,4.949468587,4.259701562
AT5G21130,3.338459673,2.341278471,4.000098196
AT3G26010,3.441047422,4.120408187,4.650194466
AT2G26490,5.617735719,4.150169436,4.369805534
AT5G10800,3.471863796,4.679037296,3.430365828
AT1G02730,9.089553305,8.799507095,8.159772802
AT5G26920,6.609122014,6.039537902,5.439803608
AT1G26530,1.973219284,4.058952578,2.700177138
AT3G55660,7.450154033,7.549368466,6.729767026
AT1G41797,0.000646937,0.421286173,2.089853669
AT3G29791,1.002895815,2.879645725,2.419751622
AT5G35735,7.300246452,7.460238751,7.770302289
AT3G10200,4.011109035,4.728929473,3.339845967
AT5G20390,3.112141055,4.499445482,3.779716965
AT5G04310,4.213111461,6.229268345,5.280161734
AT3G28840,4.668136204,3.460223347,3.750340797
AT5G45310,6.460600728,6.848359552,4.720298438
AT1G09155,2.897935962,1.561139842,3.039643799
AT1G74320,8.820462098,9.121393996,10.92977665
AT4G17200,5.479137417,4.918783142,3.34032732
AT4G08970,1.999599515,1.740631534,2.560246452
AT5G54420,3.402479927,5.010238751,5.320013478
AT3G51210,3.459399272,3.071363189,4.840007702
AT3G24630,5.860292662,6.049175925,4.979813235
AT4G10060,11.81936847,11.40956101,10.83977473
AT3G15680,9.180323469,9.388906368,7.969901804
AT3G02100,4.269306853,3.819368466,3.000431292
AT3G10460,4.398367253,3.341586537,5.39964765
AT5G10520,3.871293875,4.708698424,3.019921058
AT2G33690,2.427304428,0.680454396,1.270261856
AT5G41180,7.439768951,7.289561007,6.719743921
AT2G18940,7.420985809,8.058290237,5.840242602
AT5G43330,9.179861371,9.090908793,10.27014826
AT1G48560,5.000877986,5.570323469,5.990232974
AT2G18520,6.189799757,6.058567496,4.20032732
AT5G08020,8.459168223,7.919168223,6.839924909
AT3G32040,2.601001213,3.250654639,4.100119375
AT1G59940,5.131109035,5.848405761,3.780078942
AT5G21110,3.659368466,3.249884475,3.100392783
AT1G07180,12.28936847,11.87963032,11.3997574
AT1G51680,11.88935306,11.46949939,10.81979398
AT4G11080,7.889430079,7.5195302,6.909778578
AT3G03370,7.108983384,6.449329958,5.579888326
AT1G55310,9.110970406,9.740916495,10.93001733
AT3G28350,3.920477501,4.228567496,2.370044284
AT3G42440,2.68315767,4.729876774,4.569878699
AT3G45950,3.471586537,4.500924196,5.699853669
AT2G18340,3.656765313,1.560215646,1.840094345
AT2G07680,8.679522499,8.369676531,7.949734294
AT1G26410,2.022156458,3.42,3.419657277
AT1G62530,6.17990758,6.120130928,6.289624545
AT2G19650,9.629568708,9.349006489,8.059940312
AT1G47980,6.168151608,4.969183627,3.910167511
AT3G02810,0.429645725,0.201155245,1.700075091
AT1G80330,5.637858945,4.250130928,4.419799757
AT3G30585,2.289614918,2.040084718,2.150358126
AT2G41860,1.619029594,0.991563432,3.019926834
AT4G33220,9.741632747,10.79936076,9.969726592
AT5G07180,7.130015403,7.139676531,6.719703487
AT3G26390,2.811817586,3.988344148,1.840084718
AT1G61460,1.271540327,2.269006489,0.980388933
AT1G07860,4.377566283,2.801455609,4.69002118
AT1G20950,10.18055452,10.53963802,10.06968808
AT3G42310,3.032911218,4.920107823,5.059832489
AT1G33960,2.270200243,2.401463311,4.299757398
AT4G08600,3.801170649,4.558552093,2.680390858
AT4G07340,0.271678957,1.360731655,2.309965343
AT3G04540,3.808582899,2.888991086,1.580167511
AT1G21210,4.198151608,2.99929145,2.080321543
AT3G25130,6.969306853,6.519183627,5.45990373
AT1G54820,10.20943008,9.838937174,8.459992298
AT5G53120,9.409445482,9.051432504,10.90996149
AT5G38280,4.401848392,5.600662341,6.459959566
AT5G28760,1.513357913,3.689561007,3.119965343
AT5G28220,7.809984597,7.799537902,7.199738144
AT1G14980,11.93027726,12.110955,13.35009049
AT5G17160,8.130015403,8.139460886,7.439755473
AT2G37820,2.452002425,3.750292662,4.13009242
AT1G03860,10.6600154,10.67069315,11.57020024
AT3G57770,6.168783142,5.379075804,4.180371604
AT2G03760,7.57995379,7.54995379,7.490365828
AT2G18650,2.440677744,2.880646937,3.720155958
AT1G10300,3.533019041,5.488559794,3.620036583
AT1G33970,7.740338872,7.960323469,8.380273408
AT1G35040,3.62665749,1.460462098,2.060009627
AT5G06020,2.457997575,1.161432504,3.020036583
AT2G05450,1.503327106,3.65962262,3.169919133
AT2G14540,3.801139842,4.540569921,5.280127077
AT1G41930,2.080354275,2.308829351,0.789934536
AT4G39840,9.160061613,9.198721529,7.540015403
AT5G29100,5.687520073,4.079561007,3.510159809
AT2G17490,3.137704913,1.651709763,3.869817086
AT3G17190,1.36929145,0.911347786,2.660017329
AT3G59340,2.942002425,4.238613706,2.440350424
AT5G57540,4.052772589,5.850107823,5.989763175
AT2G16500,11.52943008,11.15910661,9.999921058
AT2G22940,0.843049848,2.818544391,0.930063538
AT5G53250,4.070631534,4.481324681,6.199753548
AT3G42190,3.001062826,3.691155245,5.18981131
AT1G04390,6.608321044,5.51910661,4.360186765
AT1G36130,4.226919346,2.23037738,2.720202168
AT5G14920,9.550508308,9.880223347,10.17028304
AT5G51310,5.938428866,4.9190604,3.700263781
AT4G16030,2.112141055,3.498405761,1.430050061
AT5G26140,4.207658703,2.691378593,4.480051986
AT1G36105,3.069522499,2.759922984,2.660381231
AT1G39430,3.90995379,3.88089339,5.040140555
AT3G52170,8.069707338,7.879792056,7.609699636
AT3G21500,5.378921771,4.679183627,3.619961492
AT2G03170,3.021093632,3.730593026,4.500123226
AT2G13330,3.661879199,4.880400485,5.40007124
AT5G58160,6.459830564,6.350154033,6.549628396
AT2G12320,1.559568708,1.281363189,3.049980746
AT1G70180,7.631309278,8.480546816,9.190109748
AT2G35580,6.446719103,4.320485203,4.949971119
AT2G19800,7.389229836,6.890569921,7.629603366
AT5G15580,8.799507095,8.478813948,6.940051986
AT3G09930,4.558043785,3.291609642,5.379938387
AT2G04063,2.75325009,4.858806247,3.310148256
AT2G03740,3.102926621,5.000069315,5.089886401
AT5G10220,2.278367253,1.221640448,3.349680382
AT2G07280,4.658783142,3.869838266,3.6597651
AT3G21800,2.742202668,4.170485203,4.799949939
AT5G05160,7.139722741,6.959145118,5.849876774
AT1G79860,5.749029594,5.118806247,3.570265706
AT1G31150,6.910107823,6.978544391,5.090130928
AT4G30270,10.88066234,11.31043129,11.87021757
AT5G39630,4.047196605,2.23070855,3.150206019
AT4G00310,6.039753548,5.87877544,4.290034657
AT2G31270,7.869568708,7.588860158,6.110017329
AT2G26550,9.609383869,9.209568708,8.649778578
AT2G36830,12.21112444,12.94076246,13.93005199
AT1G75210,10.44955331,10.15978435,9.879713114
AT1G11370,3.78924524,3.299861371,3.11971889
AT1G36560,0.580877986,1.14835185,-0.989817086
AT4G09600,3.359014191,2.719206732,1.690406261
AT5G37790,7.750385082,7.999591813,7.469709263
AT3G18700,3.362849605,5.209853669,5.019757398
AT3G04000,7.960154033,8.060492905,8.700240676
AT2G27570,1.899661128,1.680015403,1.700361977
AT1G69760,8.908228624,7.759391571,6.970348499
AT4G21310,7.920323469,8.131247665,9.749936462
AT4G38610,6.361001213,7.010985809,8.289963417
AT1G67040,7.419922984,7.368528988,5.460271483
AT4G07480,4.221263068,5.039391571,4.249728517
AT2G14630,3.141293875,3.97990758,3.859639949
AT3G31380,2.78665749,0.620931898,1.829901804
AT2G15830,6.290246452,6.449237538,5.459807459
AT4G07490,-1.326595877,0.879353063,0.039942238
AT5G45400,5.950785567,6.45929145,5.5397651
AT1G67940,8.539691935,8.339229836,7.339853669
AT1G62350,3.033434929,5.259168223,4.179973044
AT4G24650,3.082556943,4.738621407,2.949965343
AT5G49170,6.659568708,6.37868302,4.670144406
AT2G23540,2.829614918,2.578636811,0.810184839
AT2G04990,2.582772589,4.380053911,4.4497651
AT1G52070,2.637951365,1.311478714,3.229672681
AT2G19830,7.822218071,9.260200243,9.520075091
AT3G07350,7.710323469,7.921093632,9.340017329
AT5G20210,5.76075476,6.248367253,4.130204093
AT3G28040,11.12020024,11.24897568,9.919897953
AT5G05680,7.069753548,6.909976895,6.879664979
AT4G09090,1.369260643,0.891586537,2.949676531
AT2G45350,5.460308065,5.658498181,3.710333096
AT3G19550,3.960431292,4.240492905,4.879582186
AT3G57900,4.030061613,4.068806247,2.519982671
AT1G53140,6.13990758,6.080200243,6.33962262
AT3G09130,6.388813948,5.618906368,4.20025993
AT1G42570,2.632695572,4.378467375,2.390221422
AT5G37500,5.859661128,5.641109035,7.080080867
AT1G70460,3.411786779,4.570739357,5.529695785
AT2G46960,6.450030807,6.470115525,6.619630322
AT2G40270,9.909614918,9.658721529,8.000102047
AT4G05600,1.248043785,-0.019083505,1.170198317
AT5G38790,3.078120801,1.861709763,4.079813235
AT1G35140,8.736780716,6.651309278,8.349938387
AT5G02220,3.312572346,4.978428866,2.940078942
AT2G04720,4.957119588,3.091008914,4.400129002
AT2G35210,4.802033232,6.120685446,7.009815161
AT4G26260,3.391124439,4.120354275,4.579599515
AT4G11740,8.570169436,8.681085931,10.09003851
AT5G64330,8.97070855,9.430593026,10.20016173
AT1G06140,5.280539114,5.629006489,4.339863296
AT5G01350,10.66033887,10.88075476,11.86014633
AT5G35890,4.162433717,5.738914069,4.330298438
AT5G45530,5.859614918,5.608675319,3.890144406
AT3G07860,6.219183627,5.690454396,6.280292662
AT3G19620,7.819445482,7.458906368,6.040019254
AT1G79450,1.878952578,1.199784354,0.920392783
AT4G09930,4.8367037,2.700438993,3.270036583
AT5G45600,9.049845967,8.948806247,7.400011552
AT1G74240,7.72004621,7.750485203,8.380246452
AT5G22460,7.649445482,7.289183627,6.229897953
AT3G56890,3.831032019,4.500854882,5.609609142
AT3G56100,6.130477501,6.439430079,5.699745846
AT3G18830,9.540693147,9.988929473,8.599880625
AT3G56200,10.51736604,8.809722741,8.45018869
AT5G54700,4.217289024,2.461524924,4.439784354
AT5G50730,9.070215646,9.208998787,7.909890252
AT3G18250,3.282079442,4.630585324,5.389720816
AT2G42360,4.80910661,4.22910661,3.070396634
AT2G05930,4.930015403,4.939745846,4.609697711
AT1G12710,6.66929145,6.21033117,6.640313842
AT3G13420,5.919476289,5.579406974,4.809820937
AT4G03510,7.85995379,7.830315767,8.240290737
AT1G79330,5.647289024,3.890955003,5.130155958
AT1G64320,-0.317150395,1.528490479,-0.429909506
AT1G33320,5.536950152,3.560523711,4.240186765
AT3G01960,8.789383869,8.389322256,7.50985752
AT3G21380,2.260431292,2.540292662,2.920265706
AT3G21340,1.619460886,1.270623832,2.080242602
AT1G11770,3.002757185,4.789445482,4.069774727
AT4G19570,3.839368466,3.429699636,3.039751622
AT5G53760,7.290138629,7.379414676,6.619768951
AT5G45640,5.16164815,6.228459673,4.230336947
AT1G35710,8.590308065,8.78882165,7.25995379
AT2G15890,9.429691935,9.230277259,9.590309991
AT5G38260,4.628105398,3.401201455,4.959645725
AT5G61260,2.89910661,2.321578835,4.369876774
AT5G15720,3.293126864,5.319522499,4.700067389
AT4G32370,4.209122014,3.640323469,4.060317692
AT3G53300,1.191001213,1.841155245,3.33974007
AT2G27750,2.092510733,3.720308065,4.119924909
AT5G54170,9.869383869,9.470300364,9.860315767
AT1G09680,4.641663553,5.718898666,4.28985752
AT1G14680,4.27674991,2.171016616,3.490057762
AT1G75990,8.720061613,8.759584112,8.219732368
AT3G15770,8.800554518,9.161124439,10.61995957
AT1G29480,3.106642087,0.930623832,1.740061613
AT1G40390,3.342880412,5.20995379,5.149982671
AT4G07550,4.557720316,3.079476289,2.40018869
AT1G31190,10.83958411,10.56988448,10.41969579
AT4G10925,8.071047422,8.750184839,8.990238751
AT4G13235,5.799399272,5.408898666,3.980381231
AT3G32220,-0.232464523,-1.828405761,0.239772802
AT2G13310,-2.217212008,-0.409853669,-0.220146331
AT3G43760,4.937751122,3.48051601,4.149747771
AT3G09790,1.671216858,2.461062826,3.839805534
AT4G35820,5.007905155,3.649376168,2.840154033
AT1G47540,2.283311703,4.428952578,3.069978821
AT1G68600,8.618752335,7.809715039,7.439809385
AT4G31830,3.807566283,2.23051601,2.900256079
AT2G26560,5.200123226,5.278690722,3.580383156
AT5G03560,8.310354275,8.540777865,9.550132853
