,exp1,exp2,exp3,exp4,exp5
AT3G12820,2.360003851,2.380155573,4.399908864,1.560029523,2.480048617
AT1G66550,5.299782429,4.170053141,4.859986522,4.439982992,3.909949939
AT3G58780,1.690410112,3.819829794,1.610088569,4.369914319,1.700030325
AT3G59580,3.210121301,3.840011552,3.989898916,0.840038187,2.030005776
AT2G02060,4.819801683,3.789908351,2.59997497,1.8200215,2.489981949
AT2G37000,0.630429366,2.859842887,0.820011873,1.190031769,2.180034417
AT1G71930,3.569516722,1.060007702,1.160014761,1.620048777,3.140010108
AT2G20180,1.980242602,3.240051601,3.909905976,0.980045568,2.400039952
AT1G68880,3.290152107,4.079928375,3.149934857,1.120107181,4.459952587
AT5G15800,2.100460173,4.489738915,1.100015403,1.580044605,2.969985559
AT3G53820,5.959707338,4.439936076,3.610039471,4.839947372,3.199987966
AT1G18710,2.230044284,2.46009319,3.670034657,4.750010911,5.089981949
AT1G22590,1.71039856,3.779865221,2.030000642,2.049962455,0.880071481
AT2G27220,3.039539827,0.650105512,2.020061613,3.939980746,3.339996871
AT1G75250,7.389524424,4.920148642,6.849991015,6.569973365,5.739966546
AT1G67100,4.470077016,4.869838266,2.77001059,3.100080225,5.599994224
AT4G04450,5.069684233,3.429895258,2.070079904,4.55997497,3.780032973
AT4G34680,1.509988448,1.450149412,3.39001412,3.82998941,3.500013478
AT3G56980,4.759691935,3.160040049,3.680005776,3.859921379,1.410068833
AT1G24260,2.040308065,3.639889096,2.200016366,2.710041396,4.000025271
AT1G74080,4.669703487,3.130073936,4.089968873,3.119941596,1.300059688
AT2G39250,2.519707338,1.000201013,3.609975932,2.859958925,1.580059206
AT1G26780,3.469607217,1.430258005,4.779979462,4.139975291,3.370018532
AT4G36590,2.86021372,3.97009319,5.179943521,3.419948977,1.830056559
AT4G00940,4.209973044,4.069815161,1.669993261,1.460048777,2.979996631
AT3G05860,4.280077016,4.679887556,3.219965022,2.129995828,2.000007942
AT3G44460,2.940458247,5.319883705,3.810038508,5.010037225,6.169970878
AT4G31680,2.079878699,1.450027726,1.809981067,1.220102368,4.409950421
AT4G24540,3.73978628,2.630144791,4.509896349,1.280043001,2.620026474
AT4G24660,2.86995379,2.630097811,3.900027277,4.750002567,4.830015403
AT1G34310,5.889543678,3.520103972,4.870023426,5.599937424,3.649990132
AT5G17430,3.620288811,5.120038508,5.61991464,2.960091457,5.809963658
AT3G04420,6.149924909,5.759817471,3.390063218,5.359944484,3.630023105
AT4G03170,1.579969193,1.420181759,3.779967268,2.759940954,0.920055115
AT4G25410,4.270073166,4.649912972,3.51998203,2.960086964,5.670002407
AT5G43840,1.740179063,2.669973044,2.320065785,4.369993582,4.169947533
AT4G18870,3.599522499,1.120107823,2.519979462,1.879951865,0.380045006
AT4G27410,13.24976895,12.04994301,11.30999037,11.00997144,10.12001203
AT5G06650,4.10934151,0.690161734,2.789998075,2.729994224,2.550012997
AT4G32980,3.150073166,3.529803608,0.980107181,4.31996085,3.099992058
AT2G17040,2.310123226,2.949835185,0.81006065,2.70002856,3.590008905
AT1G02220,8.949944163,8.659914512,7.549988448,7.189959887,5.940027196
AT1G71692,5.009880625,4.389832104,2.210043964,3.580036904,4.730008183
AT3G04410,5.349393496,2.200050831,2.86002118,3.519999037,3.489980987
AT2G14210,4.189728517,2.780163275,4.900031127,5.869969193,4.910013719
AT3G24310,2.06,2.060075476,3.039981388,2.459938387,0.540077979
AT5G65790,3.310169436,4.190056222,4.919916566,2.320009948,2.630049098
AT5G15840,2.629986522,2.55995225,1.940098838,5.019944805,3.300005536
AT4G35550,9.299697711,7.730011552,7.880001925,7.939938066,6.010028881
AT5G60970,1.029932611,0.680174057,2.939983313,2.420031769,3.4099716
AT1G01520,3.129888326,2.550067004,3.419958283,2.120068352,4.249926594
AT1G01030,1.730458247,4.10995071,3.469978179,2.790039471,4.020015403
AT1G16640,2.310458247,4.689976125,4.380009627,4.680009948,4.990006498
AT5G53980,3.160190615,4.149959181,3.620060329,5.5,5.499998556
AT3G24650,4.00938772,0.830174827,3.099982671,2.560002246,2.630011071
AT4G33280,3.549842116,2.730082408,3.79991817,1.250090815,4.079991095
AT3G60390,2.169934536,1.830122456,3.419963096,2.270055195,3.990008183
AT2G28610,1.940304215,3.519962262,3.030022784,3.739936782,1.77006402
AT3G63350,4.909761249,3.670137089,5.450024709,6.219992619,5.990012515
AT3G49760,7.719757398,6.459973814,6.119983955,5.619969193,4.660018532
AT3G04450,4.079809385,3.090087799,4.229930364,2.060093382,4.969984356
AT4G00130,3.589682308,1.940073166,2.889988127,2.519998716,2.480057281
AT3G02380,3.379582186,1.21019023,3.679988127,3.310030486,4.259968471
AT1G53160,2.260560294,5.16995148,4.539962775,3.379994866,3.220019013
AT3G46770,3.14985752,2.409960722,1.900041396,3.190040434,4.449999037
AT2G38300,2.22964765,0.400067004,1.270046531,2.719920416,0.24004621
AT1G64000,4.469509021,1.920201013,4.529951223,3.010030486,3.96000722
AT5G52170,5.460248378,6.750067004,7.619990052,7.310034657,8.389987485
AT2G12940,1.999720816,0.550191001,3.02996085,1.810033374,2.850011312
AT4G05170,5.559878699,4.929955331,4.349952827,2.880067068,4.970016847
AT4G36870,1.530177138,2.450044669,3.030036904,4.18,4.179973526
AT5G67180,3.409896028,2.869909121,1.690061292,3.600033695,4.649985078
AT1G56650,3.160256079,4.489975355,4.170016366,4.679957641,3.359966546
AT5G40430,2.470009627,2.519956871,1.959967268,0.940100442,4.069964139
AT1G43950,-0.029663053,1.719956101,1.150028239,2.030030807,2.989956438
AT5G44160,1.309797832,0.260070855,1.180052628,2.819908864,-0.019963177
AT4G35270,4.410023105,4.529806689,2.020047173,3.489973044,2.650033454
AT5G39700,1.580333096,3.309832875,1.140061613,3.059951865,1.56004284
AT3G20880,5.049770876,3.860034657,4.310011552,4.669953469,3.220070037
AT5G35900,1.970246452,3.249972274,2.889964059,1.770069315,3.929936462
AT1G30500,3.450069315,3.810125537,5.439991336,5.170005776,5.350015163
AT5G46010,1.190177138,2.110034657,2.560049419,4.099960529,2.869974729
AT2G21320,1.500103972,2.040056222,2.769988448,2.410012836,2.81003923
AT4G31620,2.279938387,1.959915282,0.860094345,3.799923946,1.430016607
AT5G06510,2.12978628,1.020202553,3.64998588,3.209946409,1.540017088
AT4G36060,4.170221422,5.319980746,5.070010911,5.409917528,2.840053189
AT2G42150,5.269967268,5.100019254,5.349956999,4.00996085,2.790045247
AT2G03060,2.590479427,5.079900649,3.789994224,3.61003209,4.609955475
AT5G55020,2.02995379,1.790085488,2.90002118,3.559908222,0.7000426
AT5G04640,-0.319707338,1.200003081,1.24001059,1.570038187,2.759962936
AT2G20350,2.879732368,1.489995379,1.430048777,2.949933573,0.880055356
AT1G69540,1.940381231,3.919995379,3.860024068,4.609984276,4.120010108
AT5G42700,3.899965343,3.7200955,4.959955395,3.570058725,5.400011793
AT5G14340,2.089870998,1.41999769,1.390051023,2.979948977,1.390055356
AT1G66230,5.249441631,2.350056222,3.080015724,3.569984276,3.080012034
AT1G27740,9.569684233,7.930020024,8.189998716,8.149970798,7.239987485
AT3G11090,3.619938387,3.300144791,5.179973686,4.359948014,2.740054393
AT5G54070,3.299755473,2.030161734,4.129964701,3.029950902,1.500047413
AT5G10970,3.180138629,3.89990373,2.650042359,3.969916245,1.360032251
AT4G37780,1.289892177,0.729940697,-0.039986201,0.389998395,0.340055356
AT3G23230,6.350207944,7.430036968,7.909997112,7.820032411,8.83000361
AT5G32460,3.160048135,3.409918363,2.350020217,2.979931006,0.83005704
AT4G21340,3.959509021,1.410106283,2.78996438,1.680008664,1.949993742
AT1G69120,3.610034657,3.790104742,5.149993261,4.939954111,3.509977617
AT1G69580,3.719659203,1.950057762,2.700027598,3.559960208,2.319973285
AT5G06710,3.730103972,4.269972274,3.9100215,4.579939029,2.679986041
AT2G34820,1.200373529,3.139862141,1.350059367,3.199945447,1.499993983
AT2G21900,1.630094345,2.119958411,1.579986522,1.160071561,3.389999519
AT5G57620,5.71995379,5.479898338,4.160005134,4.320027277,5.169952346
AT5G41410,2.929986522,2.860104742,4.220014761,4.679949618,3.109975451
AT1G57560,9.56959759,7.480020794,7.749985559,7.299992298,7.059999278
AT3G15510,3.919888326,3.340103202,4.680040754,5.949975932,5.200000722
AT4G09820,1.099780503,-0.039892177,1.360046531,2.809959566,1.55001083
AT5G60910,2.550109748,3.120050831,3.779940954,1.940036583,3.080038027
AT4G18960,3.479805534,2.470149412,4.410025672,5.20995026,3.660016847
AT1G03790,7.920421665,10.10998537,9.920016045,10.41995475,9.009996149
AT1G22985,11.10985945,10.37993608,9.549986522,9.129981067,8.540014922
AT1G56160,3.969686158,2.34018792,4.779947372,3.140014441,3.589971841
AT3G27650,5.239603366,3.179967653,2.759999037,2.73001797,3.28999639
AT4G02670,2.81985752,2.080157113,4.119915603,1.490060971,3.389989651
AT4G18390,2.700335021,4.439977665,4.149999037,4.119979141,3.470048135
AT2G36890,8.459630322,6.540003851,6.590022784,7.299952507,5.820011312
AT5G27050,4.409897953,3.880080867,4.929919775,2.430070919,4.639969193
AT2G26150,8.589996149,8.569889096,7.130035941,8.249946089,6.570055356
AT3G04100,3.089874848,2.440016173,2.65002118,3.310055837,5.04996101
AT2G06020,1.249980746,1.150050061,1.799998395,1.75001059,2.08003899
AT2G17770,2.199955716,1.970090109,3.140023105,3.860015724,4.349975451
AT2G46870,3.109778578,1.960152492,3.939951865,2.440061292,4.3499574
AT5G49240,4.0595302,1.619989218,1.48003209,2.479991015,2.200005776
AT5G10280,4.110053911,4.39004698,4.999920096,2.510017329,3.050008664
AT5G12330,5.830007702,5.870023105,6.170026956,7.009910468,4.220048135
AT1G63910,2.639778578,1.490044669,2.070060329,3.949965664,2.879969675
AT5G57720,3.300317692,4.949908351,3.760005776,3.939980425,3.3299716
AT3G13890,3.659782429,2.529975355,2.210023426,2.940000321,2.949951865
AT1G31320,4.319734294,2.940059303,3.709984276,3.220068031,5.339984597
AT4G28140,8.939874848,8.289916822,7.209976895,6.490012836,6.890011312
AT1G46264,2.880419739,5.059869842,3.369983313,2.849999358,2.83003201
AT4G18020,3.839861371,3.120067774,4.000037225,5.160007702,5.399991576
AT1G68640,2.789949939,2.53000154,2.549982671,2.01005712,3.790015163
AT5G56200,5.869520573,3.380133238,5.10997144,4.220006418,4.420023827
AT5G25475,4.320311916,5.939981516,5.700010269,6.020029523,6.939991095
AT4G37850,7.340217571,8.470014633,8.660006418,8.860034336,9.929990373
AT1G77950,2.979988448,2.919920673,1.889992619,1.66002118,2.320043803
AT3G10040,5.250169436,6.130074706,7.100015403,7.579991336,7.309999759
AT2G17950,0.380157884,1.200127077,2.849986522,2.429963738,1.300013478
AT2G31380,2.69028111,4.150024645,4.470016366,4.979961492,3.77997858
AT1G66380,0.500438993,2.779963802,2.309979141,1.659969835,0.720030325
AT1G26680,3.859664979,2.119995379,2.05998588,1.620055837,3.359997353
AT2G26580,3.999799757,2.959893717,1.5800215,2.25002503,3.029971841
AT1G22130,2.97959759,0.890067004,1.76002503,2.539941275,0.71002142
AT1G75490,3.780323469,5.459982286,5.23001059,5.560018291,6.130003369
AT5G49330,4.559703487,3.020119375,4.569936462,2.590055516,4.320005295
AT3G44350,3.000030807,3.160084718,4.259966305,3.209945126,1.5000426
AT2G38250,5.970315767,7.609968423,7.200022784,7.910004172,8.040011793
AT1G68130,5.109697711,3.540083178,4.619957962,3.31004621,4.74995716
AT1G25250,2.870325394,4.559938387,3.760050702,5.339938708,3.430003851
AT2G31730,3.79964765,1.970008472,2.080030807,3.040012836,3.440015644
AT3G54390,3.660030807,3.820079327,4.850027598,5.709945447,4.010034898
AT4G08250,6.0797651,4.860066234,5.719965343,4.639970156,3.710047173
AT2G28710,8.119911431,7.659943778,6.929993903,6.739970477,5.82000722
AT5G46690,4.899946089,4.61999769,4.589969514,3.639968231,2.650018051
AT5G42640,2.169726592,0.750091649,1.940033374,2.980006097,3.169986041
AT2G25230,3.249813235,2.279987677,2.120051023,3.709945447,2.009983393
AT5G49620,2.040238751,3.279963032,2.800048456,4.309975611,3.549965583
AT1G10585,1.630323469,3.309827483,1.07002503,1.850014441,2.300019976
AT3G01140,1.870244527,3.139989988,3.009987164,2.609982992,2.08005343
AT1G05710,3.980300364,5.540006931,5.630026956,6.469965664,5.400020217
AT5G60470,3.390246452,4.669831334,2.480011232,2.830046852,4.289966787
AT2G31210,1.960261856,3.319928375,2.38996791,1.390015403,1.869973285
AT4G31610,1.060007702,1.100003851,1.150006739,1.360061934,3.289948977
AT2G18120,2.260269557,3.65985752,1.809998716,1.770009948,2.080036583
AT3G57600,4.529570634,2.300083948,3.390000642,3.410032732,4.429998315
AT1G77980,3.169824788,2.260129387,3.939995186,3.790029202,4.699990373
AT5G61590,9.679732368,8.289980746,8.04001765,8.589949939,7.030022383
AT4G13480,3.270217571,4.399852129,2.480025351,3.270012194,3.649958604
AT2G22750,3.830198317,4.859987677,4.700012836,5.100036904,6.249991095
AT2G46510,7.560215646,8.680023875,8.989993582,8.79004621,10.22997617
AT5G64530,2.0997651,0.880076246,1.870052307,3.499959887,2.249984597
AT2G32370,4.21988255,3.610006931,3.699986522,3.279953469,1.830018291
AT3G61910,1.560003851,1.580020794,1.850056158,3.599958604,2.310020698
AT5G45980,2.850321543,4.519892947,3.130047173,4.599939991,2.730005295
AT4G11880,0.740286886,2.22985983,0.410053591,2.079991977,1.830016847
AT4G25440,3.440001925,3.449967653,3.029989731,2.710008023,2.960051505
AT1G29570,1.730088569,2.189865221,0.440017008,0.970060329,2.849974729
AT2G46310,4.569568708,2.330120916,3.899961492,2.700030807,3.65997858
AT3G30260,3.630042359,3.849963802,3.37994673,1.72001412,2.160024549
AT4G00232,1.850107823,2.410127847,4.069957641,2.750030486,3.699968231
AT1G69560,4.38971889,2.930109363,4.34993935,2.460023747,3.199985559
AT1G21340,10.78994609,10.50997458,10.17995219,8.690021821,9.369991817
AT5G40350,3.629845967,2.830076246,3.819934215,1.770028239,2.65003201
AT5G58010,10.58972082,9.140009242,9.260009627,9.559956678,8.210005776
AT5G60890,3.069897953,2.539984597,2.340037225,3.500027918,4.369996871
AT3G61830,4.550113599,5.139964572,4.679966305,3.630020217,4.259964139
AT4G27240,1.76009627,2.260030036,2.64997144,1.760057441,3.550003129
AT2G31180,5.769955716,5.539939157,4.750011873,5.119947051,3.470049579
AT5G16600,5.329549454,2.990062383,3.800008985,4.079968873,3.110012515
AT3G58070,4.139832489,3.270118605,4.809950581,3.27006771,5.379964139
AT4G36540,4.149842116,3.329943008,2.59003209,3.589990052,3.279962936
AT5G17490,5.329851744,4.559955331,3.97998235,3.43007124,5.649984115
AT5G65230,2.739922984,2.340029266,2.719989731,2.399990694,2.110055837
AT5G06250,4.569792056,3.490090879,4.670016366,5.179965022,4.090043322
AT5G53200,4.720179063,5.650035428,6.110022142,6.799995507,6.660004814
AT5G35550,2.850011552,2.909913742,1.790076695,4.179935499,2.170004573
AT5G20240,4.55974007,3.209926834,2.26006771,4.369979462,3.729995668
AT2G30420,2.510109748,3.080003851,3.129949618,1.560065464,3.59995379
AT1G33060,4.380169436,5.260065464,6.110003851,6.230015403,6.709980505
AT3G06160,1.859870998,1.190149412,3.129939991,1.260001605,1.310033454
AT5G17260,1.920154033,2.719926834,1.770062576,3.719997433,3.63997521
AT2G16210,3.909934536,3.570064694,4.410011552,4.76997497,3.989961492
AT1G25330,1.629659203,-0.1399045,1.100001925,1.160038508,2.359967749
AT2G45190,2.529788205,1.43009627,2.679976253,1.940018612,2.520032491
AT5G25160,1.10032732,2.79990681,1.590013799,2.020024709,2.789954272
AT5G01860,2.790146331,3.549919133,2.500061934,4.429959887,3.180030085
AT3G02310,2.610161734,3.449822862,1.150033053,2.180005776,2.359979543
AT5G59780,4.139809385,3.150178678,5.469967589,4.459978179,3.779994946
AT5G04400,4.52960144,2.460097811,3.730026314,4.549999037,4.519986763
AT1G66390,2.049988448,1.989988448,1.840068673,3.979953469,2.529987244
AT5G06080,2.10025993,3.44990681,2.239987806,1.860042359,3.179955234
AT1G17590,1.970042359,2.190087028,3.319980425,2.710043964,4.079985078
AT5G42910,2.630051986,2.899946089,2.199952186,0.710056158,2.459978821
AT3G05690,5.179820937,4.249956101,3.680056479,5.439979141,4.789967749
AT3G02550,8.560317692,10.21002619,10.55000257,10.62998684,10.22001203
AT5G18000,3.290077016,3.690036968,4.169997112,4.080008985,4.359947533
AT1G34170,2.530015403,2.609916822,1.529988768,1.18002856,2.070032251
AT2G33720,3.619917207,3.190072395,4.130012515,4.519979783,3.889960288
AT4G09960,4.039872923,3.380061613,4.179944163,2.440048777,3.959962936
AT1G63100,5.220180988,6.160027726,6.519955716,5.140065785,7.189983153
AT2G24260,10.48977088,9.299962262,8.810034016,9.869956999,8.529999278
AT5G41090,4.589768951,3.389988448,3.240022463,3.939954432,2.520047654
AT4G00180,3.790082793,4.219890637,2.800076054,5.169977858,4.479998556
AT4G28530,4.790198317,5.820056992,6.559998075,6.499972402,5.639978098
AT4G21550,5.070157884,5.889993069,5.799939991,3.930045889,5.35997497
AT4G37540,6.269978821,6.160022335,6.449934536,4.410066106,6.469996149
AT1G17460,6.489880625,5.870027726,6.229937745,4.290051986,5.91000698
AT4G35900,4.15979013,3.069959181,2.5399785,1.87004974,3.419998315
AT1G22640,10.65974007,9.310006161,9.390006739,9.599961492,8.400007461
AT1G15790,2.950165585,3.810056992,4.549980425,3.939994866,3.780035861
AT5G58080,3.309797832,2.260090109,3.43003209,4.429958283,3.130026234
AT1G65620,5.930304215,7.510033117,7.939962775,6.780036904,7.929992058
AT2G36450,4.410007702,4.450026186,4.7899785,4.119969514,3.169991576
AT2G28700,3.099620694,1.130107053,2.519969514,1.569988127,1.200011312
AT1G01060,4.480157884,5.299941468,4.540001925,4.600033374,5.640004091
AT1G01250,3.01971889,1.560157113,3.599983313,3.079928439,0.850027678
AT1G01720,13.80994224,13.51000847,13.61997625,12.88000706,13.0999988
AT1G02250,4.41990373,3.919979976,3.659994866,3.500050061,5.05996438
AT1G03840,1.380161734,2.219956871,1.660009627,1.959979462,1.320039471
AT1G06180,7.349963417,7.160018484,7.399998716,7.360007702,7.599998075
AT1G06850,8.179986522,8.110027726,8.469979462,7.830011552,8.18999278
AT1G08320,9.099951865,8.849980746,8.599994866,8.440008985,8.719998556
AT1G09540,9.419653426,7.620022335,7.909999679,7.899962455,6.730003129
AT1G12260,4.109844042,3.300040049,3.820018612,4.399985559,3.950033213
AT1G12610,6.489976895,6.370018484,6.60996438,5.500045568,6.919979783
AT1G12630,4.829890252,4.260029266,4.639977216,3.930016687,4.450037545
AT1G13260,9.680034657,9.860033887,10.29999583,10.17001091,10.51000072
AT1G13450,8.709982671,8.619994609,8.550013799,8.979985559,8.530011552
AT1G14687,0.840180988,1.779960722,1.269995507,1.1300215,1.800003129
AT1G16490,3.369930685,3.010062383,3.819961492,2.62004621,4.060007461
AT1G18330,6.819984597,6.739916822,5.6600568,7.429981388,6.850016847
AT1G19000,11.22991336,10.78000847,10.88998588,10.44999711,10.35999904
AT1G19040,1.640140555,2.369881395,0.830024709,1.600040113,2.849955956
AT1G19210,7.730161734,8.570003081,8.609974007,7.800022142,8.490008905
AT1G19850,9.220127077,9.879993069,9.789987164,9.39002118,10.0499923
AT1G20910,6.730138629,7.449995379,7.390001925,7.450015403,7.930000963
AT1G20980,11.18003273,11.34999615,11.29999069,11.00999743,10.92999807
AT1G22070,8.550050061,8.80995456,8.220025993,9.029979783,8.400016847
AT1G22810,8.360140555,9.089966113,8.650005134,8.810014441,9.2600142
AT1G25340,1.590155958,2.400020794,2.670023747,3.409975932,2.660020939
AT1G25550,10.68999615,10.66999692,10.63000578,10.80999807,10.75001179
AT1G27730,12.17011552,12.76999307,12.67998813,12.31001155,12.67000265
AT1G28160,4.320030807,4.480015403,4.680001925,4.739993261,4.529972804
AT1G28370,8.050088569,8.509993069,8.420001284,8.460001925,8.520003369
AT1G28470,7.160007702,7.200006931,7.289985239,6.830042359,8.149970397
AT1G29160,8.859922984,8.459977665,8.170004172,8.300011232,8.649987244
AT1G29280,11.18996149,10.99000616,11.07000866,11.33998556,10.89000481
AT1G29860,3.860048135,4.110044669,4.689993261,4.479937424,2.530061372
AT1G30210,3.42995379,3.189893717,1.810011873,2.180016687,2.69999302
AT1G30490,4.950346574,6.750020024,7.009982992,6.48000706,6.700000722
AT1G30650,9.319915282,8.880009242,9.000001605,9.049997433,8.969991817
AT1G32150,8.240042359,8.46000154,8.480012515,8.869986522,8.450007461
AT1G32870,8.899863296,8.190012323,8.350004814,8.499979783,7.870016607
AT1G33240,10.09986907,9.42000231,9.449992619,9.219991657,8.959994946
AT1G34180,5.149959566,4.94004775,5.559979783,4.930000642,4.950022864
AT1G34190,9.819996149,9.800004621,9.860006739,10.06999647,9.959993502
AT1G34370,12.67996534,12.5000154,12.70000064,12.71999134,12.45
AT1G34670,3.350150182,4.129957641,3.579956037,2.21003209,3.209988207
AT1G36060,9.219851744,8.450039278,8.959987485,8.570013799,8.999976173
AT1G43160,13.26998845,13.20996842,12.80000513,12.95997593,12.21001564
AT1G43700,8.800050061,9.059969193,8.660016687,9.179998075,9.120005776
AT1G44830,10.01993261,9.67000077,9.679963096,8.53003915,9.749981949
AT1G46768,3.789832489,2.920103972,4.270009627,4.569964059,3.450012515
AT1G47655,3.739965343,3.560051601,4.230026635,5.059982671,4.520011552
AT1G49010,5.949986522,5.879962262,5.390012836,5.789987164,5.390005536
AT1G49480,8.710077016,9.11000154,9.129999358,9.109997754,9.040002407
AT1G49560,4.699942238,4.40004929,5.039989731,4.720041075,5.999991336
AT1G50640,9.329944163,9.040012323,9.200002246,9.269995186,9.120000963
AT1G51140,10.34980938,9.360006931,9.449996791,9.349977537,8.650003369
AT1G51700,6.150194466,7.16000231,7.189989089,6.850027918,7.72000722
AT1G52150,5.110065464,5.450003851,5.499977216,4.790015082,5.260004332
AT1G52880,6.689978821,6.579932226,5.700023105,6.420003851,6.539988448
AT1G53170,10.34991336,9.899987677,9.739975291,8.970026314,9.789988688
AT1G53230,5.210057762,5.509965343,5.060005134,5.219994545,5.050000722
AT1G53910,11.03996342,10.8500077,10.94999166,10.69000193,10.74999037
AT1G54330,3.789464736,1.009991528,0.900077337,3.310013478,3.729917689
AT1G55110,7.07018869,8.050003851,8.10000706,8.320008985,8.600003129
AT1G59640,6.079922984,5.680042359,6.229977537,5.530040754,6.800000481
AT1G62300,12.21996919,12.05997844,11.77997497,11.00002182,11.67999374
AT1G63030,1.790180988,2.73004698,3.339996149,3.219983634,2.710004814
AT1G64620,3.970030807,4.130028496,4.500008985,4.780008664,5.049944645
AT1G65910,5.110088569,5.569961492,5.069971761,4.190029844,5.119997593
AT1G68200,5.220105897,5.770060843,6.559960208,5.320027598,6.180010349
AT1G68320,2.920082793,3.35014094,5.179883192,1.540103651,4.769985078
AT1G68550,7.179792056,6.100053141,6.789984918,6.320011552,6.679993983
AT1G68670,10.4099846,10.32998845,10.18000674,10.38999743,10.31001155
AT1G69010,9.570034657,9.749979976,9.490003209,9.589995828,9.46000361
AT1G69180,1.440067389,1.789966883,1.360026956,2.199952507,0.720012997
AT1G69490,7.120217571,8.250020024,8.510006418,8.709988127,8.340006258
AT1G69570,2.939961492,2.73995148,2.110062576,4.060009948,4.369968471
AT1G69690,4.210150182,4.989981516,4.750016366,5.259990694,4.969997834
AT1G69780,10.02985367,9.270012323,9.429999037,9.399969193,8.439987726
AT1G70920,1.34979013,0.260090879,1.440062576,3.389942238,1.5900142
AT1G71450,4.549896028,4.010119375,5.559970477,4.640027918,5.509982671
AT1G72740,7.380140555,8.109994609,8.039998075,7.979995828,7.850012274
AT1G74480,4.879851744,4.10990373,2.859987164,2.459994866,2.300018532
AT1G74650,2.910073166,3.289919903,2.250082793,4.830039471,6.059994946
AT1G74840,12.81979591,11.76003004,12.14999454,11.98000353,12.08999735
AT1G75240,5.14002118,5.249960722,4.740019896,5.359986522,4.94002864
AT1G75390,10.87977858,9.730036198,10.20000289,10.29000385,10.40998002
AT1G76420,3.869772802,2.690083178,3.769985559,3.31996438,2.209986763
AT1G76880,8.539988448,8.479996149,8.429995828,8.300000963,8.329997353
AT1G76890,8.029670755,6.320006161,6.399990052,6.089959566,4.830020698
AT1G77200,6.230023105,6.350029266,6.729976253,5.990029844,6.919986281
AT1G77920,9.440003851,9.460006931,9.550000321,9.559993582,9.359998315
AT1G78700,9.200028881,9.350016944,9.569989089,9.230003209,9.329998315
AT1G79180,4.779759324,3.530052371,4.209993261,4.000054232,5.689994224
AT1G79580,8.93997497,8.810004621,8.869969193,7.910017329,8.44999639
