"GeneID","X60mins","X240mins","X480mins","X720mins","X1440mins","X2160mins","X3600mins"
"865","AT1G07630",9.393,9.518,10.389,9.881,9.707,10.658,12.73
"866","AT1G07640",8.764,6.202,6.764,7.281,8.097,10.373,10.197
"867","AT1G07650",31.807,30.198,32.633,32.192,39.62,40.023,43.597
"868","AT1G07645",1.357,1.652,1.347,1.96,3.357,4.056,4.13
"869","AT1G07660",29.949,28.721,27.572,25.033,19.546,17.683,18.757
"870","AT1G07670",22.892,18.98,18.878,17.878,16.878,16.45,19.15
"871","AT1G07680",0.136,0.414,0.268,0.137,0.174,0.132,0.032
"872","AT1G07690",4.082,5.463,3.709,3.362,2.67,1.125,1.955
"873","AT1G07700",18.441,11.618,10.127,8.466,5.351,3.896,2.825
"874","AT1G07705",11.036,9.007,8.464,7.086,6.438,6.217,6.625
"875","AT1G07702",0,0,0,0,0,0,0
"876","AT1G07710",0.577,0.611,0.527,0.736,0.698,0.764,0.667
"877","AT1G07720",58.344,38.715,36.63,32.59,32.868,33.447,35.535
"878","AT1G04623",0,0,0,0,0,0,0
"879","AT1G07725",0,0,0,0,0,0,0
"880","AT1G07728",0.009,0.041,0.01,0.007,0.07,0.048,0.021
"881","AT1G07740",0.631,0.942,0.55,0.634,0.552,0.616,0.616
"882","AT1G07730",0,0,0,0,0,0,0.022
"883","AT1G07745",5.373,5.767,6.289,6.437,7.508,6.645,6.495
"884","AT1G07747",0,0,0,0,0,0,0
"885","AT1G07750",30.982,30.62,32.342,31.48,26.754,29.22,23.45
"886","AT1G07760",0.306,0,0,0,0,0,0
"887","AT1G07770",121.696,105.837,111.014,99.439,86.983,73.17,63.409
"888","AT1G07780",2.538,2.748,2.716,2.448,1.93,1.838,1.382
"889","AT1G07790",43.025,30.168,26.529,24.029,16.718,13.093,13.396
"890","AT1G07795",0.086,0.104,0.056,0.028,0,0.03,0
"891","AT1G07800",0,0,0,0,0,0,0
"892","AT1G07810",18.802,19.99,19.877,20.209,23.624,25.249,31.803
"893","AT1G07820",58.484,63.658,60.422,53.091,38.005,29.696,24.991
"894","AT1G07830",8.448,8.713,8.471,9.863,8.047,8.687,8.951
"895","AT1G07840",8.473,7.261,7.425,7.85,8.499,8.284,8.875
"896","AT1G07850",0.01,0.009,0.011,0.032,0.024,0.033,0.031
"897","AT1G07870",3.99,3.191,3.815,3.726,5.248,4.934,5.175
"898","AT1G07860",0,0,0,0,0.12,0,0
"899","AT1G07880",1.409,1.066,1.579,1.35,0.656,0.637,0.418
"900","AT1G07885",0.036,0.143,0.076,0.094,0.036,0,0.038
"901","AT1G07890",611.349,466.18,415.961,316.776,217.229,194.615,192.106
"902","AT1G07900",0.318,0.484,0,0.355,0.301,0.358,0.36
"903","AT1G07902",3.228,4.628,5.159,3.939,3.486,5.298,5.57
"904","AT1G07901",4.29,3.874,6.295,4.392,3.747,3.199,4.745
"905","AT1G07910",4.573,5.748,5.441,4.771,5.233,4.254,4.659
"906","AT1G07920",78.328,76.109,74.4,72.939,63.398,68.313,74.792
"907","AT1G07930",122.605,114.739,107.292,110.709,100.868,98.212,105.94
"908","AT1G07940",45.147,44.248,47.253,37.928,27.173,29.001,32.199
"909","AT1G07950",14.093,14.023,13.28,12.364,11.229,10.621,12.259
"910","AT1G07960",20.241,16.831,16.931,16.316,14.442,13.885,13.883
"911","AT1G07970",4.774,5.601,5.14,5.781,5.985,5.691,5.765
"912","AT1G07980",10.192,10.053,9.916,9.316,8.482,8.639,8.606
"913","AT1G07985",59.306,52.634,56.092,61.053,87.014,79.288,42.463
"914","AT1G07990",19.395,24.085,24.753,26.89,33.968,36,37.177
"915","AT1G08000",5.877,4.768,3.946,4.251,4.413,4.045,4.041
"916","AT1G08005",0,0,0,0,0,0,0
"917","AT1G08010",27.642,27.139,27.828,28.099,27.046,25.507,20.547
"918","AT1G08030",14.416,15.367,16.181,14.654,14.608,13.045,12.843
"919","AT1G08035",0.31,0.279,0.251,0.226,0.052,0.053,0.14
"920","AT1G08040",14.431,14.289,12.898,11.832,10.559,9.651,7.268
"921","AT1G08050",2.567,2.76,2.613,3.245,2.626,3.024,3.459
"922","AT1G08060",5.394,6.287,5.729,5.78,7.245,6.741,7.425
"923","AT1G08065",0,0,0,0,0,0,0
"924","AT1G08070",0.704,0.475,0.606,0.564,0.536,0.497,0.816
"925","AT1G08080",0.08,0.176,0.128,0.061,0.08,0.132,0.188
"926","AT1G08090",0.596,0.807,0.411,0.771,0.219,0.469,0.254
"927","AT1G08100",0,0,0.014,0,0,0.014,0
"928","AT1G08105",0,0,0.008,0,0,0,0
"929","AT1G08110",54.812,54.592,54.222,56.677,65.738,73.063,80.742
"930","AT1G08115",5.305,8.949,10.566,12.562,32.402,32.898,32.63
"931","AT1G08120",0,0,0,0,0,0,0
"932","AT1G04643",0,0,0,0,0,0,0
"933","AT1G08125",10.083,11.624,11.898,12.732,13.772,14.555,14.364
"934","AT1G08130",10.049,9.87,8.126,7.178,5.452,4.521,4.183
"935","AT1G08135",0,0,0,0,0,0,0
"936","AT1G08140",0,0,0,0.006,0.009,0,0
"937","AT1G08150",0.008,0.008,0.017,0.017,0,0,0
"938","AT1G08160",24.63,22.986,27.966,26.66,17.702,17.754,16.84
"939","AT1G08165",0.69,0.349,0.307,0.416,0.096,0.306,0.468
"940","AT1G08170",0.222,0.191,0.075,0.15,0.2,0.026,0.264
"941","AT1G08180",6.047,5.712,5.069,5.721,7.11,6.776,7.441
"942","AT1G08190",43.837,40.291,39.138,42.651,44.142,44.817,46.001
"943","AT1G08200",241.752,192.223,190.885,177.44,145.052,128.281,104.302
"944","AT1G08210",11.531,15.07,15.673,16.312,17.355,17.258,22.383
"945","AT1G08220",2.151,2.506,2.535,2.139,1.702,1.671,1.704
"946","AT1G08230",10.043,9.895,10.962,11.663,15.026,13.94,16.202
"947","AT1G08240",0,0,0,0,0,0,0
"948","AT1G08250",0,0,0,0,0,0.012,0.014
"949","AT1G08260",3.385,3.288,2.948,2.797,2.292,1.728,1.321
"950","AT1G08270",1.266,0.948,0.967,0.774,0.92,1.042,1.013
"951","AT1G08280",6.457,4.768,4.616,4.202,2.873,2.561,2.388
"952","AT1G08290",0.072,0.021,0.086,0.03,0.048,0.013,0.154
"953","AT1G08300",1.218,1.313,0.954,1.254,1.728,1.518,2.018
"954","AT1G08310",1.087,1.436,1.642,1.675,2.691,3.729,4.838
"955","AT1G08315",0,0,0,0,0,0,0
"956","AT1G04647",0,0,0,0,0,0,0
"957","AT1G08320",6.56,7.616,8.155,9.515,10.324,11.389,12.629
"958","AT1G04653",0,0,0,0,0,0,0
"959","AT1G08340",2.82,2.934,3.667,3.1,4.332,4.573,2.535
"960","AT1G08350",5.026,5.318,5.449,5.277,3.992,4.154,3.736
"961","AT1G08360",164.865,145.717,139.649,122.186,104.737,85.266,81.088
"962","AT1G08370",23.489,25.74,24.946,27.489,35.821,41.822,38.774
"963","AT1G08380",978.278,1099.136,801.445,683.589,235.521,150.166,118
"964","AT1G08390",3.17,3.351,2.409,1.728,1.175,0.825,1.012
"965","AT1G08400",1.968,1.956,1.752,1.691,1.673,1.854,2.277
"966","AT1G08410",4.52,3.693,3.139,3.657,3.416,3.03,3.768
"967","AT1G08420",24.413,26.836,27.761,28.951,29.935,33.22,37.566
"968","AT1G08430",0.049,0.082,0.048,0.012,0,0,0.013
"969","AT1G08440",0,0,0,0.01,0.014,0,0
"970","AT1G08450",24.412,27.112,27.19,27.105,28.316,29.032,28.823
"971","AT1G08460",9.585,12.18,13.91,16.815,21.277,27.139,31.828
"972","AT1G08465",9.316,10.017,8.745,9.569,11.262,10.207,8.396
"973","AT1G08470",11.23,10.77,10.695,9.416,6.322,5.213,3.968
"974","AT1G08480",60.579,61.436,58.584,54.746,48.979,45.034,40.386
"975","AT1G08490",25.636,26.267,25.187,23.219,19.41,18.584,18.671
"976","AT1G08500",34.898,44.216,49.715,53.188,44.791,43.564,27.964
"977","AT1G08510",91.291,99.1,111.993,122.809,137.488,162.046,151.968
"978","AT1G08520",142.137,141.95,113.573,102.812,85.852,63.168,61.806
"979","AT1G08530",8.052,8.278,7.768,6.595,3.818,3.43,2.62
"980","AT1G08540",57.689,53.693,42.779,37.469,30.392,22.794,20.429
"981","AT1G08550",16.798,17.168,16.641,15.158,16.377,12.372,12.313
"982","AT1G08560",12.356,9.709,10.392,8.946,6.422,4.639,2.848
"983","AT1G08570",54.444,63.731,66.71,65.054,72.867,72.254,72.868
"984","AT1G08580",15.754,13.692,11.1,11.617,9.584,7.817,9.587
"985","AT1G08590",0.682,0.604,0.53,0.556,0.51,0.484,0.36
"986","AT1G08592",0,0,0,0,0,0,0
"987","AT1G08600",6.715,8.396,7.13,7.415,9.11,8.079,8.474
"988","AT1G08610",1.926,1.998,1.807,1.746,1.721,1.45,2.352
"989","AT1G04657",0,0,0,0,0,0,0
"990","AT1G08620",8.42,8.571,7.21,7.68,9.099,8.887,8.834
"991","AT1G08630",20.547,59.073,93.872,140.246,252.738,335.682,369.558
"992","AT1G08640",39.601,33.288,31.881,25.651,15.757,15.255,15.597
"993","AT1G08645",0,0,0,0,0,0.057,0.06
"994","AT1G08650",7.993,9.482,9.971,12.117,13.531,17.572,16.726
"995","AT1G08660",21.585,25.523,25.996,25.888,22.52,18.441,14.628
"996","AT1G08670",2.798,3.846,3.7,3.144,3.514,3.816,3.797
"997","AT1G08680",27.329,28.574,29.636,31.67,37.534,37.233,38.109
"998","AT1G08695",0,0,0,0,0,0,0
"999","AT1G08700",16,18.079,19.267,19.562,18.294,20.375,20.441
"1000","AT1G08710",6.588,5.941,6.078,7.096,8.446,8.315,10.436
"1001","AT1G08720",10.317,13.078,12.979,13.918,14.172,13.253,14.362
"1002","AT1G08730",0.238,0.307,0.217,0.248,0.167,0.084,0.04
"1003","AT1G08735",0,0,0,0,0,0,0
"1004","AT1G08740",0,0,0,0,0,0,0
"1005","AT1G08750",10.282,10.579,9.972,8.774,7.622,7.63,6.87
"1006","AT1G08760",16.172,14.127,14.711,15.441,16.161,16.407,16.18
"1007","AT1G08770",14.429,15.319,16.993,17.726,17.591,20.579,28.209
"1008","AT1G08780",17.444,17.725,17.143,15.656,13.336,10.588,9.221
"1009","AT1G08790",0,0,0,0,0,0,0
"1010","AT1G08800",11.616,12.323,12.104,12.913,13.982,15.683,17.294
"1011","AT1G08810",10.413,10.706,10.428,10.541,12.646,10.52,7.188
"1012","AT1G08820",16.547,20.945,21.575,22.491,29.68,32.812,36.145
"1013","AT1G04667",0,0,0,0,0.062,0,0
"1014","AT1G08830",195.967,177.374,194.177,175.972,149.636,148.707,129.45
"1015","AT1G08840",1.316,1.518,1.36,1.196,1.166,1.016,1.018
"1016","AT1G08845",2.43,2.426,2.125,2.246,3.04,2.591,3.707
"1017","AT1G08860",0.129,0.119,0.14,0.05,0.04,0.044,0
"1018","AT1G08870",0,0,0,0,0,0,0
"1019","AT1G08880",36.522,36.412,36.945,35.312,26.959,24.98,22.236
"1020","AT1G08890",13.432,18.221,21.819,20.782,26.989,31.797,33.368
"1021","AT1G08900",10.953,12.186,13.366,13.603,16.938,19.767,20.596
"1022","AT1G08910",16.113,13.484,13.604,11.71,13.997,13.858,13.514
"1023","AT1G04673",0.118,0,0.114,0,0.126,0,0
"1024","AT1G04677",0.058,0,0.056,0.039,0.051,0.11,0.052
"1025","AT1G04683",0.08,0,0,0.145,0.08,0,0
"1026","AT1G08920",42.475,28.833,26.4,19.438,17.72,15.251,15.413
"1027","AT1G08930",42.258,50.09,53.863,59.781,53.661,62.647,100.327
"1028","AT1G08940",4.475,5.53,6.315,5.818,6.565,6.872,8.584
"1029","AT1G08950",0,0,0,0,0,0,0
"1030","AT1G08960",7.355,6.787,7.303,6.133,5.251,4.878,5.936
"1031","AT1G08970",20.349,19.004,19.712,21.831,25.169,26.281,27.543
"1032","AT1G08980",32.255,46.221,54.916,55.171,64.172,52.895,51.029
"1033","AT1G08985",0,0,0,0,0,0,0
"1034","AT1G08990",1.44,1.099,1.386,1.298,1.269,1.34,0.791
"1035","AT1G09000",1.59,1.761,1.733,2.126,1.657,1.861,1.448
"1036","AT1G09010",32.251,42.063,43.76,44.022,50.709,54.944,59.371
"1037","AT1G09020",31.542,29.587,29.162,27.757,27.511,27.951,27.761
"1038","AT1G09030",0,0,0,0,0,0,0.061
"1039","AT1G09040",1.095,1.912,1.348,1.261,1.174,0.936,0.998
"1040","AT1G09050",0.957,1.264,1.195,1.157,0.999,0.811,0.879
"1041","AT1G09060",18.516,16.473,15.417,15.098,15.822,14.261,14.09
"1042","AT1G09070",141.92,116.41,132.833,133.433,123.175,113.291,112.063
"1043","AT1G09080",0.178,0.217,0.176,0.126,0.256,0.483,0.805
"1044","AT1G09090",1.212,1.05,1.367,1.31,1.029,1.236,0.613
"1045","AT1G09100",11.179,14.315,13.852,13.518,12.843,13.215,14.669
"1046","AT1G09110",0,0,0,0,0,0,0
"1047","AT1G09130",61.891,61.383,55.279,56.443,50.436,47.405,49.603
"1048","AT1G09140",50.447,45.629,53.13,51.245,77.112,94.823,101.705
"1049","AT1G09150",26.819,26.93,27.038,26.277,21.101,19.508,18.652
"1050","AT1G09155",0.443,0.641,0.471,0.505,0.257,0.361,0.081
"1051","AT1G09157",0.026,0.05,0.026,0.027,0.026,0,0.082
"1052","AT1G09160",23.587,20.114,18.45,17.331,13.543,14.386,14.885
"1053","AT1G09170",0.19,0.105,0.062,0.078,0.026,0.022,0.006
"1054","AT1G09176",0.062,0.032,0,0,0,0,0.036
"1055","AT1G09180",1.014,0.546,0.536,0.52,0.474,0.353,0.336
"1056","AT1G09190",1.438,0.898,0.668,0.64,0.8,0.734,0.659
"1057","AT1G09195",5.131,6.039,6.33,5.899,6.516,6.626,6.165
"1058","AT1G09200",65.046,51.871,55.319,49.584,27.136,17.102,7.817
"1059","AT1G09210",60.461,56.838,51.738,51.981,41.883,35.342,26.32
"1060","AT1G09220",0.541,0.303,0.348,0.284,0.31,0.338,0.257
"1061","AT1G09230",9.069,9.834,11.108,10.568,15.91,16.285,17.733
"1062","AT1G09240",3.664,2.096,2.204,1.588,1.409,1.13,2.229
"1063","AT1G09245",0,0,0,0,0,0,0
"1064","AT1G04687",0,0,0,0,0,0,0
"1065","AT1G04693",0,0,0,0,0,0,0
"1066","AT1G09250",25.721,26.362,29.471,37.247,40.916,46.311,46.967
"1067","AT1G09260",0,0,0.052,0,0.06,0.056,0.116
"1068","AT1G09270",46.686,41.77,44.832,45.034,37.286,37.085,36.668
"1069","AT1G09280",14.021,19.131,21.154,23.678,26.494,24.732,28.82
"1070","AT1G09290",5.102,4.646,4.902,4.578,4.902,4.183,4.882
"1071","AT1G09300",1.519,1.896,1.506,1.752,1.792,1.882,2.565
"1072","AT1G09310",1243.295,1018.316,949.779,885.988,858.062,717.979,701.326
"1073","AT1G09320",2.978,3.195,3.131,3.352,4.341,5.12,8.364
"1074","AT1G09330",23.45,24.736,24.794,23.011,17.263,17.236,16.355
"1075","AT1G09340",153.66,126.12,95.691,73.393,35.609,25.771,16.741
"1076","AT1G09350",4.165,0.474,1.151,1.875,0.473,0.282,0.128
"1077","AT1G09360",0,0,0,0,0,0,0
"1078","AT1G09370",0.037,0,0,0,0,0,0
"1079","AT1G09380",1.194,1.107,1.133,1.107,1.288,0.724,1.716
"1080","AT1G09390",32.48,24.322,21.562,18.172,12.756,9.698,9.014
"1081","AT1G04697",0.256,0.501,0.356,0.258,0.278,0.395,0.15
"1082","AT1G09400",0.558,0.606,0.85,0.51,0.556,0.635,1
"1083","AT1G09410",0.567,0.568,0.55,0.313,0.542,0.444,0.592
"1084","AT1G09415",24.736,25.12,27.024,28.764,38.605,31.259,24.835
"1085","AT1G09420",5.379,7.481,7.979,8.73,11.768,14.631,21.631
"1086","AT1G09421",0,0,0,0,0,0,0
"1087","AT1G09430",43.353,60.82,72.37,84.297,104.547,121.17,129.697
"1088","AT1G09440",2.898,3.066,2.764,2.37,1.936,1.824,1.139
"1089","AT1G09450",1.058,1.186,1.119,1.089,0.848,0.558,0.45
"1090","AT1G09460",39.983,61.353,65.932,84.031,119.151,119.822,120.133
"1091","AT1G09470",1.328,1.327,0.978,0.765,0.68,0.47,0.264
"1092","AT1G09480",3.2,4.25,5.104,5.444,6.454,7.576,8.948
"1093","AT1G09483",0,0,0.058,0,0,0,0
"1094","AT1G09486",1.595,2.136,1.622,1.462,1.779,1.412,1.762
"1095","AT1G09490",12.748,14.538,13.68,13.043,9.224,8.468,6.878
"1096","AT1G09500",0.268,0.166,0.178,0.189,0.158,0.108,0.05
"1097","AT1G09510",0.062,0,0,0,0,0,0
"1098","AT1G09520",7.708,8.79,9.186,9.973,11.891,13.385,15.175
"1099","AT1G09530",35.237,32.98,35.588,35.078,34.357,30.293,29.852
"1100","AT1G04703",0,0,0,0,0,0,0
"1101","AT1G09540",4.638,2.827,3.599,3.761,3.514,3.139,1.87
"1102","AT1G09550",0,0,0,0,0,0,0
"1103","AT1G09560",67.337,71.623,77.092,92.118,103.887,109.691,124.834
"1104","AT1G09570",187.442,238.282,240.01,254.52,290.69,316.203,310.95
"1105","AT1G09575",13.115,10.841,10.619,9.894,7.793,7.973,9.457
"1106","AT1G09580",5.971,7.607,6.068,5.883,3.008,2.843,2.02
"1107","AT1G09590",108.126,85.59,77.304,71.551,53.797,38.048,29.328
"1108","AT1G09600",0.558,0.394,0.423,0.242,0.162,0.122,0.038
"1109","AT1G09610",0.121,0.112,0.121,0.087,0.06,0.078,0.022
"1110","AT1G04707",0,0,0,0,0,0,0
"1111","AT1G09620",42.678,44.637,43.666,43.6,43.069,43.534,52.554
"1112","AT1G09625",0,0,0,0,0,0,0
"1113","AT1G09630",24.904,25.672,21.559,18.987,14.262,10.594,8.434
"1114","AT1G09640",108.291,109.978,118.174,130.349,155.268,186.664,235.884
"1115","AT1G09645",22.866,23.537,21.454,20.93,18.916,19.321,23.171
"1116","AT1G09650",0.278,0.223,0.231,0.158,0.182,0.154,0.102
"1117","AT1G04713",0,0,0,0,0,0,0
"1118","AT1G09660",23.565,20.239,19.244,19.186,17.288,17.171,16.558
"1119","AT1G04717",0,0,0,0,0,0,0
"1120","AT1G09665",0,0,0.041,0,0.038,0,0
"1121","AT1G09680",0.399,0.502,0.444,0.334,0.328,0.314,0.648
"1122","AT1G09690",188.007,155.576,140.924,141.113,98.707,70.141,53.962
"1123","AT1G09700",3.731,4.041,3.566,3.625,3.573,3.436,3.201
"1124","AT1G09710",3.309,5.297,5.968,6.43,7.931,8.163,8.452
"1125","AT1G09720",0,0.024,0,0,0.016,0,0
"1126","AT1G09730",12.497,13.804,14.195,14.575,18.552,18.883,20.546
"1127","AT1G09740",24.279,28.748,31.566,31.93,28.282,32.761,35.281
"1128","AT1G09750",150.63,175.82,140.182,141.766,112.399,94.091,54.426
"1129","AT1G09760",33.965,29.581,31.464,27.904,25.587,23.121,20.895
"1130","AT1G09770",40.233,56.115,63.466,75.394,108.379,104.195,109.542
"1131","AT1G09780",55.398,52.938,51.659,40.876,27.361,21.696,19.362
"1132","AT1G09790",0,0,0,0,0,0,0
"1133","AT1G09794",3.312,3.88,4.063,3.595,2.422,2.266,1.903
"1134","AT1G09795",26.7,23.065,23.83,21.176,16.855,14.182,12.616
"1135","AT1G04723",0.208,0.19,0.207,0,0.251,0.081,0.122
"1136","AT1G09800",2.043,1.869,2.015,1.403,1.498,1.092,1.183
"1137","AT1G04733",0,0,0,0,0,0,0
"1138","AT1G09810",5.309,4.077,3.61,3.26,3.29,3.538,4.149
"1139","AT1G09812",4.829,3.603,2.81,3.137,2.535,2.809,1.531
"1140","AT1G09815",16.645,18.885,15.706,14.908,11.688,13.425,15.347
"1141","AT1G09820",2.178,2.092,1.764,1.728,1.364,0.994,0.848
"1142","AT1G09830",13.201,12.318,11.46,10.379,8.277,7.678,7.876
"1143","AT1G09840",20.259,20.791,20.417,19.904,20.026,20.998,21.165
"1144","AT1G09850",12.696,11.38,10.32,9.283,8.729,9.061,8.415
"1145","AT1G04737",0,0.04,0,0.08,0.087,0,0.051
"1146","AT1G09860",0,0,0.018,0.013,0,0,0.038
"1147","AT1G04743",0,0,0,0,0,0,0
"1148","AT1G09870",20.739,22.456,22.582,20.866,20.859,18.994,18.796
"1149","AT1G09880",0.308,0.28,0.366,0.496,0.31,0.255,0.183
"1150","AT1G04747",0.123,0,0,0,0,0,0
"1151","AT1G09890",1.763,1.584,1.692,1.07,0.923,0.858,0.478
"1152","AT1G09900",11.823,8.438,7.487,6.234,4.673,3.936,4.831
"1153","AT1G09910",8.732,11.613,15.021,15.07,19.273,19.575,18.032
"1154","AT1G09920",35.45,31.309,31.742,32.713,31.16,29.185,29.218
"1155","AT1G09930",0.089,0.044,0.057,0.049,0.058,0.03,0.046
"1156","AT1G09932",1.635,1.007,0.938,0.999,1.135,1.016,0.996
"1157","AT1G09935",0,0,0,0,0,0,0
"1158","AT1G09940",13.72,17.539,17.101,17.53,17.669,16.293,18.976
"1159","AT1G09950",5.079,3.338,3.923,3.308,3.304,2.167,1.036
"1160","AT1G09960",5.735,6.538,5.889,5.636,5.707,5.96,5.591
"1161","AT1G04753",0,0,0,0,0,0,0
"1162","AT1G09970",31.64,32.944,33.242,34.472,42.956,52.145,79.312
"1163","AT1G09980",14.624,14.82,14.366,13.055,12.702,11.136,10.98
"1164","AT1G09995",6.614,6.165,6.142,5.552,4.865,4.908,4.727
"1165","AT1G10000",0.748,0.806,0.752,0.868,0.864,0.845,0.914
"1166","AT1G10010",0,0,0.014,0,0,0,0
"1167","AT1G10020",14.598,18.811,21.172,25.024,28.135,39.549,52.935
"1168","AT1G10030",18.483,18.672,16.16,13.643,8.617,6.996,6.092
"1169","AT1G10040",2.76,2.503,1.942,1.841,1.912,2.309,2.32
"1170","AT1G10050",3.953,3.93,3.979,4.019,4.363,4.487,5.734
"1171","AT1G10060",1.61,2.976,2.994,3.647,4.537,5.604,11.732
"1172","AT1G10070",29.217,152.024,237.155,327.174,674.386,783.836,875.503
"1173","AT1G10090",23.159,24.18,26.968,24.985,27.613,27.995,32.407
"1174","AT1G10095",1.508,2.249,2.716,2.44,3.458,3.954,4.207
"1175","AT1G10100",0.09,0.04,0.046,0,0,0,0.092
"1176","AT1G04763",0,0,0,0,0.082,0,0
"1177","AT1G10110",0.036,0.062,0.087,0.062,0.019,0.033,0.122
"1178","AT1G04767",0,0,0,0,0,0,0
"1179","AT1G10120",30.166,23.416,22.571,22.311,21.148,18.288,14.002
"1180","AT1G04773",0,0,0,0,0,0,0
"1181","AT1G10130",22.253,23.402,23.39,22.588,21.231,22.072,23.588
"1182","AT1G10140",10.037,23.079,26.138,34.363,53.779,70.502,84.953
"1183","AT1G10150",0,0,0,0,0,0,0
"1184","AT1G10155",0.049,0.056,0.05,0.038,0.041,0.061,0.112
"1185","AT1G10160",6.139,6.481,6.623,5.716,5.935,5.975,7.495
"1186","AT1G10170",24.908,26.26,26.593,27.386,35.284,33.438,37.695
"1187","AT1G10180",11.277,11.943,11.642,11.644,11.544,10.95,11.258
"1188","AT1G10190",0,0,0,0,0,0,0
"1189","AT1G10200",78.442,106.78,110.462,105.463,101.858,100.407,86.132
"1190","AT1G10210",4.73,7.887,8.829,10.146,14.584,17.316,21.238
"1191","AT1G10220",0.549,0.296,0.627,0.666,0.694,0.726,0.843
"1192","AT1G10225",0.042,0,0.085,0.106,0.041,0.134,0.084
"1193","AT1G10230",11.842,8.483,8.925,7.576,8.303,6.26,7.072
"1194","AT1G10240",4.042,4.205,4.565,4.129,4.103,3.925,3.476
"1195","AT1G10250",0,0,0,0,0,0,0
"1196","AT1G10260",0,0,0,0,0,0,0
"1197","AT1G04783",0,0.033,0.038,0,0,0,0
"1198","AT1G10270",2.406,2.319,2,2.056,2.29,2.776,3.402
"1199","AT1G10280",3.271,3.034,2.971,2.598,2.239,2.132,2.323
"1200","AT1G10290",30.253,30.66,29.462,29.48,29.552,29.337,31.581
"1201","AT1G10300",0.228,0.208,0.213,0.189,0.18,0.106,0.079
"1202","AT1G10310",11.499,11.545,10.769,8.53,5.943,6.198,7.356
"1203","AT1G10320",7.166,7.83,7.62,7.716,10.727,10.394,12.236
"1204","AT1G10330",1.252,1.07,0.993,0.926,0.722,0.661,1.009
"1205","AT1G10340",1.005,1.746,1.37,1.864,2.09,2.528,6.41
"1206","AT1G10350",7.098,6.073,6.485,6.425,4.616,4.223,4.363
"1207","AT1G10360",33.249,23.375,22.264,19.761,15.837,12.592,8.418
"1208","AT1G10370",36.675,11.768,12.297,7.936,10.569,6.503,6.3
"1209","AT1G10380",11.684,10.859,11.544,12.587,12.049,10.848,9.976
"1210","AT1G10385",0.02,0.018,0.01,0,0,0,0
"1211","AT1G04787",0,0,0,0,0,0,0
"1212","AT1G10390",27.889,30.181,30.479,33.511,41.032,42.516,48.53
"1213","AT1G10395",0,0,0,0,0,0,0
"1214","AT1G10400",2.758,2.171,2.256,2.015,1.6,1.055,0.328
"1215","AT1G10410",32.358,26.61,27.816,27.127,28.697,28.016,30.009
"1216","AT1G04793",0,0,0,0,0,0,0
"1217","AT1G10417",0.996,1.046,0.985,0.83,0.806,0.712,0.905
"1218","AT1G10419",0,0,0,0,0,0,0
"1219","AT1G10430",25.361,28.015,30.446,28.894,29.95,28.599,28.692
"1220","AT1G10440",0,0,0,0,0,0,0
"1221","AT1G10450",7.556,9.649,8.976,9.863,12.171,11.419,13.384
"1222","AT1G10455",0.048,0,0,0,0.048,0,0
"1223","AT1G10460",0.996,1.015,0.798,0.867,1.381,1.238,0.765
"1224","AT1G10470",41.947,25.868,24.162,20.974,23.16,24.251,34.658
"1225","AT1G10480",3.844,3.405,3.641,4.521,6.05,7.622,7.486
"1226","AT1G10490",3.414,3.324,2.647,2.534,2.884,2.768,3.648
"1227","AT1G10500",25.025,23.122,21.006,21.518,20.258,21.143,26.919
"1228","AT1G10510",34.727,28.645,23.898,20.511,16.227,14.034,16.198
"1229","AT1G10520",0.711,0.936,0.928,0.754,0.617,0.507,0.614
"1230","AT1G10522",14.38,9.48,9.274,8.378,7.738,5.95,6.17
"1231","AT1G04797",0.399,0.225,0.404,0.34,0.112,0,0.213
"1232","AT1G10530",0.31,0.442,0.488,0.457,0.223,0.119,0.187
"1233","AT1G04803",0,0,0,0,0,0,0
"1234","AT1G10538",0,0,0,0,0,0,0
"1235","AT1G10540",0.244,0.337,0.24,0.227,0.188,0.145,0.092
"1236","AT1G10550",15.241,13.85,13.957,15.725,10.851,8.78,7.784
"1237","AT1G10560",1.453,1.925,2.127,2.159,1.772,1.652,0.665
"1238","AT1G10570",11.322,12.841,13.355,12.06,16.612,17.68,20.188
"1239","AT1G10580",14.867,16.032,14.998,14.329,15.624,14.87,16.357
"1240","AT1G10585",0,0.074,0.022,0.066,0.064,0.128,0.187
"1241","AT1G10586",0,0.024,0.03,0,0,0.028,0
"1242","AT1G10588",0,0,0,0,0,0,0
"1243","AT1G10590",74.657,85.148,92.449,87.16,82.846,78.406,94.824
"1244","AT1G10600",12.581,14.707,15.525,14.378,14.021,15.344,16.2
"1245","AT1G10610",6.671,7.402,7.319,7.431,8.589,7.893,9.411
"1246","AT1G10620",0,0,0.009,0,0,0.009,0.019
"1247","AT1G10630",59.397,56.029,55.33,50.13,32.45,29.367,24.223
"1248","AT1G04807",0,0,0,0,0,0,0
"1249","AT1G10640",18.792,4.963,3.594,2.848,2.034,1.389,0.686
"1250","AT1G10650",18.111,12.18,11.006,11.232,9.7,8.639,7.021
"1251","AT1G04813",0,0,0,0,0,0,0
"1252","AT1G10657",5.72,4.155,3.179,1.051,0.18,0.34,0.11
"1253","AT1G10660",43.156,44.523,44.52,41.718,42.666,39.145,34.331
"1254","AT1G10670",137.57,137.028,127.063,117.87,92.25,79.275,63.639
