GeneID,60mins,180mins,360mins,720mins,1440mins
AT1G06377,0,0,0,0,0
AT1G30850,0.034,0,0,0,0
AT1G30860,0.933,0.522,0.637,0.965,1.703
AT1G30870,0,0.016,0,0,0.01
AT1G30880,19.947,19.268,17.566,26.409,42.925
AT1G30890,7.293,7.463,7.75,8.621,9.366
AT1G30900,2.591,2.634,2.343,2.685,3.317
AT1G30910,17.835,16.989,15.506,12.325,12.399
AT1G30920,0.022,0.014,0,0,0.044
AT1G30921,0,0,0,0,0
AT1G30925,0,0,0,0,0
AT1G06383,0,0,0,0,0
AT1G30930,0,0,0,0,0
AT1G06387,0,0,0,0,0
AT1G30935,0,0.012,0.026,0.034,0.043
AT1G30940,0,0,0,0.012,0
AT1G30945,0,0,0,0,0
AT1G06393,0,0,0,0,0
AT1G30950,0,0.012,0,0.01,0.026
AT1G30960,0.948,0.93,1.129,5.877,10.034
AT1G30970,9.057,9.386,11.232,14.238,15.984
AT1G06397,0,0,0,0,0
AT1G30972,0,0,0,0,0
AT1G30974,0,0,0,0,0
AT1G30975,0,0,0,0,0
AT1G30980,0,0,0,0,0
AT1G30990,0,0,0,0,0
AT1G31000,0,0,0,0,0
AT1G31010,1.631,1.127,1.18,2.224,3.822
AT1G31020,6.179,7.034,6.313,7.338,11.387
AT1G06403,0,0,0,0,0
AT1G31030,0,0,0,0,0
AT1G31040,0.131,0.07,0.013,0.055,0.094
AT1G31050,0.16,0.034,0.078,0.13,0.063
AT1G31070,8.354,9.637,6.794,6.268,6.196
AT1G31072,0,0,0,0,0
AT1G31080,0,0,0,0,0
AT1G31090,0,0,0,0,0
AT1G31093,0,0,0,0,0
AT1G31100,0,0,0,0,0
AT1G06407,0,0,0,0,0
AT1G31095,0,0,0,0,0
AT1G31110,0,0,0,0,0
AT1G31120,2.316,2.204,1.383,1.551,4.347
AT1G31130,99.092,47.099,38.27,30.977,29.758
AT1G31140,0.016,0,0,0,0.012
AT1G31150,4.662,3.07,2.577,2.364,3.322
AT1G31160,23.632,24.82,21.625,20.669,27.021
AT1G31163,0,0,0.018,0,0
AT1G31166,0,0,0,0,0
AT1G31170,23.085,21.984,18.959,16.773,16.682
AT1G06413,0,0.094,0,0,0
AT1G06417,0.764,1.898,1.473,0.394,1.046
AT1G31175,2.786,3.503,2.578,2.002,2.665
AT1G31180,27.078,23.611,18.605,22.852,33.501
AT1G31190,57.084,57.38,54.55,55.713,53.05
AT1G31200,2.087,1.971,1.706,1.78,1.482
AT1G06423,0,0,0,0,0
AT1G31210,0.004,0,0.01,0,0
AT1G31220,5.927,7.152,5.145,6.835,8.546
AT1G31230,39.919,28.101,22.908,16.25,45.328
AT1G31240,0.444,0.251,0.072,0.15,0.357
AT1G31243,0,0,0,0,0.06
AT1G31245,0,0,0,0,0
AT1G31250,0.042,0.092,0,0.023,0.03
AT1G31255,0,0,0,0,0
AT1G06427,0,0,0,0,0
AT1G31258,9.111,8.087,8.788,9.211,17.472
AT1G31260,0,0,0,0,0
AT1G31270,0,0,0,0,0
AT1G31274,0,0,0,0,0
AT1G31280,5.926,3.825,4.451,8.131,14.778
AT1G31290,0.522,0.14,0.116,0.118,0.086
AT1G31300,26.108,27.084,15.797,13.837,23.061
AT1G06433,0,0,0,0,0
AT1G31310,0.143,0,0,0,0.016
AT1G31320,0.982,0.366,0.322,0.282,0.31
AT1G31330,2463.773,2518.681,2276.944,1950.534,1789.969
AT1G31335,5.516,5.201,2.773,1.84,3.131
AT1G31340,75.631,86.304,72.285,62.858,64.334
AT1G31350,8.879,3.95,2.585,5.968,4.464
AT1G31355,0.98,0.648,0.896,0.722,1.078
AT1G31360,3.667,3.034,2.784,3.828,3.452
AT1G31370,0,0,0,0,0
AT1G31380,0.026,0.033,0,0,0.056
AT1G06437,0,0,0,0.07,0
AT1G31390,0,0,0,0,0
AT1G31400,0.032,0.022,0,0,0.05
AT1G31410,11.183,9.79,8.142,8.471,7.984
AT1G31420,65.447,67.147,45.672,32.813,42.378
AT1G31430,0.548,0.816,0.688,1.095,1.735
AT1G31440,40.373,32.74,26.086,23.142,27.649
AT1G31450,0,0,0,0,0
AT1G31460,1.438,0.756,0.784,1.188,1.594
AT1G31470,1.654,1.846,1.84,2.66,2.74
AT1G31480,3.188,6.051,3.249,3.067,5.617
AT1G31490,0.014,0.018,0,0,0.019
AT1G31485,0,0,0,0,0
AT1G31500,8.133,7.726,7.231,8.328,12.198
AT1G31510,0,0,0,0,0
AT1G31520,0,0,0,0,0
AT1G31530,0,0,0,0,0
AT1G31540,23.433,18.593,6.909,6.969,4.063
AT1G31550,7.732,8.259,8.407,4.15,6.546
AT1G31555,0,0,0,0,0
AT1G06443,0,0,0,0,0
AT1G06447,0,0,0,0,0
AT1G31570,0.066,0.094,0.172,0.064,0.125
AT1G31580,1296.934,1429.323,997.006,504.12,519
AT1G31600,7.721,8.22,8.273,10.297,17.68
AT1G31620,0,0,0,0,0
AT1G31630,0,0,0,0,0
AT1G31640,0,0,0,0,0
AT1G31650,16.93,8.088,4.09,5.127,10.293
AT1G31660,7.662,8.453,11.002,25.98,45.029
AT1G31670,0,0,0,0,0.018
AT1G31690,3.744,2.458,5.134,6.28,9.657
AT1G31710,1.265,0.96,0.813,0.863,0.37
AT1G31720,0.6,0.461,0.352,0.481,0.229
AT1G31730,16.516,15.136,16.433,16.164,19.459
AT1G31740,0,0,0,0,0
AT1G31750,3.159,1.835,2.38,1.821,2.784
AT1G31760,0.77,0.626,0.474,0.486,1.139
AT1G31770,2.974,4.806,3.576,2.226,2.44
AT1G31772,0.017,0,0.023,0,0
AT1G31780,8.678,7.764,8.793,11.549,13.383
AT1G31790,1.335,0.966,1.136,1.746,3.974
AT1G31800,59.216,51.188,44.754,39.933,33.056
AT1G31810,5.551,4.949,5.006,4.704,5.261
AT1G31812,743.669,806.285,825.561,621.924,629.732
AT1G31814,1.587,1.486,1.064,1.428,1.574
AT1G31817,13.105,12.16,12.029,12.63,18.433
AT1G31820,1.515,0.82,0.765,0.49,1.506
AT1G31830,3.471,3.237,6.083,7.982,9.288
AT1G31835,0.537,0.606,1.028,1.359,1.038
AT1G06453,0,0,0,0,0
AT1G31840,0.224,0.26,0.164,0.311,0.83
AT1G31850,4.251,7.812,31.456,30.1,9.803
AT1G31860,7.652,7.188,5.779,6.026,10.105
AT1G06457,0.273,0.243,0.138,0,0.258
AT1G06463,0.296,0.18,0.109,0.165,0.256
AT1G06467,0,0,0,0,0
AT1G31870,8.463,8.48,10.564,11.786,11.562
AT1G31880,1.364,1.164,0.935,0.692,0.783
AT1G31885,0.078,0.042,0.04,0.166,0.053
AT1G31910,25.665,21.959,23.669,26.709,31.177
AT1G31900,0.649,0.396,0.31,0.604,0.576
AT1G31920,0,0,0,0,0
AT1G31930,8.88,12.094,11.524,10.551,9.614
AT1G31935,2.034,2.002,1.412,1.895,1.946
AT1G31940,17.26,15.324,16.277,17.915,19.166
AT1G06473,1.652,0.397,0.504,2.27,2.256
AT1G06483,0,0,0,0,0
AT1G31950,0.412,0.128,0.078,0.322,0.481
AT1G06487,0.542,0.277,0.28,0.701,0.43
AT1G31960,0,0,0,0,0
AT1G31970,23.73,23.702,26.504,46.286,60.198
AT1G31990,0.032,0.055,0.032,0.026,0.07
AT1G06493,0,0,0,0,0
AT1G06497,0.1,0,0,0,0.048
AT1G06507,0,0,0,0,0
AT1G06513,0,0.124,0,0,0
AT1G06517,0,0.074,0,0,0
AT1G31983,0.311,0.339,0.086,0.118,0.064
AT1G31993,0,0,0,0,0
AT1G32000,0,0,0,0,0
AT1G32010,0.006,0.008,0.008,0,0
AT1G32020,0,0,0,0,0
AT1G32030,0,0,0,0,0
AT1G32040,0,0,0,0,0
AT1G32045,0,0,0,0,0
AT1G32049,0,0,0,0,0
AT1G32050,53.953,47.876,47.745,49.353,68.221
AT1G32060,1261.18,1154.894,1006.976,808.592,624.34
AT1G32070,66.412,73.802,62.648,49.353,39.489
AT1G32080,310.383,246.101,217.268,195.519,163.077
AT1G32090,2.376,1.635,4.915,4.43,3.697
AT1G32100,11.377,7.264,4.883,2.95,2.509
AT1G32110,0,0,0,0,0
AT1G32120,2.63,1.697,0.946,1.272,1.859
AT1G32127,2.167,1.505,1.186,1.377,1.296
AT1G32130,30.814,36.949,41.214,50.975,48.025
AT1G32140,0,0,0,0,0
AT1G32150,10.285,9.203,7.465,6.537,9.448
AT1G32160,49.225,48.459,50.948,56.218,60.163
AT1G32170,1.174,5.785,13.284,6.169,0.971
AT1G32172,0.028,0.019,0.031,0.03,0
AT1G32180,0,0,0,0,0
AT1G32190,1.488,1.665,1.066,0.395,1.052
AT1G06527,0,0,0,0.039,0.096
AT1G06533,0,0,0,0,0
AT1G32200,43.819,43.137,36.78,32.633,25.617
AT1G32210,12.32,16.019,16.595,16.889,22.181
AT1G32220,112.274,107.947,100.001,86.353,84.214
AT1G32225,0,0,0,0,0
AT1G32230,36.74,40.526,53.318,66.243,57.561
AT1G32240,3.237,2.272,1.518,3.365,3.607
AT1G32250,0,0,0.032,0,0
AT1G32260,5.204,3.066,3.568,4.276,6.831
AT1G32270,0,0.012,0,0,0.008
AT1G32280,0,0,0,0,0
AT1G32300,0,0,0,0,0
AT1G32310,6.754,5.732,4.601,4.013,3.594
AT1G32320,0,0,0,0,0
AT1G32330,4.316,3.027,2.508,3.829,3.76
AT1G32337,0,0,0,0,0
AT1G32340,4.809,5.398,6.052,8.793,6.731
AT1G32350,0.045,0.012,0.014,0.021,0
AT1G06537,0.348,0.142,0.258,0,0.266
AT1G32360,12.986,13.349,19.139,16.011,18.634
AT1G32361,0,0.031,0.015,0,0.022
AT1G32370,4.862,4.168,3.186,3.172,4.378
AT1G06543,0.058,0,0,0,0
AT1G32375,0.13,0.022,0.08,0.02,0.038
AT1G32380,12.188,11.351,9.079,6.95,9.831
AT1G06547,1.782,1.936,1.147,2.636,3.644
AT1G32385,0.978,0.674,0.682,0.402,1.936
AT1G06553,0.488,0.14,0.258,0.436,1.718
AT1G06557,0,0,0,0,0
AT1G32390,0.071,0,0.032,0.084,0
AT1G32400,40.945,38.743,32.309,35.724,50.191
AT1G32410,19.967,29.206,32.125,38.368,34.819
AT1G32415,1.166,1.234,0.682,1.073,2.75
AT1G06567,0.064,0,0,0,0
AT1G32420,0,0,0,0,0
AT1G32430,0,0,0,0,0
AT1G32440,48.529,51.199,53.862,58.645,59.714
AT1G32450,8.546,6.236,6.847,4.916,6.219
AT1G32460,1.159,3.896,2.402,1.528,0.722
AT1G06573,4.502,1.844,1.724,0.59,0.438
AT1G32470,739.892,803.129,651.106,625.053,524.256
AT1G32480,0,0,0,0,0
AT1G32490,11.372,10.078,9.519,10.2,10.666
AT1G32500,42.084,41.635,37.27,42.49,43.935
AT1G32505,0,0,0,0,0
AT1G32510,0.024,0.032,0.016,0.028,0.032
AT1G32520,43.841,32.64,23.49,23.287,29.351
AT1G32530,13.808,13.538,13.114,20.718,15.202
AT1G32540,7.551,9.105,7.811,8.381,10.424
AT1G32550,47.55,48.398,44.029,42.36,49.752
AT1G32560,0.148,0,0.141,0.052,0.227
AT1G32570,0.268,0.136,0.04,0.112,0.024
AT1G06577,0.808,0.687,1.371,0.575,0.581
AT1G06583,0.135,0.156,0.156,0.103,0.111
AT1G06587,0,0,0,0,0
AT1G32575,0.2,0.146,0.388,0.172,0.048
AT1G06593,0.241,0.159,0.053,0.05,0.067
AT1G32580,19.796,17.815,15.389,21.889,33.267
AT1G32583,0.578,0.306,0.229,0.278,0.554
AT1G32585,0,0,0,0,0
AT1G32590,0,0,0,0,0
AT1G32600,0,0,0,0,0
AT1G32610,0.81,0.969,1.095,1.399,1.546
AT1G32620,0,0,0,0,0
AT1G32630,0.689,0.812,0.554,0.586,0.786
AT1G32640,0,0,0,0,0
AT1G32650,0.076,0,0,0,0
AT1G32660,0,0,0,0,0
AT1G06603,0,0.058,0,0,0
AT1G32680,0,0,0,0,0
AT1G32690,1.07,0.748,0.29,0.21,0.35
AT1G32700,7.03,13.28,14.062,12.913,11.45
AT1G06607,0,0,0,0,0
AT1G32710,0,0,0,0,0
AT1G32720,0,0,0,0,0
AT1G32730,2.849,1.894,2.019,1.558,2.18
AT1G32740,2.962,2.267,1.41,1.121,1.687
AT1G32750,9.677,8.41,9.098,9.31,10.656
AT1G06613,0,0,0,0,0
AT1G32760,0.636,0.411,0.676,0.254,0.299
AT1G32763,0,0,0,0,0
AT1G32770,0,0,0,0,0
AT1G32780,6.351,2.78,1.072,0.828,0.702
AT1G06617,0,0,0,0,0
AT1G32790,31.232,28.384,31.15,35.332,38.34
AT1G32810,7.875,8.566,8.643,9.607,9.149
AT1G32820,0,0,0,0,0
AT1G32830,0,0,0,0,0
AT1G32840,0,0,0,0,0
AT1G32850,0.034,0.014,0.076,0.092,0.021
AT1G32860,4.576,24.925,178.368,81.526,28.198
AT1G32870,11.657,11.011,19.98,27.996,20.357
AT1G32880,0.156,0.036,0,0.031,0.018
AT1G32890,0.003,0,0.004,0,0
AT1G32900,378.108,178.481,66.197,14.712,100.108
AT1G32910,0.022,0.021,0.127,0.017,0
AT1G06627,0,0,0,0,0.02
AT1G06633,0,0,0,0,0
AT1G32920,100.234,11.217,13.925,7.479,3.408
AT1G32928,6.675,1.413,3.381,1.347,0.817
AT1G32930,1.76,1.216,0.843,0.485,0.438
AT1G32940,3.319,3.176,2.643,4.053,6.044
AT1G32950,0.244,0.186,0.272,0.135,0.242
AT1G06637,0,0,0,0,0
AT1G32960,0.042,0.066,0.136,0.342,0.203
AT1G32970,0,0,0.01,0,0
AT1G32975,0,0,0,0,0
AT1G32980,0,0,0,0,0
AT1G32990,199.512,212.291,165.369,175.948,148.573
AT1G33000,0,0,0,0,0
AT1G33010,0,0,0,0,0
AT1G33020,0,0,0,0,0
AT1G33030,0,0.029,0,0.059,0.124
AT1G33040,61.313,58.95,40.272,43.839,39.918
AT1G33050,10.568,10.629,9.761,10.241,14.887
AT1G33055,0.011,0,0,0,0.01
AT1G33060,4.542,5.811,3.609,2.867,3.72
AT1G33070,0,0,0,0,0
AT1G33080,5.772,4.928,4.36,3.314,4.255
AT1G33090,0,0,0,0,0.006
AT1G33100,0.008,0,0,0,0.006
AT1G33102,3.077,0.88,0.475,1.031,1.857
AT1G33110,74.108,60.239,25.003,29.084,43.503
AT1G33120,22.852,20.568,19.26,27.666,51.535
AT1G33130,0,0,0,0,0
AT1G33135,0,0,0,0,0
AT1G33140,37.574,37.229,30.185,40.296,67.192
AT1G33160,0,0,0,0,0
AT1G33170,28.539,29.764,24.212,16.532,6.985
AT1G33180,0.225,0.186,0.206,0.048,0
AT1G33190,0,0,0,0,0
AT1G06657,0,0,0,0,0
AT1G06663,0,0,0,0,0
AT1G33200,0,0,0,0.006,0
AT1G33220,0,0,0,0,0
AT1G33230,10.591,40.522,81.442,66.246,42.099
AT1G33240,43.793,44.401,8.502,5.389,8.453
AT1G33250,7.519,7.34,6.454,5.578,7.226
AT1G33260,3.482,2.676,1.139,2.287,2.803
AT1G33265,5.337,5.132,3.572,3.688,5.59
AT1G33270,11.716,10.784,12.809,14.84,21.745
AT1G33280,0,0,0,0,0
AT1G33290,29.683,28.245,23.52,24.928,21.136
AT1G33300,0,0,0,0,0
AT1G33320,0.04,0.012,0,0,0.009
AT1G06667,0,0,0,0,0
AT1G33330,13.274,11.896,10.779,9.622,11.468
AT1G33340,4.88,3.985,2.468,1.5,4.354
AT1G33350,0.642,0.341,0.171,0.4,0.894
AT1G33355,0,0,0,0,0
AT1G33360,5.281,3.558,2.857,3.641,4.884
AT1G06673,0,0,0,0.199,0
AT1G33370,0,0,0.307,0,0
AT1G33380,0,0,0,0,0
AT1G33390,2.811,2.483,1.94,5.115,5.274
AT1G33400,4.723,3.498,3.291,3.57,5.409
AT1G33410,5.721,4.253,3.372,4.971,10.223
AT1G33415,0.682,0.494,0.558,0.754,0.836
AT1G33420,0,0,0,0,0
AT1G33430,0,0,0,0,0
AT1G33440,0.806,1.024,0.363,1.488,0.466
AT1G33450,0,0,0,0,0
AT1G33460,0,0,0,0,0
AT1G33470,12.009,16.791,14.89,15.867,17.818
AT1G33475,0.633,0.459,0.362,0.713,0.83
AT1G33480,9.52,2.427,0.781,2.082,10.709
AT1G33490,15.973,12.886,8.601,11.13,18.554
AT1G33500,0.022,0.028,0,0.036,0.054
AT1G33510,0.026,0,0,0,0
AT1G33520,10.497,11.055,10.666,14.962,13.887
AT1G33530,0,0,0,0,0
AT1G33540,0,0,0,0,0.006
AT1G33550,0,0,0,0,0
AT1G33560,4.868,0.938,0.524,2.652,2.554
AT1G33570,0,0,0,0,0
AT1G33580,0,0,0,0,0
AT1G33590,55.043,51.616,80.453,73.015,23.405
AT1G33600,25.294,26.203,31.555,43.833,25.294
AT1G06677,0,0,0,0,0
AT1G33607,0,0,0,0,0
AT1G33610,10.505,5.808,2.846,6.57,2.485
AT1G33612,0.168,0.053,0.048,0.094,0.05
AT1G33615,0.228,0.253,0.216,0.031,0.08
AT1G06683,0,0,0,0,0
AT1G33640,0,0,0,0,0
AT1G33660,0.146,0.212,0.124,0.03,0.016
AT1G06687,0,0,0,0,0
AT1G06693,0,0,0,0,0
AT1G33670,0,0,0,0,0
AT1G33680,16.617,13.918,14.443,18.596,24.275
AT1G33700,2.547,1.582,0.455,0.332,0.955
AT1G06697,0,0,0,0,0
AT1G33710,0,0,0,0,0
AT1G33720,3.263,5.297,3.848,4.373,5.468
AT1G33730,0,0.023,0.068,0.03,0.006
AT1G33740,0.056,0.236,0.25,0.579,0.272
AT1G33743,0,0,0,0,0
AT1G06703,0,0,0,0,0
AT1G06707,0,0,0,0,0
AT1G33750,0,0.009,0,0,0
AT1G33760,30.953,1.19,1.676,0.108,0.02
AT1G33770,1.098,0.914,0.491,0.09,0.053
AT1G33780,8.336,5.985,4.456,5.807,7.223
AT1G33785,0,0,0,0,0
AT1G33790,0.153,0.312,0.292,0.052,0.007
AT1G33800,2.664,2.31,1.463,1.045,2.093
AT1G33810,56.853,62.754,46.244,52.337,56.907
AT1G33811,30.046,19.816,11.111,4.726,3.135
AT1G33813,0,0,0,0,0
AT1G33817,0,0,0,0,0
AT1G33820,0,0,0,0,0
AT1G33830,0,0,0,0,0
AT1G33835,0,0,0,0,0
AT1G33840,0.024,0.018,0.074,0,0
AT1G33850,0,0,0,0,0
AT1G33855,0,0,0,0,0
AT1G33860,0,0,0,0,0
AT1G06713,0,0,0,0,0
AT1G33870,0,0,0,0,0
AT1G33880,0,0,0,0,0
AT1G33890,0,0,0,0,0
AT1G33900,0,0,0,0.018,0
AT1G33910,0,0,0,0,0
AT1G33920,0,0,0,0,0
AT1G33930,0.736,0.686,0.43,0.438,0.203
AT1G33940,0.008,0,0,0,0
AT1G33945,0,0,0,0,0
AT1G33950,0,0,0,0,0
AT1G33960,0.32,0.3,0.307,0.166,0.133
AT1G33970,4.638,16.639,40.493,55.341,44.91
AT1G33980,16.367,18.283,19.693,20.216,24.454
AT1G33990,30.355,26.562,27.981,27.243,49.803
AT1G34000,212.383,246.938,212.524,197.511,221.918
AT1G06717,2.668,0.836,0.727,1.584,1.215
AT1G34010,12.142,12.072,5.501,3.402,4.618
AT1G06723,0,0,0,0,0
AT1G34015,0,0,0,0.03,0
AT1G34020,4.415,3.534,3.34,3.827,5.489
AT1G34030,70.677,83.588,73.525,106.197,188.236
AT1G34040,0.116,0.086,0.08,0.062,0.027
AT1G34042,0,0,0,0,0.048
AT1G06727,0.134,0,0.101,0,0
AT1G06733,0.067,0,0.206,0,0.096
AT1G06737,0,0,0.049,0.04,0
AT1G06743,0.038,0.111,0,0.089,0.028
AT1G34044,0.056,0.152,0.07,0.12,0.022
AT1G34046,0,0,0,0,0
AT1G34047,0,0,0,0,0
AT1G34049,0,0,0,0,0
AT1G34050,0,0,0,0,0
AT1G34060,1.954,0.384,0.703,0.22,1.005
AT1G34065,2.594,2.25,1.28,0.834,1.143
AT1G34070,0,0,0,0,0
AT1G34080,0,0,0,0,0
AT1G34090,0,0,0,0,0
AT1G34095,0,0,0,0,0
AT1G34097,0,0,0,0,0
AT1G34100,0.296,0.232,0.17,0.037,0.107
AT1G34110,5.015,3.751,3.426,4.906,4.922
AT1G34120,3.508,4.269,3.799,4.292,5.522
AT1G34130,9.463,12.681,17.52,17.418,18.275
AT1G34140,0,0,0,0,0
AT1G34150,3.551,3.023,2.966,2.891,2.636
AT1G34160,1.081,1.168,0.69,1.046,3.452
AT1G34170,0,0,0,0,0
AT1G34180,0.048,0.025,0,0.096,0.148
AT1G34190,19.844,23.894,34.742,41.801,35.239
AT1G34200,6.224,8.694,8.956,9.631,7.246
AT1G34210,13.579,12.809,7.934,5.171,10.003
AT1G34220,9.258,16.003,25.742,19.91,15.727
AT1G34230,0,0,0,0,0
AT1G34240,0,0,0,0,0
AT1G34245,0.136,0.162,0.198,0.168,0.088
AT1G34250,0,0,0,0,0
AT1G34260,5.132,9.189,15.37,10.523,5.904
AT1G34270,3.842,4.27,4.989,5.341,6.574
AT1G34281,0,0,0,0,0
AT1G34290,0,0,0,0,0
AT1G34300,3.453,4.653,6.082,5.152,4.429
AT1G34310,0,0,0,0.01,0.008
AT1G06747,0,0,0,0,0
AT1G34315,0.514,0.219,0.27,0.264,0.266
AT1G34317,0.529,0.128,0.145,0.242,0.133
AT1G34320,15.139,14.944,15.363,14.709,17.605
AT1G34330,0,0.013,0,0,0
AT1G34340,6.159,8.389,16.111,20.104,20.438
AT1G34350,6.361,6.933,7.232,6.983,9.344
AT1G34355,0.324,0.266,0.17,0.172,0.133
AT1G34360,2.434,2.058,2.721,3.847,4.335
AT1G34370,17.508,10.511,10.761,17.544,12.854
AT1G06753,2.587,1.405,0.67,1.853,1.243
AT1G34380,2.626,2.82,3.222,3.947,6.099
AT1G34390,0,0,0,0,0
AT1G34392,0,0,0,0,0
AT1G34400,0,0,0,0,0
AT1G34405,0,0,0,0,0
AT1G34403,0,0,0,0,0
AT1G34410,0,0,0,0,0
AT1G34418,23.557,17.634,21.236,22.483,26.669
AT1G34420,1.076,0.937,0.702,0.955,0.86
AT1G34430,43.087,41.249,30.854,30.956,26.985
AT1G34440,0.011,0,0.016,0.024,0.01
AT1G34460,0.164,0.149,0.158,0.103,0.1
AT1G06757,0.04,0,0,0.043,0.114
AT1G06773,0.056,0,0,0,0.04
AT1G34470,6.537,6.053,5.338,6.832,7.877
AT1G34480,0.307,0.248,0.198,0.21,0.304
AT1G34490,0,0,0,0,0
AT1G34500,0,0,0,0,0
AT1G34510,0,0,0,0,0
AT1G34520,0,0,0,0,0
AT1G34530,0,0,0,0,0
AT1G34540,0,0.022,0.013,0.021,0.018
AT1G34545,0,0,0,0,0
AT1G06777,0,0,0,0,0.056
AT1G06783,0,0,0,0,0
AT1G34550,12.712,15.736,17.628,16.549,14.618
AT1G34560,0,0,0,0,0
AT1G34570,21.227,19.044,11.362,7.69,10.187
AT1G34575,0,0,0,0,0
AT1G34580,1.155,0.696,0.83,1.245,0.788
AT1G34590,0,0,0,0,0
AT1G34600,0,0,0,0,0
AT1G34610,0,0,0,0,0
AT1G34620,0,0,0,0,0
AT1G34630,2.796,2.373,1.194,1.818,4.585
AT1G06787,0,0,0,0,0
AT1G34640,5.637,1.934,1.232,2.852,6.334
AT1G34650,0,0,0.008,0,0
AT1G34660,0,0,0,0,0
AT1G34670,0,0.029,0,0,0
AT1G34680,0,0,0,0,0
AT1G34690,0,0,0,0,0
AT1G34700,0,0,0,0,0
AT1G34710,0,0,0,0,0
AT1G34720,0,0,0,0,0
AT1G34730,0,0,0,0,0
AT1G34740,0,0,0,0,0
AT1G34750,13.744,21.006,15.346,9.983,7.915
AT1G34760,3.963,3.362,2.675,2.805,6.169
AT1G34770,1.803,1.582,0.758,1.027,1.732
AT1G34780,11.18,22.393,22.465,12.752,13.482
AT1G34844,0.41,0.289,0.581,0.407,0.492
AT1G34842,0.024,0.138,0.036,0.079,0.044
AT1G34904,0,0.014,0.013,0,0
AT1G34967,0,0,0,0.004,0
AT1G34790,0,0,0.032,0,0
AT1G34792,0,0,0,0,0
AT1G06797,0,0,0,0,0
AT1G34795,0,0,0,0,0
AT1G34797,0,0,0,0,0
AT1G34800,0,0,0,0,0
AT1G34803,0,0,0,0,0
AT1G34805,0,0,0,0,0
AT1G34807,0,0,0,0,0
AT1G34808,0,0,0,0,0
AT1G34810,0,0,0,0,0
AT1G34812,0,0,0,0,0
AT1G34813,0,0,0,0,0
AT1G34815,0,0,0,0,0
AT1G34817,0,0,0,0,0
AT1G34818,0,0,0,0,0
AT1G34820,0,0,0,0,0
AT1G34822,0,0,0,0,0
AT1G34823,0,0,0,0,0
AT1G34825,0,0,0,0,0
AT1G34827,0,0,0,0,0
AT1G34828,0,0,0,0,0
AT1G34830,0,0,0,0,0
AT1G34836,0,0,0,0,0
AT1G34840,0,0,0,0,0
AT1G34850,0,0,0,0,0
AT1G34855,0,0,0,0,0
AT1G34860,0,0,0,0,0
AT1G34910,0,0,0,0,0
AT1G34930,0,0,0,0,0
AT1G35030,0,0,0,0,0
AT1G35035,0,0,0,0,0
AT1G35040,0,0,0,0,0
AT1G35050,0,0,0,0,0
AT1G35060,0,0,0,0,0
AT1G35080,0,0,0,0,0
AT1G35090,0,0,0,0,0
AT1G35100,0,0,0,0,0
AT1G35110,0,0,0,0,0
AT1G35112,1.853,2.84,2.858,3.126,2.993
AT1G35115,6.764,7.933,8.4,8.575,9.858
AT1G35120,0.169,0,0,0.052,0.04
AT1G35130,0.018,0.034,0,0.008,0.055
AT1G35140,120.511,13.299,0.143,0.194,0.1
AT1G35143,0,0,0,0,0
AT1G35146,0,0,0,0,0
AT1G35150,0,0,0,0,0
AT1G35160,26.812,31.439,45.114,56.565,63.758
AT1G35170,0,0,0,0,0
AT1G35180,2.465,1.002,0.462,0.19,0.546
AT1G35181,0,0,0,0,0
AT1G35183,0.088,0.032,0,0.074,0
AT1G35186,0,0,0,0,0
AT1G06817,0,0,0,0,0
AT1G06823,0,0,0,0,0
AT1G35190,6.173,6.125,6.732,7.578,7.836
AT1G35200,0.078,0.154,0.024,0.129,0.053
AT1G35210,3.77,0.408,1.559,0.808,0.706
AT1G35215,0.052,0,0.059,0.046,0.022
AT1G06827,0,0,0,0,0
AT1G35220,2.306,3.06,3.854,3.298,3.226
AT1G35230,1.697,3.05,2.494,14.027,10.628
AT1G06837,0.561,0.317,0.126,0.059,0.103
AT1G35240,0,0,0,0,0
AT1G35242,0,0,0,0,0
AT1G35250,0.008,0.03,0,0,0.005
AT1G35255,0,0.058,0,0,0
AT1G35260,0.222,0.394,0.356,0.556,1.476
AT1G06853,0,0,0,0,0
AT1G35270,0,0,0,0,0
AT1G35280,0,0,0,0,0
AT1G35290,0.947,0.572,0.402,0.258,0.078
AT1G35300,0,0,0,0,0
AT1G35310,0.522,0.624,0.558,0.516,0.297
AT1G35320,0.719,0.587,0.324,0.247,0.306
AT1G35330,0,0,0,0,0
AT1G06857,0,0,0,0,0
AT1G06863,0,0,0,0,0
AT1G35340,27.298,27.976,23.994,17.587,15.652
AT1G35350,5.479,15.674,9.556,2.878,2.04
AT1G06867,0.079,0.158,0.053,0.043,0.038
AT1G06873,0,0,0,0,0
AT1G06877,0.118,0.422,0.49,0,0.636
AT1G35353,0,0,0,0,0
AT1G35360,0,0,0,0,0
AT1G35365,0,0,0,0,0
AT1G06883,0.014,0,0,0.034,0.01
AT1G35370,0,0,0,0,0
AT1G35375,0,0,0,0,0
AT1G35380,0,0,0,0,0
AT1G35390,0,0,0,0,0
AT1G35400,0,0,0,0,0
AT1G35405,0,0.009,0.009,0,0.012
AT1G35410,0,0,0,0,0
AT1G35420,40.701,43.236,49.972,45.689,41.556
AT1G35430,5.383,1.82,1.12,1.465,2.045
