GeneID,60mins,240mins,480mins,720mins,1440mins,2160mins,3600mins
AT3G32010,0.078,0.044,0.012,0.048,0.062,0.024,0.026
AT3G32020,0.078,0.068,0.106,0.036,0.144,0.036,0
AT3G32023,0,0,0,0,0,0,0
AT3G32021,0,0,0,0,0,0,0
AT3G32022,0,0,0,0,0,0,0
AT3G32024,0,0,0,0,0,0,0
AT3G32026,0,0,0,0,0,0,0
AT3G32027,0,0,0,0,0,0,0
AT3G32028,0,0,0,0,0,0,0
AT3G32033,0,0,0,0.018,0,0,0
AT3G32029,0,0,0,0,0,0,0
AT3G32031,0,0,0,0,0,0,0
AT3G32032,0,0,0,0,0,0,0
AT3G32030,0.51,0.321,0.334,0.568,0.496,0.394,0.234
AT3G32035,0,0,0,0,0,0,0
AT3G06255,0,0,0,0,0,0,0
AT3G32040,0.07,0.016,0.016,0.03,0.034,0.016,0.016
AT3G32043,0,0,0,0,0.004,0,0.005
AT3G32047,0.178,0.274,0.261,0.16,0.243,0.1,0.062
AT3G32050,0,0,0,0,0,0,0
AT3G06265,0,0,0,0,0,0,0
AT3G06275,0,0,0,0,0,0,0
AT3G32060,0,0,0,0,0,0,0
AT3G32070,0,0,0,0,0,0,0
AT3G32080,0,0,0,0,0,0,0
AT3G32090,0,0,0,0,0,0,0
AT3G32091,0,0,0,0,0,0,0
AT3G32092,0.012,0,0,0,0,0,0
AT3G32093,0,0,0,0,0,0,0
AT3G32095,0,0,0,0,0,0,0
AT3G32110,0,0,0,0,0,0,0
AT3G32112,0,0,0,0,0,0,0
AT3G32115,0,0,0,0,0,0,0
AT3G32116,0,0,0,0,0,0,0
AT3G32118,0,0,0,0,0,0,0
AT3G32130,0,0,0,0,0,0,0
AT3G32135,0,0,0,0,0,0,0
AT3G32140,0,0,0,0,0,0,0
AT3G32150,0,0,0,0,0,0,0
AT3G32160,0,0,0,0,0,0,0
AT3G32164,0,0,0,0,0,0,0
AT3G32168,0,0,0,0,0,0,0
AT3G32172,0,0,0,0,0,0,0
AT3G32176,0,0,0,0,0,0,0
AT3G32180,0,0,0,0,0,0,0
AT3G32190,0,0,0,0,0,0,0
AT3G32195,0,0,0,0,0,0,0
AT3G32200,0,0,0,0,0,0,0
AT3G32205,0,0,0,0,0,0,0
AT3G32210,0,0,0,0,0,0,0
AT3G32220,0,0,0,0,0,0,0
AT3G32223,0,0,0,0,0,0,0
AT3G32226,0,0,0,0,0,0,0.007
AT3G32230,0,0,0,0,0,0,0
AT3G32240,0,0,0,0,0,0,0
AT3G32250,0,0,0,0,0,0,0
AT3G32260,0,0,0,0,0,0,0
AT3G32270,0,0,0,0,0,0,0
AT3G32275,0,0,0,0,0,0,0
AT3G32280,0,0,0,0,0,0,0
AT3G32290,0,0,0,0,0,0,0
AT3G32295,0,0,0,0.007,0,0,0
AT3G32300,0,0,0,0,0,0,0
AT3G32305,0,0,0,0,0,0,0
AT3G32310,0,0,0,0,0,0,0
AT3G32313,0,0,0,0,0,0,0
AT3G32316,0,0,0,0,0,0,0
AT3G32320,0,0,0,0,0,0,0
AT3G32330,0,0,0,0,0,0,0
AT3G32340,0,0,0,0,0,0,0
AT3G32360,0.01,0.004,0.004,0.032,0.03,0.018,0.04
AT3G32370,0,0,0,0,0,0,0
AT3G32371,0,0,0,0,0,0,0
AT3G32373,0,0,0,0,0,0,0
AT3G32375,0,0,0,0,0,0,0
AT3G32377,0.066,0.06,0.02,0.181,0.103,0.151,0.154
AT3G06285,0,0,0,0.079,0,0,0
AT3G32383,0,0,0,0,0.006,0,0
AT3G32380,0,0,0,0,0,0,0
AT3G32385,0,0,0,0,0,0,0
AT3G32387,0,0,0,0,0,0,0.014
AT3G32389,0,0,0,0,0,0,0
AT3G32391,0,0,0,0,0,0,0
AT3G32393,0,0,0,0,0,0,0
AT3G32394,0,0,0,0,0,0,0
AT3G32395,0,0,0,0,0,0,0
AT3G32397,0,0,0,0,0,0,0
AT3G32400,0.032,0.04,0.014,0,0.014,0.014,0
AT3G32405,0,0,0,0,0,0.004,0
AT3G32410,0,0,0,0,0,0,0
AT3G32415,0,0,0.006,0,0,0.006,0.011
AT3G32420,0,0,0,0,0,0,0
AT3G32425,0,0,0,0,0,0,0
AT3G32435,0,0,0,0,0,0,0
AT3G32445,0,0,0,0,0,0,0
AT3G32455,0,0,0,0,0,0,0
AT3G32465,0,0,0,0,0,0,0
AT3G32475,0,0,0,0,0,0,0
AT3G32677,0,0,0,0,0,0,0
AT3G32880,0,0.015,0,0,0.014,0,0
AT3G32890,0,0,0,0,0,0,0
AT3G32893,0,0,0,0,0,0,0
AT3G32894,0,0,0.004,0,0,0,0
AT3G32896,0,0,0,0,0,0,0
AT3G32902,0,0,0,0,0,0,0
AT3G32903,0,0,0,0,0,0,0
AT3G32895,0,0.005,0,0,0,0,0
AT3G32897,0,0,0,0,0,0,0
AT3G32898,0,0,0,0,0,0,0
AT3G32899,0,0,0,0,0,0.007,0
AT3G32904,0,0,0,0,0,0,0
AT3G32901,0,0,0,0,0,0,0
AT3G32900,0,0,0,0,0,0,0
AT3G32910,0,0,0,0,0,0,0
AT3G32912,0,0,0,0,0,0,0
AT3G32914,0,0,0,0.004,0,0,0
AT3G32917,0.016,0.006,0,0,0.008,0,0
AT3G06295,0,0,0,0,0,0,0
AT3G32920,0.178,0.165,0.174,0.238,0.532,0.476,0.63
AT3G32925,0.328,0.502,0.456,0.532,1.007,1.199,1.912
AT3G32930,67.528,69.565,68.249,56.059,37.59,30.081,25.321
AT3G32940,9.148,11.133,11.831,12.548,18.125,18.346,18.95
AT3G32950,0,0.006,0,0,0,0,0
AT3G32960,0,0,0,0,0,0,0
AT3G32962,0,0,0,0,0,0,0
AT3G32964,0,0,0,0,0,0,0
AT3G32966,0,0,0,0,0,0,0
AT3G32968,0,0,0,0,0,0,0
AT3G32970,0,0,0,0,0,0.023,0
AT3G32975,0,0,0,0,0,0,0
AT3G32980,82.538,199.925,325.853,393.782,368.905,408.209,364.967
AT3G32990,0,0,0,0,0,0,0
AT3G33000,0,0,0,0,0.03,0,0.028
AT3G33002,0,0,0,0,0,0,0
AT3G33004,0,0,0.008,0,0,0,0
AT3G33005,0,0,0,0,0,0,0
AT3G33006,0,0,0,0,0,0,0
AT3G33008,0,0,0,0,0,0,0
AT3G33009,0,0,0,0,0,0,0
AT3G33011,0,0,0,0,0,0,0
AT3G33010,0,0,0,0,0,0,0
AT3G33025,0,0,0,0,0,0,0
AT3G33030,0,0,0,0,0,0,0
AT3G33035,0,0,0,0,0,0,0
AT3G33045,0,0,0,0,0,0,0
AT3G33055,0,0,0,0,0,0,0
AT3G33058,0,0,0,0,0,0,0
AT3G33085,0,0,0,0,0,0.022,0
AT3G33083,0,0,0,0,0,0,0
AT3G33082,0,0,0,0,0,0,0
AT3G33081,0,0,0,0,0,0,0
AT3G33079,0,0,0,0,0,0,0
AT3G33064,0,0,0,0.082,0,0,0
AT3G33066,0.005,0,0.004,0,0,0,0
AT3G33072,0,0,0,0.009,0.009,0,0
AT3G33071,0,0,0.008,0,0,0,0
AT3G33074,0,0,0,0,0,0,0
AT3G33075,0,0,0,0,0,0,0
AT3G33077,0,0,0,0,0,0,0
AT3G33073,0,0,0,0,0,0.046,0
AT3G33067,0,0.011,0,0.013,0,0.014,0
AT3G33065,0,0,0,0,0,0,0
AT3G33070,0,0.005,0,0,0,0,0
AT3G33084,0,0,0,0,0,0,0
AT3G33076,0,0,0.004,0,0.01,0,0
AT3G33069,0,0,0,0,0,0,0
AT3G33080,0,0,0,0,0,0,0
AT3G33091,0,0.01,0.01,0,0,0,0
AT3G33094,0,0,0,0,0,0,0
AT3G33097,0,0,0,0,0,0,0
AT3G33100,0,0,0,0,0,0,0
AT3G33103,0,0,0,0,0,0,0
AT3G33106,0,0,0,0,0,0,0
AT3G33109,0,0,0,0,0,0,0
AT3G33112,0.01,0.008,0.024,0.016,0.033,0.016,0.041
AT3G33115,0,0,0,0,0,0,0
AT3G33118,0,0,0,0,0,0,0
AT3G33121,0.013,0,0.025,0.024,0,0.04,0.024
AT3G06315,0,0,0,0,0,0,0
AT3G33124,0.004,0.013,0.004,0.009,0.009,0.004,0
AT3G33127,0,0,0.021,0,0,0.022,0.013
AT3G33130,0,0.013,0,0,0.012,0,0.006
AT3G33131,0,0,0,0,0,0.126,0
AT3G33133,0.024,0.016,0.012,0.012,0.029,0.006,0
AT3G33136,0.034,0.008,0.03,0.019,0.012,0.028,0.012
AT3G33139,0.011,0.032,0.032,0,0,0,0.034
AT3G33142,0.012,0.022,0.012,0.012,0.024,0.012,0.033
AT3G33145,0,0,0,0,0,0,0
AT3G33148,0.018,0.024,0.016,0.016,0.026,0.016,0.008
AT3G33151,0.032,0.06,0.056,0.063,0.094,0.066,0.052
AT3G33154,0.008,0,0.032,0.02,0.012,0.006,0
AT3G33157,0.021,0,0.018,0.008,0.01,0.01,0.012
AT3G33160,0,0.012,0.048,0,0.012,0,0.012
AT3G33163,0,0,0.016,0,0,0,0
AT3G33166,0.132,0.183,0.2,0.23,0.451,0.468,0.486
AT3G33169,0,0.026,0.022,0.01,0.012,0.012,0.024
AT3G33172,0.01,0,0.027,0.009,0.01,0.018,0.008
AT3G33175,0.023,0.012,0,0,0.012,0,0
AT3G33178,0.022,0.042,0.04,0.014,0.052,0.035,0.019
AT3G33181,0.014,0.012,0.006,0.006,0.012,0.036,0.021
AT3G33185,0.019,0.032,0,0.017,0.016,0.016,0
AT3G33187,0,0,0,0,0,0,0
AT3G33189,0.048,0.108,0.113,0,0.092,0.095,0.05
AT3G33193,0.013,0.019,0.008,0.004,0.008,0.012,0.033
AT3G33293,15.12,21.349,31.107,14.216,40.557,23.221,20.535
AT3G33393,0.064,0,0,0,0,0,0
AT3G33494,0,0.038,0.036,0,0,0.073,0.036
AT3G33595,0.266,0.413,0.742,0.268,1.186,0.499,0.447
AT3G33585,0.053,0.01,0.029,0.009,0.05,0.041,0.01
AT3G33575,0.014,0.031,0.042,0.012,0.044,0.031,0.029
AT3G33572,0,0.049,0.055,0.056,0.114,0.112,0.068
AT3G33570,0.046,0.051,0.013,0.05,0.056,0.014,0
AT3G33565,0.006,0.046,0.018,0.006,0.036,0.018,0.012
AT3G33555,0.028,0.028,0.026,0,0.026,0,0
AT3G33545,0.021,0.021,0,0.02,0,0,0
AT3G33537,0.064,0.084,0.086,0.051,0.309,0.101,0.154
AT3G33528,0.13,0.056,0,0.038,0,0.043,0.064
AT3G33530,26.216,29.526,29.319,28.435,32.588,31.227,31.585
AT3G33520,16.246,14.053,15.736,16.648,22.722,23.979,24.918
AT3G33448,0.292,0.116,0.22,0.617,0.462,0.519,0.232
AT3G33377,0.075,0.034,0.104,0.06,0.192,0.123,0.108
AT3G33235,0.055,0.066,0.05,0.109,0.254,0.212,0.162
AT3G35003,0,0,0,0,0,0,0
AT3G33230,0,0.097,0,0,0,0,0.046
AT3G33225,0.008,0,0.008,0,0.016,0,0.008
AT3G33215,0.019,0.018,0.036,0.018,0.092,0.02,0.018
AT3G33205,0.064,0.055,0.076,0.047,0.059,0.08,0.086
AT3G33201,0.614,0.9,1.316,0.591,1.972,0.818,0.78
AT3G33197,0,0,0,0,0,0,0
AT3G34299,0,0,0,0,0,0,0
AT3G35707,0,0,0,0,0,0,0
AT3G36411,0,0,0,0,0,0,0
AT3G37820,0.005,0,0.009,0.009,0,0.014,0.004
AT3G38525,0,0,0,0.01,0,0.023,0.014
AT3G39230,0.052,0.031,0.069,0.022,0.08,0,0.026
AT3G39935,0.084,0.052,0.044,0.03,0.015,0.046,0
AT3G40640,0.053,0.088,0.182,0,0.048,0.092,0.146
AT3G41345,0.04,0.1,0.102,0.064,0.244,0.215,0.034
AT3G41762,0.022,0.078,0.154,0.094,0.162,0.243,0.635
AT3G41761,0,0,0,0,0,0,0
AT3G06325,0,0,0,0,0,0,0
AT3G41768,442.035,599.372,576.521,510.591,843.415,706.33,622.973
AT3G06355,53.254,55.562,77.58,121.501,266.38,230.644,229.17
AT3G41979,0,0,0,0,0,0,0
AT3G42047,0,0,0,0,0,0,0
AT3G42050,124.109,119.19,111.971,103.999,97.597,96.815,100.699
AT3G42052,3.221,3.17,2.838,3.059,3.547,3.93,3.91
AT3G42054,0,0,0,0,0,0,0
AT3G42057,0,0,0,0,0,0,0
AT3G42060,0,0,0,0,0,0,0
AT3G42065,0.012,0.01,0,0,0,0,0
AT3G42070,0,0,0,0,0,0,0
AT3G42080,0,0,0,0,0,0,0
AT3G42083,0,0,0,0,0,0,0
AT3G42086,0,0,0,0,0,0,0.004
AT3G42090,0,0,0,0,0,0,0
AT3G42100,0.004,0,0,0,0.004,0.004,0
AT3G42110,0.017,0.016,0.016,0,0.016,0,0
AT3G42115,0.006,0,0,0,0,0.006,0
AT3G42120,0,0.016,0,0,0,0,0
AT3G42075,0,0,0,0,0,0,0
AT3G42130,0,0,0,0,0,0,0
AT3G42140,0,0,0,0,0,0,0
AT3G42148,0,0.178,0,0,0,0.458,0
AT3G42150,10.171,11.84,12.797,14.902,19.401,16.314,15.547
AT3G42153,0,0,0,0,0,0.062,0
AT3G42155,0,0,0,0,0,0,0
AT3G42160,0,0,0,0,0,0,0
AT3G42170,26.718,27.009,27.012,27.218,30.254,28.66,28.002
AT3G42180,0.18,0.233,0.081,0.18,0.13,0.136,0.147
AT3G06375,0,0,0,0,0,0,0
AT3G42174,0.018,0.006,0,0.012,0.012,0.012,0
AT3G42178,0,0,0,0,0,0,0
AT3G42179,0,0.046,0,0,0,0,0
AT3G42181,0,0,0,0,0,0,0.096
AT3G42182,0,0,0,0,0,0,0
AT3G42186,0,0,0,0,0,0,0
AT3G42190,0.011,0,0,0,0,0,0
AT3G42200,0,0,0,0,0,0,0
AT3G42203,0.008,0.006,0,0,0.008,0,0
AT3G42206,0,0,0,0,0,0,0
AT3G42220,0,0,0,0,0,0,0
AT3G42230,0,0,0.008,0,0,0,0
AT3G42233,0,0,0.013,0,0,0,0
AT3G42236,0,0,0,0,0,0,0
AT3G42240,0,0,0,0,0.048,0,0
AT3G42245,0,0.01,0,0,0,0,0
AT3G42250,0,0,0,0,0,0,0
AT3G42251,0,0,0,0,0,0,0.03
AT3G42252,0,0,0.014,0,0,0,0
AT3G42253,0,0,0,0,0,0,0
AT3G42254,0,0,0,0,0,0,0
AT3G42255,0,0,0,0,0,0,0
AT3G42256,0,0.002,0,0,0,0,0
AT3G42257,0,0,0,0,0.014,0,0
AT3G42258,0,0,0.019,0,0,0,0
AT3G42260,0,0,0,0,0,0,0
AT3G42270,0,0,0,0,0,0,0.009
AT3G42280,0,0,0,0,0,0,0
AT3G42290,0,0,0,0,0,0,0
AT3G42300,0,0,0,0,0,0,0
AT3G42305,0,0,0,0,0,0.008,0
AT3G42310,0,0,0,0,0,0,0
AT3G42313,0,0,0,0,0,0,0
AT3G42316,0,0,0,0,0,0,0
AT3G42320,0,0,0,0,0,0,0
AT3G42330,0,0,0,0,0,0,0
AT3G42340,0,0,0,0,0,0,0
AT3G42350,0,0,0,0,0,0,0
AT3G42353,0,0,0,0,0,0,0
AT3G42356,0,0,0,0,0,0,0
AT3G42360,0,0,0,0,0.018,0,0
AT3G42383,0,0,0.006,0,0,0.006,0.006
AT3G42386,0,0,0,0,0,0,0
AT3G42390,0,0,0,0,0,0,0
AT3G42400,0,0,0,0,0,0,0
AT3G42410,0,0,0,0,0,0,0
AT3G42420,0,0,0,0,0,0,0
AT3G06385,0,0,0,0,0,0,0
AT3G42430,0,0,0,0,0,0,0
AT3G42431,0,0,0,0,0,0.004,0
AT3G42432,0,0,0,0,0,0,0
AT3G42433,0,0,0,0,0,0,0
AT3G42434,0,0,0,0,0,0,0
AT3G42436,0,0,0,0,0,0,0.022
AT3G42438,0.01,0,0,0,0,0,0
AT3G42440,0,0,0,0,0,0,0
AT3G42445,0,0,0,0,0,0,0
AT3G42450,0,0,0,0,0,0,0
AT3G42460,0,0,0,0,0,0,0
AT3G42470,0,0,0,0,0,0,0
AT3G42466,0,0,0,0,0,0,0
AT3G42473,0,0,0,0,0,0,0
AT3G42471,0,0,0,0,0,0,0
AT3G42472,0,0,0,0,0,0,0
AT3G42474,0,0,0,0,0,0,0
AT3G42476,0,0,0,0,0,0,0
AT3G42478,0,0,0,0,0,0,0
AT3G42480,0,0,0,0,0,0,0
AT3G42490,0,0,0,0,0,0,0
AT3G42500,0,0,0,0,0,0,0
AT3G42510,0,0,0,0,0,0,0
AT3G42520,0,0,0,0,0,0.05,0
AT3G42530,0,0,0,0,0,0,0
AT3G42535,0,0,0,0,0,0,0
AT3G42540,0,0,0,0,0,0,0
AT3G42542,0,0,0,0,0,0,0
AT3G06395,0,0,0,0,0,0,0
AT3G42545,0,0,0.004,0,0,0,0
AT3G42550,0,0.015,0,0,0,0,0
AT3G06405,0,0,0,0,0,0,0
AT3G06415,0,0,0,0,0,0,0
AT3G42553,0,0,0,0,0,0,0
AT3G42556,0,0,0,0,0,0,0
AT3G42557,0,0,0,0,0,0,0
AT3G42560,0,0,0,0,0,0,0
AT3G42565,0,0,0,0,0,0,0
AT3G42570,0.143,0,0.044,0.172,0.494,0.145,0.195
AT3G42580,0.008,0,0,0.008,0.025,0.008,0
AT3G42590,0,0,0.031,0,0,0,0
AT3G42600,0,0,0,0,0,0.033,0
AT3G42610,0,0,0,0,0,0,0
AT3G42620,0,0,0,0,0,0,0
AT3G42621,0,0,0,0,0,0,0
AT3G42622,0,0,0,0,0,0,0
AT3G42624,0,0,0,0,0,0,0
AT3G42626,0,0,0,0,0,0,0
AT3G42628,0,0,0.312,0,0,0.158,0
AT3G42630,7.968,8.726,9.361,9.454,10.751,10.238,12.053
AT3G06425,0.657,0.891,0.588,0.696,1.931,1.723,1.911
AT3G42640,4.462,4.549,4.62,5.046,6.498,6.644,7.847
AT3G42645,0,0,0,0,0,0,0
AT3G42646,0,0,0,0,0,0,0
AT3G42650,0,0,0,0,0,0,0
AT3G42653,0,0,0,0,0,0,0
AT3G42656,0,0,0,0,0,0,0
AT3G42658,2.941,3.126,2.838,2.512,2.085,2.442,1.613
AT3G42660,6.414,4.115,3.422,3.274,2.592,1.991,2.085
AT3G42670,1.431,1.389,1.391,1.321,1.324,1.351,1.552
AT3G42680,0,0,0,0,0,0,0
AT3G42690,0,0.006,0,0,0,0,0
AT3G42700,0,0,0,0,0,0,0
AT3G42710,0,0,0,0,0,0,0
AT3G42711,0,0,0,0,0.022,0,0
AT3G42712,0,0,0,0,0,0.01,0
AT3G42713,0,0,0,0.018,0,0,0.017
AT3G06465,0,0,0,0,0,0.044,0.042
AT3G42714,0,0,0,0,0.076,0,0
AT3G42715,0,0.007,0,0.016,0,0.008,0.016
AT3G42716,0.012,0,0,0.012,0,0.012,0.011
AT3G42719,0,0.034,0,0.03,0,0.033,0
AT3G42726,0,0,0,0,0.08,0,0
AT3G42727,0.012,0.01,0.01,0.02,0.053,0,0.025
AT3G42717,0,0,0,0,0,0,0
AT3G42718,0,0,0,0,0,0,0
AT3G42720,0.008,0,0,0,0,0,0
AT3G42721,0,0,0,0,0,0,0
AT3G42722,0,0,0,0,0,0,0
AT3G42723,0,0,0,0,0,0,0
AT3G42724,0,0,0,0,0,0,0
AT3G42725,3.143,1.624,0.99,0.672,0.152,0.136,0.093
AT3G42730,0,0,0,0,0,0,0
AT3G42740,0,0,0,0,0,0,0
AT3G42750,0,0,0,0,0,0,0
AT3G42760,0,0,0,0,0,0,0
AT3G42763,0,0,0,0,0,0,0
AT3G42766,0,0,0,0,0,0,0
AT3G42770,0,0,0,0,0,0,0
AT3G42780,0,0,0,0,0,0,0
AT3G42783,0,0,0,0,0,0,0
AT3G42786,0,0,0,0,0,0,0
AT3G42790,55.79,57.576,64.176,61.193,68.454,70.575,72.989
AT3G29794,0,0,0,0,0,0,0.018
AT3G42791,0.016,0,0,0,0,0,0
AT3G06475,0,0,0,0,0,0,0
AT3G42792,0.028,0,0,0,0,0,0
AT3G42794,0,0,0,0,0,0,0.008
AT3G42796,0,0,0,0,0,0,0
AT3G42798,0,0,0,0,0,0,0
AT3G42800,7.944,8.88,8.953,9.228,7.146,6.69,5.239
AT3G42803,0,0,0,0,0,0,0
AT3G42806,0.706,0.455,0.444,0.543,0.686,0.848,0.748
AT3G42810,0.049,0.042,0.046,0,0,0.047,0.091
AT3G42820,0.036,0.024,0.04,0.046,0.092,0.138,0.124
AT3G42830,0,0,0,0,0,0,0
AT3G42835,0,0,0,0,0,0,0
AT3G42836,0,0,0,0,0,0,0
AT3G42837,0,0,0,0,0,0,0
AT3G42850,0.244,0.3,0.312,0.32,0.439,0.558,0.724
AT3G42860,2.019,2.49,2.38,3.12,3.014,4.244,4.638
AT3G42870,0,0,0,0,0,0,0
AT3G42875,0,0,0,0,0,0,0
AT3G06485,0,0,0,0,0,0,0
AT3G42880,0,0,0.008,0,0,0,0
AT3G42883,0,0,0,0,0,0,0
AT3G42886,0,0,0,0,0,0,0
AT3G42890,0,0,0,0,0,0,0
AT3G42900,0,0,0,0,0,0,0
AT3G42910,0,0,0,0,0,0,0
AT3G42913,0,0,0,0,0,0,0
AT3G42916,0,0,0,0,0,0,0
AT3G42920,0,0,0,0,0,0,0
AT3G42922,0,0,0,0,0,0,0
AT3G42924,0,0,0,0,0,0,0
AT3G42927,0,0,0,0,0,0.01,0
AT3G42930,0,0,0,0,0,0,0
AT3G42935,0,0,0,0,0,0,0
AT3G42940,0,0,0,0,0,0,0
AT3G42945,0,0,0,0,0,0,0
AT3G42950,10.053,8.667,8.545,7.508,6.515,6.247,5.312
AT3G42960,0,0,0,0,0.024,0,0
AT3G42980,0,0,0,0,0,0,0
AT3G42990,0,0,0,0,0,0,0
AT3G42993,0,0,0,0,0,0.004,0
AT3G42996,0,0,0,0,0,0,0.005
AT3G43000,0,0,0,0,0,0,0
AT3G43005,0,0,0,0,0,0,0
AT3G42995,0,0,0,0,0,0,0
AT3G43020,0,0,0,0,0,0,0
AT3G43025,0,0,0,0,0,0,0
AT3G43040,0,0,0,0,0,0,0
AT3G43050,0,0,0,0,0,0,0
AT3G43060,0,0,0,0,0,0,0
AT3G43070,0,0,0,0,0,0,0
AT3G43080,0,0,0,0,0,0,0
AT3G43083,0,0,0,0,0,0,0
AT3G06495,0.038,0,0.033,0,0.07,0.072,0.042
AT3G06515,0,0,0.056,0,0,0,0
AT3G06525,0,0,0,0,0,0,0
AT3G43090,0,0,0,0,0,0,0
AT3G43095,0,0,0,0,0,0,0
AT3G43100,0,0,0,0,0,0,0
AT3G43110,2.521,1.119,1.075,1.215,0.464,0.633,0.358
AT3G43120,0,0,0,0,0,0,0
AT3G43123,0,0,0,0,0,0,0
AT3G43126,0,0,0,0,0,0,0
AT3G43128,0,0,0,0,0,0,0
AT3G43130,0,0,0,0,0,0,0
AT3G43140,0,0,0,0,0,0,0
AT3G43141,0,0,0,0,0,0,0
AT3G43142,0,0,0,0,0,0,0
AT3G43144,0,0,0,0,0,0,0
AT3G43146,0,0,0,0,0,0,0
AT3G43147,0,0,0,0,0,0,0
AT3G43148,0,0,0,0,0,0,0
AT3G43150,0,0,0,0,0,0,0
AT3G43151,0,0,0,0,0,0,0
AT3G43152,0,0,0,0,0,0,0
AT3G43153,0,0,0,0,0,0,0
AT3G43154,0,0,0,0,0.016,0,0
AT3G43156,0,0,0,0,0,0,0
AT3G43157,0,0,0,0,0,0,0
AT3G43158,0,0,0,0,0,0,0
AT3G43160,0,0,0,0,0,0,0
AT3G06535,0,0,0,0,0,0,0
AT3G06555,0,0,0,0,0,0,0
AT3G43170,0,0,0,0,0,0,0
AT3G43175,0,0,0,0,0,0,0
AT3G43180,0,0,0,0,0,0,0
AT3G43190,1.643,2.11,1.92,1.593,0.983,1.079,0.824
AT3G43200,0.279,0.549,0.621,0.464,0.576,0.644,1.352
AT3G43205,0,0.048,0.16,0,0.056,0,0.066
AT3G43210,4.152,4.873,3.611,3.702,3.963,4.102,4.122
AT3G43220,23.092,24.37,22.526,22.377,22.453,21.795,21.123
AT3G43230,25.06,34.556,33.179,34.789,33.456,34.168,36.947
AT3G43240,15.59,16.023,16.707,15.624,15.128,15.097,15.378
AT3G43250,0.05,0.023,0.044,0.041,0.045,0.047,0.027
AT3G43251,0,0,0,0,0,0,0
AT3G43260,0,0,0,0,0,0,0
AT3G43270,18.715,21.848,17.959,20.796,24.346,24.331,25.142
AT3G06565,0.041,0,0.039,0.036,0,0,0
AT3G43280,0,0,0,0,0,0,0
AT3G43290,0,0,0,0,0,0,0
AT3G43291,0.028,0,0,0,0.026,0,0
AT3G06575,0,0.046,0.044,0,0.136,0,0.054
AT3G43300,35.232,40.517,36.978,38.85,40.92,37.936,39.37
AT3G43302,0,0,0,0,0,0,0
AT3G43303,0,0,0,0,0,0,0
AT3G43304,0.003,0,0,0,0,0,0
AT3G43307,0,0,0,0,0,0.008,0
AT3G43310,0,0,0,0,0,0,0
AT3G43315,0.007,0.007,0.006,0,0,0.016,0
AT3G43320,0,0,0,0,0.014,0,0
AT3G43330,0,0.013,0,0,0,0,0
AT3G43340,0.111,0.086,0,0,0.096,0,0
AT3G43350,0,0.009,0.008,0,0.018,0.02,0
AT3G06585,0.042,0,0,0,0,0,0
AT3G43352,0,0,0,0,0,0,0
AT3G43355,0,0,0,0,0,0,0
AT3G43356,0,0,0,0,0,0,0
AT3G43357,0,0,0,0,0,0,0
AT3G43358,0,0,0,0.007,0.008,0,0
AT3G43359,0,0,0,0,0,0,0
AT3G43360,0,0,0,0,0,0,0
AT3G43370,0,0,0,0,0,0,0
AT3G43380,0,0,0,0,0,0,0
AT3G43390,0.015,0.006,0,0.006,0.007,0.027,0
AT3G43400,0.113,0.03,0,0.034,0.068,0.038,0
AT3G06605,0.222,0.131,0.147,0.193,0.052,0.112,0.109
AT3G43410,0,0,0,0,0,0,0
AT3G43415,0,0,0,0,0,0,0
AT3G43420,0,0,0,0,0,0,0
AT3G43425,0,0,0,0,0,0,0.005
AT3G43430,14.15,11.173,8.88,9.916,8.739,8.096,7.359
AT3G06615,0,0,0,0,0,0,0
AT3G43432,0,0,0,0,0,0,0
AT3G43433,0,0,0,0,0,0,0
AT3G43436,0,0,0,0,0,0,0
AT3G06625,0,0,0,0,0.058,0,0
AT3G43440,8.899,15.803,16.339,17.092,21.399,21.683,23.475
AT3G43442,0.01,0,0,0,0,0.012,0.012
AT3G43444,0,0,0,0,0.006,0,0
AT3G43447,0,0,0,0,0,0,0
AT3G43450,0,0,0,0,0,0,0
AT3G43460,0,0,0,0,0,0,0
AT3G43470,0,0,0,0,0,0,0
AT3G43480,0,0,0,0,0,0,0
AT3G43485,0,0,0,0,0,0,0
AT3G43490,0,0,0,0,0,0,0
AT3G43500,0,0,0,0,0,0,0
AT3G43503,0,0,0,0,0,0,0
AT3G43505,0,0,0,0,0,0,0
AT3G43510,3.997,3.088,3.728,4.093,4.172,4.944,5.454
AT3G43520,21.727,23.312,30.362,28.476,31.355,38.361,42.487
AT3G43521,0,0,0,0,0,0,0
AT3G43522,0,0,0,0,0,0,0
AT3G06635,0,0,0,0,0,0,0.039
AT3G43523,0,0,0,0,0,0.01,0.019
AT3G43524,0,0,0,0,0,0,0
AT3G43526,0,0,0,0,0,0,0
AT3G43528,0,0,0,0,0,0,0
AT3G43530,0,0,0,0,0.012,0.014,0
AT3G43540,26.282,20.122,20.047,16.971,12.86,9.036,6.797
AT3G43546,0,0.004,0,0,0,0,0.004
AT3G43550,0,0,0,0,0,0,0
AT3G43563,0,0,0,0,0,0,0
AT3G43566,0,0,0,0,0,0,0
AT3G43570,0,0,0,0,0,0,0
AT3G43572,0,0,0,0,0,0,0
AT3G43574,0,0,0,0,0,0,0
AT3G43571,0,0,0,0,0,0,0
AT3G43573,0,0,0,0,0.005,0,0
