GeneID,60mins,240mins,480mins,720mins,1440mins,2160mins,3600mins
AT1G30950,0.232,0.325,0.14,0.25,0.214,0.048,0.142
AT1G30960,1.77,1.703,1.15,1.095,0.778,0.643,0.57
AT1G30970,22.315,25.102,27.585,29.58,48.945,59.705,56.564
AT1G06397,0,0,0,0,0,0,0
AT1G30972,0,0,0,0,0,0,0
AT1G30974,0,0,0,0,0,0,0
AT1G30975,0,0,0,0,0,0,0
AT1G30980,0,0,0,0,0,0,0
AT1G30990,0.258,0.076,0.114,0.076,0.026,0.028,0.055
AT1G31000,0,0,0,0,0,0,0
AT1G31010,1.223,1.135,0.908,0.761,0.883,0.809,1.312
AT1G31020,9.191,10.168,9.477,9.044,7.85,6.621,7.483
AT1G06403,0,0,0,0,0,0,0
AT1G31030,0,0.051,0.018,0.043,0.056,0.036,0
AT1G31040,1.768,3.3,4.694,4.984,3.857,3.952,2.651
AT1G31050,2.695,2.337,2.216,2.388,3.16,2.856,3.197
AT1G31070,63.108,46.459,42.79,34.468,23.335,19.287,13.029
AT1G31072,0,0,0,0,0,0,0
AT1G31080,0,0,0,0,0,0,0
AT1G31090,0,0,0,0,0,0,0
AT1G31093,0,0,0,0,0,0,0
AT1G31100,0,0,0,0,0,0,0
AT1G06407,0.14,0.046,0.144,0.162,0.142,0.046,0.15
AT1G31095,0,0,0,0.198,0.217,0.122,0.112
AT1G31110,0,0,0,0,0,0,0
AT1G31120,6.953,8.751,9.173,10.023,10.949,14.889,19.439
AT1G31130,69.613,49.694,53.259,47.957,46.562,50.252,67.088
AT1G31140,0.055,0.027,0.055,0,0.031,0,0.03
AT1G31150,4.569,4.871,3.983,3.626,3.25,2.939,2.72
AT1G31160,24.011,24.468,20.977,16.553,12.485,8.532,8.332
AT1G31163,0,0,0,0,0,0,0
AT1G31166,0,0,0,0,0,0,0
AT1G31170,9.633,8.865,8.561,7.989,7.359,6.602,7.53
AT1G06413,0,0,0,0.08,0,0,0
AT1G06417,0.936,1.257,1.652,2.414,1.587,1.487,1.953
AT1G31175,6.09,6.505,6.365,5.998,6.327,6.537,7.155
AT1G31180,21.729,18.559,17.163,13.515,9.876,7.844,8.124
AT1G31190,15.751,14.049,12.279,10.953,7.512,5.165,5.217
AT1G31200,0.445,0.242,0.397,0.402,0.247,0.135,0.298
AT1G06423,0,0,0,0,0,0,0
AT1G31210,0,0,0,0,0,0,0
AT1G31220,6.116,5.338,5.67,5.284,4.88,5.64,5.284
AT1G31230,17.947,17.841,16.009,13.273,8.308,5.812,4.362
AT1G31240,0.306,0.394,0.626,0.698,0.911,1.886,3.356
AT1G31243,0,0,0,0,0,0,0
AT1G31245,0,0,0,0,0,0,0
AT1G31250,0.038,0.106,0.182,0.133,0.075,0.108,0.04
AT1G31255,0,0,0,0,0,0,0
AT1G06427,0,0,0,0,0,0,0
AT1G31258,21.35,23.893,24.09,22.584,25.524,29.84,28.279
AT1G31260,0.126,0.38,0.252,0.302,0.192,0.168,0.041
AT1G31270,0,0,0.028,0.028,0,0.028,0
AT1G31274,0,0,0,0,0,0,0
AT1G31280,6.514,4.578,5.208,5.04,5.123,5.524,6.768
AT1G31290,0.994,1.459,1.158,1.091,1.006,0.826,0.913
AT1G31300,42.403,38.486,37.288,34.204,27.672,24.213,21.535
AT1G06433,0,0.038,0,0,0,0,0
AT1G31310,3.348,3.33,3.951,3.691,3.408,3.183,1.467
AT1G31320,1.262,1.16,1.105,1.013,0.629,0.607,0.424
AT1G31330,1191.692,1270.403,1012.541,914.352,446.638,339.128,309.951
AT1G31335,8.579,6.171,6.258,6.614,3.979,3.206,2.258
AT1G31340,42.198,36.026,33.892,31.681,24.992,22.215,24.297
AT1G31350,12.672,10.058,10.964,11.341,10.16,12.193,12.521
AT1G31355,2.783,1.893,1.602,1.315,0.965,1.083,0.994
AT1G31360,5.573,5.592,4.864,4.17,4.229,3.713,3.197
AT1G31370,0,0,0.039,0,0,0,0
AT1G31380,0,0,0,0,0,0.046,0.048
AT1G06437,0,0,0,0,0,0,0
AT1G31390,0,0,0,0,0,0,0
AT1G31400,0,0,0,0.018,0,0,0
AT1G31410,9.682,10.255,9.063,8.645,8.152,6.762,7.045
AT1G31420,72.612,59.367,55.459,48.523,42.243,46.145,52.769
AT1G31430,1,0.806,0.651,0.528,0.446,0.324,0.261
AT1G31440,27.467,25.586,24.024,22.056,23.04,22.197,23.596
AT1G31450,0,0,0,0.012,0.019,0,0
AT1G31460,1.872,1.476,1.312,1.59,1.331,1.243,1.212
AT1G31470,5.188,5.232,5.304,5.074,5.837,5.938,5.624
AT1G31480,5.656,6.095,6.104,6.521,7.595,8.498,10.534
AT1G31490,0,0.029,0.011,0.011,0.01,0,0
AT1G31485,0,0,0,0,0,0,0
AT1G31500,11.194,11.255,10.09,8.376,7.854,7.524,7.475
AT1G31510,0,0,0,0,0,0,0
AT1G31520,0,0,0,0,0,0,0
AT1G31530,0,0,0.056,0.02,0,0,0
AT1G31540,1.546,1.365,1.364,1.494,1.414,1.619,2.385
AT1G31550,0.42,0.752,0.57,0.396,0.158,0.145,0.13
AT1G31555,0,0,0,0,0,0,0
AT1G06443,0,0,0,0,0,0,0
AT1G06447,0,0,0,0,0,0,0
AT1G31570,0,0,0,0,0,0,0
AT1G31580,10.237,5.258,3.467,3.123,2.437,1.986,1.54
AT1G31600,16.131,15.757,15.917,14.194,14.847,15.515,17.058
AT1G31620,0,0,0,0,0,0,0
AT1G31630,0,0,0,0,0,0,0
AT1G31640,0,0,0,0,0,0,0
AT1G31650,9.262,8.036,7.043,6.372,5.42,4.335,3.619
AT1G31660,8.686,7.122,5.649,6.294,5.016,4.032,5.856
AT1G31670,0.043,0,0.01,0.015,0,0.01,0
AT1G31690,0,0,0,0,0,0,0
AT1G31710,30.465,31.351,29.296,29.372,26.828,30.006,24.767
AT1G31720,1.304,1.149,1.018,1.096,0.887,0.822,0.64
AT1G31730,30.508,34.145,36.52,35.211,38.078,35.962,36.954
AT1G31740,0,0,0,0,0,0,0
AT1G31750,2.636,2.157,3.017,2.792,3.588,3.837,4.174
AT1G31760,1.365,1.768,1.507,1.256,1.048,0.914,1.025
AT1G31770,12.302,14.045,12.979,14.103,13.738,14.993,16.287
AT1G31772,0.03,0.188,0.028,0.058,0.054,0.061,0
AT1G31780,22.735,25.944,24.537,24.041,24.294,23.319,23.396
AT1G31790,0.474,0.688,0.896,0.597,0.852,0.74,1.04
AT1G31800,38.51,35.082,24.116,15.098,6.144,4.612,3.141
AT1G31810,8.345,10.913,11.573,13.252,16.296,15.963,14.538
AT1G31812,798.598,857.64,1093.937,1160.599,1279.645,1440.414,1257.512
AT1G31814,4.274,4.816,5.8,5.37,9.011,12.081,11.795
AT1G31817,12.734,10.9,9.7,9.248,7.071,5.361,6.138
AT1G31820,6.899,5.723,5.598,5.559,8.158,8.175,11.758
AT1G31830,11.331,12.678,13.759,13.316,14.765,16.906,19.686
AT1G31835,1.657,0.945,1.099,0.666,0.572,0.488,0.552
AT1G06453,0,0,0,0,0,0,0
AT1G31840,0.277,0.236,0.207,0.231,0.204,0.207,0.232
AT1G31850,48.58,51.68,52.326,46.139,39.834,30.195,21.729
AT1G31860,9.478,7.191,7.006,6.289,4.149,3.408,2.856
AT1G06457,0,0,0,0,0,0,0
AT1G06463,1.584,1.159,2.282,1.629,1.218,1.456,0.93
AT1G06467,0,0,0,0,0,0,0
AT1G31870,8.788,9.169,9.565,9.518,9.831,10.797,10.377
AT1G31880,2.822,3.257,2.712,3.028,2.444,2.454,2.129
AT1G31885,0.987,1.306,1.087,1.425,1.225,1.514,1.392
AT1G31910,29.832,29.159,29.54,27.418,26.096,25.351,27.844
AT1G31900,1.68,1.853,2.342,1.701,1.466,2.688,3.228
AT1G31920,0,0,0,0,0,0,0
AT1G31930,15.137,14.378,13.096,13.9,15.394,14.8,16.014
AT1G31935,16.899,18.405,23.296,25.525,20.09,17.27,11.144
AT1G31940,11.846,9.059,9.086,8.703,8.536,8.39,8.675
AT1G06473,6.349,11.246,14.482,16.587,23.783,33.323,36.029
AT1G06483,0.19,0.336,0.194,0.324,0.391,0.192,0
AT1G31950,6.448,4.948,4.238,4.324,4.804,3.401,2.41
AT1G06487,0.225,0,0.116,0.273,0.106,0.346,0
AT1G31960,0,0,0,0,0,0.044,0
AT1G31970,26.033,19.716,18.723,19.825,21.078,19.927,24.447
AT1G31990,0.256,0.147,0.124,0.212,0.073,0.054,0.132
AT1G06493,0,0,0,0,0,0,0
AT1G06497,0,0,0,0,0,0,0
AT1G06507,0,0,0,0,0,0,0
AT1G06513,0,0,0,0,0,0,0
AT1G06517,0,0,0,0,0,0,0
AT1G31983,0.037,0.128,0.143,0.06,0.072,0.036,0.038
AT1G31993,0,0,0,0,0,0,0
AT1G32000,0,0,0,0,0,0,0
AT1G32010,0,0,0,0,0,0,0
AT1G32020,0,0,0,0,0,0,0
AT1G32030,0,0,0,0,0,0,0
AT1G32040,0,0,0,0,0,0,0
AT1G32045,0,0,0,0,0,0,0
AT1G32049,0.03,0,0.032,0,0,0,0
AT1G32050,120.037,126.885,129.305,111.459,101.646,95.609,106.62
AT1G32060,462.099,466.919,439.752,441.452,401.537,306.31,170.034
AT1G32070,38.303,34.011,31.617,25.691,18.583,14.947,12.192
AT1G32080,112.094,92.045,76.751,57.131,36.819,31.157,17.933
AT1G32090,45.473,47.515,45.089,44.898,48.162,49.853,49.831
AT1G32100,32.609,30.78,29.526,30.233,32.844,36.547,29.854
AT1G32110,0,0,0,0,0,0,0
AT1G32120,2.892,2.835,2.917,2.25,1.922,1.437,1.045
AT1G32127,9.991,10.41,11.523,9.527,8.393,8.168,8.889
AT1G32130,43.983,44.052,48.733,48.397,64.788,71.392,77.705
AT1G32140,0,0,0,0,0,0,0
AT1G32150,11.447,13.09,12.361,14.18,15.72,15.473,14.446
AT1G32160,41.053,40.389,35.985,32.985,27.564,25.916,23.235
AT1G32170,176.553,242.428,280.07,328.591,303.563,335.123,278.371
AT1G32172,0.282,0.362,0.492,0.483,0.431,0.471,0.24
AT1G32180,0,0.019,0,0,0,0.014,0.007
AT1G32190,8.493,6.425,6.547,7.84,7.069,6.681,5.659
AT1G06527,0.065,0,0,0,0,0,0
AT1G06533,0,0,0,0,0,0,0
AT1G32200,40.334,34.758,31.916,26.008,16.158,10.488,8.358
AT1G32210,27.056,28.285,27.477,21.14,13.267,10.731,9.764
AT1G32220,17.312,18.806,15.668,11.354,6.431,4.481,5.236
AT1G32225,0,0,0,0,0,0,0
AT1G32230,92.681,98.208,120.667,123.287,159.653,179.692,183.576
AT1G32240,4.752,4.077,3.455,3.635,3.895,3.466,3.007
AT1G32250,0,0.066,0,0,0,0,0
AT1G32260,12.034,13.043,12.409,11.866,11.401,11.894,11.027
AT1G32270,0.171,0.25,0.263,0.238,0.186,0.397,0.426
AT1G32280,0,0,0,0,0,0,0
AT1G32300,0,0,0,0,0,0,0
AT1G32310,8.003,8.04,9.534,7.632,5.17,4.518,5.144
AT1G32320,0.027,0.022,0,0,0,0,0
AT1G32330,10.947,9.17,8.689,8.469,8.135,8.316,8.344
AT1G32337,0,0,0,0,0,0,0
AT1G32340,7.379,8.645,8.593,7.762,8.086,8.265,9.026
AT1G32350,0.09,0.015,0.03,0.026,0.095,0.076,0.08
AT1G06537,1.87,0.83,1.918,3.024,1.722,2.066,0.909
AT1G32360,21.949,21.242,21.229,21.246,20.654,19.973,22.972
AT1G32361,0,0,0,0,0,0,0
AT1G32370,10.588,11.7,12.275,12.826,15.626,14.904,19.079
AT1G06543,0,0,0,0,0,0,0
AT1G32375,0.08,0,0.045,0.026,0.014,0.014,0.016
AT1G32380,6.05,5.968,4.968,4.78,3.33,2.72,3.043
AT1G06547,5.843,0.503,1.098,2.341,1.133,1.351,1.134
AT1G32385,0.809,1.04,1.126,0.468,0,0.819,0
AT1G06553,2.631,2.388,1.946,1.239,0.46,0.822,0.678
AT1G06557,0,0,0,0,0,0,0
AT1G32390,0.042,0.188,0.161,0.148,0.076,0.166,0
AT1G32400,55.655,55.955,56.834,55.11,48.96,55.941,62.235
AT1G32410,59.975,64.132,64.89,62.169,59.43,59.192,55.438
AT1G32415,0.665,0.712,0.875,0.608,0.446,0.426,0.454
AT1G06567,0.054,0,0.106,0,0.096,0,0
AT1G32420,0,0,0,0,0,0,0
AT1G32430,0,0,0,0,0,0,0
AT1G32440,7.47,7.231,6.838,6.349,5.96,6.149,6.404
AT1G32450,48.83,76.389,91.449,102.959,132.172,155.118,107.326
AT1G32460,0.112,0.06,0.071,0.136,0.8,0.446,0.856
AT1G06573,2.103,2.407,2.58,2.994,2.021,2.488,3.005
AT1G32470,353.484,344.084,290.113,226.42,131.475,88.819,39.558
AT1G32480,0,0,0,0,0,0,0.028
AT1G32490,14.983,16.895,16.407,17.37,23.247,21.333,22.373
AT1G32500,31.574,31.358,27.855,24.912,16.936,13.761,14.495
AT1G32505,0,0,0.026,0,0,0,0
AT1G32510,0.064,0.122,0.142,0.35,0.23,0.103,0.066
AT1G32520,2.018,2.34,1.859,2.335,1.82,1.833,3.445
AT1G32530,12.124,14.399,14.883,15.145,16.925,15.924,20.225
AT1G32540,8.588,12.107,8.285,7.103,4.592,3.696,4.293
AT1G32550,38.892,36.663,29.485,21.737,12.101,7.174,5.855
AT1G32560,20.149,13.704,15.165,22.659,45.715,53.065,63.42
AT1G32570,0.221,0.357,0.174,0.224,0.32,0.176,0.09
AT1G06577,0.89,1.233,1.918,1.962,1.345,1.056,0.743
AT1G06583,0.22,0.348,0.186,0.218,0.232,0.229,0.227
AT1G06587,0,0,0,0,0,0,0
AT1G32575,0.423,0.648,0.596,0.23,0.592,0.255,0.176
AT1G06593,0,0.116,0.205,0.048,0.19,0,0.066
AT1G32580,9.351,10.075,9.543,10.389,11.063,11.423,14.508
AT1G32583,1.031,1.137,0.596,0.692,0.785,1.2,1.712
AT1G32585,0,0.03,0.07,0.025,0,0,0
AT1G32590,0,0,0,0,0,0,0
AT1G32600,0,0.026,0,0,0,0,0.029
AT1G32610,1.4,1.616,1.704,1.275,1.262,1.417,1.278
AT1G32620,0,0,0,0,0,0,0
AT1G32630,0.275,0.428,0.322,0.396,0.488,0.474,0.49
AT1G32640,0,0,0,0,0,0,0
AT1G32650,0,0,0,0,0,0,0
AT1G32660,0,0,0,0,0,0,0
AT1G06603,0,0,0,0.056,0,0,0
AT1G32680,0,0,0,0,0,0,0
AT1G32690,4.215,2.828,2.585,2.434,2.614,2.641,2.479
AT1G32700,28.602,41.299,46.996,52.547,67.788,75.916,80.662
AT1G06607,0.029,0,0.032,0.096,0,0.062,0.03
AT1G32710,0.292,0.359,0.172,0.279,0.346,0.242,0.19
AT1G32720,0,0,0,0,0,0,0
AT1G32730,4.451,3.224,3.498,2.636,1.858,1.712,1.408
AT1G32740,2.096,1.424,1.304,1.458,0.944,0.922,1.458
AT1G32750,11.544,12.485,12.502,12.564,17.319,15.404,16.338
AT1G06613,0,0,0,0,0,0,0
AT1G32760,2.209,3.102,2.887,3.57,3.19,3.905,3.444
AT1G32763,0,0,0,0,0,0,0
AT1G32770,0,0,0,0,0,0,0
AT1G32780,0.816,0.52,0.391,0.232,0.11,0.068,0.026
AT1G06617,0,0,0,0,0,0,0
AT1G32790,49.052,58.713,67.89,67.133,73.229,84.072,95.548
AT1G32810,8.834,10.499,10.593,10.948,15.933,15.606,19.55
AT1G32820,0,0,0,0,0,0,0
AT1G32830,0,0,0,0,0,0,0
AT1G32840,0,0,0,0,0,0,0
AT1G32850,0.016,0.086,0.074,0.06,0.038,0.034,0.044
AT1G32860,4.747,4.702,4.544,3.96,3.793,3.276,2.772
AT1G32870,7.254,5.815,5.926,5.02,6.19,4.597,4.859
AT1G32880,0.388,0.113,0.418,0.163,0.517,0.388,0
AT1G32890,0,0,0,0,0.004,0.01,0
AT1G32900,11.265,6.866,6.591,5.645,2.284,1.095,0.438
AT1G32910,0,0.01,0.038,0.021,0,0.013,0
AT1G06627,0,0,0,0,0,0,0
AT1G06633,0,0,0,0,0,0,0
AT1G32920,21.177,20.525,23.366,24.898,22.25,21.505,23.37
AT1G32928,5.577,5.659,7.366,8.213,4.986,5.111,5.402
AT1G32930,4.652,5.004,4.751,3.715,2.74,2.686,2.476
AT1G32940,3.384,3.286,2.961,2.78,3.103,3.675,3.936
AT1G32950,0.298,0.327,0.236,0.228,0.362,0.516,0.38
AT1G06637,0,0,0,0,0,0,0
AT1G32960,0.008,0.008,0,0,0,0.009,0.01
AT1G32970,0.081,0.009,0.03,0.024,0.021,0.02,0
AT1G32975,0,0,0,0,0,0,0
AT1G32980,0,0,0,0,0,0,0
AT1G32990,217.674,203.418,168.44,142.838,83.109,52.033,32.35
AT1G33000,0,0,0,0,0,0,0
AT1G33010,0,0,0,0,0,0,0
AT1G33020,0,0,0,0,0,0,0
AT1G33030,0.034,0.016,0.018,0.092,0.134,0.033,0.19
AT1G33040,56.152,52.83,39.21,35.449,20.077,13.061,10.37
AT1G33050,34.63,51.224,61.759,65.468,102.75,122.464,162.954
AT1G33055,5.6,7.512,9.541,9.018,14.82,20.463,26.617
AT1G33060,5.16,6.825,7.059,6.7,7.473,7.723,8.533
AT1G33070,0,0,0,0,0,0,0
AT1G33080,1.861,1.878,1.867,2.019,1.748,2.166,2.226
AT1G33090,0.04,0.022,0.039,0.034,0.096,0.156,0.106
AT1G33100,0.066,0.036,0.052,0.054,0.028,0.053,0.04
AT1G33102,0.797,0.657,0.552,0.458,0.706,0.65,0.576
AT1G33110,20.613,16.864,14.652,12.454,10.628,7.892,8.749
AT1G33120,50.454,43.846,43.3,40.133,27.514,27.541,25.072
AT1G33130,0,0,0,0,0,0,0.013
AT1G33135,0,0,0,0,0,0,0
AT1G33140,75.364,71.374,68.399,65.576,50.457,48.773,49.386
AT1G33160,0,0.038,0,0.108,0.143,0.094,0
AT1G33170,17.84,22.63,19.664,18.751,17.2,11.46,5.582
AT1G33180,0.072,0,0.156,0,0,0.074,0
AT1G33190,0,0,0,0,0,0,0
AT1G06657,0,0,0,0,0,0,0
AT1G06663,0,0,0,0,0,0,0
AT1G33200,0.055,0.076,0.047,0.09,0.062,0.119,0.092
AT1G33220,0,0.02,0,0,0,0,0
AT1G33230,25.694,24.596,23.998,22.213,23.937,21.738,23.519
AT1G33240,61.66,58.038,60.824,68.258,85.931,81.534,73.711
AT1G33250,15.598,20.316,20.496,21.166,21.694,25.494,37.04
AT1G33260,1.585,1.041,0.705,0.475,0.322,0.201,0.621
AT1G33265,18.078,17.987,19.968,17.614,16.666,9.994,6.402
AT1G33270,10.822,10.046,10.532,9.562,9.791,9.89,11.335
AT1G33280,0.589,0.213,0.356,0.213,0.275,0.282,0.163
AT1G33290,19.058,19.25,20.435,20.075,20.538,21.799,19.559
AT1G33300,0,0,0,0,0,0,0
AT1G33320,0.332,0.3,0.262,0.296,0.229,0.296,0.118
AT1G06667,0.286,0.232,0.556,0,0,0,0
AT1G33330,9.672,9.249,8.974,8.348,7.032,7.186,8.254
AT1G33340,1.514,1.099,1.135,1.159,1.227,1.347,1.862
AT1G33350,1.236,1.57,1.426,1.336,1.258,1.018,1.078
AT1G33355,0,0,0,0,0,0,0
AT1G33360,12.496,14.292,14.849,14.007,14.646,13.069,12.267
AT1G06673,0,0,0,0,0,0,0
AT1G33370,0,0,0,0,0,0,0
AT1G33380,0,0,0,0,0,0,0
AT1G33390,2.284,2.426,2.192,2.29,2.263,2.018,2.437
AT1G33400,6.095,6.873,6.634,6.157,6.424,5.87,6.591
AT1G33410,6.033,6.576,5.919,5.713,5.95,5.472,7.832
AT1G33415,0.886,1.006,1.074,1.009,1.299,1.617,1.671
AT1G33420,0,0,0,0,0,0,0
AT1G33430,0,0,0,0,0,0,0
AT1G33440,3.555,4.427,4.57,4.748,4.251,5.69,6.527
AT1G33450,0,0,0,0,0,0,0
AT1G33460,0,0,0,0,0,0,0
AT1G33470,64.776,64.942,60.809,57.395,56.428,54.921,50.882
AT1G33475,1.732,2.038,1.868,1.857,1.463,1.53,1.678
AT1G33480,7.968,6.2,5.752,5.381,4.605,4.249,3.161
AT1G33490,20.076,17.2,17.524,15.222,13.876,12.747,12.104
AT1G33500,0.102,0.086,0.106,0.098,0.033,0.087,0
AT1G33510,0.024,0,0,0,0.026,0,0.025
AT1G33520,22.508,26.614,26.797,28.967,33.917,39.467,46.237
AT1G33530,0,0,0,0,0,0,0
AT1G33540,0.593,0.5,0.335,0.37,0.236,0.289,0.326
AT1G33550,0,0,0,0,0,0,0
AT1G33560,6.717,5.165,5.666,5.03,4.608,3.961,4.922
AT1G33570,0,0,0,0,0,0,0
AT1G33580,0,0,0,0.018,0,0,0
AT1G33590,42.359,43.775,45.73,44.732,36.998,35.27,37.242
AT1G33600,5.264,6.721,6.857,6.463,6.824,8.006,14.279
AT1G06677,0,0,0,0,0,0,0
AT1G33607,0.068,0,0,0.072,0.217,0.426,0.298
AT1G33610,3.556,4.12,5.146,4.903,4.441,4.574,9.014
AT1G33612,0.726,0.748,0.54,0.838,0.881,0.834,0.758
AT1G33615,1.861,2.26,2.462,2.708,4.391,4.598,3.265
AT1G06683,0,0,0,0,0,0,0
AT1G33640,0,0,0,0,0,0,0
AT1G33660,0.982,1.447,1.764,1.418,1.923,2.14,1.915
AT1G06687,0,0,0,0,0,0,0
AT1G06693,0,0,0,0,0,0,0
AT1G33670,0,0,0,0,0,0,0
AT1G33680,25.426,27.688,29.966,36.058,51.331,57.917,59.68
AT1G33700,5.348,5.111,5.42,6.313,7.992,9.988,11.629
AT1G06697,0,0,0,0,0,0,0
AT1G33710,0,0,0,0,0,0,0
AT1G33720,0.101,0.09,0.054,0.041,0.05,0.03,0.031
AT1G33730,0,0,0,0,0,0,0
AT1G33740,0,0,0,0,0,0,0
AT1G33743,0,0,0,0,0,0,0
AT1G06703,0,0,0,0,0,0,0
AT1G06707,0,0,0,0,0,0,0
AT1G33750,2.659,2.292,1.324,1.618,1.17,0.922,0.58
AT1G33760,0.352,0.15,0.181,0.194,0.143,0.197,0.459
AT1G33770,0.4,0.32,0.41,0.688,0.844,1.015,1.291
AT1G33780,15.154,13.708,13.805,11.23,10.407,11.552,9.377
AT1G33785,0.024,0,0,0,0.078,0.028,0.182
AT1G33790,32.861,26.964,22.139,19.525,18.515,16.69,20.48
AT1G33800,13.238,12.398,11.308,12.105,9.078,8.024,8.049
AT1G33810,61.476,54.553,50.585,42.326,33.8,26.663,22.789
AT1G33811,29.709,31.521,27.099,26.855,23.418,18.945,16.945
AT1G33813,0.613,1.428,1.844,2.377,3.59,5.038,4.069
AT1G33817,0.89,1.682,2.12,3.094,3.357,4.74,3.841
AT1G33820,0,0,0,0,0,0,0
AT1G33830,0,0,0,0,0,0,0
AT1G33835,0,0,0,0,0,0,0
AT1G33840,1.091,1.796,0.881,0.944,0.84,1.097,0.969
AT1G33850,0,0,0,0,0.102,0.106,0
AT1G33855,0,0,0,0,0,0,0
AT1G33860,0,0,0,0,0,0,0
AT1G06713,0,0,0,0,0,0,0
AT1G33870,0.13,0.272,0.134,0.348,0.172,0.16,0.081
AT1G33880,0,0.024,0.054,0.172,0.026,0.053,0
AT1G33890,0.09,0.122,0.174,0.088,0.036,0.034,0.034
AT1G33900,0.1,0.024,0.023,0.104,0.027,0.071,0.052
AT1G33910,0,0.047,0,0.044,0,0,0
AT1G33920,0,0,0,0,0,0,0
AT1G33930,0.244,0.29,0.351,0.23,0.161,0.234,0.054
AT1G33940,0,0,0,0,0,0,0
AT1G33945,0,0,0,0,0,0,0
AT1G33950,0.039,0.036,0,0,0.022,0.04,0
AT1G33960,0,0,0.014,0,0,0,0.029
AT1G33970,5.188,6.992,7.104,8.328,11.483,12.56,18.155
AT1G33980,21.706,23.078,25.014,25.977,29.142,29.304,31.77
AT1G33990,39.872,41.762,40.553,38.791,35.641,33.735,37.482
AT1G34000,86.219,69.755,63.603,55.553,39.407,35.974,34.3
AT1G06717,0.567,0.563,0.43,0.42,0,0.214,0.135
AT1G34010,12.771,12.589,11.016,9.437,6.803,5.303,5.847
AT1G06723,0,0,0,0,0,0,0
AT1G34015,0,0,0,0,0,0,0
AT1G34020,8.613,8.491,8.918,7.78,6.123,5.418,5.162
AT1G34030,113.177,96.232,90.957,82.058,56.159,48.361,42.814
AT1G34040,3.131,2.912,2.96,2.412,1.881,1.828,1.281
AT1G34042,0,0.154,0.415,0.144,0.236,0.496,0.592
AT1G06727,2.119,1.668,1.772,3.332,4.503,3.909,3.286
AT1G06733,1.499,1.836,2.172,1.115,3.434,3.535,3.341
AT1G06737,0.603,1.974,1.478,1.675,2.152,2.275,1.9
AT1G06743,0.464,0.942,1.476,0.896,1.748,1.904,1.92
AT1G34044,0.564,0.532,0.512,0.562,0.514,0.358,0.378
AT1G34046,0,0,0,0.041,0,0,0
AT1G34047,0,0,0.041,0.029,0.038,0.039,0
AT1G34049,0,0,0,0,0,0,0
AT1G34050,0.198,0.178,0.165,0.198,0.32,0.374,0.271
AT1G34060,0.326,0.106,0.148,0.222,0.216,0.164,0.277
AT1G34065,2.175,2.01,1.659,1.519,0.936,0.828,0.722
AT1G34070,0,0,0,0,0.024,0,0
AT1G34080,0,0,0,0,0,0,0
AT1G34090,0,0,0,0,0,0,0
AT1G34095,0,0,0,0,0,0,0
AT1G34097,0,0,0,0,0,0,0
AT1G34100,0.345,0.233,0.434,0.38,0.642,1.018,1.608
AT1G34110,17.409,18.55,20.334,21.425,24.136,20.943,18.762
AT1G34120,5.54,6.098,5.833,5.317,5.836,5.745,6.049
AT1G34130,21.443,22.576,20.695,18.371,12.558,10.806,9.653
AT1G34140,0.02,0,0,0.032,0,0.08,0.121
AT1G34150,7.328,9.732,10.387,10.596,12.375,13.082,15.532
AT1G34160,1.142,0.912,0.681,0.634,0.565,0.639,0.832
AT1G34170,0,0,0,0,0,0,0
AT1G34180,0.956,1.284,0.913,0.987,1.7,1.269,2.808
AT1G34190,28.057,30.925,32.048,30.127,31.726,33.186,37.233
AT1G34200,5.967,6.162,5.849,6.796,6.284,6.437,7.448
AT1G34210,17.942,17.748,15.794,13.844,14.945,13.526,14.523
AT1G34220,16.841,19.95,20.433,22.237,27.414,29.371,31.102
AT1G34230,0,0,0,0,0,0,0
AT1G34240,0,0,0,0,0,0,0
AT1G34245,2.674,1.731,1.385,1.332,0.656,0.395,0.52
AT1G34250,0,0,0,0,0,0,0
AT1G34260,4.923,3.818,4.025,3.855,4.178,3.593,4.359
AT1G34270,8.054,9.569,8.657,8.486,7.486,6.133,5.559
AT1G34281,0,0,0,0,0,0,0
AT1G34290,0,0,0,0,0,0,0
AT1G34300,9.493,12.464,13.927,14.659,15.913,19.297,24.119
AT1G34310,0,0,0.013,0.013,0.015,0.012,0
AT1G06747,0,0,0,0,0,0,0
AT1G34315,4.037,5.449,5.302,4.933,5.557,7.386,8.619
AT1G34317,2.899,2.954,3.139,3.813,4.12,4.793,5.367
AT1G34320,23.787,27.204,26.114,25.084,25.052,24.553,25.005
AT1G34330,0.035,0.03,0.034,0,0,0,0
AT1G34340,5.761,7.938,7.438,6.703,6.327,4.989,5.059
AT1G34350,12.188,10.886,10.38,8.818,6.854,5.738,5.694
AT1G34355,1.2,1.111,0.982,0.968,0.675,0.526,0.375
AT1G34360,3.947,4.251,4.253,4.059,4.506,4.806,5.112
AT1G34370,34.107,41.016,47.358,54.412,77.609,90.463,101.664
AT1G06753,1.309,2.166,2.011,2.35,2.909,4.191,2.929
AT1G34380,2.852,2.578,2.745,1.796,0.99,0.584,0.409
AT1G34390,0,0,0,0,0,0,0
AT1G34392,0,0,0,0,0,0,0
AT1G34400,0,0,0,0,0,0,0
AT1G34405,0,0,0,0,0,0,0
AT1G34403,0.124,0,0,0,0,0,0
AT1G34410,0,0,0,0,0,0,0
