"GeneID","X60mins","X180mins","X360mins","X720mins","X1440mins","X2880mins"
"438","AT1G04450",0,0,0.03,0,0,0
"439","AT1G04455",0,0,0,0,0,0
"440","AT1G04457",0,0,0,0,0,0
"441","AT1G04470",0.038,0.02,0.008,0,0.036,0
"442","AT1G04263",0,0,0,0,0,0
"443","AT1G04480",143.279,117.462,75.287,118.203,119.498,101.123
"444","AT1G04267",2.941,2.901,0.823,3.633,3.876,1.779
"445","AT1G04273",2.153,1.272,2.304,2.496,3.547,2.01
"446","AT1G04277",1.718,3.365,1.014,1.503,2.036,2.052
"447","AT1G04490",0.65,0.294,0.218,0.506,0.498,0.372
"448","AT1G04500",0.071,0.383,0.518,0.138,0.182,0.094
"449","AT1G04510",15.387,15.406,14.858,20.949,16.044,18.267
"450","AT1G04520",8.726,7.92,4.062,6.955,21.248,20.208
"451","AT1G04530",88.279,89.405,59.066,44.049,98.51,120.935
"452","AT1G04540",2.042,3.247,2.3,1.7,3.837,5.021
"453","AT1G04550",13.675,18.255,15.596,15.241,32.061,37.307
"454","AT1G04555",4.547,6.343,7.091,5.169,5.841,5.582
"455","AT1G04560",0.04,0,0.038,0,0,0
"456","AT1G04570",9.436,2.065,2.519,0.812,1.432,1.397
"457","AT1G04580",0.068,0,0.039,0.02,0.021,0.024
"458","AT1G04590",10.056,11.306,9.532,12.082,12.739,12.25
"459","AT1G04600",0.114,0.044,0.083,0.12,0.106,0.159
"460","AT1G04610",0,0,0.062,0,0,0
"461","AT1G04620",16.232,10.392,12.588,49.41,16.045,15.055
"462","AT1G04625",0,0,0,0,0,0
"463","AT1G04630",30.011,31.364,28.848,34.666,29.319,24.935
"464","AT1G04635",0.852,1.67,1.017,1.594,1.19,0.802
"465","AT1G04640",21.206,26.601,29.804,40.601,34.611,30.023
"466","AT1G04645",0,0,0,0.062,0,0
"467","AT1G04650",0.191,0.42,0.825,1.046,0.84,0.75
"468","AT1G04283",0,0,0,0,0,0
"469","AT1G04660",0.05,0.474,0.19,0.194,0.205,0.23
"470","AT1G04670",0,0.048,0,0,0,0
"471","AT1G04680",26.86,24.358,19.331,33.112,29.401,38.741
"472","AT1G04690",32.588,55.566,63.672,55.697,34.529,32.823
"473","AT1G04700",0.287,0.412,0.248,0.295,0.404,0.196
"474","AT1G04710",13.818,14.839,12.541,21.016,16.151,17.267
"475","AT1G04720",0,0,0,0,0,0
"476","AT1G04730",1.266,0.633,1.003,2.636,1.906,1.6
"477","AT1G04750",23.902,27.966,29.672,37.913,23.761,20.123
"478","AT1G04287",0,0,0,0,0,0
"479","AT1G04760",0.24,0.28,0.374,0.637,0.398,0.331
"480","AT1G04770",8.438,12.34,12.428,13.247,12.422,15.872
"481","AT1G04778",0.247,0.216,0.228,0.106,0.226,0.218
"482","AT1G04780",16.008,13.62,15.533,17.52,10.902,12.59
"483","AT1G04790",8.407,7.635,7.912,10.364,8.904,9.047
"484","AT1G04800",45.681,37.587,39.069,31.285,47.558,21.084
"485","AT1G04810",10.959,15.495,15.807,19.439,11.849,13.931
"486","AT1G04820",64.148,50.867,46.442,95.868,51.755,57.298
"487","AT1G04830",8.765,8.011,8.162,7.707,7.933,8.635
"488","AT1G04840",0.256,0.163,0.419,0.57,0.366,0.366
"489","AT1G04850",31.223,37.329,37.237,41.784,32.011,36.781
"490","AT1G04860",9.131,7.695,9.542,10.817,8.236,9.82
"491","AT1G04870",8.413,8.139,5.76,14.829,9.306,8.925
"492","AT1G04880",0.156,0.083,0.104,0.116,0.217,0.312
"493","AT1G04890",0,0,0,0,0,0
"494","AT1G04293",0,0,0,0,0,0
"495","AT1G04895",0,0,0,0,0,0
"496","AT1G04900",3.979,3.115,2.454,3.698,4.222,2.765
"497","AT1G04297",0.104,0.28,0.042,0.137,0.048,0.17
"498","AT1G04910",9.439,11.687,13.293,15.53,9.311,10.71
"499","AT1G04303",0.58,0.929,0.91,0.755,0.268,0.299
"500","AT1G04920",0.568,0.558,0.525,0.722,0.451,0.458
"501","AT1G04930",2.245,1.502,1.641,2.018,1.325,1.492
"502","AT1G04945",1.764,1.716,1.47,1.831,1.835,1.453
"503","AT1G04940",2.078,2.392,2.377,3.33,3.23,2.215
"504","AT1G04950",5.042,7.985,10.656,10.886,8.333,8.017
"505","AT1G04960",14.479,15.768,15.625,14.793,14.745,14.093
"506","AT1G04970",12.688,19.234,23.02,16.872,15.047,14.387
"507","AT1G04980",6.224,8.246,7.122,36.733,5.18,6.033
"508","AT1G04985",19.828,16.981,13.992,15.792,15.354,17.62
"509","AT1G04990",3.244,5.08,9.108,19.235,5.137,4.36
"510","AT1G05000",1.871,0.757,1.626,0.936,1.702,1.248
"511","AT1G05005",0,0,0,0,0,0
"512","AT1G04307",0,0,0,0,0,0
"513","AT1G05010",105.351,133.732,112.367,243.397,66.707,70.766
"514","AT1G05020",0.237,0.336,0.385,0.573,0.074,0.071
"515","AT1G05030",8.169,9.037,7.602,11.154,5.935,6.596
"516","AT1G04313",0,0,0.344,1.354,0,0.109
"517","AT1G05035",0,0.205,0.648,0.817,0.176,0.098
"518","AT1G04323",0,0.156,1.832,1.376,0.268,0.158
"519","AT1G05040",0,0,0,0,0,0
"520","AT1G05055",5.501,5.716,6.082,6.888,5.085,5.344
"521","AT1G05060",7.975,11.112,16.038,14.99,11.495,10.985
"522","AT1G05061",0.211,0.112,0.18,0.452,0.233,0.312
"523","AT1G05065",0.535,1.229,2.596,0.958,0.804,0.702
"524","AT1G05070",17.352,21.441,21.729,19.901,28.59,28.722
"525","AT1G05080",0,0,0,0,0,0
"526","AT1G05085",0,0,0,0,0,0
"527","AT1G04327",0,0,0,0,0,0
"528","AT1G04333",0,0,0,0,0,0
"529","AT1G05087",0.552,0.346,0.726,0.974,0.57,0.854
"530","AT1G05090",0.022,0.048,0,0.078,0.084,0.047
"531","AT1G05100",48.468,4.019,0.608,1.125,1.863,2.545
"532","AT1G05120",14.937,6.262,6.688,9.32,4.713,5.312
"533","AT1G05135",75.815,78.278,72.459,110.993,86.489,92.545
"534","AT1G05136",0,0,0.392,1.85,0.454,0.504
"535","AT1G05140",31.486,45.583,44.011,43.758,47.956,49.974
"536","AT1G05150",10.867,10.146,9.817,12.459,12.2,14.427
"537","AT1G05160",3.264,4.109,4.38,6.304,5.087,4.723
"538","AT1G05170",29.777,18.066,10.434,8.898,47.524,44.275
"539","AT1G04337",0.096,0,0,0,0,0
"540","AT1G05180",9.502,11.192,12.284,16.583,9.699,9.852
"541","AT1G05190",316.309,325.103,318.995,383.959,440.716,329.48
"542","AT1G05200",10.569,15.771,20.998,15.354,12.668,17.152
"543","AT1G04343",0,0,0,0,0,0
"544","AT1G05205",11.797,14.654,13.61,16.691,15.977,14.047
"545","AT1G04347",0.168,0.63,0.583,0.582,0.312,0.184
"546","AT1G05210",2.107,1.811,1.629,4.365,2.036,1.749
"547","AT1G05220",0,0.052,0.128,0.123,0,0.053
"548","AT1G04353",0.024,0,0.022,0.122,0.022,0
"549","AT1G05230",3.704,4.601,3.511,4.53,3.843,4.369
"550","AT1G05240",0,0.015,0.034,0.036,0.039,0.076
"551","AT1G04357",0.876,1.156,1.069,1.325,1.257,1.095
"552","AT1G04363",0,0,0,0,0,0
"553","AT1G04367",0,0.274,0.35,0.349,0.144,0.11
"554","AT1G05250",0,0,0,0,0,0
"555","AT1G05260",0.139,0.058,0,0.07,0.026,0.446
"556","AT1G05270",17.265,19.931,17.346,19.743,16.268,18.513
"557","AT1G05280",0,0,0,0,0,0
"558","AT1G04373",0,0,0,0,0,0
"559","AT1G05290",0,0,0,0,0,0
"560","AT1G05291",0,0,0,0,0,0
"561","AT1G04377",0,0,0,0,0,0
"562","AT1G04383",0,0,0,0,0,0
"563","AT1G04387",0,0,0,0,0,0
"564","AT1G05300",0.46,2.143,3.856,2.466,0.969,0.842
"565","AT1G05310",1.651,1.904,2.074,1.901,2.652,1.852
"566","AT1G05320",2.989,6.868,11.026,9.085,6.617,6.077
"567","AT1G05330",0.05,0.212,0.242,0.34,0.233,0
"568","AT1G05340",16.498,10.559,7.432,5.077,2.18,1.826
"569","AT1G05350",15.556,14.014,12.824,20.791,10.577,11.146
"570","AT1G05360",5.25,6.239,6.243,5.666,5.721,4.333
"571","AT1G05370",0.322,0.236,0.436,1.107,0.448,0.546
"572","AT1G05380",10.803,7.348,8.609,11.433,7.685,9.18
"573","AT1G05385",21.581,28.267,32.872,26.514,35.975,28.516
"574","AT1G05390",0,0,0,0,0,0
"575","AT1G05400",0.488,0.59,0.772,0.328,0.258,0.381
"576","AT1G05410",10.258,9.564,7.061,6.473,6.315,6.731
"577","AT1G05420",2.402,0.956,0.288,0.114,0.124,0.142
"578","AT1G05430",19.535,23.942,24.779,24.407,22.273,20.05
"579","AT1G05440",0.233,0.272,0.288,0.402,0.138,0.204
"580","AT1G05450",0.148,0.04,0.139,0.382,1.409,2.957
"581","AT1G05460",1.398,2.408,3.921,4.732,3.165,3.215
"582","AT1G05470",1.544,3.63,3.138,3.056,4.067,3.176
"583","AT1G05490",0.036,0.038,0.042,0.038,0.034,0.038
"584","AT1G05500",17.925,24.99,23.593,19.759,17.359,16.465
"585","AT1G05510",0,0,0.056,0,0,0
"586","AT1G05520",11.208,9.786,11.188,17.099,8.791,11.3
"587","AT1G05530",0.04,0.022,0.038,0,0.02,0.042
"588","AT1G05540",8.939,8.07,4.532,7.848,11.556,14.988
"589","AT1G05550",0.994,0.514,0.228,0.143,0.5,0.478
"590","AT1G05562",0,0,0,0,0,0
"591","AT1G05560",0,0,0,0,0,0
"592","AT1G05570",1.841,1.53,5.593,15.04,3.393,3.944
"593","AT1G04397",0,0,0.134,0.278,0,0
"594","AT1G05575",3.125,1.035,2.934,13.032,0.994,0.207
"595","AT1G05577",0,0.024,0.082,0.077,0.021,0
"596","AT1G05580",0,0,0,0,0,0
"597","AT1G05590",3.427,7.333,6.505,7.278,5.469,6.707
"598","AT1G05600",1.563,2.925,3.955,3.589,3.303,3.102
"599","AT1G05610",0.762,0.34,0.558,0.326,0.275,0.292
"600","AT1G05615",0,0,0,0,0,0
"601","AT1G05620",4.724,3.862,5.45,6.584,2.389,2.898
"602","AT1G05630",3.266,2.844,3.242,12.349,4.276,5.957
"603","AT1G05640",0.443,0.424,0.816,2.5,0.493,0.818
"604","AT1G05650",0,0,0,0,0,0
"605","AT1G04403",0,0,0,0,0,0
"606","AT1G05660",0,0,0,0,0,0
"607","AT1G05670",1.472,2.534,2.587,2.973,1.73,2.394
"608","AT1G05675",1.066,0.491,0.238,1.834,0.515,0.243
"609","AT1G05680",2.336,1.91,0.648,0.94,0.802,1.268
"610","AT1G05690",9.896,6.934,3.91,2.702,9.995,9.63
"611","AT1G05700",0.172,0.012,0.022,0.01,0.085,0.085
"612","AT1G04407",0,0,0,0,0,0
"613","AT1G05710",4.28,4.905,3.145,5.673,5.333,5.095
"614","AT1G05720",4.728,7.828,10.488,12.972,8.303,7.224
"615","AT1G04413",0,0.103,0.256,0,0,0.099
"616","AT1G05730",0.704,1.205,0.822,0.925,0.7,0.419
"617","AT1G04417",0,0,0.09,0,0.088,0
"618","AT1G05740",0.068,0,0.062,0.056,0.062,0.068
"619","AT1G05750",1.179,0.902,1.206,2.05,0.99,1.022
"620","AT1G05760",0,0,0,0,0,0
"621","AT1G05770",0.393,0.892,1.356,0.717,0.733,0.882
"622","AT1G05780",2.938,4.976,6.709,5.962,3.703,3.746
"623","AT1G05783",0.496,0.333,0.57,0.977,0.175,1.155
"624","AT1G04427",0.112,0.484,0.697,0.302,0.104,0.125
"625","AT1G05785",3.126,3.181,2.875,3.257,2.486,2.665
"626","AT1G05790",7.182,8.274,9.129,12.529,8.592,8.314
"627","AT1G05800",0.096,0,0.046,0,0,0
"628","AT1G05805",7.365,12.584,31.182,19.913,3.721,5.033
"629","AT1G05810",8.207,6.274,9.372,6.521,4.216,5.365
"630","AT1G05820",1.434,1.369,1.247,1.236,1.469,1.108
"631","AT1G05830",8.104,8.71,8.961,10.462,7.49,8.753
"632","AT1G05835",0.17,0.368,0.285,0.636,0.749,0.123
"633","AT1G04433",0,0,0,0,0,0
"634","AT1G05840",14.281,17.623,24.579,21.011,19.561,21.281
"635","AT1G04437",0.396,0.857,1.756,0.686,0.125,0.138
"636","AT1G05850",307.393,253.865,203.245,240.862,253.211,287.446
"637","AT1G05860",5.067,5.601,5.527,5.848,5.734,5.633
"638","AT1G05870",16.681,22.099,18.326,12.971,48.544,48.883
"639","AT1G05880",0,0,0.07,0.08,0.052,0.06
"640","AT1G05890",12.596,16.609,21.971,23.689,17.372,17.868
"641","AT1G05894",0.24,0.278,0.11,0.328,0.342,0.16
"642","AT1G05900",18.235,24.489,20.195,13.78,25.731,24.245
"643","AT1G05910",4.986,4.359,4.899,8.204,5.074,6.748
"644","AT1G05920",0.023,0.025,0,0,0,0
"645","AT1G05930",0,0,0,0,0,0
"646","AT1G05940",12.549,15.789,19.115,22.308,14.639,16.226
"647","AT1G05950",0.442,0.274,0.63,2.158,0.888,1.023
"648","AT1G05960",10.535,7.993,10.64,18.235,8.974,9.076
"649","AT1G05970",3.494,5.569,6.324,6.627,5.547,4.253
"650","AT1G05980",0,0,0,0,0,0
"651","AT1G05990",0,0,0,0,0,0
"652","AT1G06002",0,0,0,0,0,0.023
"653","AT1G06000",0,0,0,0,0,0
"654","AT1G06010",9.441,9.938,10.883,12.474,9.946,9.657
"655","AT1G06020",0.421,0.132,0.27,0.301,0.274,0.156
"656","AT1G06030",0.141,0.091,0.046,0.025,0.052,0
"657","AT1G06040",87.227,116.17,108.252,19.316,119.887,123.109
"658","AT1G06045",0,0,0,0,0,0
"659","AT1G06050",3.013,4.611,3.808,2.662,3.002,2.087
"660","AT1G06060",13.777,18.773,19.02,14.101,16.588,15.487
"661","AT1G06070",7.173,7.017,6.905,7.046,6.734,6.899
"662","AT1G04443",0,0,0,0,0,0
"663","AT1G06080",0.096,3.008,6.632,7.543,1.902,0.552
"664","AT1G06090",0.088,0,0,0.116,0.083,0.032
"665","AT1G06100",0.036,0,0,0,0,0
"666","AT1G06110",5.978,10.811,13.855,12.624,12.481,12.082
"667","AT1G06120",0.03,0.032,0.024,0.026,0.028,0
"668","AT1G06130",15.707,17.293,19.586,23.836,18.803,19.63
"669","AT1G06135",0.186,0.066,0,0.052,0,0
"670","AT1G06137",0,0,0,0,0.076,0
"671","AT1G06140",0.558,0.296,0.286,0.628,0.489,0.754
"672","AT1G06143",0.942,1.139,0.904,1.532,1.094,1.194
"673","AT1G06150",8.29,15.355,16.517,17.09,18.948,17.748
"674","AT1G06148",0.079,0.084,0.102,0.148,0.073,0.12
"675","AT1G06160",0.188,0,0.322,0.293,0.059,0
"676","AT1G06170",0.203,0.151,0.084,0.104,0.207,0.196
"677","AT1G04447",0,0,0,0,0,0
"678","AT1G06180",2.073,3.045,1.982,2.456,9.075,5.811
"679","AT1G06190",38.377,30.139,32.205,34.088,32.032,32.651
"680","AT1G06200",28.263,39.343,48.159,39.782,30.022,28.61
"681","AT1G06210",16.323,19.476,17.691,15.203,18.166,14.939
"682","AT1G06220",13.144,11.963,10.782,16.947,12.57,14.149
"683","AT1G06225",0,0,0,0,0,0
"684","AT1G06230",14.936,13.517,14.075,15.464,13.728,14.792
"685","AT1G06240",7.357,10.563,10.669,12.974,14.177,15.143
"686","AT1G06250",0.722,1.365,1.754,2.477,1.945,1.426
"687","AT1G06265",0.378,0.716,1.232,0.943,0.744,0.657
"688","AT1G06260",0,0.105,0.062,0.14,0.03,0
"689","AT1G06270",1.928,2.436,2.698,3.133,1.898,1.899
"690","AT1G06280",0,0.057,0,0,0,0.056
"691","AT1G06290",19.956,21.766,21.394,25.489,18.481,19.993
"692","AT1G06310",0,0.032,0.014,0,0.014,0
"693","AT1G06320",0,0,0,0,0,0
"694","AT1G06330",0,0,0,0,0,0
"695","AT1G06340",0.042,0,0.112,0,0,0
"696","AT1G06350",0.028,0.09,0.07,0.12,0.104,0.062
"697","AT1G06360",0.456,0.398,5.601,3.083,1.861,0.809
"698","AT1G06370",1.008,2.117,2.345,2.181,2.016,1.834
"699","AT1G06380",3.998,3.59,3.529,5.28,4.289,3.96
"700","AT1G06390",28.679,26.036,27.049,31.155,33.615,34.724
"701","AT1G06400",46.123,46.584,40.153,33.431,49.764,43.86
"702","AT1G04453",0.074,0,0,0,0,0
"703","AT1G06410",53.796,39.367,37.537,36.441,38.591,45.617
"704","AT1G06420",0.69,0.322,0.477,0.688,0.724,0.442
"705","AT1G06430",157.989,154.918,99.74,54.249,175.567,200.003
"706","AT1G06440",0.813,0.327,0.582,1.087,0.804,0.516
"707","AT1G06450",0.574,0.642,0.56,0.469,0.532,0.454
"708","AT1G04463",0,0,0,0,0,0
"709","AT1G06460",14.183,35.096,140.969,144.054,28.055,29.155
"710","AT1G04467",0.144,1.012,3.553,1.523,0.338,0.156
"711","AT1G06470",7.1,9.212,14.377,13.982,6.637,8.072
"712","AT1G06475",0,0,0,0,0,0
"713","AT1G06480",0,0,0,0,0,0
"714","AT1G06490",1.798,1.628,1.739,1.312,1.225,1.578
"715","AT1G06500",2.712,6.874,7.78,6.688,6.043,5.524
"716","AT1G04473",0,0.698,0.638,0.306,0.803,0.159
"717","AT1G06515",5.556,11.157,12.875,10.456,8.178,7.355
"718","AT1G04477",0.716,1.243,2.508,1.466,0.582,1.062
"719","AT1G06510",12.112,15.34,19.173,23.287,16.325,15.309
"720","AT1G06520",1.02,2.139,2.397,2.893,4.382,3.989
"721","AT1G06530",0.024,0,0,0.02,0,0
"722","AT1G06540",0.106,0.114,0.034,0.06,0.78,0.326
"723","AT1G06550",28.492,26.014,22.941,29.488,52.595,43.291
"724","AT1G06560",3.715,3.773,4.191,5.974,4.782,3.852
"725","AT1G04483",0,0,0,0,0,0.324
"726","AT1G06570",62.796,57.123,37.57,8.276,82.629,89.998
"727","AT1G06580",0.983,0.891,1.026,1.141,0.841,0.836
"728","AT1G06590",2.29,1.867,1.883,3.03,2.043,1.861
"729","AT1G06610",0,0,0,0,0,0
"730","AT1G06620",35.857,8.771,8.287,7.801,2.912,1.811
"731","AT1G06630",6.344,7.39,8.404,7.675,5.615,5.626
"732","AT1G06640",152.462,49.693,40.93,34.223,21.869,35.458
"733","AT1G06645",5.5,10.549,10.474,17.268,11.007,12.823
"734","AT1G04487",0,0,0,0,0,0
"735","AT1G06650",21.849,27.426,29.179,26.277,27.011,27.898
"736","AT1G06660",0.424,0.158,0.198,0.48,0.292,0.275
"737","AT1G06670",7.016,6.473,7.168,10.389,8.433,9.734
"738","AT1G06680",2224.793,3188.18,3652.224,2601.472,2786.852,2620.753
"739","AT1G06690",49.479,49.228,40.498,39.323,73.559,68.153
"740","AT1G06700",17.887,27.432,32.594,32.704,24.501,25.714
"741","AT1G06710",0.895,0.777,1.016,1.632,1.085,0.929
"742","AT1G04493",0,0,0,0,0,0
"743","AT1G04497",0,0,0,0,0,0
"744","AT1G06720",4.86,4.97,4.035,8.319,6.367,5.82
"745","AT1G06730",4.303,5.37,5.327,6.932,5.392,5.744
"746","AT1G06740",0.681,1.077,1.435,1.119,0.972,1.11
"747","AT1G06750",0.015,0.032,0.05,0.052,0.028,0.126
"748","AT1G06760",35.367,81.49,70.195,57.87,55.873,54.154
"749","AT1G04503",0,0,0,0,0,0
"750","AT1G06770",3.314,3.311,2.218,3.151,2.824,3.065
"751","AT1G06780",6.08,5.359,5.4,6.523,4.457,4.82
"752","AT1G06790",2.494,2.837,3.954,4.857,4.026,3.505
"753","AT1G04507",0,0,0,0,0,0
"754","AT1G06800",2.822,2.067,1.873,3.599,2.802,3.536
"755","AT1G04513",0,0,0,0,0,0
"756","AT1G06810",0.056,0.059,0,0,0,0.122
"757","AT1G06820",17.083,15.224,15.362,21.152,22.008,21.927
"758","AT1G06830",34.669,17.034,16.72,14.653,74.196,46.771
"759","AT1G06840",3.327,5.871,5.353,6.024,4.814,5.065
"760","AT1G06850",3.463,4.172,4.367,6.391,3.322,3.181
"761","AT1G04517",0,0,0,0,0,0
"762","AT1G06860",0,0,0,0,0,0
"763","AT1G04523",0,0,0,0,0,0
"764","AT1G06870",8.153,7.636,8.301,10.489,6.385,6.623
"765","AT1G04527",0,0,0,0,0,0
"766","AT1G06880",0,0,0,0,0,0
"767","AT1G06890",11.534,14.018,22.044,29.078,16.086,15.857
"768","AT1G06900",10.358,11.805,12.361,14.406,10.834,9.675
"769","AT1G06910",1.896,3.513,4.208,4.379,3.678,3.381
"770","AT1G06920",0,0,0,0,0.026,0
"771","AT1G06923",0,0,0,0,0,0
"772","AT1G04533",0,0.065,0,0,0,0
"773","AT1G06925",0,0,0,0,0,0
"774","AT1G06930",0,0.036,0.026,0,0,0
"775","AT1G06950",50.046,30.041,27.276,51.986,43.577,43.032
"776","AT1G06960",5.695,8.54,7.619,9.279,8.204,6.915
"777","AT1G06970",0.071,0.026,0.022,0.01,0.056,0.026
"778","AT1G06980",0.534,2.016,3.84,1.749,3.877,4.194
"779","AT1G06990",0,0.058,0,0,0.025,0
"780","AT1G07000",9.679,4.93,5.842,23.738,6.803,6.213
"781","AT1G07010",94.189,85.206,54.209,28.309,128.826,139.71
"782","AT1G04537",0,0,0,0,0,0
"783","AT1G07020",3.115,3.687,5.3,5.905,2.969,1.874
"784","AT1G04547",0,0,0,0,0,0
"785","AT1G07025",0,0,0,0,0,0
"786","AT1G07030",16.244,8.483,8.57,15.327,10.808,11.3
"787","AT1G07040",5.64,12.238,22.676,21.448,8.176,7.919
"788","AT1G07050",0.065,0.138,2.468,54.984,0.602,0.431
"789","AT1G07060",0,0.028,0.316,0.425,0.096,0.168
"790","AT1G04557",0,0,0,0,0,0
"791","AT1G07070",9.411,13.482,11.999,14.86,16.686,11.338
"792","AT1G07080",53.769,64.264,63.689,67.907,77.052,81.352
"793","AT1G07090",3.709,4.401,5.742,7.011,4.68,5.607
"794","AT1G07100",0,0,0,0,0,0
"795","AT1G07110",52.505,50.774,66.418,88.713,73.449,81.352
"796","AT1G07119",0.078,0.228,0.085,0.284,0.27,0.226
"797","AT1G07120",0,0,0,0.065,0,0.056
"798","AT1G04563",0.272,0,0.13,0.238,0,0.143
"799","AT1G07128",0.029,0.094,0.082,0.05,0.028,0.094
"800","AT1G07130",0,0,0,0,0,0
"801","AT1G07135",43.426,35.925,90.734,193.12,40.603,30.651
"802","AT1G07140",71.56,63.32,73.627,104.148,56.702,59.949
"803","AT1G07150",10.334,2.2,2.09,2.128,4.49,3.008
"804","AT1G07160",0.452,0.334,0.138,0.211,0.062,0.023
"805","AT1G07170",5.632,6.835,9.401,8.79,7.995,6.614
"806","AT1G07175",0.043,0.046,0,0,0,0
"807","AT1G07180",165.864,125.777,52.814,4.636,240.31,279.413
"808","AT1G07190",0,0,0,0,0,0
"809","AT1G07200",14.223,13.165,6.823,12.55,14.592,20.049
"810","AT1G07210",20.057,18.241,13.823,19.4,21.38,18.518
"811","AT1G07220",12.006,8.345,7.695,15.627,9.679,10.296
"812","AT1G04567",1.391,0.746,0.652,0.822,1.534,0.461
"813","AT1G07230",9.429,13.232,19.279,16.495,13.153,15.389
"814","AT1G07240",6.631,8.485,14.47,13.061,5.08,6.383
"815","AT1G07250",33.918,33.169,36.044,23.698,37.992,44.894
"816","AT1G07260",0.804,0.356,0.322,0.738,0.308,0.292
"817","AT1G07270",0.492,0.244,0.202,0.856,0.604,0.482
"818","AT1G07280",25.581,36.514,52.306,54.493,22.838,30.759
"819","AT1G04573",0,0,0,0,0,0
"820","AT1G07290",0.888,0.832,0.986,1.219,0.84,0.616
"821","AT1G07300",2.874,4.424,3.776,4.452,9.111,7.139
"822","AT1G07310",14.07,13.11,15.387,19.604,9.688,13.633
"823","AT1G07320",220.837,176.747,162.421,243,200.234,178.709
"824","AT1G07330",0.201,0.202,0.208,0.081,0.263,0.279
"825","AT1G07340",0.02,0,0.016,0,0.019,0
"826","AT1G07350",63.63,23.66,18.499,42.145,48.188,65.134
"827","AT1G07360",20.578,16.892,15.686,16.872,15.608,15.344
"828","AT1G07370",4.245,2.044,3.699,10.713,5.633,4.577
"829","AT1G07380",1.874,4.058,6.012,5.57,4.758,3.968
"830","AT1G07390",1.024,1.647,1.853,1.24,2.108,2.312
"831","AT1G07400",9.405,7.399,2.572,1.994,6.765,4.635
"832","AT1G07410",1.44,1.665,1.686,2.01,1.588,1.432
"833","AT1G07420",2.897,3.481,15.302,14.282,5.458,4.872
"834","AT1G07430",3.876,1.606,2.261,3.905,1.908,2.163
"835","AT1G07440",15.806,32.085,52.129,82.99,39.126,45.705
"836","AT1G07450",1.237,3.446,3.606,0.334,3.018,2.181
"837","AT1G07460",0,0,0,0,0,0
"838","AT1G07470",5.851,7.303,7.864,8.519,8.091,7.562
"839","AT1G04577",0.148,0.154,0.271,0.861,0.67,0.936
"840","AT1G07473",0.111,0.04,0.03,0.031,0.034,0
"841","AT1G04583",0,0,0,0,0,0
"842","AT1G07476",0,0.049,0.037,0,0,0.051
"843","AT1G07480",4.228,4.756,5.524,5.589,5.421,4.944
"844","AT1G04587",0.72,1.652,0.887,1.853,1.205,1.524
"845","AT1G07485",0,0.055,0.048,0,0,0.054
"846","AT1G07490",0,0.287,0.05,0.045,0.696,0.392
"847","AT1G07510",11.169,6.034,4.938,5.424,7.504,8.354
"848","AT1G07500",0,0,0,0,0,0
"849","AT1G07520",0,0,0,0,0,0
"850","AT1G07530",12.884,14.994,13.401,13.348,12.21,15.483
"851","AT1G07540",0,0,0.014,0.026,0.027,0
"852","AT1G04593",0,0,0,0,0,0
"853","AT1G07550",0,0,0,0,0,0
"854","AT1G07560",0,0.014,0,0,0.012,0
"855","AT1G07570",14.579,14.178,4.96,3.423,12.797,11.407
"856","AT1G04597",0,0.177,0,0,0,0
"857","AT1G07580",0,0,0,0,0,0
"858","AT1G07590",179.796,253.089,184.468,82.323,171.555,130.356
"859","AT1G07600",0,0,0,0,0,0
"860","AT1G04603",0,0,0,0.061,0,0
"861","AT1G07610",144.782,232.815,99.039,32.59,178.88,81.859
"862","AT1G07615",3.811,2.566,2.256,3.417,2.824,3.624
"863","AT1G07620",1.486,0.946,2.053,2.061,4.679,5.908
"864","AT1G04607",0,0,0,0,0,0
"865","AT1G07630",9.032,7.733,9.665,11.279,7.61,9.066
"866","AT1G07640",16.858,17.078,14.576,27.051,15.504,16.139
"867","AT1G07650",12.035,9.671,13.206,16.743,8.903,12.38
"868","AT1G07645",0,0,0,0,0,0
"869","AT1G07660",11.767,15.096,14.633,17.663,17.59,15.131
"870","AT1G07670",11.964,11.887,11.05,14.713,9.157,9.988
"871","AT1G07680",0,0,0,0,0,0
"872","AT1G07690",0,0,0,0,0,0
"873","AT1G07700",58.427,65.592,52.654,27.841,60.487,64.451
"874","AT1G07705",4.512,6.246,7.139,9.461,4.994,5.812
"875","AT1G07702",0,0,0,0,0,0
"876","AT1G07710",1.004,0.584,0.151,0.142,0.506,0.593
"877","AT1G07720",101.091,46.528,25.081,48.192,59.752,59.2
"878","AT1G04623",0,0,0,0,0,0
"879","AT1G07725",0,0,0,0,0,0
"880","AT1G07728",0,0.015,0.012,0.026,0,0.032
"881","AT1G07740",0.948,0.72,0.936,1.793,0.974,1.366
"882","AT1G07730",0,0,0,0,0,0
"883","AT1G07745",4.136,4.388,4.473,3.804,3.984,4.12
"884","AT1G07747",0.942,0.126,0.112,0,0,0
"885","AT1G07750",32.158,28.982,22.968,15.608,19.175,19.032
"886","AT1G07760",0,0,0,0,0,0
"887","AT1G07770",76.109,80.399,60.276,63.547,98.57,71.056
"888","AT1G07780",1.127,1.052,0.926,2.272,1.604,1.57
"889","AT1G07790",22.694,24.861,21.064,28.291,28.688,25.8
"890","AT1G07795",0.041,0.044,0.067,0.035,0.039,0
"891","AT1G07800",0,0,0,0,0,0
