"GeneID","X60mins","X180mins","X360mins","X720mins","X1440mins"
"1611","AT1G13350",19.776,18.088,18.598,26.103,51.893
"1612","AT1G13360",63.034,63.559,58.472,57.647,66.887
"1613","AT1G05007",0.144,0,0,0,0.609
"1614","AT1G13370",0.648,0.988,0.643,0.934,0.817
"1615","AT1G13380",9.304,9.415,17.5,24.145,17.605
"1616","AT1G13390",5.627,14.802,31.273,36.556,28.526
"1617","AT1G13400",0,0,0,0,0
"1618","AT1G13410",0.32,0.212,0.136,0.172,0.032
"1619","AT1G13420",0.03,0.034,0.122,0.024,0.032
"1620","AT1G13430",0.096,0.036,0.066,0.053,0
"1621","AT1G13440",692.673,392.464,351.712,227.681,81.245
"1622","AT1G05013",0,0.366,0.922,2.99,0.177
"1623","AT1G13448",0.416,1.689,7.127,4.285,0.794
"1624","AT1G13450",8.572,21.271,46.847,76.31,79.734
"1625","AT1G13460",2.846,3.914,4.683,7.212,5.423
"1626","AT1G13470",0.029,0.066,0.147,0.479,0.081
"1627","AT1G13480",0,0.032,0,0.024,0
"1628","AT1G13485",0,0,0,0,0
"1629","AT1G13490",0,0,0,0,0
"1630","AT1G13500",0,0,0,0,0
"1631","AT1G13510",0,0,0,0,0
"1632","AT1G13520",0,0,0.026,0.118,2.914
"1633","AT1G13530",0,0,0,0.052,0.026
"1634","AT1G13540",0.032,0.036,0.03,0.026,0.035
"1635","AT1G13550",0.064,0.073,0,0.136,0.089
"1636","AT1G13560",19.486,16.48,22.776,19.971,8.606
"1637","AT1G13570",1.986,2.294,3.348,4.436,3.616
"1638","AT1G13580",0.81,0.884,0.488,0.982,0.898
"1639","AT1G13590",0,0,0,0,0
"1640","AT1G13600",0.652,0.772,0.534,0.108,0.093
"1641","AT1G13605",0,0,0,0,0
"1642","AT1G13607",0,0,0,0,0
"1643","AT1G13608",0,0.072,0,0,0
"1644","AT1G13609",0.328,0.462,0.505,0.134,0
"1645","AT1G13610",0.029,0.13,0.27,0.074,0
"1646","AT1G13620",0,0,0,0,0
"1647","AT1G13630",0.305,0.231,0.526,0.699,0.599
"1648","AT1G13635",0,0,0.024,0,0
"1649","AT1G13640",28.378,24.317,26.056,31.432,36.022
"1650","AT1G13650",20.358,8.314,3.167,2.165,0.088
"1651","AT1G13660",0,0.018,0,0,0
"1652","AT1G13670",0,0,0.061,0,0
"1653","AT1G13680",0,0,0,0,0
"1654","AT1G13690",39.889,52.64,58.169,44.704,42.534
"1655","AT1G05017",4.247,3.328,4.178,0.942,0.198
"1656","AT1G13700",0.4,3.17,5.947,7.978,7.278
"1657","AT1G05023",0,0.81,0.724,2.174,1.305
"1658","AT1G05027",0,0,0,0,0
"1659","AT1G13710",0,0,0.062,0.034,0.046
"1660","AT1G13720",0,0,0,0,0
"1661","AT1G13730",9.942,5.394,4.667,3.201,0.724
"1662","AT1G13740",5.51,11.346,5.425,5.13,6.971
"1663","AT1G05033",0.332,0.188,0.17,0,0.337
"1664","AT1G13750",0.543,0.8,0.874,1.388,1.063
"1665","AT1G13755",0.072,0,0,0,0.312
"1666","AT1G13760",0,0,0,0,0
"1667","AT1G13770",3.412,1.995,3.168,4.032,1.122
"1668","AT1G13780",0.846,1.265,1.359,2.465,2.118
"1669","AT1G13790",0.926,0.586,1.119,1.63,3.188
"1670","AT1G13800",0.109,0.135,0.072,0.15,0.036
"1671","AT1G13805",0,0,0,0,0
"1672","AT1G13810",3.411,3.681,3.551,4.735,2.468
"1673","AT1G13820",48.532,30.581,42.615,36.084,15.344
"1674","AT1G13825",0,0,0,0,0
"1675","AT1G13830",0,0.035,0,0.182,0
"1676","AT1G13840",0,0,0,0,0
"1677","AT1G13850",0,0,0,0,0
"1678","AT1G13860",0.912,0.812,0.553,1.141,0.161
"1679","AT1G13870",4.029,3.194,2.736,2.911,2.094
"1680","AT1G13880",4.681,7.244,9.224,14.341,26.118
"1681","AT1G13890",0.074,0.082,0,0.186,0.338
"1682","AT1G13900",3.656,4.352,4.314,6.085,4.814
"1683","AT1G13910",0.804,0.566,1.284,2.465,0.994
"1684","AT1G13920",1.024,1.346,1.321,1.367,0.782
"1685","AT1G13930",94.486,197.642,264.344,355.454,289.037
"1686","AT1G13940",1.849,3.316,3.856,4.446,3.047
"1687","AT1G05037",0,0,0,0,0
"1688","AT1G13950",7.973,7.656,8.395,12.107,10.581
"1689","AT1G13960",2.885,6.622,8.651,10.495,17.33
"1690","AT1G13970",0.386,0.082,0.072,0.12,0.02
"1691","AT1G13980",4.624,4.68,5.306,5.191,6.834
"1692","AT1G13990",6.491,50.776,207.482,396.651,534.61
"1693","AT1G14000",21.331,21.526,18.508,21.628,21.654
"1694","AT1G14010",10.489,11.663,12.038,15.787,17.693
"1695","AT1G05043",0.576,0.563,0.498,0.658,1.639
"1696","AT1G14020",3.427,1.954,1.899,2.264,3.822
"1697","AT1G14030",16.515,12.371,17.455,16.411,5.034
"1698","AT1G05047",0,0,0,0,0
"1699","AT1G14040",0.315,0.138,0.28,0.82,1.066
"1700","AT1G14048",0.134,0,0,0.219,0.287
"1701","AT1G14060",5.326,4.28,4.024,5.131,3.051
"1702","AT1G14080",0,0,0,0,0.083
"1703","AT1G14090",0.994,2.28,2.926,2.97,2.297
"1704","AT1G14100",0.026,0.029,0.052,0.156,0
"1705","AT1G14110",0,0,0,0,0
"1706","AT1G05053",0,0,0,0,0
"1707","AT1G14120",0.031,0,0,0,0
"1708","AT1G14130",1.292,1.885,1.652,2.812,7.426
"1709","AT1G14140",5.191,5.488,3.995,5.074,3.632
"1710","AT1G14150",80.273,31.938,41.458,35.239,23.67
"1711","AT1G14160",0.156,0.043,0.04,0.066,0.033
"1712","AT1G05057",0,0,0.196,0,0
"1713","AT1G14170",0.708,0.7,0.336,0.812,0.018
"1714","AT1G14180",0.97,1.164,0.608,0.448,0.12
"1715","AT1G14182",0,0.128,0.106,0,0
"1716","AT1G14185",0.087,0.073,0.022,0.072,0.106
"1717","AT1G14190",3.066,1.418,1.375,0.956,0.324
"1718","AT1G14200",363.87,214.174,86.235,29.724,42.86
"1719","AT1G14205",81.237,45.221,47.785,38.652,38.184
"1720","AT1G14210",15.415,7.585,11.284,14.036,12.566
"1721","AT1G14220",0,0,0,0.037,0
"1722","AT1G14230",2.89,2.75,3.929,8.126,7.906
"1723","AT1G14240",0,0,0,0.034,0
"1724","AT1G14250",2.478,1.944,0.728,4,0.09
"1725","AT1G14260",0.214,0.09,0.206,0.291,0.324
"1726","AT1G14270",36.84,35.251,43.827,75.732,39.438
"1727","AT1G14280",21.411,24.955,17.726,10.128,3.961
"1728","AT1G14290",7.05,5.908,6.486,7.716,3.72
"1729","AT1G14300",4.606,5.154,9.468,19.47,19.078
"1730","AT1G14310",10.877,6.921,8.524,6.768,5.805
"1731","AT1G14315",0,0,0,0.13,0.032
"1732","AT1G14320",305.113,247.266,243.448,159.431,202.147
"1733","AT1G14330",1.612,4.822,3.872,4.926,11.555
"1734","AT1G14340",8.032,5.67,5.533,7.391,3.075
"1735","AT1G14345",75.378,34.529,31.712,20.088,3.474
"1736","AT1G05067",0,0,0,0,0
"1737","AT1G05073",0,0,0,0,0
"1738","AT1G14350",3.692,1.527,2.305,1.69,0.879
"1739","AT1G14360",54.547,53.699,60.471,99.472,100.68
"1740","AT1G14370",1.032,1.724,3.005,6.787,10.558
"1741","AT1G05077",0,0.136,0.114,0.2,0
"1742","AT1G14380",4.252,3.486,2.529,1.917,0.28
"1743","AT1G05083",0.235,0.13,0.109,0.096,0
"1744","AT1G14390",0.048,0.071,0.13,0.19,0.54
"1745","AT1G14400",44.838,73.554,122.177,147.968,169.414
"1746","AT1G14410",10.187,5.405,6.664,6.498,0.708
"1747","AT1G14420",0.02,0,0,0.017,0
"1748","AT1G14430",0.138,0.132,0.057,0.048,0.038
"1749","AT1G14440",0.948,1.335,1.109,0.948,0.409
"1750","AT1G14450",9.579,5.836,9.379,11.289,12.241
"1751","AT1G14453",0.171,0,0.088,0,0.092
"1752","AT1G14455",0,0,0,0,0
"1753","AT1G14460",1.101,1.199,0.869,0.699,0.275
"1754","AT1G05093",0,0,0,0,0
"1755","AT1G14470",0.32,0.384,0.304,1.244,0.855
"1756","AT1G14480",0.973,0.245,0.168,1.888,1.001
"1757","AT1G14490",0.227,0.168,0.116,0.222,0.105
"1758","AT1G14500",0,0,0,0,0
"1759","AT1G14510",11.065,15.726,15.818,18.347,14.232
"1760","AT1G14518",0,0.075,0,0.115,0.145
"1761","AT1G14520",0.829,1.744,0.998,0.963,1.184
"1762","AT1G14530",3.593,4.934,3.427,3.797,12.032
"1763","AT1G14540",0.065,0.288,0.03,0.028,0.034
"1764","AT1G14550",0,0,0,0,0
"1765","AT1G14560",2.842,3.752,4.678,7.012,6.39
"1766","AT1G14570",14.137,14.429,22.685,29.642,38.915
"1767","AT1G14580",3.719,1.381,1.494,1.823,0.948
"1768","AT1G05097",0,0,0,0,0
"1769","AT1G05103",0,0,0,0,0
"1770","AT1G05107",0,0,0,0,0
"1771","AT1G14590",15.713,19.06,18.294,9.088,3.431
"1772","AT1G14600",4.318,1.568,1.32,1.017,0.395
"1773","AT1G14610",19.412,16.773,14.852,12.524,8.294
"1774","AT1G14620",10.022,6.096,9.491,9.673,6.479
"1775","AT1G14630",0.584,0.308,0.178,0.352,0.026
"1776","AT1G14640",0.978,1.892,3.589,5.346,7.053
"1777","AT1G14642",0.931,2.426,3.206,8.806,7.379
"1778","AT1G14650",7.111,11.96,16.87,24.218,19.314
"1779","AT1G14660",1.453,1.274,1.393,1.605,1.176
"1780","AT1G05113",0,0,0,0,0
"1781","AT1G14670",15.207,9.002,14.355,20.117,33.745
"1782","AT1G14680",0.068,0.458,0.264,1.354,1.873
"1783","AT1G14685",4.242,9.165,12.608,18.454,19.041
"1784","AT1G14686",0,0.111,0.03,0,0.035
"1785","AT1G14687",0.168,0.944,0.63,1.482,0.602
"1786","AT1G14688",0,0,0,0.052,0.108
"1787","AT1G05117",0,0,0,0,0
"1788","AT1G14690",5.829,11.592,11.68,10.587,4.113
"1789","AT1G14700",5.423,6.828,4.96,4.688,0.956
"1790","AT1G14710",14.078,14.62,14.741,10.835,4.369
"1791","AT1G14720",5.114,7.232,8.54,11.669,5.34
"1792","AT1G14730",0.257,0.528,0.972,1.034,1.212
"1793","AT1G14740",6.69,21.815,45.95,78.479,99.553
"1794","AT1G14750",0.257,0.152,0.21,0.284,0.062
"1795","AT1G14755",0,0,0,0,0
"1796","AT1G14760",0.048,0,0,0,0
"1797","AT1G14770",1.033,1.157,1.133,1.758,1.638
"1798","AT1G14780",0.052,0.038,0.26,0.488,0.586
"1799","AT1G14790",0.76,1.2,1.341,2.976,1.882
"1800","AT1G14800",0,0,0,0,0
"1801","AT1G14810",53.032,34.657,32.809,18.39,9.168
"1802","AT1G05123",0,0,0.13,0.208,0
"1803","AT1G14820",4.187,3.265,2.471,2.545,0.634
"1804","AT1G14830",14.889,11.984,12.04,9.977,17.355
"1805","AT1G14840",8.755,5.903,2.817,1.623,0.104
"1806","AT1G14850",4.21,3.224,3.197,3.651,1.516
"1807","AT1G14860",0.062,0.957,0.534,1.059,0.564
"1808","AT1G14870",0.413,1.043,4.032,0.561,3.179
"1809","AT1G05127",0,0,0,0,0
"1810","AT1G14880",2.056,0.879,1.291,7.378,0.215
"1811","AT1G14890",1.331,9.178,19.235,36.2,53.948
"1812","AT1G14900",2.63,2.703,1.757,2.102,2.325
"1813","AT1G14910",6.906,10.369,14.337,18.34,20.761
"1814","AT1G05133",0,0.076,0.125,0.442,0.228
"1815","AT1G14920",3.555,4.077,3.213,4.576,1.087
"1816","AT1G14930",0,0.126,0,0.047,0
"1817","AT1G14940",0,0,0,0.046,0
"1818","AT1G14950",0,0,0,0,0
"1819","AT1G14960",0,0,0,0.044,0
"1820","AT1G14970",7.099,1.459,0.796,1.545,3.906
"1821","AT1G14980",165.398,172.466,132.696,136.102,152.63
"1822","AT1G14990",5.32,3.07,4.487,5.441,5.177
"1823","AT1G15000",0,0,0,0,0
"1824","AT1G15002",0.1,0,0.113,0.132,0.081
"1825","AT1G05137",0,0,0,0,0
"1826","AT1G15010",0.264,8.956,16.874,27.902,30.523
"1827","AT1G15015",0.097,0,0,0,0
"1828","AT1G15020",1.943,2.314,4.099,6.645,4.359
"1829","AT1G15030",16.57,11.716,14.181,11.265,5.481
"1830","AT1G05143",0.618,1.544,2.906,1.148,2.566
"1831","AT1G15040",0,0.151,0.782,0.111,2.27
"1832","AT1G05147",0,0,0,0,0
"1833","AT1G15050",0.202,0.136,0.079,0.134,0.034
"1834","AT1G15060",13.087,7.341,6.763,6.807,6.774
"1835","AT1G15080",1.183,0.338,0.499,0.981,0.407
"1836","AT1G15090",0,0,0,0,0
"1837","AT1G05153",0.144,0.158,0.148,0,0
"1838","AT1G15085",1.823,0,0.234,1.117,0
"1839","AT1G15100",20.095,17.496,14.45,18.975,21.869
"1840","AT1G15110",1.685,8.521,7.653,10.561,34.675
"1841","AT1G15120",61.688,52.032,74.7,77.785,47.659
"1842","AT1G15125",1.59,1.375,1.799,3.212,3.906
"1843","AT1G15130",11.066,17.864,19.553,23.541,29.297
"1844","AT1G15140",60.919,25.365,25.56,16.895,11.384
"1845","AT1G15150",0.098,0.044,0.056,0.176,0.033
"1846","AT1G15160",2.109,1.846,1.334,1.193,0.833
"1847","AT1G15165",5.306,6.449,3.547,2.401,0.884
"1848","AT1G15170",2.618,1.95,2.567,1.82,2.05
"1849","AT1G15175",0.798,2.042,0.722,0.582,0.393
"1850","AT1G15180",14.005,11.973,11.735,10.601,5.537
"1851","AT1G15190",0.705,0.34,0.422,1.822,2.57
"1852","AT1G15200",27.091,34.743,42.334,64.184,56.674
"1853","AT1G15210",0,0,0,0,0.009
"1854","AT1G15215",2.851,1.661,2.458,3.422,0.521
"1855","AT1G15220",2.558,1.666,2.38,3.175,2.067
"1856","AT1G15230",11.855,51.624,85.936,155.286,188.265
"1857","AT1G15240",5.3,9.136,11.485,17.095,14.508
"1858","AT1G15250",12.254,10.544,10.275,11.21,11.835
"1859","AT1G15260",16.515,7.511,10.107,10.492,1.097
"1860","AT1G15270",243.601,170.602,318.24,372.807,222.514
"1861","AT1G15280",19.354,15.992,17.998,27.029,25.073
"1862","AT1G15290",32.053,38.44,35.413,33.499,13.105
"1863","AT1G15300",0.399,0.376,1.309,2.103,3.822
"1864","AT1G15310",0.716,0.805,0.978,1.728,3.176
"1865","AT1G15320",0.027,0.03,0.028,0.114,0.186
"1866","AT1G15330",0,0.432,0.242,0.382,0.608
"1867","AT1G15340",47.005,94.438,91.312,132.043,165.012
"1868","AT1G15350",4.364,7.335,19.441,41.233,56.219
"1869","AT1G15360",0,0,0,0,0
"1870","AT1G15370",18.742,12.061,20.456,21.846,44.148
"1871","AT1G15380",0.034,1.902,22.111,30.402,143.941
"1872","AT1G15385",0,0,0,0.222,4.689
"1873","AT1G15390",23.27,24.187,15.966,14.297,5.865
"1874","AT1G15400",9.24,17.157,29.069,51.875,75.852
"1875","AT1G05163",0.283,0.062,0,0.094,0
"1876","AT1G15405",0,0,0,0,0
"1877","AT1G15410",71.239,25.32,9.22,2.929,0.232
"1878","AT1G15415",0.442,0.577,0.494,0.488,0.142
"1879","AT1G15420",9.236,8.78,14.223,28.355,22.302
"1880","AT1G15430",4.266,4.348,3.101,5.402,13.869
"1881","AT1G15440",6.557,5.764,7.735,9.859,6.413
"1882","AT1G15450",0,0,0,0,0
"1883","AT1G15460",0,0,0,0,0.016
"1884","AT1G15470",7.802,3.868,1.986,1.613,0.541
"1885","AT1G15480",1.788,1.343,1.527,1.513,0.649
"1886","AT1G15490",2.027,1.048,1.395,1.302,2.77
"1887","AT1G15500",55.668,38.59,53.886,82.924,45.941
"1888","AT1G15510",4.18,3.565,4.725,7.684,3.671
"1889","AT1G15520",0.3,0.198,0.208,0.308,0.184
"1890","AT1G15530",1.518,4.508,4.534,5.054,5.493
"1891","AT1G15540",0,0.032,0.026,0,0
"1892","AT1G15550",5.014,24.995,9.605,1.994,0.224
"1893","AT1G15560",0,0,0,0,0
"1894","AT1G05173",0,0,0,0,0
"1895","AT1G15570",0.724,0.293,0.308,0.067,0.022
"1896","AT1G15580",1.732,2.743,1.878,0.952,0.056
"1897","AT1G15590",0,0,0,0,0
"1898","AT1G15600",0,0,0,0,0
"1899","AT1G15610",0,0,0.074,0,0
"1900","AT1G15620",0.088,0.1,0.041,0.036,0
"1901","AT1G15625",0.168,0.234,0.592,0,0
"1902","AT1G15630",0,0,0,0,0
"1903","AT1G15640",0,0,0,0,0.034
"1904","AT1G15650",0,0,0,0,0
"1905","AT1G15660",1.383,1.134,1.01,1.606,0.746
"1906","AT1G15670",0.572,22.503,28.676,30.695,66.608
"1907","AT1G15680",0,0,0,0,0.064
"1908","AT1G05177",0,0,0.168,0,0
"1909","AT1G15690",203.108,166.251,191.459,122.221,100.29
"1910","AT1G05183",0.378,0.57,0.188,0.053,0.148
"1911","AT1G15700",0,0,0,0,0
"1912","AT1G15710",13.419,5.792,5.684,3.835,2.906
"1913","AT1G15720",0.084,0.062,0.058,0.07,0.03
"1914","AT1G05187",0,0,0,0,0
"1915","AT1G15730",38.136,38.573,33.544,23.609,17.141
"1916","AT1G05193",0,0.37,0.152,0.134,0
"1917","AT1G15740",27.327,50.79,65.898,83.713,80.159
"1918","AT1G15750",28.514,21.43,22.149,25.502,31.409
"1919","AT1G05197",0.168,0,0,0.143,0
"1920","AT1G15757",0,0,0,0,0
"1921","AT1G15760",1.248,1.056,0.394,0.231,0.033
"1922","AT1G15770",0,0,0,0.031,0.03
"1923","AT1G15772",0,0,0,0.078,0.077
"1924","AT1G15780",4.463,4.377,6.433,7.887,8.041
"1925","AT1G15790",0.619,0.952,2.287,6.008,11.198
"1926","AT1G15800",2.357,3.117,4.245,9.978,14.076
"1927","AT1G15810",9.546,6.672,8.582,9.893,5.385
"1928","AT1G05203",1.761,0.21,0.477,0.7,0.89
"1929","AT1G15820",1819.844,2914.369,1739.439,777.433,230.479
"1930","AT1G05207",20.05,18.41,16.01,6.378,1.466
"1931","AT1G15830",5.622,18.017,9.879,6.301,1.624
"1932","AT1G15825",2.526,7.806,4.85,3.542,0.829
"1933","AT1G15840",0,0.196,0.169,0.182,0.31
"1934","AT1G15850",0,0,0,0,0
"1935","AT1G15860",16.041,27.213,42.34,46.16,51.109
"1936","AT1G15870",1.752,0.42,1.182,0.911,1.034
"1937","AT1G15880",10.98,22.369,37.914,36.114,32.545
"1938","AT1G15885",3.784,6.385,12.633,19.285,12.425
"1939","AT1G15890",0.294,0.404,0.678,1.748,3.08
"1940","AT1G15900",0.06,0,0.344,0.512,0.62
"1941","AT1G15910",3.511,3.91,3.2,3.117,2.686
"1942","AT1G15920",4.479,13.088,23.993,27.605,32.815
"1943","AT1G15930",114.811,103.651,119.252,85.847,71.816
"1944","AT1G15940",6.994,17.631,25.633,19.21,18.407
"1945","AT1G15950",24.099,12.436,16.703,12.881,18.223
"1946","AT1G05213",0.634,0.334,0.713,0.415,0.596
"1947","AT1G15960",6.294,2.328,1.453,1.668,0.388
"1948","AT1G15970",11.067,8.626,6.819,4.844,5.088
"1949","AT1G15980",153.447,103.888,74.598,44.654,8.783
"1950","AT1G15990",0.966,0.412,0.236,0.295,0.125
"1951","AT1G16000",18.428,13.887,14.785,23.34,16.34
"1952","AT1G16010",26.212,27.815,29.386,44.019,49.914
"1953","AT1G16020",15.784,9.529,8.459,5.078,0.778
"1954","AT1G16022",8.27,6.875,4.674,1.157,0.098
"1955","AT1G16025",9.467,1.752,5.301,1.121,0
"1956","AT1G16030",4590.74,4490.874,1886.649,483.373,152.996
"1957","AT1G16040",88.847,39.169,27.255,18.251,15.837
"1958","AT1G16060",0.236,0.02,0.09,0.286,0.016
"1959","AT1G16070",0.298,0.273,0.5,0.616,0.078
"1960","AT1G16080",178.298,149.99,129.894,144.724,70.24
"1961","AT1G16090",1.972,1.407,1.379,3.606,1.282
"1962","AT1G16100",0,0,0,0,0
"1963","AT1G16110",0.306,1.36,2.743,3.239,1.973
"1964","AT1G05217",0,0,0,0,0
"1965","AT1G16120",0,0,0,0,0.064
"1966","AT1G16130",0.342,0.15,0.55,0.863,8.367
"1967","AT1G16140",0,0,0,0,0.052
"1968","AT1G16150",0,0.07,0.088,0.143,5.003
"1969","AT1G16160",0,0,0,0,0.084
"1970","AT1G16170",3.518,2.562,2.878,2.017,2.585
"1971","AT1G16180",27.691,41.306,75.091,116.501,101.816
"1972","AT1G16190",8.63,2.971,4.854,5.267,3.181
"1973","AT1G16210",33.677,61.781,67.46,87.892,138.18
"1974","AT1G16220",0.295,0.615,0.482,0.308,0.034
"1975","AT1G16225",0.034,0,0,0,0
"1976","AT1G05223",0,0,0,0,0
"1977","AT1G16230",0,0,0,0,0.137
"1978","AT1G16240",18.191,43.852,81.95,118.83,220.629
"1979","AT1G16250",2.285,3.729,6.036,7.366,11.721
"1980","AT1G16260",4.183,5.495,4.986,7.967,4.487
"1981","AT1G16270",3.133,3.787,3.825,3.536,2.84
"1982","AT1G16280",3.065,6.3,8.809,9.879,7.375
"1983","AT1G16290",0,0,0.024,0.02,0
"1984","AT1G16300",1.908,1.224,0.722,0.491,0.342
"1985","AT1G16310",1.102,0.672,1.085,1.159,1.039
"1986","AT1G16320",38.943,54.413,71.846,95.269,60.725
"1987","AT1G16330",0.447,0.296,0.278,1.336,0.616
"1988","AT1G16340",3.703,3.76,6.514,9.351,2.072
"1989","AT1G16350",28.953,24.332,30.049,27.267,19.666
"1990","AT1G16360",0.075,0,0.052,0.02,0
"1991","AT1G16370",0,0.076,0.13,0.725,0.038
"1992","AT1G16380",0,0,0,0,0
"1993","AT1G16390",0.847,0.208,0.23,0.258,0
"1994","AT1G16400",0.914,0.228,0.224,2.113,0.017
"1995","AT1G16410",13.87,5.157,1.528,23.805,0.24
"1996","AT1G16420",0.275,0.092,0.056,0.047,0
"1997","AT1G16430",6.138,9.011,6.95,6.375,5.235
"1998","AT1G16440",0,0,0.048,0.064,0.094
"1999","AT1G16445",2.739,1.655,2.582,2.935,1.602
"2000","AT1G16450",0,0,0,0,0
"2001","AT1G16460",26.24,17.937,26.104,17.614,10.623
"2002","AT1G16470",26.215,16.617,22.04,22.176,19.112
"2003","AT1G16480",0.284,0.278,0.228,0.226,0.134
"2004","AT1G05227",0,0,0,0,0
"2005","AT1G16489",0.026,0.028,0.024,0.105,0.048
"2006","AT1G16490",0,0,0,0,0
"2007","AT1G16500",2.55,2.651,1.255,1.101,0.394
"2008","AT1G05233",0,0,0,0,0
"2009","AT1G16510",0.282,1.568,0.572,1.33,2.029
"2010","AT1G05237",0,0,0,0,0
"2011","AT1G16515",1.444,0.559,1.499,2.647,0.44
"2012","AT1G16520",6.811,4.437,3.907,2.872,1.051
"2013","AT1G16530",0.717,0.062,0.114,0.045,0
"2014","AT1G16540",1.308,3.037,3.405,6.204,15.703
"2015","AT1G16550",1.292,0.865,0.626,0.408,1.026
"2016","AT1G16560",6.97,6.878,10.032,12.362,8.307
"2017","AT1G05243",0,0,0,0,0
"2018","AT1G16570",3.747,3.569,4.031,3.86,2.618
"2019","AT1G16590",1.821,0.896,1.798,1.588,0.782
"2020","AT1G16600",0,0,0,0,0
"2021","AT1G16610",10.94,9.835,14.788,20.907,24.046
"2022","AT1G16620",0,0,0,0,0
"2023","AT1G16630",1.062,1.6,1.288,2.144,1.578
"2024","AT1G16635",0.806,0.477,0.624,0.876,0.617
"2025","AT1G05247",0,0,0,0,0
"2026","AT1G16640",8.675,1.097,1.008,0.25,0.136
"2027","AT1G16650",2.585,2.285,2.739,3.402,2.624
"2028","AT1G16660",0,0,0,0,0.018
"2029","AT1G16670",2.487,2.798,4.706,6.915,8.682
"2030","AT1G16680",4.339,6.581,7.341,9.87,5.816
"2031","AT1G16690",1.808,1.133,0.794,1.012,0.318
"2032","AT1G16700",39.373,39.399,32.049,22.849,17.916
"2033","AT1G16705",0.154,0.214,0.072,0.128,0.156
"2034","AT1G16710",3.101,3.325,4.219,6.174,5.726
"2035","AT1G16720",117.477,79.552,48.934,19.02,3.755
"2036","AT1G05253",0,0,0,0,0
"2037","AT1G16730",26.324,20.566,21.725,18.928,8.084
"2038","AT1G05257",0,0,0,0,0
"2039","AT1G16740",20.233,22.55,18.434,20.707,16.149
"2040","AT1G16750",4.044,2.52,2.371,2.038,1.004
"2041","AT1G05263",0,0,0,0,0
"2042","AT1G16760",0,0,0.014,0,0.017
"2043","AT1G16770",0.39,0.279,0.491,0.676,0.314
"2044","AT1G16780",3.159,2.276,1.564,1.635,0.568
"2045","AT1G16790",0,0,0,0,0
"2046","AT1G16800",0.657,0.406,0.324,0.326,0.238
"2047","AT1G16810",26.95,34.879,57.373,73.414,101.792
"2048","AT1G16820",0.324,0.25,0.494,1.04,0.845
"2049","AT1G05267",0,0,0,0,0
"2050","AT1G05273",0,0,0,0,0
"2051","AT1G16825",3.936,2.091,2.428,1.782,1.872
"2052","AT1G16830",0.349,0.116,0.36,0.543,0.07
"2053","AT1G16840",11.776,22.401,30.384,34.134,37.678
"2054","AT1G16850",0.78,6.851,12.357,26.84,23.426
"2055","AT1G16860",5.864,5.739,7.226,6.201,2.614
"2056","AT1G16870",9.024,9.307,14.457,23.746,16.906
"2057","AT1G16880",270.288,142.113,154.036,162.567,72.739
"2058","AT1G16890",37.77,47.855,107.383,194.142,261.149
"2059","AT1G05277",0.731,1.374,2.633,3.465,6.964
"2060","AT1G16900",1.955,3.783,5.212,8.082,7.732
"2061","AT1G16905",0,0,0,0,0
"2062","AT1G16910",0.043,0,0.044,0,0
"2063","AT1G16916",5.029,6.316,5.696,3.427,4.025
"2064","AT1G16920",10.011,8.316,7.646,5.533,2.3
"2065","AT1G16930",0.94,0.681,1.054,0.962,0.334
"2066","AT1G16940",0,0,0,0,0
"2067","AT1G16945",0,0,0,0,0
"2068","AT1G16950",0,0,0,0,0
"2069","AT1G16960",4.456,5.499,10.253,8.133,2.783
"2070","AT1G16970",3.322,2.073,2.611,3.763,2.841
"2071","AT1G16980",0,0.017,0,0,0
"2072","AT1G17000",0,0,0,0,0
"2073","AT1G17010",0,0,0,0,0
"2074","AT1G17020",0.081,0.873,0.635,2.345,6.915
"2075","AT1G17030",0,0.026,0.024,0.06,0
"2076","AT1G17040",2.054,3.312,3.863,6.473,2.907
"2077","AT1G05283",0,0,0,0,0
"2078","AT1G17050",82.461,40.613,23.739,8.79,1.145
"2079","AT1G17060",0.166,0.138,0.083,0.172,0.022
"2080","AT1G17065",0,0,0,0.09,0
"2081","AT1G05287",0,0,0,0,0
"2082","AT1G17070",2.258,3.801,3.145,3.702,2.839
"2083","AT1G17080",31.32,46.255,56.24,66.311,86.425
"2084","AT1G17090",2.454,1.888,1.133,1.487,1.005
"2085","AT1G17100",198.882,126.677,125.665,74.767,32.826
"2086","AT1G17110",9.193,6.681,7.703,10.967,4.952
"2087","AT1G17120",8.694,5.008,3.774,3.899,3.703
"2088","AT1G17130",12.593,15.216,16.761,17.484,21.297
"2089","AT1G05293",0,0.328,0.302,0.49,0.754
"2090","AT1G17140",10.488,11.351,7.861,5.709,4.514
"2091","AT1G05297",1.095,0.138,0.476,0.51,1.454
"2092","AT1G17145",5.842,20.79,37.028,46.419,51.043
"2093","AT1G17147",0.302,1.386,2.389,2.374,3.999
"2094","AT1G17150",0,0,0,0,0.036
"2095","AT1G17160",6.299,6.866,11.156,13.545,20.137
"2096","AT1G17170",0.82,1.379,0.292,0.505,0.663
"2097","AT1G17180",0.04,0,0.038,0.24,0.034
"2098","AT1G17190",1.039,1.254,0.888,0.576,0.115
"2099","AT1G17200",16.495,17.553,18.48,15.975,8.782
"2100","AT1G17210",21.919,20.322,23.265,23.517,20.439
