Sample name	title	source name	organism	characteristics: Tissue	characteristics: Developmental Stage	characteristics: Ecotype	characteristics: Genotype	characteristics: Treatment	characteristics: Original series ID	characteristics: Replicate Group	molecule	label	platform
GSM142881	Reanalysis of GSM142881	GW001_ATH1_A26-Warre-24f	Arabidopsis thaliana	aerial	1.14	Col-0		"mutant, abiotic stress"	GSE6177	GSE6177_13	total RNA	biotin	GPL198
GSM142886	Reanalysis of GSM142886	MW001_ATH1_A1-Wheel-a05	Arabidopsis thaliana	leaf	1.05	Col-0		mutant	GSE6179	GSE6179_1	total RNA	biotin	GPL198
GSM142887	Reanalysis of GSM142887	MW001_ATH1_A1-Wheel-a14	Arabidopsis thaliana	leaf	1.14	Col-0		mutant	GSE6179	GSE6179_2	total RNA	biotin	GPL198
GSM142888	Reanalysis of GSM142888	MW001_ATH1_A1-Wheel-w05	Arabidopsis thaliana	leaf	1.05	Col-0		mutant	GSE6179	GSE6179_3	total RNA	biotin	GPL198
GSM142889	Reanalysis of GSM142889	MW001_ATH1_A1-Wheel-w14	Arabidopsis thaliana	leaf	1.14	Col-0		mutant	GSE6179	GSE6179_4	total RNA	biotin	GPL198
GSM142890	Reanalysis of GSM142890	MW001_ATH1_A2-Wheel-a05	Arabidopsis thaliana	leaf	1.05	Col-0		mutant	GSE6179	GSE6179_1	total RNA	biotin	GPL198
GSM142891	Reanalysis of GSM142891	MW001_ATH1_A2-Wheel-a14_repeat	Arabidopsis thaliana	leaf	1.14	Col-0		mutant	GSE6179	GSE6179_2	total RNA	biotin	GPL198
GSM142892	Reanalysis of GSM142892	MW001_ATH1_A2-Wheel-w05	Arabidopsis thaliana	leaf	1.05	Col-0		mutant	GSE6179	GSE6179_3	total RNA	biotin	GPL198
GSM142893	Reanalysis of GSM142893	MW001_ATH1_A2-Wheel-w14	Arabidopsis thaliana	leaf	1.14	Col-0		mutant	GSE6179	GSE6179_4	total RNA	biotin	GPL198
GSM142894	Reanalysis of GSM142894	MW001_ATH1_A3-Wheel-a05	Arabidopsis thaliana	leaf	1.05	Col-0		mutant	GSE6179	GSE6179_1	total RNA	biotin	GPL198
GSM142895	Reanalysis of GSM142895	MW001_ATH1_A3-Wheel-a14_repeat	Arabidopsis thaliana	leaf	1.14	Col-0		mutant	GSE6179	GSE6179_2	total RNA	biotin	GPL198
GSM142896	Reanalysis of GSM142896	MW001_ATH1_A3-Wheel-w05	Arabidopsis thaliana	leaf	1.05	Col-0		mutant	GSE6179	GSE6179_3	total RNA	biotin	GPL198
GSM142897	Reanalysis of GSM142897	MW001_ATH1_A3-Wheel-w14	Arabidopsis thaliana	leaf	1.14	Col-0		mutant	GSE6179	GSE6179_4	total RNA	biotin	GPL198
GSM9571	Reanalysis of GSM9571	Col_control_1	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE627	GSE627_1	total RNA	biotin	GPL198
GSM9572	Reanalysis of GSM9572	Col_control_2	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE627	GSE627_1	total RNA	biotin	GPL198
GSM9573	Reanalysis of GSM9573	Col_control_3	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE627	GSE627_1	total RNA	biotin	GPL198
GSM9574	Reanalysis of GSM9574	Col_+IAA_1	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE627	GSE627_2	total RNA	biotin	GPL198
GSM9575	Reanalysis of GSM9575	Col_+IAA_2	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE627	GSE627_2	total RNA	biotin	GPL198
GSM9576	Reanalysis of GSM9576	Col_+IAA_3	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE627	GSE627_2	total RNA	biotin	GPL198
GSM9577	Reanalysis of GSM9577	nph4-1_control_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_3	total RNA	biotin	GPL198
GSM9578	Reanalysis of GSM9578	nph4-1_control_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_3	total RNA	biotin	GPL198
GSM9579	Reanalysis of GSM9579	nph4-1_control_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_3	total RNA	biotin	GPL198
GSM9580	Reanalysis of GSM9580	nph4-1_+IAA_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_4	total RNA	biotin	GPL198
GSM9581	Reanalysis of GSM9581	nph4-1_+IAA_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_4	total RNA	biotin	GPL198
GSM9582	Reanalysis of GSM9582	nph4-1_+IAA_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_4	total RNA	biotin	GPL198
GSM9583	Reanalysis of GSM9583	arf19-1_control_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_5	total RNA	biotin	GPL198
GSM9584	Reanalysis of GSM9584	arf19-1_control_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_5	total RNA	biotin	GPL198
GSM9585	Reanalysis of GSM9585	arf19-1_control_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_5	total RNA	biotin	GPL198
GSM9586	Reanalysis of GSM9586	arf19-1_+IAA_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_6	total RNA	biotin	GPL198
GSM9587	Reanalysis of GSM9587	arf19-1_+IAA_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_6	total RNA	biotin	GPL198
GSM9588	Reanalysis of GSM9588	arf19-1_+IAA_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_6	total RNA	biotin	GPL198
GSM9589	Reanalysis of GSM9589	nph4-1arf19-1_control_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_7	total RNA	biotin	GPL198
GSM9590	Reanalysis of GSM9590	nph4-1arf19-1_control_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_7	total RNA	biotin	GPL198
GSM9591	Reanalysis of GSM9591	nph4-1arf19-1_control_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_7	total RNA	biotin	GPL198
GSM9592	Reanalysis of GSM9592	nph4-1arf19-1_+IAA_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_8	total RNA	biotin	GPL198
GSM9593	Reanalysis of GSM9593	nph4-1arf19-1_+IAA_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_8	total RNA	biotin	GPL198
GSM9594	Reanalysis of GSM9594	nph4-1arf19-1_+IAA_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE627	GSE627_8	total RNA	biotin	GPL198
GSM9595	Reanalysis of GSM9595	Col_control_I_1	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE629	GSE629_1	total RNA	biotin	GPL198
GSM9596	Reanalysis of GSM9596	Col_control_I_2	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE629	GSE629_1	total RNA	biotin	GPL198
GSM9597	Reanalysis of GSM9597	Col_control_I_3	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE629	GSE629_1	total RNA	biotin	GPL198
GSM9598	Reanalysis of GSM9598	Col_+IAA_I_1	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE629	GSE629_4	total RNA	biotin	GPL198
GSM9599	Reanalysis of GSM9599	Col_+IAA_I_2	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE629	GSE629_4	total RNA	biotin	GPL198
GSM9600	Reanalysis of GSM9600	Col_+IAA_I_3	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE629	GSE629_4	total RNA	biotin	GPL198
GSM9601	Reanalysis of GSM9601	iaa17-6_control_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_7	total RNA	biotin	GPL198
GSM9602	Reanalysis of GSM9602	iaa17-6_control_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_7	total RNA	biotin	GPL198
GSM9603	Reanalysis of GSM9603	iaa17-6_control_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_7	total RNA	biotin	GPL198
GSM9605	Reanalysis of GSM9605	iaa17-6_+IAA_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_10	total RNA	biotin	GPL198
GSM9606	Reanalysis of GSM9606	iaa17-6_+IAA_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_10	total RNA	biotin	GPL198
GSM9607	Reanalysis of GSM9607	iaa17-6_+IAA_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_10	total RNA	biotin	GPL198
GSM9608	Reanalysis of GSM9608	arx3-1_control_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_13	total RNA	biotin	GPL198
GSM9609	Reanalysis of GSM9609	axr3-1_control_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_13	total RNA	biotin	GPL198
GSM9610	Reanalysis of GSM9610	axr3-1_control_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_13	total RNA	biotin	GPL198
GSM9611	Reanalysis of GSM9611	axr3-1_+IAA_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_16	total RNA	biotin	GPL198
GSM9612	Reanalysis of GSM9612	axr3-1_+IAA_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_16	total RNA	biotin	GPL198
GSM9613	Reanalysis of GSM9613	axr3-1_+IAA_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_16	total RNA	biotin	GPL198
GSM9614	Reanalysis of GSM9614	i5i6i19_control_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_19	total RNA	biotin	GPL198
GSM9615	Reanalysis of GSM9615	i5i6i19_control_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_19	total RNA	biotin	GPL198
GSM9616	Reanalysis of GSM9616	i5i6i19_control_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_19	total RNA	biotin	GPL198
GSM9617	Reanalysis of GSM9617	i5i6i19_+IAA_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_22	total RNA	biotin	GPL198
GSM9618	Reanalysis of GSM9618	i5i6i19_+IAA_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_22	total RNA	biotin	GPL198
GSM9619	Reanalysis of GSM9619	i5i6i19_+IAA_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE629	GSE629_22	total RNA	biotin	GPL198
GSM9620	Reanalysis of GSM9620	Col_control_A2_1	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE631	GSE630_9	total RNA	biotin	GPL198
GSM9624	Reanalysis of GSM9624	Col_+IAA_A2_1	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE631	GSE630_10	total RNA	biotin	GPL198
GSM9625	Reanalysis of GSM9625	Col_control_A2_2	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE631	GSE630_9	total RNA	biotin	GPL198
GSM9626	Reanalysis of GSM9626	Col_+IAA_A2_2	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE631	GSE630_10	total RNA	biotin	GPL198
GSM9627	Reanalysis of GSM9627	Col_control_A2_3	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE631	GSE630_9	total RNA	biotin	GPL198
GSM9628	Reanalysis of GSM9628	Col_+IAA_A2_3	Arabidopsis thaliana	seedling	1	Col-0	wild type	mutant	GSE631	GSE630_10	total RNA	biotin	GPL198
GSM9629	Reanalysis of GSM9629	arf2-6_control_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE631	GSE630_11	total RNA	biotin	GPL198
GSM9630	Reanalysis of GSM9630	arf2-6_+IAA_1	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE631	GSE630_12	total RNA	biotin	GPL198
GSM9631	Reanalysis of GSM9631	arf2-6_control_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE631	GSE630_11	total RNA	biotin	GPL198
GSM9632	Reanalysis of GSM9632	arf2-6_+IAA_2	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE631	GSE630_12	total RNA	biotin	GPL198
GSM9633	Reanalysis of GSM9633	arf2-6_control_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE631	GSE630_11	total RNA	biotin	GPL198
GSM9634	Reanalysis of GSM9634	arf2-6_+IAA_3	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE631	GSE630_12	total RNA	biotin	GPL198
GSM151694	Reanalysis of GSM151694	"Col-0 uninoculated, biological replicate 1"	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	"mutant, biotic"	GSE6556	GSE6556_1	total RNA	biotin	GPL198
GSM151695	Reanalysis of GSM151695	"Col-0 uninoculated, biological replicate 2"	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	"mutant, biotic"	GSE6556	GSE6556_1	total RNA	biotin	GPL198
GSM151696	Reanalysis of GSM151696	"Col-0 uninoculated, biological replicate 3"	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	"mutant, biotic"	GSE6556	GSE6556_1	total RNA	biotin	GPL198
GSM151697	Reanalysis of GSM151697	"gh3.5-1D uninoculated, biological replicate 1"	Arabidopsis thaliana	leaf	6.1	Col-0	mutant	"mutant, biotic"	GSE6556	GSE6556_4	total RNA	biotin	GPL198
GSM151698	Reanalysis of GSM151698	"gh3.5-1D uninoculated, biological replicate 2"	Arabidopsis thaliana	leaf	6.1	Col-0	mutant	"mutant, biotic"	GSE6556	GSE6556_4	total RNA	biotin	GPL198
GSM151699	Reanalysis of GSM151699	"gh3.5-1D uninoculated, biological replicate 3"	Arabidopsis thaliana	leaf	6.1	Col-0	mutant	"mutant, biotic"	GSE6556	GSE6556_4	total RNA	biotin	GPL198
GSM151700	Reanalysis of GSM151700	"Col-0 48 hpi, biological replicate 1"	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	"mutant, biotic"	GSE6556	GSE6556_7	total RNA	biotin	GPL198
GSM151701	Reanalysis of GSM151701	"Col-0 48 hpi, biological replicate 2"	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	"mutant, biotic"	GSE6556	GSE6556_7	total RNA	biotin	GPL198
GSM151702	Reanalysis of GSM151702	"Col-0 48 hpi, biological replicate 3"	Arabidopsis thaliana	leaf	6.1	Col-0	wild type	"mutant, biotic"	GSE6556	GSE6556_7	total RNA	biotin	GPL198
GSM151703	Reanalysis of GSM151703	"gh3.5-1D 48 hpi, biological replicate 1"	Arabidopsis thaliana	leaf	6.1	Col-0	mutant	"mutant, biotic"	GSE6556	GSE6556_10	total RNA	biotin	GPL198
GSM151704	Reanalysis of GSM151704	"gh3.5-1D 48 hpi, biological replicate 2"	Arabidopsis thaliana	leaf	6.1	Col-0	mutant	"mutant, biotic"	GSE6556	GSE6556_10	total RNA	biotin	GPL198
GSM151705	Reanalysis of GSM151705	"gh3.5-1D 48 hpi, biological replicate 3"	Arabidopsis thaliana	leaf	6.1	Col-0	mutant	"mutant, biotic"	GSE6556	GSE6556_10	total RNA	biotin	GPL198
GSM157329	Reanalysis of GSM157329	Coates_1-1_Col-0_Rep1_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_1	total RNA	biotin	GPL198
GSM157330	Reanalysis of GSM157330	Coates_1-2_ara1OX_Rep1_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_2	total RNA	biotin	GPL198
GSM157331	Reanalysis of GSM157331	Coates_1-3_Col-3_Rep1_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_3	total RNA	biotin	GPL198
GSM157332	Reanalysis of GSM157332	Coates_1-4_ara1/2mut_Rep1_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_4	total RNA	biotin	GPL198
GSM157333	Reanalysis of GSM157333	Coates_1-5_Col-0_Rep2_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_1	total RNA	biotin	GPL198
GSM157334	Reanalysis of GSM157334	Coates_1-6_ara1OX_Rep2_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_2	total RNA	biotin	GPL198
GSM157335	Reanalysis of GSM157335	Coates_1-7_Col-3_Rep2_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_3	total RNA	biotin	GPL198
GSM157336	Reanalysis of GSM157336	Coates_1-8_ara1/2mut_Rep2_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_4	total RNA	biotin	GPL198
GSM157337	Reanalysis of GSM157337	Coates_1-9_Col-0_Rep3_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_1	total RNA	biotin	GPL198
GSM157339	Reanalysis of GSM157339	Coates_1-11_Col-3_Rep3_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_3	total RNA	biotin	GPL198
GSM157340	Reanalysis of GSM157340	Coates_1-12_ara1/2mut_Rep3_ATH1	Arabidopsis thaliana	root	1.01	Col-0		mutant	GSE6826	GSE6826_4	total RNA	biotin	GPL198
GSM157382	Reanalysis of GSM157382	Sakakibara_1-1_TZ-treatment-wild_Rep1_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_1	total RNA	biotin	GPL198
GSM157383	Reanalysis of GSM157383	Sakakibara_1-2_TZ-treatment-wild_Rep2_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_1	total RNA	biotin	GPL198
GSM157384	Reanalysis of GSM157384	Sakakibara_1-3_TZ-treatment-wild_Rep3_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_1	total RNA	biotin	GPL198
GSM157385	Reanalysis of GSM157385	Sakakibara_1-4_TZ-treatment-mutant_Rep1_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_4	total RNA	biotin	GPL198
GSM157386	Reanalysis of GSM157386	Sakakibara_1-5_TZ-treatment-mutant_Rep2_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_4	total RNA	biotin	GPL198
GSM157387	Reanalysis of GSM157387	Sakakibara_1-6_TZ-treatment-mutant_Rep3_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_4	total RNA	biotin	GPL198
GSM157388	Reanalysis of GSM157388	Sakakibara_1-7_DMSO-treatment-wild_Rep1_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_7	total RNA	biotin	GPL198
GSM157389	Reanalysis of GSM157389	Sakakibara_1-8_DMSO-treatment-wild_Rep2_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_7	total RNA	biotin	GPL198
GSM157390	Reanalysis of GSM157390	Sakakibara_1-9_DMSO-treatment-wild_Rep3_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_7	total RNA	biotin	GPL198
GSM157391	Reanalysis of GSM157391	Sakakibara_1-10_DMSO-treatment-mutant_Rep1_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_10	total RNA	biotin	GPL198
GSM157392	Reanalysis of GSM157392	Sakakibara_1-11_DMSO-treatment-mutant_Rep2_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_10	total RNA	biotin	GPL198
GSM157393	Reanalysis of GSM157393	Sakakibara_1-12_DMSO-treatment-mutant_Rep3_ATH1	Arabidopsis thaliana	aerial	-	Col-0		hormone	GSE6832	GSE6832_10	total RNA	biotin	GPL198
GSM158680	Reanalysis of GSM158680	Col_dark_early_rep1	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	development	GSE6906	GSE6906_1	total RNA	biotin	GPL198
GSM158681	Reanalysis of GSM158681	Col_dark_late_rep1	Arabidopsis thaliana	seedling	0.7	Col-0	wild type	development	GSE6906	GSE6906_2	total RNA	biotin	GPL198
GSM159273	Reanalysis of GSM159273	Col_dark_early_rep2	Arabidopsis thaliana	seedling	1	Col-0	wild type	development	GSE6906	GSE6906_1	total RNA	biotin	GPL198
GSM159291	Reanalysis of GSM159291	Col_dark_late_rep2	Arabidopsis thaliana	seedling	1	Col-0	wild type	development	GSE6906	GSE6906_2	total RNA	biotin	GPL198
GSM159298	Reanalysis of GSM159298	Col_dark_early_rep3	Arabidopsis thaliana	seedling	1	Col-0	wild type	development	GSE6906	GSE6906_1	total RNA	biotin	GPL198
GSM159299	Reanalysis of GSM159299	Col_dark_late_rep3	Arabidopsis thaliana	seedling	1	Col-0	wild type	development	GSE6906	GSE6906_2	total RNA	biotin	GPL198
GSM159300	Reanalysis of GSM159300	CCA1-34_dark_early_rep1	Arabidopsis thaliana	seedling	1	Col-0	mutant	development	GSE6906	GSE6906_7	total RNA	biotin	GPL198
GSM159301	Reanalysis of GSM159301	CCA1-34_dark_late_rep1	Arabidopsis thaliana	seedling	1	Col-0	mutant	development	GSE6906	GSE6906_8	total RNA	biotin	GPL198
GSM159302	Reanalysis of GSM159302	CCA1-34_dark_early_rep2	Arabidopsis thaliana	seedling	1	Col-0	mutant	development	GSE6906	GSE6906_7	total RNA	biotin	GPL198
GSM159304	Reanalysis of GSM159304	CCA1-34_dark_late_rep2	Arabidopsis thaliana	seedling	1	Col-0	mutant	development	GSE6906	GSE6906_8	total RNA	biotin	GPL198
GSM159321	Reanalysis of GSM159321	CCA1-34_dark_early_rep3	Arabidopsis thaliana	seedling	1	Col-0	mutant	development	GSE6906	GSE6906_7	total RNA	biotin	GPL198
GSM159326	Reanalysis of GSM159326	CCA1-34_dark_late_rep3	Arabidopsis thaliana	seedling	1	Col-0	mutant	development	GSE6906	GSE6906_8	total RNA	biotin	GPL198
GSM177119	Reanalysis of GSM177119	"ga-1 (SALK_109115) mock treated for 1 hr, replicate 1"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_1	total RNA	biotin	GPL198
GSM177120	Reanalysis of GSM177120	"ga-1 (SALK_109115) mock treated for 1 hr, replicate 2"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_1	total RNA	biotin	GPL198
GSM177121	Reanalysis of GSM177121	"ga-1 (SALK_109115) mock treated for 1 hr, replicate 3"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_1	total RNA	biotin	GPL198
GSM177122	Reanalysis of GSM177122	"ga-1 (SALK_109115) treated for 1 hr with 100 uM GA3, replicate 1"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_4	total RNA	biotin	GPL198
GSM177123	Reanalysis of GSM177123	"ga-1 (SALK_109115) treated for 1 hr with 100 uM GA3, replicate 2"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_4	total RNA	biotin	GPL198
GSM177124	Reanalysis of GSM177124	"ga-1 (SALK_109115) treated for 1 hr with 100 uM GA3, replicate 3"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_4	total RNA	biotin	GPL198
GSM177125	Reanalysis of GSM177125	"gid1a-1 gid1b-1 gid1c-2 mock treated for 1 hr, replicate 1"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_7	total RNA	biotin	GPL198
GSM177126	Reanalysis of GSM177126	"gid1a-1 gid1b-1 gid1c-2 mock treated for 1 hr, replicate 2"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_7	total RNA	biotin	GPL198
GSM177127	Reanalysis of GSM177127	"gid1a-1 gid1b-1 gid1c-2 mock treated for 1 hr, replicate 3"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_7	total RNA	biotin	GPL198
GSM177128	Reanalysis of GSM177128	"gid1a-1 gid1b-1 gid1c-2 treated for 1 hr with 100 uM GA3, replicate 1"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_10	total RNA	biotin	GPL198
GSM177129	Reanalysis of GSM177129	"gid1a-1 gid1b-1 gid1c-2 treated for 1 hr with 100 uM GA3, replicate 2"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_10	total RNA	biotin	GPL198
GSM177130	Reanalysis of GSM177130	"gid1a-1 gid1b-1 gid1c-2 treated for 1 hr with 100 uM GA3, replicate 3"	Arabidopsis thaliana	seedling	1	Col-0	mutant	mutant	GSE7353	GSE7353_10	total RNA	biotin	GPL198
GSM179958	Reanalysis of GSM179958	"Arabidopsis roots, air treatment, replica 1"	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE7432	GSE7432_1	total RNA	biotin	GPL198
GSM179959	Reanalysis of GSM179959	"Arabidopsis roots, air treatment, replica 2"	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE7432	GSE7432_1	total RNA	biotin	GPL198
GSM179960	Reanalysis of GSM179960	"Arabidopsis roots, ethylene treatment, replica 1"	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE7432	GSE7432_2	total RNA	biotin	GPL198
GSM179961	Reanalysis of GSM179961	"Arabidopsis roots, ethylene treatment, replica 2"	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE7432	GSE7432_2	total RNA	biotin	GPL198
GSM179963	Reanalysis of GSM179963	"Arabidopsis aux1 mutant roots, air treatment, replica 1"	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE7432	GSE7432_3	total RNA	biotin	GPL198
GSM179967	Reanalysis of GSM179967	"Arabidopsis aux1 mutant roots, air treatment, replica 2"	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE7432	GSE7432_3	total RNA	biotin	GPL198
GSM179969	Reanalysis of GSM179969	"Arabidopsis aux1 mutant roots, ethylene treatment, replica 1"	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE7432	GSE7432_4	total RNA	biotin	GPL198
GSM179970	Reanalysis of GSM179970	"Arabidopsis aux1 mutant roots, ethylene treatment, replica 2"	Arabidopsis thaliana	root	0.1	Col-0	mutant	hormone	GSE7432	GSE7432_4	total RNA	biotin	GPL198
GSM179971	Reanalysis of GSM179971	"Arabidopsis roots, mock treatment, replica 1"	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE7432	GSE7432_5	total RNA	biotin	GPL198
GSM179972	Reanalysis of GSM179972	"Arabidopsis roots, mock treatment, replica 2"	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE7432	GSE7432_5	total RNA	biotin	GPL198
GSM179973	Reanalysis of GSM179973	"Arabidopsis roots, IAA treatment, replica 1"	Arabidopsis thaliana	root	0.1	Col-0	wild type	hormone	GSE7432	GSE7432_6	total RNA	biotin	GPL198
